Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_A05_547376
Composite Element REF	Signal
CANX	9.07728987526197
SLC25A28	5.68348287485877
SHARPIN	7.01950640336316
ADIPOR2	7.50365046613116
TTC23	4.47967086928085
UGP2	9.70534035227355
ECHDC2	7.7202385166858
CIRBP	7.74323841912402
SEC14L4	3.51288643043194
SMA4	3.90447761135588
FRZB	4.59538873281547
PABPC1	11.9366518660202
APOBEC3G	6.59600146062838
CUEDC1	6.27991162305134
CLDN8	3.30934228733899
VPS52	8.41267566411448
LOC23117	6.96584759490223
FAT	8.30410450946073
M6PRBP1	7.89958428083876
PPM1F	5.01398947185553
TSR1	5.89542504929316
E2F6	6.62120342494952
TMEM126B	8.72547651762106
ZFHX3	4.53741737005015
PCSK5	5.37037252884863
HEMK1	5.52688233250092
GIMAP5	4.98362635381061
DPY19L4	7.37610511459204
FAM77C	3.71811119505112
CTPS2	5.29451418143814
NDUFA9	8.43593128736573
SCRIB	7.56690587672348
AURKC	3.69553915948236
LOC51035	5.79792645838493
RSRC2	8.08124351163205
ORM2	3.37435471991994
FAM115A	5.8789864639743
EGLN3	4.06770498381349
FZD6	8.02624633355471
PITX3	3.36621534339528
GPX3	10.1676936171930
UNC119	5.9260702736684
NOV	6.90701826987895
GRM4	3.18239647521302
CABC1	6.39485345986471
KLK1	4.28851198016375
GPM6B	6.48003996625087
RRAGD	7.15595804958303
EIF2S2	8.58153827860581
RNF130	7.63870060747489
CKAP5	7.37120752990142
UCHL5	5.66145193084072
C10orf18	8.15161351734453
TMEM93	7.68319831726766
KCNMB2	3.55946485120812
AIM2	4.44551264407562
PNO1	7.16561104235567
ANK3	5.980525137781
OR2F2	3.09349042463139
GNAT2	3.26678425354719
KRT5	6.82361816558847
ST13	8.7322224008267
SIX1	3.73636879413511
TIMP2	6.83975537294326
CDH12	3.14161822963415
ZMAT4	3.18509803556991
QRSL1	6.79912675084299
CCL15	3.62249549091179
GTF2IRD1	7.24688191459943
CCDC22	5.23888240298825
SNX24	6.72219528795379
RARS	9.47835871936103
MORC2	6.06054388843616
FAM48A	6.14855757509631
FOXD1	3.26620934974902
COX4I1	8.35870458290094
DSN1	5.09806020247758
AMT	6.04687170953685
GPRC5B	6.27091892136911
CTAGE1	2.93378861069371
DTWD1	5.03112232453962
STRN4	5.8294773210519
KITLG	3.03648269483483
HSD11B1	4.62865423180166
HDGF	9.26738193343459
KRT6B	3.86049245884448
SUMO4	7.91710278962856
ARID4B	5.37814427446478
SATL1	6.40588779043452
SETX	6.84848502538926
DDR2	5.43516205844336
KCTD12	9.65265167633634
WWP2	4.98059503839778
CTSH	7.97476965506585
FASTKD1	7.59503809539504
PAF1	8.75227763114952
IFT57	9.06039248888728
TMEM2	6.52461703516588
ZNF592	4.5606605253112
TNFSF9	4.17673394434624
PPFIA4	3.19579045551484
CFP	3.48192048697874
DCTD	7.33053466281057
CNIH3	3.40138618523391
MAP4K4	5.9946111045583
ROD1	4.60345328026915
MFNG	3.51218369757216
JMJD2B	5.50728726642857
DOCK3	3.37722297722361
STX16	5.88730708727923
ALDH3B1	5.69512090061887
THSD4	7.57169953175219
DLAT	7.02319444757918
KIF21B	4.09192521568197
FEZ2	6.49088281854875
CDC5L	6.94636740498273
KCNJ5	3.80589980490965
LMNA	7.51903197703128
TBCD	6.15887359831059
ZNF250	6.13461150610836
CASQ2	3.6494472981941
PEG10	4.47940690642276
TPSD1	3.11059943753576
PRAME	6.90241136660755
NP	6.52629302617934
ZNF12	7.24107482722916
XTP3TPA	8.1004284687553
SIGLEC7	3.84745110237174
FAM70A	4.26385358456028
PANK4	5.52244611995443
SNED1	4.58292685445102
HIP1	4.72872695103792
WNK1	7.47997042095145
AHNAK2	7.13919518481637
FLJ10490	3.58755939320769
TOE1	5.5341155973118
RECQL4	4.76446405053345
PPA1	12.2296052485136
DPAGT1	7.37679548612533
HAS1	3.96393111973567
ST7	4.85175742759333
MAGED2	8.62970412910257
ANKRD55	3.54562039446101
TRPS1	7.9625249438272
POPDC3	3.42199211245370
ACOX2	5.37263182137169
TFPI2	9.56912236317672
CYP4F11	3.17598271830023
PDHB	8.70455328233826
ERN1	3.44030347680119
LHX2	2.98108851708655
B3GALT1	3.24782743417307
ADAMTS5	6.8527093230345
NOTCH3	4.76788801715553
C1orf116	6.82997681462095
UGCGL1	6.03970457521577
NF2	3.80821693635186
POM121	3.53146094591897
CLPP	7.19806084516754
MTMR3	4.14508756432352
ATP1B3	9.27650270862594
TMEM16A	3.45287577650896
HIST1H3F	3.05026500665496
TRIM25	4.30807108992669
CRKL	5.0088648991255
HOXB2	5.34677381723292
ANP32B	10.0696211963352
NUP62	6.36002763758243
GATM	5.87518201309171
AP4E1	3.29259841109289
RASA3	2.8465144764304
EDG5	3.43217166458549
CDKN3	7.1753427414357
CDH4	3.11559998135043
PGD	7.71676065207917
TMEM168	6.54914775788584
RND1	3.82777579092231
GAD1	2.87836800730699
MPG	6.3139424119682
ZNF133	5.7824329862571
LOC440350	3.31824751557486
FJX1	7.10867567394558
CLCF1	4.86178256304011
AMELY	3.20410990050418
PHTF2	4.45513140354312
IGSF2	3.29192849108539
TFF3	4.17875297940703
NDFIP1	8.61178680202921
IQCC	3.68397678154331
CUTA	10.2776242549967
HEYL	3.55607811116309
FTSJ2	6.49330478595389
APPL1	6.6341345839973
TNR	3.30003396254705
WAC	7.89567040650513
ADCY9	4.59734515898216
PYCRL	5.73957039505031
PCGF1	6.65796298899187
PTPN13	7.45689968972329
AGPAT7	5.96918466117661
SSTR5	3.37998510581714
CDKAL1	3.21113510049887
PDYN	3.77983395247371
SFRP1	7.17066609450852
VAV3	6.68567049721282
MTMR11	4.58950965711724
SUOX	7.05708594110684
IDH3B	8.58684803237057
STXBP3	7.44151391639146
EIF3G	8.44405223523132
GOLT1B	5.95907360678685
ARHGAP22	3.64030639694363
NPFFR1	4.24711059995525
NPC1	6.34333226317272
ALDH9A1	8.7082650990318
ICAM5	3.24173735972729
ADD2	3.44008760932012
RASSF1	4.93019058852709
PITPNB	8.98863433153993
PAPOLB	3.12123628094083
URM1	6.87329268356195
TMEM106B	7.83826496511025
LRIG2	4.38784721066148
SLC27A5	4.03086949729486
CDKL1	3.61551447042084
PRODH2	3.53911028529454
SFRS11	8.58211268709535
IL7	2.94418157775569
SCN9A	3.48825044964278
BTG3	9.72639425881864
PAK2	6.77229191805322
ATP2B1	7.38516687399088
GATA4	4.30130876914374
PRKAG1	7.48685478013698
FAM64A	7.08023232618153
ATF7IP2	4.27369345735271
EEF1G	11.8142071194267
INCENP	3.75293551678342
SMAD5	5.4199921858493
GARS	9.16641151616334
CDK10	4.1670554663048
HLX	4.5605495151687
ELAVL3	3.88400567423879
MDM4	3.00219935667822
GNL2	7.91115020462471
CDX1	4.77971394560388
PFDN2	7.9162980812274
ZNF200	5.22512636804993
NDN	7.59161707547273
PRR3	5.36177233709802
HBA2	6.03829845231301
FBLN5	5.90024789461828
PUM1	8.54394713780074
CCDC88A	3.85308487836726
TNNT1	8.5641885733657
KLHL24	7.74349894904968
HNRPH2	9.07861340984644
RAB7A	8.53970017748123
SGPP1	3.92216997150908
PMS2	4.89040855400824
ARNT2	5.05721057973028
CBR1	6.76249629799356
ITPR3	6.04319820890023
BIRC3	4.17468739603533
NRSN2	6.09201735280165
SPOCK1	5.27500183399984
H2AFY	8.39670210885184
RXRB	5.23382546532112
ZNF638	8.00983015470202
APBA1	3.57887455854024
RAB2A	6.76303979278245
ACTN4	9.92633916195742
FXC1	5.43624552443328
C6orf162	4.47037054075730
HPSE2	3.84540467323924
PLCE1	4.84631255751057
INSL3	4.78994192414437
PTPLA	5.54230051778477
EIF2B5	6.90512970320258
DLG1	6.91845137527205
PINK1	6.87968588345534
TFIP11	5.43367215659908
VPS33A	4.90534440003617
SKIP	5.90516303932295
GRAP2	3.04140281662723
GAPDHS	3.31958489000126
POLR2G	9.05933736358102
CNTNAP1	4.45941135581177
PSTPIP1	3.36317909426295
CYP26A1	3.78597471757438
APOL2	5.49456130515529
TACC2	6.11959832728824
CNBP	10.8565747491597
WASF1	6.87991767073256
HSPB1	11.0731524233119
INPP5E	5.41110233370789
COX7A2L	9.59249524720803
HSD17B1	5.18706854713465
ARRB2	6.33430943451513
CUBN	3.70577548301203
SLC7A6	3.739422680543
IGF1	6.12037806250554
ITPK1	5.12738906100853
NAALAD2	3.37875325187201
G3BP1	7.47876887899806
HSD17B10	8.49174069937824
NUP155	6.38289970839084
CYP39A1	5.37493134759869
GLULD1	3.01182611069177
RBM15	6.85927789659383
AMZ2	8.4328387850679
GDF15	4.3423251081196
CYCS	10.5543133018397
TECTA	3.13969279570647
CCDC46	4.62402522808854
GNAL	3.28338386569409
LPO	3.34448027000406
GZMM	3.63960104123326
PAIP1	8.05979448679417
DDX11	4.63454719297626
TAF9B	4.00987371181553
CACNA2D1	4.16249413290103
IMP4	7.75749886600547
SH3BP4	8.94003197253205
PADI1	4.28457321838256
DEC1	3.20677322866398
PON3	3.53510566472855
PROP1	3.29626565629147
UBB	12.6198048886194
RPA4	2.89166672420436
TCF25	7.36104728686633
NDUFS1	7.97131182057993
UPK1A	3.38716565933551
AES	6.50807946070974
PPP1R13B	5.4677658562133
TCL6	3.28669452608399
ARL2	7.31904126586841
CD2BP2	6.85313962281844
TOP3A	3.85055093729034
CHRM5	3.29633666262061
FGFR1	4.95688117817087
UGT2B17	2.79365569492200
CEACAM6	5.94492023316043
CERK	6.6146458230304
FXYD6	6.5803752027443
AP3S2	5.75039776361697
ZNF208	3.0702554372798
CARKL	5.23423797786110
HIST1H4E	3.77236622797137
GOT1	7.64714185443906
BBC3	4.89461749801301
CASP6	6.78093658666817
HOXA1	3.38965313134262
RCL1	6.4433210966087
RAB40B	7.32713320777119
PI4KB	6.0024625804461
LRRN2	4.85285740482587
B3GAT1	3.20665609550101
OAZ2	6.85549699406145
BET1L	4.52592757355686
NOC4L	5.58712808527294
FRY	4.09372074841047
C10orf12	3.06542468129817
AK3L1	8.46043439795192
FADS1	6.51069789873399
CSF3R	3.72924493054549
DKK2	3.4071715358559
POLR3K	6.72987441125863
LBX1	3.24748499758574
ATG2B	4.93204566181413
RHOT1	7.22048416709709
DARS	8.979837368725
EPS8	7.42441492376375
OXT	3.1656208555239
C10orf56	5.97974031013613
ARL4A	6.21397145391311
CCDC64	4.10162661317451
DAD1	9.57594842005736
HERC2	6.76269944831838
HSD11B2	3.52983061921748
USE1	5.61612319995752
FAM96B	8.42615288964946
HNMT	4.5207033164845
PCGF3	5.60242872853312
BSN	3.38865442711584
CAND1	7.67056408542004
ACTR10	8.94499295230552
NASP	6.01144345207896
C20orf4	6.559223963363
ACSBG2	3.17537609485080
COL9A2	3.62472909233928
RWDD2A	5.5873816431106
PALLD	8.46758963042594
GPC5	3.59470308875558
CENTD2	5.40172014370168
TBL3	5.2707259123375
TLR1	6.01452997590737
LMO6	3.9994043871397
CCDC106	4.05517103816689
KPNA2	9.76083910877794
PARP16	4.92276966495445
PDIA3	10.4751639284638
MACROD1	6.13573261073802
SFRS1	7.62113354150385
DCP1A	6.45987557825554
TMCO3	3.98667422588694
NTN2L	3.04220525733195
CLN5	7.2837082804863
BIRC5	6.46719419444829
PRR16	2.86697023098333
FAM63B	5.36219426745782
GLE1L	4.54609974373319
CES2	6.0802334649362
GNAS	10.0670752021742
KATNB1	4.96065839449496
CPLX3	3.10988898463426
WNT8B	3.67743663333675
TSPAN13	7.89820962963217
MRPL52	3.75760344203111
GHR	3.9493167200666
DUX4	3.64756997326360
BCLAF1	7.90997994633828
GOLGA3	6.00675614461578
CLEC4E	3.47956677007078
SCUBE3	4.02484731137866
UCRC	9.22971173320206
CDKL3	4.89919159111995
MGAT4B	7.434707627754
BBS7	3.56028139977678
ZNF345	3.93556011923388
RTF1	6.06203921849918
SERPINB9	4.96686862804785
DHRS7	5.17104910062496
RIPK4	7.40455703803512
PLEC1	6.57073403822741
PIP3-E	3.77070693696273
KNTC1	5.41746368112596
EXOSC2	6.22306309603607
MS4A2	3.05930781886702
FGF17	3.24622217597703
WDR59	4.21610446720012
LAIR1	4.74080281978122
EVI2A	5.9827619328557
IL17RC	4.30121427942594
GTF3C3	6.8399193948724
HS3ST1	4.38641681757989
ITGB1BP2	3.1494861861164
RBPJ	9.07525715843486
LRRC8D	8.11224238348631
ALDH18A1	7.22972111990508
INE1	3.83085674883451
TPI1	9.33644308790416
FLJ20035	7.73200062378843
GATA6	8.60347059899447
CABP1	3.25174359067205
RASGRF1	3.34469697708843
C4orf15	5.97759279971962
ALDH2	8.24846675024874
DAPK3	3.98463705884295
C3	10.8601574831688
EMP2	8.3991016078952
GJB1	5.10219070490907
PIN1	6.03441983086831
SLC6A15	2.85793459464829
POLE3	8.47218683551388
RIN2	9.01938338522533
CTSL2	7.44842248033386
APOC4	3.92259519974585
CYorf15B	2.85788060120995
TRIM2	6.4082312504459
CP110	5.22081433023194
KIAA1622	3.10496068587292
DNM1	4.91928953207011
HYOU1	8.20352290763118
OTUD4	5.93664845166704
USP7	6.11544250296568
ZSCAN16	5.9659501709655
ASCC1	7.24084023467097
OTUD3	3.59615960775955
YME1L1	9.10685299399355
HNRNPR	8.85772183551
SERPING1	9.07338601674746
TPCN1	7.04922621446035
STARD13	4.30004890930303
PCBP4	5.39071424369977
ADI1	9.16998828966964
ASIP	2.99152150008305
CDH10	3.45642498282155
WBSCR22	7.17848964183417
SCP2	8.94178276432856
KL	3.05332154610615
SLC35D2	6.6417503564656
MAFK	3.25100586633466
SON	8.38898293987577
SBNO2	4.78093748749575
RACGAP1	8.71327627138228
SC4MOL	8.90665273546071
SLC6A6	3.21909390807274
OBP2A	4.15234859961181
PSMD3	6.7188133709776
ERLIN2	5.97905321372986
PPP1R9A	5.37870153251811
RAB35	4.97550147717201
PDZRN3	5.64729822751593
AVEN	6.43320795812247
FLJ21075	3.86674719994413
BCAM	6.83408704770993
C14orf132	5.43477684480383
PCK2	7.00528222429498
FKRP	3.30987265151775
HLA-DRA	10.0202074913135
GUCY2C	3.12383833994858
RP11-125A7.3	5.17428874193597
BARX2	3.59638985719088
DAO	3.17859601594223
EDNRA	5.64787975587331
NIPBL	6.37147104410218
ZNF331	7.28429447236772
PPP2R5A	6.15590448544449
HMGN4	8.79274214611109
DDX39	7.5244441516886
EFHC1	6.03268879804449
EIF3M	9.47763537924448
SLC17A3	2.89913257239060
ZNF24	6.02356266631415
ASCIZ	7.20351663473105
FNDC8	3.41604161443826
ESRRA	5.58533554018563
PTMS	4.38311718285187
PHF7	3.52310749136527
PIP4K2B	5.24990074147237
IRF3	6.6279297998672
GPR19	4.11315617853464
HHLA2	3.24244102180841
GMFG	5.66923737804536
BDH2	6.68218225546193
APOBEC2	3.68431726775616
PRSS21	2.90130029456156
PENK	3.37569227065939
PHF16	5.90718362428475
ZMAT5	4.93034148633484
SMAD9	3.08857071243311
SLAMF1	3.13792235014801
RGL1	7.77006678894032
DLGAP4	5.56914914065561
MBD5	5.78300220687706
PHLDA1	5.41287474499779
BACE2	8.50379687115337
APPBP2	6.96283185955229
LIF	5.51095064682661
OXTR	8.19865965515322
ACTC1	4.18342609342674
USP19	3.43956802597172
SUV39H2	3.15328405332149
ERO1L	5.61907095939154
ZNF395	6.52609096381841
CNTFR	3.75956527832492
HIST1H2BL	2.71743022421483
WNT3	3.29388162572372
ZNF549	3.42503657991638
ZNF467	4.11523276967652
SLC25A21	2.9964404730741
IL5	2.86391893120601
CLSTN2	4.56631039750866
LSM12	7.30841624991062
KRT37	3.05904766722254
NACAD	4.25751272591773
NAG18	2.8397050191783
PTGES	6.4933389947652
GDAP1L1	3.11884747153198
MFAP5	6.20222772213752
OPRK1	3.2177585065437
C12orf4	4.25959644981008
NTAN1	6.47227522863378
CST3	9.88536543058343
WDR6	5.27219392817574
NUP88	8.4490448399005
CD300A	4.20514115120252
FCGBP	5.44201659516896
CNIH	9.34730411901492
VASH1	3.80395953005266
DHX16	6.73324708152155
SLC35A5	7.12163721946008
CLEC3B	3.86239662826698
ARL2BP	5.38257350118097
C10orf79	3.23651936166373
ZNF79	3.83648391800298
CRP	3.327161036898
OCRL	5.77569868478585
GLA	7.08466632504085
NEBL	4.20242996601535
HSPA8	10.8681336768873
DIDO1	5.69280670962214
PLA2R1	2.89467531417417
NGDN	7.01682579660941
CBFA2T2	4.53962339273548
SAC3D1	6.46209557662258
PNOC	8.5315143700236
PIGP	9.07730014494576
AGGF1	5.26425645545023
PRRG1	7.74275493749407
DPF2	7.10798086926616
MYH13	2.8258506660047
TMED9	8.30780059902375
TRPV5	3.61425680578673
UGT2B4	3.04673218844487
PJA2	7.53004442625746
COLEC11	6.49122642362453
SCYE1	7.5484231952874
MED12	5.90016597326646
CARS	8.5336841670568
MYH1	3.22038393723077
CYP7A1	2.5589947090892
PHF1	6.38029551461271
LOC644096	6.00182650293398
FRYL	7.09963947854439
RHOBTB2	3.52809123273927
MMP27	2.92929353994318
ZNF432	5.44157609597937
SRD5A2	3.77098855647754
UTP14C	7.4638972497272
RABEP2	5.22330575315169
VWA1	7.0475930747153
FUBP1	5.64434272231837
IGLL1	3.58674772219691
KIAA0586	4.36095863866918
IL27RA	3.31667334107475
STON1	6.63666178905907
IL5RA	3.26609308295837
PERP	10.5375620471444
SMPD2	4.22006711192204
TNFSF12	4.36514980443354
FN1	9.60892954657216
MTR	6.63286721211443
CSRP3	3.24269366893503
MMP20	2.9067470402806
PHLPPL	5.62503199746033
CBX6	6.4505481560862
DHFR	6.47120819864725
PRG3	3.21792442728505
ALPP	3.4788365077269
ASH1L	4.67193156610719
CHRNA2	3.76398358021747
PPP1R12A	6.8231087858189
RBM38	6.04469627686672
ZNF7	7.34582752459732
RDH8	3.00275390783779
GPR132	3.48288019580389
DGKD	5.28119385398087
TPMT	5.87830420101607
ATP1A1	9.16401244512264
SERTAD2	7.3966574303877
C5orf4	4.92564244703389
ZNF672	6.4073648939394
PLXNB3	3.36582942168588
FAIM3	3.89554116928629
UBQLN2	8.761110382279
NR1I3	3.58510455139724
ACVR2A	6.87978701458069
YWHAZ	10.7858781630647
LILRP2	3.36736289045006
GNAO1	3.38975631106953
OPA1	6.95772856737106
RPS6KA6	3.62084167164454
RPL10	12.2642893905056
MMP23B	3.52210567979479
PFKL	6.50012340428149
TMEM140	6.31650444936131
AURKB	5.3841489813662
IFI16	9.47944453024866
CSTA	6.67613851410334
PRPF39	5.12660806580859
DISC1	3.74470852285189
USP4	7.84036255477431
OSBPL10	7.56835592248994
CAPN6	3.24980976662031
CLTCL1	3.67596069292975
NUAK1	7.45615898845237
ALG6	7.05196745955752
NPPA	3.77254040830679
LAMB3	5.46993240711778
PPL	8.45163182814946
LRTM1	3.00022579555008
RRAD	3.78397098488362
TIPIN	5.30093147115103
CARD14	3.47230485709319
RBM9	6.2557862789284
LCN1	3.14878609956217
RALGPS1	4.83388222399386
NCOA3	6.98373593541458
CCDC6	8.5173535324101
RASSF4	4.20359384924609
MTHFD1	7.42902701371514
FCMD	5.88425596265492
IGHD	3.63590152454871
PLA2G6	4.37211101566200
TPT1	11.7232765958991
S100A3	3.61780249544844
SEC63	7.49059507199924
C10orf59	2.94625673291969
TOR1AIP1	5.94130547818856
PAFAH1B3	6.96847133626215
CEBPD	6.90431056816843
ZNF107	4.77101163595466
ALDH6A1	7.38158598797628
G6PC2	3.37474526543997
SNTG2	2.70321712927337
GRWD1	4.90578287735846
FLJ22222	5.78305687782262
BCKDK	6.23309885814864
CTSB	9.57986798932662
PFKFB1	3.08042411233106
ZFP36	9.53102919704468
SVEP1	4.00181877348591
PXN	4.80611818082032
TNF	3.35623016980351
SIRT2	7.18174811752835
C5orf21	7.01572248937947
VIL2	7.51759526616516
DIXDC1	4.39356446219298
GANAB	8.0493395675559
PDSS1	5.48148683292402
GRM6	3.15206074087786
NGFR	2.99722841876376
ATP8B4	3.04866663159715
MEIS1	9.2143050378429
BMP8A	3.61776517409309
NGFRAP1	10.2525671249454
EDAR	4.23206222084502
NEDD4L	6.13050599284454
CRYBB3	3.2573963316414
C6orf60	3.26226520905567
IL1A	3.04119206644626
GNRH1	2.85859174820655
PDGFD	6.54963968399232
CACNA1H	3.50822166850326
TXNDC3	3.00921816634628
ERCC1	6.47587960494942
CAV3	3.24906844767083
HARS	7.18791699550366
AQP8	3.31959784406126
CREBBP	5.0983412068579
ITGB1	5.26598052549092
SPACA1	3.20346809351029
ZNF254	3.85545868820349
PARK7	10.5115232097245
PAX1	3.17661404227521
PSMC4	10.1769244281602
KCNH4	3.49229012594729
TUBA1A	9.5527181073862
PRMT8	3.37847677650194
SELP	3.56249573515599
PSMD8	11.3495738836770
SOX10	4.000605251953
HTR1E	3.70262895647376
RABGEF1	6.44228103265668
EPS8L3	3.54620492244878
MAP1LC3B	7.8656313384978
AGXT2L1	3.08209022843473
CYB5R4	6.15961330605373
MEMO1	7.628172393229
LRBA	7.16125892285248
TRAPPC2	7.00932274556076
FLJ14107	3.15782768862483
FNTB	4.63005744416702
MYST3	5.63004955414918
KRT8	10.2715128964454
AURKAIP1	8.84242304940185
LMAN2L	7.47904171929938
C1GALT1C1	7.63068339622708
DSE	7.40685647915013
FHIT	4.24938721520424
OSBPL3	6.33367007374526
PPOX	6.06937699412275
SLC39A9	3.73567883104157
EPB49	4.13971683656757
LOC137886	6.88025463048464
C7orf49	7.01688529136143
RHCE	3.23345160163789
CST8	3.23760677431224
ATG7	5.87019970087731
SPP1	11.2271164618000
GLI1	3.33628821018179
HYPK	7.9200324955058
SFTPD	4.59479863392839
MCFD2	7.86614045650433
ZNF157	3.08883432743602
EPS15	7.16639159401674
SFRS2B	6.97605554279344
BTNL3	3.89599945616803
GPR23	3.36697554199641
TRPA1	3.09512140165672
ASPSCR1	4.4019681213178
GNS	8.00786957750117
FDFT1	8.62377702540795
ENO2	5.61674086967496
CBX1	8.40056248120113
PTGS2	3.48785781643212
BMP7	4.05943540148128
CCDC90B	7.9510901800929
LRP5	5.24192352402278
UBE2D3	9.18865916736045
ARFGEF2	5.20746495491725
ARR3	3.73485895480235
MAP1A	3.5987789139936
NEFL	2.99426227103356
CD2	5.22333831059418
FLJ23861	4.465269951186
NAV2	6.22494788272493
ENTPD2	3.27188970440885
COX7B	10.5279509701763
ATP6V1A	7.96223411667475
TRGV3	3.12135565717241
ANKRD17	7.55570304454093
ADH1C	3.21595195980930
ATXN7	4.35698866404889
IL21R	3.67143427365951
CHN2	3.72824366785974
HAS2	3.87647760225273
C6orf48	9.27506920438639
TGIF2	6.88811046942604
KIAA0241	4.48144926232204
IGF2AS	3.44723750364574
CYP2C9	3.43864491739318
DNMT3A	5.51361821554557
CNOT7	8.16812195564912
FCAR	3.072832458257
SFRS10	8.13706618376158
MARCH3	3.81686578859133
RUNX1T1	3.64514639063985
CTSK	8.82890078224072
LRRC61	4.73684017896611
HNF4G	3.17103443612803
LRCH4	4.96766268581674
PSIP1	7.6395961838883
AP2B1	6.53968030139053
C7orf28A	4.31679554392667
SMCHD1	5.32421955959093
EIF2C3	5.59453942874624
S100B	3.40354311797761
BMP2	3.68127283973807
POP7	7.7074684595313
UGT2A3	2.557326733454
ESR1	4.58882841660401
ZFPL1	4.74696231783373
ARHGAP12	6.00424601665177
PGGT1B	4.12629501358096
LRRC19	2.81105909140444
ZNF767	4.05733421589565
DEPDC6	8.13820960551014
SLCO1B1	3.01506670342621
SST	9.25121496988242
NACA	12.196005464443
KCNN3	3.69053057457420
GLOD4	7.95952550705406
SCCPDH	6.15599169981143
PRF1	4.41366756619373
LST1	4.62007201512786
CDK4	9.09294888190366
TCF15	3.77184497090111
PARC	4.93311394975136
PRMT1	8.87330761123875
ITIH3	3.520935260611
PPM2C	7.79334323799476
TEX10	7.52871032423045
EDA2R	3.5210106494053
LOC283345	4.29763348875595
NARFL	4.62993853368917
DENND2A	3.79085694906322
C1orf103	5.39013076785703
DMXL1	6.57336323379898
KCNAB1	3.96560983692832
FLJ20254	7.45080663056223
RBM3	8.5630879015714
GPR1	4.68361833325475
DMTF1	6.41263535367373
HTR5A	3.03127968796867
MXRA5	8.74668263088084
GRM1	3.21497553056357
SCFD1	7.02476718135794
RAPSN	3.25415539262752
ACOT9	7.66448113898326
PDE4D	3.21744169576658
TRPC4	3.1393646135049
EPHB3	6.30152075531332
GEMIN4	5.91664924546814
RAMP3	4.00284059084326
CNTN5	2.99187730967970
DLEU2	3.50848029113658
TSPYL5	7.91515524916335
GRTP1	4.036131513207
ITGB8	6.41663905834093
GAP43	3.17756780971223
FRS3	3.98388437912193
PDE3A	3.35495849195239
TNFRSF10C	3.07266320941415
JMJD5	3.70623282992962
OTOF	2.83534670595571
TEX14	3.09578090490448
XYLT2	5.1649695150181
HIPK3	3.26452320778119
XPOT	8.84646741874357
RRH	3.14555780472173
CDR2L	9.22443570001767
GAL3ST1	3.58769901411393
DHCR7	6.2929902473309
PDZD7	3.70025724623894
FGFR4	3.41441001312445
CRAT	5.92494630131915
C1orf217	3.43415046225034
SLC19A1	3.81252115943559
PPP1R14D	3.59684353668657
LIMS1	8.31750259831972
TMPRSS11D	3.38677780440993
TRIM14	6.12354473544081
PIK3CD	4.42753561853074
MFAP3L	3.60934209875814
DERL2	8.17364313366697
SLC7A11	5.63946381494293
FHL5	3.04007880816811
OR10H2	2.92207503575817
ACAN	3.64486692851867
BRWD2	8.1496345657919
PPM1E	2.99113376318022
DCUN1D2	4.90161517445224
TINAGL1	5.41967721679689
C3orf36	2.81477557775251
DOCK4	6.03603741421008
ENOPH1	7.77231910505265
FAM127A	8.86700295187602
SLC5A3	6.47554160151856
ARPC1A	8.48323850722688
CHST2	5.28998508738725
SPATA2	5.58859215372011
PGLYRP4	3.62900246607322
RUFY1	7.65008199242466
NTS	7.4229142607394
FRMD4A	3.54131963167677
RPS4Y1	4.91500868310953
BCL11B	3.13800847024507
TNFRSF8	4.13665934231253
FOXE3	3.29004965182846
PTGIR	3.87861057643512
ART4	3.13531537157642
EVX1	3.86359694317876
PRM1	3.37932600902445
GLCE	4.78546903140563
GPR18	3.79730045469321
ACAA2	8.26279481410747
PIGK	6.80209930026197
HIST1H2AG	4.62161505360526
C16orf67	4.12674794841774
UQCC	7.2788932104458
PLS3	9.12504480590053
DAG1	6.9175007416616
WWOX	4.8171521091288
GTSE1	5.16224487014208
GP2	3.29842103829617
CHIT1	3.17612444018235
PLOD2	8.5261535440759
RPS24	12.5396310832254
KLF9	5.14577903215214
TTC27	7.07801900413805
PYROXD1	6.54129575982249
MIA	3.82702495358779
TSPAN2	3.15301989203757
MRPL9	7.03770696913539
PCSK2	3.08998703665457
PI3	5.29587667007182
RPL24	11.8637702793886
HIST1H2BE	5.1511356445915
CD86	4.74477369603773
CALM2	11.4175117116308
LFNG	3.21072618213285
GYG2	5.40471437156888
INTS12	6.85252989038897
RAB4B	5.88565439296342
CTSF	7.2930856982977
HUNK	3.20809262953287
GNA13	3.55349782040557
B4GALT4	5.82753818595021
TSPAN31	7.77815044007668
CHD1L	5.80469794927399
CNKSR2	3.50689385032005
C1orf156	5.91186848575064
IBSP	3.63329271291148
FUT8	7.47768194175673
TRMT11	6.09406173415351
AGA	6.51631464955725
GFRA2	3.46658048810949
WWP1	7.87355150196631
B9D2	4.3544826519675
CPZ	5.45485111729536
STAT1	7.91870467477068
PTTG1	9.6262776338599
TMEM62	4.79548839142268
COL8A1	2.84587849399467
RBPJL	3.29493647886948
CASP8AP2	6.26141605897692
SSBP2	6.99301066225581
MMP12	5.04637866350907
NME4	6.44329921490728
LOC55565	3.88657265582879
GABRA1	3.41456111468373
PEX11B	7.83982869026382
HABP2	3.45021033287395
REEP1	3.77514426182299
C9orf156	5.17645273696741
SMARCA1	5.64376042665652
