Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_F01_586114
Composite Element REF	Signal
OR2B6	3.43955090620577
SIDT1	4.62927056364846
C1RL	6.17260589697854
ATP9B	4.48011382363392
TPX2	8.16806225920272
DAZAP1	7.50955092349285
HMGCS2	3.06258688753526
PRKRA	8.19698206039699
TLN1	6.68844839286442
B9D1	4.6571724288148
NKX2-5	3.65714712722454
MITF	5.55116528000321
LILRB2	5.08863524595688
CSTF1	6.23784466422497
GYS1	5.31641274516949
BTN2A1	5.84939908741502
NSMCE4A	7.85641175510563
DNAI1	3.46724607127697
IGF2BP3	5.19241337720897
HOXD11	3.60862989591432
FNBP1L	7.32642619533846
DHX35	5.19590847415901
SLC33A1	7.20845302810215
HRG	3.44853111962801
ZNF131	6.7411404460122
USP47	7.57883091983958
TRIM33	6.99723410509365
FBXO42	5.88141488543172
HTN1	2.94765022418176
C13orf23	5.20851033225927
PAPOLA	7.36307172288079
C1orf27	6.93178486719669
AATK	3.70579741535770
MSH3	6.57497329804425
RNF14	7.10298662847578
NDUFAB1	10.0873579482535
SLC4A8	3.10047723495365
BAK1	5.63065651497889
COX6C	11.0440705472278
MTNR1B	3.10633130294765
SPECC1L	5.72548587890776
PGCP	6.60131525508678
SPN	4.35859701211076
GPR143	3.83307402989954
ZNF576	5.4060714565471
TMEM39A	6.84394567585051
PCSK1	3.04202669733446
ATP5D	7.16530373375274
MAGEB3	2.86089430807731
SLC13A1	2.96702735139837
RPS5	11.3668209736028
ARF6	6.74587124221668
KIAA1009	3.98395794310213
ANP32E	8.38070004260494
YEATS4	5.90675006747329
MTMR1	5.78105889388906
PCOLCE	6.18554755215743
MNS1	6.573256086564
HMGN1	9.22312232758554
CXADR	8.84272927596332
PCYT2	5.25166674392905
TSC22D1	9.56127547403542
UTF1	2.87866679276788
BZRAP1	4.14764482285604
LAX1	4.06946959915595
PUF60	8.66828621504202
ELOVL5	9.76134274587628
SPPL2B	4.26903976313359
SHC1	7.07474677594265
B4GALNT1	3.59592590796604
ZNF673	5.45745315009681
IRX5	4.22579361632574
LIMS2	4.94826535855579
ITM2B	9.99187722320285
GINS1	8.62033372203987
BAHCC1	3.79647952019067
PAPSS2	5.28077360148208
ENTPD3	3.68529011660436
CLCC1	5.82412221714912
SMO	4.08563583613944
ACSL3	6.9987870125272
PIK3R5	3.78237139219831
GLT8D2	4.08960548858908
CDC14A	3.63098105590649
UTRN	3.65989052720609
CNN1	4.55756186189271
KRT1	3.13506089821898
HISPPD2A	6.02687511357452
SDAD1	5.43563898036807
SIGLEC9	3.67831375694022
C22orf26	3.18943459088302
RPL35	11.7016081976695
IMPDH2	9.7964017878458
FLJ22655	3.30499698432474
ENOX2	4.59219638426358
INTS6	6.62245080593457
FPRL1	3.27053130914521
CLTA	10.0075368525695
SEC14L5	3.27368918942952
SMC3	8.32997900510438
C6orf123	3.26468326413938
OGDH	6.58147782544453
GPR37L1	3.91976952001437
FLJ20160	5.13155886088691
ASB13	5.97797633426275
GSS	7.11424910914564
NT5M	4.31163954101143
SIX5	2.90111842471988
KPNA3	7.2852136782791
TAF5	6.91447637809603
KCNA1	3.64817257210671
HSPA1L	4.490309961502
RHOC	7.87045220759199
TH1L	8.66240673955262
SSTR2	3.29152456299989
PPP3CA	7.11687711180934
CHRNA5	3.79913149505447
DLX2	3.33968067709017
SLC1A7	3.82502795970434
C6orf108	6.34805880710099
ALDH3A2	6.90183950746551
DDB2	5.48413733937427
FLJ11286	8.4161799145525
SPATA1	2.84701546910859
CLEC1B	3.54949574304361
MKNK1	7.1846461090572
DYSF	5.41945592598334
FOXJ1	3.96151663946368
LEPREL2	3.55641635961956
SLC27A3	6.80050014143553
C1orf174	7.97728787289832
MTRR	6.17049205055299
PLEKHO1	6.2877084346748
HTR7	3.03699991990730
RING1	7.45284461547808
NPC2	10.8121849454265
BHMT	3.39464271880329
YTHDF1	8.13540759729894
AVPR1B	4.31362265013187
MSMB	2.69194932134969
LMAN1L	3.39358095816808
CEP170	8.0758324692021
PF4	3.57240879994999
MSH6	5.91376761045655
IL1F5	3.47317038417052
ZNF556	3.23858579494302
PLEKHC1	5.94418917533853
BCL2L10	4.12433922389601
AIRE	3.54904244086806
IPO4	6.36643574751294
FIGF	3.20309165691368
QDPR	6.63646775001001
SLCO2A1	8.85414074661353
FOXA2	4.57421839264099
MAPK12	3.72425507693254
BOP1	5.61561886154066
PRDM16	3.18924228247426
POLR1E	6.58055784333436
INSRR	3.01292081007554
PDE6C	2.79768972300339
C1orf216	6.53627271290417
SIPA1	5.81761246525479
EP400	4.86084336096504
ULK4	3.10864871761566
PTK2	6.98411462361591
BTN3A1	5.58630047839794
NDUFA8	9.83675443148256
LAMP3	7.80121496857933
FABP5	7.17629247902434
GLTSCR2	10.7908930330212
SORT1	4.68728041629624
LLGL2	6.44690811457594
YWHAQ	11.1674218211711
LRIT1	3.38682713050791
KIAA1704	5.20516919808705
ENOSF1	6.02054629339182
MEIS2	7.9378017737336
KIR2DL4	3.16607632773769
PCDH7	3.75224689866809
NFKB2	4.18271046846739
RPLP1	12.8200554461891
FZD9	2.9970386892719
HESX1	3.84406457686511
GNAT1	3.17250228488341
NKX6-1	3.27224619237481
CTA-216E10.6	4.38921696451315
IFT140	3.98056244177348
ORAI3	5.45728217380075
DENND1A	6.6954220209895
ABHD2	5.18312725258771
ALCAM	9.71007648440211
QPRT	5.97607713794944
TRAM1	7.99590798044519
TRIM29	4.09859934846388
ATP1B4	2.68282199818411
NUP37	7.77210219895152
CDS1	4.42866724662106
RHEB	6.26693848494915
C4orf27	7.68857314177349
RAB3A	5.28933407700947
SAA3P	2.84866658530991
SLC22A6	3.02327821883081
GPD1	3.59565006164317
KIAA0265	7.29963928422601
CDH15	3.16817874151464
NPM1	10.7275456524407
ERAF	3.59508158817222
ADAM19	3.37915728683549
PRPS2	8.39477458273698
GCK	3.28384065354463
DNMT3B	5.43120682091161
SNF1LK2	4.10349032096757
ADRA2A	6.227632100226
TSPYL4	6.3641751410872
MGC24039	3.05794529895795
TASP1	6.6573077629764
WDR19	5.75508459355754
C10orf38	7.26913581287659
CCT8	6.51368037547247
PDE4C	4.55524993323316
N-PAC	4.3057180527089
POGZ	7.40801662192929
FYB	5.91714978464632
GUCA1B	3.27265612296827
ZZEF1	4.49161545024
PPFIA3	4.06525686240661
ZNF334	3.28476876031602
C12orf44	6.96198914088513
RANBP6	7.39004546378333
LDHB	8.01336782918914
CRYBA4	3.59259972056402
BAMBI	3.92127918131817
RAB5B	6.90560147995508
FOXB1	3.81235183802572
MRPS12	4.67428064389184
TAF10	8.44112089459515
CRIPT	6.8506769247004
DEPDC5	4.10227962538334
RYR1	4.08292979121452
LTBP1	6.82062335801287
MAPRE1	8.26878954707616
TRIP12	8.33169234773886
FGF8	3.36970556415529
NDUFA2	8.73444584416606
C3orf52	3.9907864243854
SENP7	3.71848803781127
MOBKL2B	4.87209421017106
KIAA0355	6.92939956085804
CPEB1	3.21151122682136
ACOT7	5.8642552076908
FGF6	3.9287301618617
PPEF2	3.22225998861711
ABI2	6.41177525846068
PCDHGA1	3.31757601714215
KIAA0317	6.33468819646201
IKZF3	2.82253027932129
H3F3B	8.26107324516527
SLC38A4	2.80064193064557
ATF1	6.96090112243549
FGFR3	4.07073957308474
DYNC1H1	7.8972213665393
DIP	4.97144716370506
C10orf110	4.56268263264022
TMEM33	6.41813313109535
ARIH1	6.69985655264824
CYP2B7P1	3.22486429750394
POLDIP3	4.98876615278915
C1orf129	2.83044605714961
POU6F1	3.648195836815
BBS1	7.44016848418598
RGPD5	5.9150135171994
C7orf24	9.44788256537705
GPR171	3.71396151196049
CDC6	4.201203960137
PLD1	3.80950065182803
KDELC1	5.6433861190136
SULT1C2	5.33834507920723
CHI3L1	9.0716710282732
PIP5K3	7.31161404375512
CSDA	7.02322507965149
ITFG2	3.60911300535983
VTCN1	8.588911888431
WDR62	3.96274891579475
NDUFC1	9.02531346487882
NBR1	6.44535818206808
HPS4	4.34085644243610
KIF2A	6.81736117605843
RARB	4.38457746112926
CEL	5.97927245370455
IMMT	8.63066029171342
CNOT6	6.87389858557027
PICALM	5.61203257498996
MARK3	5.71955082072748
DHX15	8.61308159068071
ZNF702	3.71734696310009
HIST1H1A	3.15164401778123
HLF	3.32997298499139
ADAMTS2	3.90953065757566
ARPC3	9.4170616043726
BRD8	5.75244843463895
NPHS1	3.44149897262874
WDR12	8.93500592999928
HOXD13	3.11151506942892
KIAA0494	7.18244103247055
GABRQ	3.29884373170786
TCF4	6.22062099397905
APOBEC3B	7.52638210615113
NR2C2	4.21183780674883
NKTR	6.32823266674208
MYH2	2.87191670263423
TLE2	3.70904814820899
FXN	5.88803445404216
AURKA	6.63575055258668
KIAA0892	5.37513040108486
GPRC5C	6.97126778527677
TBC1D9B	6.19055083075912
PAEP	3.07265846689007
PNPLA6	6.41444330586061
SPG11	7.8728908926525
KCNJ13	2.91390280149031
NOC3L	7.89309475781341
AP3B1	6.37967344052978
C11orf68	6.52016232822913
NAG	6.29069907408799
AKR7A3	4.76803456271631
AHCYL1	7.23466718153351
FLJ11184	5.46936806280805
MLN	3.19630885479267
RPP14	6.04450368378134
TIAM1	4.89087236938951
ANXA2P2	6.88609191556869
PBX1	6.66863356175447
PXMP2	6.64498109550038
KRT17	6.53965924190041
LACTB2	7.41840159624685
ZNF711	3.45151562460561
GGA1	6.6030377949338
VAMP4	7.14054412882223
C20orf19	6.92785751687363
BCAP29	5.24109505395744
DDX24	7.76320051124357
PHACTR1	4.53317940096047
SLC35E2	3.23053063991364
LOXL1	6.96873762221948
IQSEC2	4.00277347633775
RGSL1	3.24477276523101
SETD8	3.97967437982331
HEXIM1	5.00099285808947
PRRX1	3.39773690334777
SULT1A2	5.33348623578039
ASTE1	7.24533610632294
KLHL9	7.14561051061018
GAA	5.81957979047573
MYOD1	3.73554652115791
ZNF747	4.44052767605979
ARHGEF16	5.29780628288401
SCN1A	3.2056797649267
GDF9	3.45760018603077
IL1RL2	3.45229969125176
HNRPH1	8.47125472093917
MED18	5.55761315967534
TRAF2	4.29344821405883
ECE1	4.52729300924534
TEX13B	3.41035054719422
SNN	4.7262981032626
HCK	6.47947882258607
C6orf62	7.57491176096201
GABBR1	4.03888349896061
YIPF6	8.19026130042887
BMP6	4.06318686117302
PROX1	3.29529138229706
LANCL2	6.3791456500951
SCN3A	2.74155226155866
IL8RA	3.79840762474882
LSM3	9.61234366981416
CDSN	3.55755718774440
EFHA1	8.2830446781555
SSRP1	8.30112843775917
ASXL2	7.24494866968556
RPE65	2.56327681741195
SNAI1	3.52499859673450
SPCS3	5.72229380223089
EFNA2	3.01189826364838
CLDN9	3.64563776514202
DEF8	7.16743131575438
CHAF1A	4.84631140961973
C1orf165	3.36739288728217
ZFPM2	4.4776855234262
C9orf7	5.88561473853738
GC	3.02581190330701
FTH1	11.4333969666945
IER3	9.03152823672753
YWHAH	8.31053914628864
ADRB1	2.90991148186330
FOXL1	3.70782197916742
MGC31957	3.15855853367867
MUC5B	3.5875567608805
ZNF193	5.68866394878037
CSRP1	8.49178803191478
MOSPD1	6.74734809230951
UMPS	6.09411861098307
RAD1	7.77429141313644
RCP9	5.91089722161823
COG4	5.82569250834661
NFRKB	4.50329367054964
FANCA	3.73417747075193
CDC2L5	4.43978625348362
GDF2	3.18852229351817
PCBP3	3.72631120158565
TIMM17A	6.71573989836507
BFSP2	3.44570080520728
OR2H1	3.36154278620407
HNRNPA0	7.2742383674188
IKBKG	5.34690701946408
TM4SF20	2.90306935909093
PCBP1	9.05392538451248
LRRC2	3.24556155526010
NSD1	5.22498614194988
AMMECR1	7.03582638202281
MAGEC1	3.29327924785662
SEC13	9.44842411880625
WDR91	5.30831764119843
HAGH	6.83605661716989
EGF	3.02349177120703
NHLH2	2.96291585730627
NCAPD3	6.13324837646295
BRCC3	6.30298636152414
CNDP2	8.952849112894
FYN	5.30159917811594
YPEL5	9.1661036116458
KCND3	3.29110098440819
LRRC42	5.99459505022693
GTF3C5	4.8339933707587
AKR1C4	3.11076493125968
RBM26	7.18932116973033
DUSP14	6.31271998873289
AP4M1	6.05216536217150
RIMBP2	3.14197161749941
ABCC2	3.51994717146804
COL5A2	7.7405654771268
DNAJC16	6.25051571983454
TTC12	5.12160576183021
SNX13	5.80617827757928
ELA2B	3.4847811089538
CSPP1	5.48950035191367
NAIP	6.16211192263934
MYOZ2	3.00820393579052
XRCC4	4.56374707898026
CYB561	6.31813674744896
CHST10	5.86621942683428
BAI1	3.66574512024603
THY1	6.21855037705583
KIT	3.91378924552475
TBC1D8	4.62051853303558
PDE6H	2.90056650509417
EPHA7	2.83464772807539
SOLH	4.17179022733345
FLJ20309	4.25738568447738
MAP7	5.28344985666874
SPAG9	5.37379285999317
ZNF294	6.82963554820916
CENTB2	6.46079032950097
FLJ21963	3.92082122533283
ANTXR1	3.53607607619887
CREB3	7.20860097236932
ETV7	4.37318072242976
DGAT1	6.80239329964144
TAC3	4.01288194712376
CORO1C	7.5506999393003
RAD54B	4.62647616749859
HRASLS3	8.43050461809966
MED25	4.86652064432642
BARD1	7.51972298572617
ZNF177	6.71305586391077
MIP	3.47489196243132
ZNF442	4.47512829616072
F2	3.33327985077864
FDX1	6.94859849141822
GRIA1	2.99508894121394
IL13RA1	7.45545766643256
EIF2B2	6.88612718336264
NHP2L1	8.46017851790025
WNT5A	5.42842701125224
ZNF593	8.33866321677568
TRA@	3.35995768777037
WIPI2	6.86631424212891
TAS2R7	3.17275100244127
RANBP1	5.84233125508673
CSNK2B	10.0812173383780
DKFZP434O047	3.39831522386693
SLC7A4	2.92851530303914
WBP11	6.87780768792336
TEX2	5.86050022602289
C17orf80	3.51066554764414
TMEM176A	6.91997486861449
GALNT2	6.48497589190069
CTNNB1	9.8986167012561
BHLHB2	7.38035457590088
TMEM185B	6.69738556833266
DND1	3.77441730135231
ARD1B	3.24055465552522
STK3	5.66305867686457
REPS2	6.48795739499252
LOC541469	3.53902790602994
H2AFY2	5.48104491608592
CCNK	3.62315007887653
FSHR	3.18191565426994
GAS8	5.02871075104129
UPK2	3.06087038240209
C1orf66	5.98292744482980
LCE2B	3.12442868296962
CD200	4.67259140695444
IMPACT	3.79364894839293
KRT83	3.16422027087248
COL19A1	3.39848080715703
BMP15	3.79387037681271
POL3S	3.61481294578518
ITGA6	6.78318999840784
GAD2	3.36386070944021
C1GALT1	7.04732763962583
BAG3	7.43464998675739
ZNF468	5.90637317902116
RIC8A	7.57755122406684
CA5A	2.98868096002519
CCND1	4.78516826909269
DKK4	3.57145743773911
SGK2	4.3732521585025
PIK3C2G	3.03403858383186
USP11	7.1530497440681
IMPA2	7.00277776763998
PRKDC	6.9279221519115
DSCR2	8.15433882423114
CCL4	5.99915075773988
MSR1	3.62134966607026
NOL11	7.85126837481972
ZCCHC10	7.7814242524795
PDCD6IP	8.61657576483754
TRPM2	4.18906231891835
PSMD2	9.58017712428265
USP18	5.93533980009508
ATXN2	6.72046231784738
SLC17A4	3.12929905546646
RS1	3.09193457488732
RRAS	6.27801720023827
LAMC3	3.60325472264165
NET1	6.55265643440589
NPY1R	3.01563181333749
TOX	3.58231727708683
MVD	3.53420467063985
C11orf61	5.08775255234317
IK	6.93868646097857
GCNT2	3.67157918203473
GABRG3	3.63547313916219
BCS1L	7.42990637895106
BCAS2	8.58075149991184
ACE2	3.06991729752627
KCTD17	3.75387012730521
TPPP3	4.14672900715955
CALB2	4.37202118423924
ICT1	6.9189981335906
CD79B	3.72406622221238
CEBPZ	7.98393733513129
FMOD	5.23432146037608
IRS2	5.94857042139205
C21orf66	5.69697113330687
LUZP2	3.61637305935213
CLN6	4.87581195870269
ANAPC1	6.99292744805331
PTPN14	4.02380578130812
APTX	7.25461590556732
SNRPG	11.031870278847
BMS1	6.60063525791776
NFATC3	4.57998212501783
ADCK2	6.46294915642485
ZKSCAN1	5.76223278846595
FASTKD2	4.9853982933157
ARS2	5.77951147399158
LRIG1	8.33086122730104
KCNMB3	5.18330341410495
ERC2	3.77332677708412
POFUT2	4.68868966394477
PRKACB	7.27634907035358
PRDM13	3.80734882894511
KLK12	3.43262778661468
ZNF354A	6.56014014975139
PCDH11X	2.9649847868751
TMC6	5.16824210639170
CAND2	6.12669297364967
RIMS1	3.79637297135197
SF3B2	8.00686911842376
RCN1	7.8463859249723
CPB1	4.70540848853456
BCAR3	5.1850888078203
BCL6	6.74284825538736
MDH2	10.4816165363681
DRP2	3.96994179851479
TPD52L1	7.4504153773368
TXNL4A	6.71847382306095
OR3A1	3.0165891531953
RAB25	9.55221737791946
C22orf9	5.67561144518873
PCTK3	4.35486032413818
POR	7.1067747363906
ARPP-19	7.63053343245399
SREBF2	4.77585960639155
ZWINT	9.24942034678078
PAK1IP1	7.45105889424263
OR10H1	3.77617858393326
ENPP2	6.39978041295803
UXT	9.88151206801105
ZXDC	6.32582010481092
TGFB1	4.83880537019954
SLC6A16	3.93932596637472
SLC31A2	6.23462406227499
LRRC8E	4.7311976134484
ZNF780B	3.03088919315227
APEX1	9.996804379414
PPIAL4	3.02169555881123
ZIC3	5.5178782786704
CEP68	5.94572494236603
PAX2	3.45543283240565
MRPL11	8.54582386345873
LPAL2	2.93223665292138
VPS53	3.35739602050565
MPDU1	5.9347667228537
PSEN2	5.51764512171734
GAST	3.36504885576752
DHRS7B	7.00603615671031
C10orf28	3.57781603417705
UBE2L3	6.96172681618397
ADRA1D	3.58175696916993
FZD10	4.49529780602908
ATP6V1E1	8.94371393655429
SAR1A	7.27092490794244
ASB1	4.08379320764869
MCTP2	4.14622371635504
TMEM5	7.27476885602944
LCMT2	7.5696300073858
KRT31	3.8276227863338
ZNF223	4.41336813012626
BIRC2	8.03856086519715
IGL@	4.65994397271834
NLGN3	3.60963404992115
MEP1A	3.12582207664989
LOH3CR2A	3.50049156118533
TMEM53	4.70633707798765
SLC9A3R2	3.24396524536201
TIMP1	9.48926697362207
PTPN9	6.40417474089969
ABCA12	3.01585908811612
TPST2	7.04563752868068
AQP6	3.44058837749662
KCNIP1	3.70658918168817
YES1	7.80700688547116
ABT1	6.59069417395334
RIPK5	3.84176971507571
SMG1	4.90769396655562
IL13	3.37575589476012
MDFI	3.33650533398444
PIP5K1C	5.56855342716405
POU2F2	3.61995451689179
TSPAN14	6.7736435988831
OR10C1	3.08164369194434
GPT	3.88323030595962
PDK4	3.58144472454154
CLIC1	11.2680520636818
LILRA5	3.05756856660747
TREML2	3.82192138162564
ELL3	7.54955837380908
NNMT	10.0127201773615
NUFIP1	5.44977446938592
ZNF74	3.58684001697382
RHBDL1	3.60014317417058
HYAL2	6.4405947136163
IGFBP5	4.70423812298116
FAM29A	5.79894299948255
NRTN	3.61817632818463
KIAA0556	4.47489022999927
JMJD2A	5.73325411650576
ERGIC3	9.51990759064312
POLD4	5.32027281013484
EPHB1	4.71887418644988
LRRC36	3.54010308251704
TARBP1	8.08248302726937
ANAPC10	6.59404104541757
C1orf9	8.0296082343117
COLEC12	5.53832287383402
TNFRSF25	3.56758454868088
MEGF6	4.50135808552212
LPHN3	3.40201315624834
BMP10	3.1911773195551
C21orf55	3.54775415373544
SLC2A1	6.07976031631889
CER1	3.97943295846604
LSAMP	3.35338040846597
RPH3A	3.42778226715424
CREM	5.85288578146588
SGK	8.52253364188503
ATP2A3	3.49167746460014
PTGER4	4.95766295168164
CCR7	3.73597057225392
METAP1	6.89617411777075
KCNQ1	4.47921334408574
RECQL5	3.54226367130047
SSFA2	9.6438482647924
NR2F2	9.89403004696705
MTERFD1	8.25532052009248
BCL2A1	5.19450198297034
ZBTB24	5.19568579222778
NLRX1	4.88467099534788
FHOD3	4.43086048269746
PRDM1	4.59824961653803
PSG7	3.43391724917399
ARHGEF5	6.62504381794667
CCDC47	7.04271409054962
FGD2	3.53291173674159
SLC26A6	4.06366810860988
BIN1	5.40939054765919
SRRM1	8.06937256860066
P2RY14	3.67692940205188
PCSK1N	3.52687899027512
PPP1CA	8.90020753349873
ZNF33B	5.81454882757927
MOCS1	4.58854777864002
NAP1L1	8.61084743754436
ECT2	8.68972685131726
CACNA2D2	4.34605823641336
PTDSS1	8.91379791771838
DOCK6	3.91250171376480
SLC38A6	6.16954383754017
C10orf119	5.9181250410441
CCR4	3.67454670842240
COX6A1	10.8684142414562
B3GALT2	2.74511480653778
CD14	10.0446212436568
ABCC9	3.16700920585638
SNAP29	6.75896508658828
TRIP6	7.19077581342935
HMGCR	7.40065980280781
CDH3	6.34684400349467
KLHDC8A	3.27691114782297
IFT74	3.06277872841543
C9orf116	6.11496917060174
EI24	8.20512190595035
CENTD1	6.10874920314867
RWDD2B	6.34060927843633
INSL6	3.01919654727302
HERC1	6.86514451218393
NPAS2	4.1773247881801
NR3C2	5.58438796428125
DOCK1	5.55661480390516
FAM63A	4.29411448336456
FAM111A	8.4012351298941
INPP5F	5.9542372305818
MYBL1	5.56087692388961
HOXB1	3.22188311538816
CRADD	5.1486439935598
EMCN	3.63856241171838
DUSP12	7.46713398015451
CGREF1	3.48256733882266
BLNK	7.80384486292227
VASH2	3.51815835353367
PDZK1IP1	8.70513803400953
SKP1A	10.3002439013891
IL19	8.1606202266404
DOC2A	3.15827668896688
COPB2	9.83753987536682
CTR9	7.80011321112335
VIL1	3.04040344395028
CDC27	5.90378946762959
PTTG1IP	9.65933777796632
LECT1	3.72304833400212
COPS6	8.31605029083665
COL9A1	3.38373026059079
MCCC1	7.08784058709358
GPC4	5.95960191542163
VAC14	4.49730367192848
PSMD9	5.6963748890702
PPY	2.81590635197446
SRCAP	4.54410460779006
PPP1R13L	5.44463490812871
BPGM	7.04516106232197
TTC19	7.65833091890741
GFPT1	6.94943846811831
C1orf114	3.08690526693043
HMOX1	7.47838019916585
SLC27A6	3.18922538827544
MC4R	3.07081096773140
CALML5	2.84477423413986
MRPS10	8.5792717366872
PRR13	7.65010062344228
INS	3.25739546836076
CECR1	6.7844344613241
SERPINB8	3.67350922125855
FLT1	3.58669447252427
FEM1C	5.45793928844027
PPP2R4	7.36961917686064
PDIA2	2.96989877502656
TMED3	8.60435731152117
NUCKS1	6.96364154598534
EXT1	6.78916605509017
RCOR1	5.56636022373709
EBI3	3.81405081035828
SMAD2	7.74166417112577
ODZ3	3.33570532863025
POLS	6.98190056381294
NXN	7.77047274974294
PPIH	8.69815493281292
FOXJ3	5.26832154227162
EIF5B	6.65745235257319
EIF2B4	7.37672528495845
C20orf121	5.3000916533767
CENPE	5.83757644647376
KIAA0415	4.47022430408432
CRABP2	10.0240613716142
TSPAN12	7.80020634855041
CXorf15	3.43408299727733
LOC57228	4.24673393092976
ACTR3B	5.27425315720096
ASL	6.9133699055865
GATA3	3.35080392362486
TFAM	7.29932038911292
PCDHA5	3.00136970735016
PARP12	7.67219104885541
PIGH	6.46265578362777
ENDOGL1	3.03163137946261
GTF2H1	7.13317890810031
MPZ	3.33085124547844
BIRC4	3.9352436584656
SSBP3	4.28181233242384
BPESC1	2.80594426971199
FOXC2	3.01138851014309
HS3ST3B1	3.20390699611918
GDNF	3.49722410978536
CTNS	5.2755174074113
KIAA0859	6.68975105482892
TRPC5	3.07087466318395
PMS2L3	4.97626151419624
TEP1	3.84734844357492
KIDINS220	6.4661499166053
CRH	3.00562694758029
CES3	4.31785640953784
ACP5	5.80664667109545
AMFR	5.81141252192357
CA4	3.18417678477355
PLCB4	7.50524168722919
MPHOSPH10	8.39238831064792
PGF	3.45403918435296
G3BP2	5.8330360894364
SR140	7.03307241891638
ISLR	6.2333095489961
HOXA2	3.72591123329041
PYGB	6.49407343330481
BAT1	9.24880026954678
TSC1	6.19847756527374
NARF	7.41338827525274
DKK3	3.67553768755059
UTP18	5.73619473400154
TSKS	3.14143627984964
DDX31	5.81859251392492
TULP1	3.60107910096816
TNRC4	3.57217677308515
ZNF430	6.85849604459225
POSTN	8.83006610917703
AASS	3.10138616613778
APOL5	3.83842944510874
PLA2G1B	3.80008219690227
FLJ11506	5.09544451060256
GTF2A2	9.43381386974707
RCHY1	6.19493535784852
CYP27B1	3.21023538651554
VPREB1	3.24238897507475
MGC4294	3.41464614267606
TACC3	6.16296103889834
PDCL	6.38667099118587
DMXL2	7.76005920516937
LOC4951	3.79839842821171
EID1	8.00260868067546
MS4A4A	7.66006979588268
RBM14	6.33881579998408
MGC29506	6.23322761732271
PPP2R5B	4.44842815196113
TNFSF11	3.29699516034065
ATG2A	5.51052937540258
RPGRIP1L	3.90422887719167
SPOP	7.14236387485561
OSGIN1	3.33179087484507
PTPRF	7.98770578158302
ICMT	7.06113234862265
SEC24B	7.55961620249997
MAML1	7.72566778785349
POLL	5.26168405422752
FXR2	4.56277112393735
TYK2	7.52580286853811
MUC6	3.02625883077841
ADAM28	5.97435252974496
MYL3	3.35351125225336
NRL	3.26159697557769
PIP4K2A	5.53513094475833
TCL1A	3.31848267997494
MED7	6.43400687263279
MYLK	6.12918835458837
RRP1	4.43189669824394
TFAP4	4.06141355079349
CYP4F2	3.68654519522837
UNC5C	2.86500391842288
ARL4D	5.56617972614826
SH3BP5	7.02745586686745
AKAP6	3.40686906198436
CTLA4	3.27341943106606
ACSBG1	3.60127285676234
MTMR4	6.45403265591094
NECAP1	6.90779141168248
SLC25A17	5.58259373189665
POLR2F	7.04336644372186
PLA2G2D	3.32042611114128
WNT2	4.65918379354813
GLMN	5.7681388827737
MCM7	8.00293499215223
TRIM52	5.85772914310153
DCLRE1A	6.49511100104916
PDX1	3.30151489436328
UBQLN3	2.94235010852342
PRPF31	5.76405629390415
TLR7	5.7000476502631
SMAD1	6.43265505505932
CLCN1	3.22175112750406
RIOK2	6.68082832339783
CEACAM21	3.46663176473237
PDLIM4	3.87780918539274
STX18	6.69825817625598
CCPG1	6.93021414478668
SLC2A6	4.36412156025744
SORCS3	2.93336937106352
NOLA3	9.28927792468355
PDGFA	4.30114965438615
TRDMT1	3.61040760387128
CFL1	11.7232515940751
IL4	2.89470232509056
NAT2	3.33183542164671
CPSF6	6.61215375805662
PRG2	3.36786648792256
PIGQ	3.96895140636155
CLSTN3	3.73728438038136
KIAA0146	5.3810760647092
GBP1	8.0325299067681
CEP55	7.72364084416632
ZNF408	5.4890150542117
KRT20	2.94726112772828
EYA3	3.82739358824216
KRT38	3.29149013607224
WDR7	6.7877228520099
BLCAP	8.54570357633773
HLA-DPB1	10.2873997147829
SFI1	3.86076494813933
GNE	3.71433598098005
MGAT4C	3.14936089651392
CTSE	3.62731389689016
SLC35A2	5.06710672241126
TUSC3	8.32396210943325
GABRD	3.19458749615939
IARS	9.96852907966784
ARFIP1	6.0215766240957
SFRS9	8.21910395511435
CEP110	4.75133606240390
MYF6	2.83941939166690
MGST2	8.46427476688893
EVI2B	7.26105458824647
TRPV4	3.02687241263530
SLC25A11	7.15491203145316
EHD4	7.56719365776217
NOX5	3.99294905137091
NCKAP1L	4.62598992328339
EMP3	6.18606344633954
SYNCRIP	7.61195009267058
BPY2C	3.40582885656433
C1orf38	5.98354633658805
ZNF426	6.49181726234389
ELOVL2	3.14688450539988
ATP5J	10.1096876871225
CBX7	5.82158929765001
OSBPL1A	7.37735035249065
MED13	6.89195961734817
ZNF589	4.24636847233831
CHRNB3	3.24915049761201
GOLGA2	6.46176743995846
NIF3L1	8.21580891395428
TRA2A	6.31805383821815
F2R	5.8781969776381
PHF2	6.66981002360238
PID1	2.97814667403313
MTAP	3.93121966544324
RFC1	5.529842054825
C5orf3	6.08851054323913
ADORA3	5.99138984385927
ACTL7A	3.34524415303618
RAI2	4.26549429647774
MAP2K7	3.59481548748589
HYAL4	3.25389190850674
GZMB	3.83092365526479
FCGR3B	5.44232545947491
BMP1	4.67292876537374
CPNE6	3.21495967591136
SP2	4.26453723847614
DPF1	3.61473724876386
