Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_H10_298006
Composite Element REF	Signal
EGR3	7.51784296520091
TCEB3B	3.70480116073243
ZNF184	5.72652159009763
OASL	5.85893059609367
SERPIND1	3.17460785688133
IFRD1	6.06947172982127
SPINLW1	2.93475106820159
KCTD9	3.78905548117521
PRR14	5.50803423182379
ZNF267	4.59980333650019
PPP1R3A	3.23153087877883
ZBTB6	3.22609315984628
ACTN2	3.25795045121909
TXNIP	7.88817375057197
NUDT3	6.78491565614611
DFNA5	5.92664364842983
RPL36AL	9.93314511429405
KLK15	3.49036505379578
RAP2B	6.86261399580793
CHAD	3.51048917316113
HEBP2	9.78073779029035
GABPA	3.85228965952148
CAMK2G	5.2713126994436
TLR3	4.49914468121274
FGF14	2.9677367298541
HMGB2	8.65001130196366
POLB	8.31969458240612
KIF3B	6.28702538609205
C3orf27	3.54557950869278
MTMR9	4.43330348441751
SEC31A	8.78748772429418
TRIM58	3.14711842023191
TAS2R14	3.2532640830244
NSDHL	6.17967208082708
GLRA3	2.98048713552582
VPS8	6.90997500382456
H1F0	7.59479555927166
PRKCB1	3.80948269397332
POLR2D	5.82095546967293
UGT2A1	3.37388696090835
TOR1B	7.23934096871249
LSS	4.23316689709857
TOPORS	6.17262390244527
HNRNPC	8.73398360296639
TMEM100	9.77605807174075
DHRS9	5.20783414703548
ISG15	10.7331615209532
DNAH2	3.62155871593574
ZCCHC14	4.30521566714562
FXR1	7.9696893464602
ZMYM3	6.74073695236055
CREBL2	6.00513708006114
TGDS	5.53522137954786
CASP3	5.26320199319298
FAM120C	3.59694849159041
KCNQ1DN	3.41186575091222
SCLY	3.72891156482377
CACNA2D3	4.52902406115431
CA7	3.31285083419218
ENTPD5	3.64469456105543
SUCLG1	9.79774690710943
PDIA5	8.3456606583986
KCTD20	3.89516041611044
WDR47	5.50532298937698
KLRF1	3.5454666249654
MAGEH1	6.22287389240918
PRPF40A	7.85632930121603
SMR3A	3.01970507671441
TAS2R16	2.90707770059919
SPINK2	3.22612094939135
NPY5R	2.98774871093264
IRF4	3.63778424735241
PRKCE	3.85209254889212
ITGAM	4.39144158511366
RGS2	9.03110650309555
DDX19A	5.16496828782179
PDPN	4.18653200624875
TMEM34	7.21655848841772
MST1R	4.76812797647994
MGAM	3.60347071218807
COL3A1	10.4810604415252
PTMA	11.5966146107168
PRDM11	3.39961823809770
NAPA	6.04530356875493
DIRAS3	3.42252563413610
LIPF	3.40848122130908
PSG9	3.21803754412355
ASGR2	3.38188219413132
ARHGEF11	4.07441556748476
PIK3R4	6.19963295910175
IVNS1ABP	6.2400402666942
SIGIRR	8.02943636524747
BTBD3	6.1850865386925
UBE2NL	5.59528457507685
PPP1R2	5.4782258831191
FOSL2	5.68323730401178
IL1RAPL2	3.39246980773860
C4orf30	5.13668077434797
TUBA4A	8.23650695354303
SEPT4	3.61628263476983
SFRS2	8.80393726721626
EEF2	10.0327974057155
ZDHHC11	3.04074154946188
HNF1A	3.43853616556868
EPHA3	3.13185397834684
PRDX3	9.85526343609125
P4HA2	6.85070753769342
RFWD3	4.58890251238437
RBM12	6.60428785168003
H2AFJ	3.01893109734956
EDIL3	3.78085350792873
LOC200383	3.67112950825774
SERGEF	4.0862559490965
B3GALT4	5.35701565463637
SMC2	5.30183511852821
LOC90925	3.18158753690726
NPFF	3.35790740283716
DEDD	5.23302569440708
SCYL2	4.12275091490607
PTPN1	5.58981844725089
ZNF174	4.32961487990125
MYH14	3.97870583380537
CCR8	3.37852321219196
SKAP1	4.36378265884025
GADD45G	4.17875556239964
PILRB	4.57545084278944
IFITM3	11.6267635583701
DNMT3L	3.60185011516123
GPATCH1	4.57825082576389
VPS37C	7.27241877895023
DSC3	3.46237945201096
TBX4	3.72990738685849
B3GNT3	4.69118377614222
LHCGR	2.85731520936209
SAP130	6.65238208980736
UBE2S	6.43606438884829
CNR2	3.71444069330653
PCDH1	4.30466103073592
ATP6V1B2	6.34387331693631
PLCG2	5.68905976215549
CAPZA1	9.4694722794433
GLRX3	8.28059153427306
HRH3	3.45882786448728
KIAA0247	8.18353922177775
MGC15523	6.69427328380741
CRYGD	3.34194970301396
HTR2B	2.96221452014231
CCR1	5.23273666134898
NUS1	4.88330666812439
DNAJA2	6.22686915440091
PGRMC1	9.05409518924398
UVRAG	8.04638915560469
ITGA2B	3.50194734068482
CLDN5	4.30125419755062
PTPRN2	3.47859177049866
PSAP	9.44611429461968
MYOM2	4.02799556709823
CHM	3.21909302156571
CCNL1	8.3643345356305
FAM105A	3.5342683250089
LYN	7.08013308839393
DUSP6	8.7407937631892
TGFB3	4.48939279432562
PCDH11Y	2.95568697355675
NAP1L3	3.22943567815893
ELK1	4.74398813739601
HGD	3.55337160862546
C10orf57	4.64031312767145
B3GALNT1	5.20812136349397
AARSD1	4.7680385013647
MYO3A	3.11986329778854
SERPINE2	7.24503762969623
GDAP2	4.44343973265713
MAPK6	9.02346249846402
COX6B1	10.7838635081882
DNASE2	6.0907212448281
MSH5	4.06227807717642
LGMN	7.73006769145757
TCN1	3.23575044052567
SLC24A6	5.06385371793455
TATDN2	8.445403903535
SDCBP	9.95559696707568
NUDT11	3.52506743920307
LILRB1	4.83796567883778
PYGL	4.67316142874714
P2RY5	4.79480284048538
SNPH	4.20388161239976
NUCB2	6.4480750821672
B3GNT4	4.28499815298679
SNX27	5.69143907401542
C2orf37	3.07896889369492
MIZF	6.3471167373407
FOXO4	4.38747294947299
NUBPL	3.86824099127039
NOD1	4.81310447571312
ID4	7.23485791398083
CDH22	4.12191066644029
PXMP3	8.34129471489773
SOX5	3.62395894072453
NUBP1	5.79816869353629
DSCAM	3.81302420784366
INA	3.3609931880101
DGKI	3.6992805657905
MCOLN1	4.31453968278116
FAM136A	7.85809789115072
RIN3	4.16425956100221
NFIX	3.98412392652968
SLC16A6	4.30308951713347
AKAP1	5.5925414399633
PSG2	3.03704249679
HIBCH	6.10221986501989
PLA2G5	2.87915590401109
TIMM10	7.75061765069937
MED17	7.71395102710652
PSORS1C1	2.87032765317114
KIAA0495	4.5856095836262
LPA	3.10001501274879
PIGA	5.19874282436554
COL4A4	3.02256253716518
LY75	5.35390438528113
TPP1	7.25075177991254
UTS2	3.04535740085533
GJA3	3.32588857369566
GALNACT-2	5.61971848437414
RREB1	3.53961511062351
TMPRSS5	3.88433133885616
MGC3196	8.99394936268025
FLJ31568	3.57601614284028
DNMBP	4.66763252200534
LPHN1	4.59821212673645
NQO1	7.54002915799009
ZSCAN2	3.41266287342354
SP1	3.45644804505584
TOX4	5.51693917479022
SEC24C	7.45827806080654
HSPA9	7.75958407156259
APOBEC1	3.32515102436646
SURF1	9.05538389393893
LSM5	6.37458515986992
ZBTB1	3.88354505244303
GTF2F1	5.85163467958835
DUSP21	3.30234509793509
RPS15A	12.5051460816737
TAF1	3.81093371351942
GINS4	4.22075662723839
MYO15A	3.33391242564097
AP1G2	5.58057589911411
RBM42	6.63425281673099
HCN2	3.72538924670352
UTP3	7.62995998275219
HNRPA3	7.01473767722336
CKLF	7.31285249564552
U1SNRNPBP	6.63486454681712
FLJ20674	4.22676642781477
RUSC1	7.6613571111524
MBNL1	6.34824012209602
NUP160	4.55929340947948
GRIK5	4.11177818618597
USP21	5.79658259573268
FLJ22639	3.88544977932136
HAND1	3.01365662225099
ORMDL2	8.60809686693264
SERPINB1	7.79270362640211
FGA	3.16149390174454
PRSS7	3.04873064716717
IGFBP1	4.03813431533383
SLC1A1	4.93444432870677
DHX57	4.33201400498250
PSAT1	6.1870552531226
FLJ13195	3.88027247613058
GDPD3	5.91234756766687
PTPN21	3.41937748239264
TBR1	3.05719190115302
TBC1D1	5.35754489039138
IFNG	3.43907134340486
FOS	10.9237887261822
IQGAP1	9.14731300971451
ZNF226	4.85653571205111
EMD	5.3896239876405
RETN	3.8297130586671
APH1A	8.45072534319203
C14orf1	5.42889121728839
PUS7	6.69384317516447
PAFAH2	4.21851918948358
NPEPL1	4.85010793886655
RP11-114G1.1	3.56378884932114
TUBB6	9.0621214232932
FOXL2	3.39725028718012
LATS1	3.35296653013179
BAZ2A	5.08093379145316
KCNQ2	3.05823769441541
SPOCK2	7.68661390437786
MARCH6	6.69301576441382
MGC10334	5.87115239085315
HTATIP2	5.69787442102087
CENTA2	5.41998344477884
FGF2	3.77438945003361
FXYD7	3.51667292808311
CCDC33	3.66114167766515
PRODH	3.9549004906762
DDX6	3.54501417658958
SLC43A1	3.67380022410982
NTN1	3.35057140679488
ING4	5.85881082772273
DPH2	5.52049159745853
ZNF313	7.5140438851339
VPS28	10.3229717208077
FCGR2C	3.40782438824857
DIAPH1	5.40367092076828
CEP76	4.4235638763157
CORO1A	5.75640412675051
TRAF4	4.8430166459032
ZNF460	3.11835814412374
RRM2	7.62119325013038
EDG4	4.80986859144092
OS9	7.6864567126853
SLC4A1AP	7.01270176616514
COG5	6.383953804335
COPS8	6.15356625652084
NGLY1	8.91759379378423
AKAP9	4.9893931138314
NCBP2	7.52425044019547
C17orf42	5.27890922834105
GPSM3	4.91228926745835
SLC20A1	8.57526178306202
SIL1	5.92647661863711
LDB2	5.52037829223865
ASB6	5.48075630964491
KLK5	7.43675525137455
SMAD5OS	3.34436594390139
UNC93A	3.43400509040235
SPTB	4.14259680997629
EFEMP2	7.78023567244507
EFNB2	7.9869528793624
C21orf62	2.87396756060194
PCM1	5.0733521815524
FMO5	3.49076704142707
TSG101	8.75261442032864
CEBPG	4.62691001657803
GTF3C4	5.09489468312389
ABHD3	4.87725838618314
TNFRSF1B	5.18979817225940
CLEC1A	3.83075106516020
IQSEC1	5.21520562566776
PIGN	5.21466863059301
PATZ1	4.33711362420151
RBM22	7.42264496608571
AEBP1	7.95393087790566
BAG2	3.91848376806145
PAQR5	3.18501120162334
C9orf127	5.25946844234674
THNSL1	3.86433314763932
ANKRD2	4.03544617778456
JAM2	4.7370340760324
SNRPN	3.14261784240010
ALX4	3.48372513667757
FAM130A1	6.38168855822077
CACNA1S	3.27767036422262
TRIM38	7.21290925377437
CORIN	3.13515110437221
TMCC1	5.86872281831244
PCLKC	3.48824431940197
PLEKHG6	4.42827122023551
LRRC40	5.90961149959708
SMG5	5.47309902013762
NCAPD2	6.07420550141647
WNT2B	3.31962761039673
DCP2	6.24259337128641
ASNS	6.82290191131702
MRPL49	8.4106669119243
TMEM24	4.98383594310595
RPL18	10.8339354828872
SMU1	4.57790198906338
ISG20	8.38454320850972
CASZ1	4.45976628932466
POLR1D	9.23073818861243
GIN1	4.75957604637213
TMEM177	5.64511196946083
CDKN2AIP	6.09585284125624
KRR1	5.94456560780896
CXCL1	7.21442288572575
C1D	7.38097001711526
EPM2A	3.53063601228623
LDHC	3.45007336858901
PC	4.18552396055672
PDZRN4	3.1170014482613
FAH	7.36843479005562
UBE4B	4.54202072076145
NIT1	6.56016406175204
CDC2L6	5.69708464539523
BTN3A3	5.9700147599058
PAX8	6.6275088369717
PRO2012	2.90005686044021
BEX1	4.88639403677302
COMMD3	8.78688468567096
MRPL40	7.89022474910348
SLC2A4	3.26061981372187
SHFM1	8.57633221736219
PKMYT1	3.97730578072326
FEZF2	3.4501797436329
DUT	8.8577087386949
LRRC59	8.70132095263788
LY6H	3.04355251395382
MAP2	3.94960134684678
LYL1	4.16526140468442
EDEM1	6.78394761238021
NOS3	3.36593191718681
ZNF34	5.35752072860481
ADH1A	3.30878215431794
CYP11B1	2.91637070834714
CDC73	5.60044266421477
GPR172A	7.42623800515251
GSTM3	5.31323167231929
C19orf54	4.96241912306883
KCNA5	3.46825139177131
FLRT2	3.80789975847915
WRN	3.6820988644074
ANAPC5	7.06703842769386
SDF2	7.20651376441945
KRT8P12	4.21080895585281
DZIP3	4.12145115104615
C15orf24	9.31074534358815
NFATC2IP	5.82574286840261
RIT1	5.18385856840955
RHBDF2	5.44612186889287
SCML1	3.71353733880828
MED9	4.16076761950402
RAB13	9.75651936944094
FBXW11	5.34721827256746
ETAA1	5.84502443223866
C14orf131	4.44992946655118
SLC12A5	3.54876700522481
PHF14	3.13024218432125
NRIP3	4.55191345475604
TMEM121	3.65357548141959
NOS1AP	4.20730646671222
FAM3A	5.62067893694737
RPL13	11.6153420401584
PRDX2	10.864863972007
SAP30BP	6.48813213139488
WDR76	3.82997613739302
PRMT3	5.2322761376814
TRIM10	3.46543201174443
FAM82B	6.65098170537706
GCNT4	3.46352449799514
MAP9	4.95718460194566
GPRASP1	3.8046268615981
CXorf36	3.40894826177292
CDKN1C	5.17362285368614
DSCR3	4.61657643785757
ZFAND3	6.19877908763816
C7orf43	4.88594785768439
HSPH1	7.79139175407456
SPSB3	6.54960102697665
AQP1	4.77750806893638
COL17A1	3.712861445174
GFAP	3.36554485173353
CDC16	7.75270220331705
KIAA1614	3.40186047432827
PRSS16	5.7105889064505
KIF13B	4.91897930526005
PCDH9	3.29374666330901
MKRN3	3.0343896035032
ADAMTS13	4.41258044180609
ITFG1	8.11871331507272
TUBG2	3.67396020215355
TTYH1	2.9584271318634
SFRS7	8.97312417170983
C3orf18	4.70670647077656
FLJ13236	5.37994796857635
C18orf25	4.72937771585302
EXTL1	3.72136374712317
RANBP10	4.13085630124793
RARG	4.23691724081202
MYO7A	3.91199197286284
SFRS18	6.86657554158464
CD96	3.24898697194781
ACVR1B	4.17615107807955
DENND1C	4.09511415623201
RBMS3	3.49504095819883
SLC41A3	6.17379636791604
PSMD1	8.15500038707757
DGCR6L	3.18420524218990
ILVBL	6.23312212344092
CSNK1G3	5.47259367170337
RNF186	3.67859884970119
IFNGR1	6.95720984747158
MAGEL2	3.73386975166137
TSPAN6	8.53703410113968
SLC29A2	4.80927807640284
MSL2L1	5.68831039882844
MATN2	7.8242243079195
ST6GALNAC2	7.70800633945978
RBMX	8.5491403530343
MPP3	3.8576845377455
FGL1	3.84461105057874
PSORS1C2	3.72928227764853
RAD51L3	3.46593315072263
ARHGEF6	5.27310493385543
TGFBR2	5.64524766992085
ORAI2	4.07045969164862
CDC123	7.10818511753533
IL33	2.85562682719519
DEAF1	6.0829845106929
AMN	3.87514253859165
MSLN	10.4553985908493
DEFA6	3.17847003774977
WWTR1	6.23119803126003
COBL	5.22572581704017
PPP1R16B	3.99617149229547
CIB1	8.7496420616005
TSSK1B	3.07302277816456
GAS7	4.16698163269813
MDN1	5.81725098536031
HAAO	4.19191871987679
HLA-DRB1	10.412385326264
CTNNAL1	6.47327705195045
TLE6	3.46194512748561
CIT	4.95423581037755
TNFAIP2	6.52706303989707
FOXN1	3.1812811862459
HERC4	3.76855911622211
DRAP1	6.83401903363862
PEMT	6.64032107209667
SLC38A1	8.82129139814393
ARHGAP6	3.19564674802405
PHF20L1	4.72652138221898
MCM3AP	4.40352920590206
MYO1F	5.11870080161459
RAB11A	8.77736709821234
PTBP2	4.43720179749744
SNX1	5.6917026320562
CTB-1048E9.5	4.90132626094195
C19orf60	7.238638562111
C7orf25	4.92177784465731
ELF5	3.15903903746442
HOXB9	3.09597658913754
RBM8A	7.11060628702701
PARP3	4.59396595972664
ITGA9	3.73878828391098
ZFR	5.70292101260374
VANGL1	6.19532459301844
FLJ20699	4.99585580697891
ACSL6	3.09540281799887
CHAF1B	3.90891874807194
NDUFA3	9.86880936999131
FABP4	3.63575010983042
KCNB1	3.31769924748091
CANX	8.37590394248332
SLC25A28	4.58835287810604
SHARPIN	6.48326852653378
ADIPOR2	7.65006105964138
TTC23	5.29531478715576
UGP2	8.86855685813298
ECHDC2	8.07210070275022
CIRBP	8.06918668441325
SEC14L4	3.72466570377598
SMA4	3.94939331477252
FRZB	3.88310004273162
PABPC1	11.8384424295732
APOBEC3G	5.28879526231775
CUEDC1	5.24334267326569
CLDN8	3.10021365327901
VPS52	8.88114038630601
LOC23117	7.23015504157855
FAT	7.12658522332858
M6PRBP1	7.42604139994302
PPM1F	4.54029243030768
TSR1	4.51171574252003
E2F6	6.26417382811082
TMEM126B	9.12400468931699
ZFHX3	4.88549325516641
PCSK5	4.20946928090864
HEMK1	5.18435735875185
GIMAP5	5.16921518821928
DPY19L4	6.70470598215452
FAM77C	4.04037133485627
CTPS2	5.23022483227233
NDUFA9	9.27467716127599
SCRIB	7.94654829982483
AURKC	3.57322441476801
LOC51035	5.86035358979287
RSRC2	7.96327808571283
ORM2	3.03267131245408
FAM115A	5.186100634395
EGLN3	4.88310330644934
FZD6	6.80898744013054
PITX3	3.79191374563442
GPX3	9.40543650851956
UNC119	5.09353620219411
NOV	5.78310475067868
GRM4	3.52599983542113
CABC1	6.66405442819966
KLK1	3.90727230073158
GPM6B	5.8384289642004
RRAGD	6.53022176081403
EIF2S2	7.06398287345417
RNF130	8.40642833795752
CKAP5	6.88182877617177
UCHL5	4.98229235679991
C10orf18	7.10594142898349
TMEM93	6.80856232453832
KCNMB2	4.50955623902076
AIM2	4.73676566768073
PNO1	6.68976331636489
ANK3	5.68062811759342
OR2F2	3.19594300705097
GNAT2	3.1066329036307
KRT5	5.01976445284974
ST13	8.03795759597621
SIX1	3.70874038828235
TIMP2	7.0110792947613
CDH12	3.28568413702747
ZMAT4	3.69477137347922
QRSL1	4.84145263097311
CCL15	3.51969155615522
GTF2IRD1	9.2015560630938
CCDC22	4.95145450014642
SNX24	4.62269186497980
RARS	9.22194608188952
MORC2	5.63974741627511
FAM48A	5.57101596291289
FOXD1	3.29016287878427
COX4I1	8.43290554385226
DSN1	4.92692536559533
AMT	5.81650197313726
GPRC5B	6.83271321723615
CTAGE1	2.96664811086423
DTWD1	4.53452813871525
STRN4	4.91460913063332
KITLG	3.2992077388472
HSD11B1	3.83984204649113
HDGF	9.35099015282719
KRT6B	5.12215909471329
SUMO4	6.7030932177056
ARID4B	5.21910114785977
SATL1	5.11112388704251
SETX	6.21854801214507
DDR2	4.08436609845896
KCTD12	9.61236245711846
WWP2	4.53298412508165
CTSH	8.877748349448
FASTKD1	8.51305214786355
PAF1	5.85404398609876
IFT57	8.05238977378008
TMEM2	5.06969051600795
ZNF592	5.87481319853111
TNFSF9	4.18028919513343
PPFIA4	3.26548728579964
CFP	3.84322640803417
DCTD	6.72906565099174
CNIH3	3.714999135499
MAP4K4	5.4830183875714
ROD1	4.12306505287473
MFNG	3.62351884484961
JMJD2B	4.99108678128334
DOCK3	3.42092254989323
STX16	5.28839313152453
ALDH3B1	4.50853336410157
THSD4	6.81305465142716
DLAT	5.89828917078688
KIF21B	3.893642877665
FEZ2	6.14409261897902
CDC5L	6.60204592024678
KCNJ5	3.59263279461315
LMNA	7.45708737391348
TBCD	5.45988595652221
ZNF250	6.3249965771107
CASQ2	3.41839104390994
PEG10	6.05635855751921
TPSD1	3.31486214494886
PRAME	8.01116001797237
NP	6.3950544920123
ZNF12	6.85994050323326
XTP3TPA	8.93891012723575
SIGLEC7	4.06890207456119
FAM70A	3.06481856744422
PANK4	5.37416405179082
SNED1	3.59324498379125
HIP1	4.76478920118193
WNK1	6.61111724095839
AHNAK2	8.19535448361995
FLJ10490	3.71645317251727
TOE1	5.92348436190799
RECQL4	4.68199370763313
PPA1	11.6554716545956
DPAGT1	7.4122195219226
HAS1	4.07483266867789
ST7	4.90698488488196
MAGED2	9.03395106754166
ANKRD55	3.5363963976549
TRPS1	5.92758330555515
POPDC3	5.44997504337786
ACOX2	5.40186021398724
TFPI2	6.8691747322553
CYP4F11	3.86978255405162
PDHB	8.32292359968515
ERN1	3.58027329120651
LHX2	3.01310079325315
B3GALT1	3.30206041885902
ADAMTS5	6.0852586472966
NOTCH3	5.43418152053589
C1orf116	6.27592640969898
UGCGL1	5.65535198148601
NF2	3.65354344741332
POM121	3.46685900278069
CLPP	8.04365730348488
MTMR3	3.91217293413957
ATP1B3	8.87126070316224
TMEM16A	3.26633804744668
HIST1H3F	2.92693649202269
TRIM25	3.94502046670190
CRKL	5.22238603339527
HOXB2	5.27007000185637
ANP32B	9.948449847735
NUP62	5.65656888676369
GATM	3.81324356348336
AP4E1	3.30316785470914
RASA3	3.02341291957331
EDG5	3.60322109871866
CDKN3	6.35202806491279
CDH4	3.64130187244096
PGD	5.63892471937203
TMEM168	6.26053783923556
RND1	3.98220913145692
GAD1	3.01540501321762
MPG	7.11828240948069
ZNF133	5.23550753046923
LOC440350	3.34648722170395
FJX1	6.63126588536996
CLCF1	6.81892304605697
AMELY	3.00041545026052
PHTF2	4.71364735267416
IGSF2	3.40436954057579
TFF3	4.87016121888694
NDFIP1	7.81049416769183
IQCC	3.90948139940052
CUTA	11.3167697233956
HEYL	3.83425567018753
FTSJ2	4.88125271317989
APPL1	5.7773825504799
TNR	3.33959994816659
WAC	7.21706282179599
ADCY9	4.36638145010858
PYCRL	6.27972831366191
PCGF1	7.10332142906504
PTPN13	4.2356186928227
AGPAT7	5.62625702133866
SSTR5	3.66436307904566
CDKAL1	3.20971319407099
PDYN	3.11183739278027
SFRP1	3.37713187450061
VAV3	6.76051783793365
MTMR11	4.63774743935216
SUOX	6.5820396204157
IDH3B	7.77564996278232
STXBP3	6.5857631443934
EIF3G	8.85295729193204
GOLT1B	5.4891477584891
ARHGAP22	3.87594494330157
NPFFR1	4.29005344964679
NPC1	6.98893522342636
ALDH9A1	8.80735443067852
ICAM5	3.31453982107369
ADD2	3.5031469717608
RASSF1	4.30666584636798
PITPNB	8.85133376937585
PAPOLB	3.16011870118848
URM1	5.90672649189569
TMEM106B	7.21120358893619
LRIG2	4.16992454282184
SLC27A5	4.40874112434181
CDKL1	3.72269935999996
PRODH2	3.55667654175736
SFRS11	7.82487010018474
IL7	2.89564359859166
SCN9A	3.17441615254731
BTG3	8.89205275602886
PAK2	6.42214678602775
ATP2B1	6.08022272807075
GATA4	3.49180221914262
PRKAG1	6.95918621917503
FAM64A	4.5786355082022
ATF7IP2	5.13461369936899
EEF1G	12.0342550840480
INCENP	3.6514766807029
SMAD5	4.04024422934574
GARS	8.8618586494047
CDK10	3.87874470629265
HLX	4.55375888085696
ELAVL3	4.31121642225513
MDM4	3.09592622229513
GNL2	7.25675952183437
CDX1	4.59026265996838
PFDN2	8.96899981752424
ZNF200	5.08888041468282
NDN	7.27212029937497
PRR3	4.53370590795655
HBA2	11.4187185164442
FBLN5	5.08984952291287
PUM1	8.12139470923899
CCDC88A	3.14365599556561
TNNT1	6.82398300848226
KLHL24	6.54701935619167
HNRPH2	8.12043929035142
RAB7A	8.07461988701288
SGPP1	3.24745921015262
PMS2	5.71982119764486
ARNT2	5.73726952428687
CBR1	5.72572009933009
ITPR3	6.74616082725951
BIRC3	5.23604544163641
NRSN2	4.85023806706985
SPOCK1	4.56234911139711
H2AFY	8.09072915834824
RXRB	4.84247206152938
ZNF638	7.97454614130385
APBA1	3.58293374345418
RAB2A	6.3802069842162
ACTN4	7.66284317144703
FXC1	6.03104994843007
C6orf162	4.19702166859597
HPSE2	3.5254485232327
PLCE1	3.88952930746615
INSL3	3.19140491561443
PTPLA	4.50907208322024
EIF2B5	6.10763789052976
DLG1	5.75854926651835
PINK1	5.56955700106575
TFIP11	5.39494214243037
VPS33A	4.7806090485158
SKIP	5.13171474693974
GRAP2	3.02488297963995
GAPDHS	3.18202359524003
POLR2G	9.4737857524725
CNTNAP1	4.2777651317891
PSTPIP1	4.13497225265025
CYP26A1	3.46770019379239
APOL2	5.31965696270946
TACC2	6.39281605352823
CNBP	10.7644619244630
WASF1	6.19841851226249
HSPB1	12.0011970184715
INPP5E	5.15227354520864
COX7A2L	9.59394077836952
HSD17B1	4.65751853618884
ARRB2	4.62546516617487
CUBN	3.82451431897269
SLC7A6	3.59138572056127
IGF1	5.31695653210885
ITPK1	5.19895155047913
NAALAD2	3.09117353781411
G3BP1	6.81678943986815
HSD17B10	8.68503287242483
NUP155	5.47449778053097
CYP39A1	3.49574867385052
GLULD1	3.23398574652252
RBM15	7.5296638396405
AMZ2	7.97575571267513
GDF15	4.79510943114214
CYCS	10.1549798433330
TECTA	3.15491388512323
CCDC46	4.42421076429802
GNAL	3.14952836036648
LPO	3.64966305978697
GZMM	3.59934650032533
PAIP1	7.27774073115448
DDX11	4.63265247342486
TAF9B	3.78720801189050
CACNA2D1	4.26433607107862
IMP4	8.06372274078464
SH3BP4	8.61790470394745
PADI1	4.25557524383326
DEC1	3.33306824820098
PON3	6.84021251240432
PROP1	3.41225338219071
UBB	12.9094517338145
RPA4	2.82648903916427
TCF25	6.9422956037566
NDUFS1	7.02116891874142
UPK1A	3.30251621310082
AES	5.83600545973739
PPP1R13B	6.02142633216331
TCL6	3.44157242353235
ARL2	8.27514950464032
CD2BP2	7.49733608036465
TOP3A	3.58747092149244
CHRM5	3.29076585603176
FGFR1	4.80853512465827
UGT2B17	2.90633849446472
CEACAM6	3.93848860452007
CERK	6.47684494587775
FXYD6	6.42332958671198
AP3S2	5.97685828054605
ZNF208	3.15558259564099
CARKL	4.96029550766227
HIST1H4E	3.44618953063567
GOT1	6.41328186448025
BBC3	4.77623120443317
CASP6	6.31069570362306
HOXA1	2.95205272469760
RCL1	6.41121420786431
RAB40B	7.43981579598464
PI4KB	5.78047869327246
LRRN2	6.83938623137773
B3GAT1	3.48703149075288
OAZ2	7.59261397671266
BET1L	4.23835764947898
NOC4L	4.87970934426474
FRY	3.59951767477538
C10orf12	3.22958353992665
AK3L1	6.53002989552906
FADS1	5.23296072189414
CSF3R	4.06745520496734
DKK2	3.24100730573750
POLR3K	8.02363068173428
LBX1	3.31542420725543
ATG2B	4.42166602420242
RHOT1	6.39968290164209
DARS	9.0405965851405
EPS8	5.52386868067815
OXT	3.35768220219380
C10orf56	4.43600527652513
ARL4A	5.85544043790848
CCDC64	3.95999804207774
DAD1	10.1488326377866
HERC2	6.81079450091314
HSD11B2	4.72853276456081
USE1	6.27646493955075
FAM96B	8.80577141985825
HNMT	4.50965517674951
PCGF3	4.95402036695474
BSN	3.68389520705457
CAND1	6.77928312084604
ACTR10	8.732277787997
NASP	6.12021888959065
C20orf4	6.24409768521376
ACSBG2	3.20432934552984
COL9A2	4.3581912022089
RWDD2A	4.48354937364128
PALLD	7.45924048634752
GPC5	3.435305660326
CENTD2	5.7988726162161
TBL3	6.00778507777002
TLR1	4.71911449742769
LMO6	3.97672300717541
CCDC106	4.64518114090123
KPNA2	8.41714532593818
PARP16	5.30845402498383
PDIA3	10.4709545947643
MACROD1	5.71846838797235
SFRS1	6.88552853759793
DCP1A	6.97561438880293
TMCO3	3.53832062380953
NTN2L	3.12457776909962
CLN5	5.72347690737096
BIRC5	6.10739221720585
PRR16	2.88172825476467
FAM63B	3.79285700418914
GLE1L	4.01528981300635
CES2	5.2600328253582
GNAS	9.9736077758708
KATNB1	4.92874976681378
CPLX3	3.43864326777679
WNT8B	4.3773048058698
TSPAN13	8.00829559286722
MRPL52	4.52469091680629
GHR	2.91939247152110
DUX4	3.79390241762682
BCLAF1	5.99707556871077
GOLGA3	5.65064048966047
CLEC4E	3.38085035754351
SCUBE3	3.84228003189553
UCRC	9.27366955682019
CDKL3	4.47107991340928
MGAT4B	7.47634066085475
BBS7	3.93151572965067
ZNF345	4.11783980517134
RTF1	6.73958790553033
SERPINB9	4.30060937071421
DHRS7	5.80082230666539
RIPK4	6.62805711082804
PLEC1	6.10383524726352
PIP3-E	3.54655114534968
KNTC1	4.91634337109001
EXOSC2	5.24713088714624
MS4A2	3.08026778983361
FGF17	3.45882886553210
WDR59	4.30353272352189
LAIR1	4.57322557068519
EVI2A	5.63901174802298
IL17RC	4.51627857631933
GTF3C3	6.09849301321016
HS3ST1	3.91720652271514
ITGB1BP2	2.96014956713013
RBPJ	9.40605782841608
LRRC8D	8.12186261939486
ALDH18A1	6.32897562544054
INE1	3.73800698592714
TPI1	9.77828481634848
FLJ20035	7.65280176518563
GATA6	5.80439929840726
CABP1	3.44735127741538
RASGRF1	3.67452946797929
C4orf15	4.74044205586674
