Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_A12_433732
Composite Element REF	Signal
CNOT6	6.8177215550548
PICALM	5.65560365475089
MARK3	6.4589543660247
DHX15	8.18922463406552
ZNF702	3.94893439824411
HIST1H1A	3.86317977346554
HLF	3.36477641935314
ADAMTS2	4.15025164290759
ARPC3	9.17406239270588
BRD8	5.60563176964627
NPHS1	3.80863184392301
WDR12	8.95696516871546
HOXD13	3.30234677153132
KIAA0494	7.51268428965704
GABRQ	3.40609274213227
TCF4	6.34023695866165
APOBEC3B	3.21911149034964
NR2C2	3.97234573753093
NKTR	6.21455524929035
MYH2	2.95943865837063
TLE2	3.90763052743258
FXN	5.12155232971101
AURKA	6.46196522989667
KIAA0892	5.05357245806589
GPRC5C	6.17292752011496
TBC1D9B	7.06748327031877
PAEP	3.47930513214087
PNPLA6	5.30779073424705
SPG11	6.74738292476733
KCNJ13	3.26886391701973
NOC3L	7.37166698662832
AP3B1	5.45056137036421
C11orf68	5.77894167599394
NAG	5.8639553121849
AKR7A3	4.09914744501104
AHCYL1	7.17198579196825
FLJ11184	4.73175986081999
MLN	3.56773783535802
RPP14	5.75255501067101
TIAM1	6.53862067505319
ANXA2P2	6.77879853976183
PBX1	6.03059978850503
PXMP2	5.30972266509583
KRT17	5.63998516127453
LACTB2	5.40443269212974
ZNF711	2.99962253469716
GGA1	5.52396664176821
VAMP4	4.39749054749736
C20orf19	6.168635090136
BCAP29	5.08732411539793
DDX24	7.84528071342988
PHACTR1	5.93281488002879
SLC35E2	3.33006095823482
LOXL1	6.26419831608264
IQSEC2	4.55498961072591
RGSL1	3.84153680325112
SETD8	4.64598346318505
HEXIM1	5.11373119885391
PRRX1	3.58622601974552
SULT1A2	5.09537883213263
ASTE1	5.28964379028973
KLHL9	6.44410153771324
GAA	5.38644286848728
MYOD1	4.00622556291101
ZNF747	4.75539984304233
ARHGEF16	4.25829113197141
SCN1A	3.33524640602077
GDF9	3.59906358662155
IL1RL2	4.45578410634479
HNRPH1	8.16196743400428
MED18	4.41650647189915
TRAF2	4.02677720129669
ECE1	4.82254583883405
TEX13B	3.93533665243504
SNN	4.5325081259706
HCK	6.01763216669762
C6orf62	6.93684691999112
GABBR1	3.57745867887269
YIPF6	7.21752719124284
BMP6	4.05507933167737
PROX1	3.76960129588759
LANCL2	5.22818470112801
SCN3A	3.21225190299130
IL8RA	4.36803307094247
LSM3	9.07539949780415
CDSN	3.77433575680434
EFHA1	7.25626859068324
SSRP1	8.21390695212144
ASXL2	6.80937032964348
RPE65	2.82680118722395
SNAI1	3.83039324959501
SPCS3	4.97317077855331
EFNA2	3.37653877168029
CLDN9	4.09784101641403
DEF8	5.24680263434484
CHAF1A	4.97902730055631
C1orf165	3.54278297816961
ZFPM2	4.45737962650987
C9orf7	5.16306165202236
GC	3.13695232351426
FTH1	10.8888724463495
IER3	8.70588609033676
YWHAH	7.78327813906322
ADRB1	3.3913748465574
FOXL1	3.78551013936591
MGC31957	3.82541933020741
MUC5B	3.79018699532374
ZNF193	4.98618734265047
CSRP1	8.87250514698311
MOSPD1	5.67093907819947
UMPS	5.28542578470276
RAD1	6.67231580847042
RCP9	5.45995360098541
COG4	5.28517486634352
NFRKB	4.09167685182638
FANCA	3.54717413726716
CDC2L5	4.74046048222994
GDF2	3.80390269018302
PCBP3	3.71746735544909
TIMM17A	6.24207011149964
BFSP2	3.63893222966564
OR2H1	3.48910438281055
HNRNPA0	7.17132525414849
IKBKG	5.16509851820671
TM4SF20	3.20027602503524
PCBP1	8.67860013909946
LRRC2	3.36474810438238
NSD1	5.915344477023
AMMECR1	6.92082985535945
MAGEC1	5.16763864962125
SEC13	9.01606166591482
WDR91	5.07201693772314
HAGH	5.73735164356149
EGF	3.32056314542142
NHLH2	3.37083225153386
NCAPD3	5.43856979448797
BRCC3	6.23483862264965
CNDP2	8.65724931238993
FYN	5.26743508665666
YPEL5	8.87528139778628
KCND3	3.50485001566809
LRRC42	6.71384166553738
GTF3C5	4.53153435893501
AKR1C4	3.44306899423535
RBM26	7.51920563025032
DUSP14	5.1123990979053
AP4M1	5.45653126657492
RIMBP2	3.22852602430635
ABCC2	3.62712884087258
COL5A2	7.15737515590374
DNAJC16	4.95989689864709
TTC12	4.99149719389217
SNX13	4.42245172036556
ELA2B	3.49463820683496
CSPP1	5.11688995829118
NAIP	4.9404138823893
MYOZ2	3.34644799466795
XRCC4	3.9630655764689
CYB561	6.1735370036923
CHST10	4.92675076895279
BAI1	3.90148232561631
THY1	5.05594733012188
KIT	4.15273557075981
TBC1D8	4.85271751316408
PDE6H	3.33660584824273
EPHA7	3.11744859029548
SOLH	5.08089801896036
FLJ20309	5.0309210089693
MAP7	6.2558879680958
SPAG9	4.90244145333647
ZNF294	6.68823568657294
CENTB2	6.33696562644035
FLJ21963	4.74730383338523
ANTXR1	3.35687841366914
CREB3	6.63280787378192
ETV7	4.85986242037239
DGAT1	5.71864156909266
TAC3	3.81579849265872
CORO1C	6.73879817757023
RAD54B	4.35871906813026
HRASLS3	7.35047482846558
MED25	5.6857518644672
BARD1	6.4145464052358
ZNF177	3.78186694189801
MIP	3.6431276799814
ZNF442	3.99521853478153
F2	3.79291447943146
FDX1	6.47697852715586
GRIA1	3.12935172974832
IL13RA1	6.65131835087486
EIF2B2	6.1544720263827
NHP2L1	7.70610875543619
WNT5A	5.05215889302657
ZNF593	6.62499820817755
TRA@	3.55714486828089
WIPI2	6.51252057947186
TAS2R7	3.50700168435559
RANBP1	5.62665885669732
CSNK2B	9.89761930092494
DKFZP434O047	3.59710107762474
SLC7A4	3.70598751686443
WBP11	7.00905718156299
TEX2	5.91105188858898
C17orf80	3.80909718404283
TMEM176A	6.22659667042965
GALNT2	5.74780842755153
CTNNB1	8.73514404273881
BHLHB2	5.15385087791207
TMEM185B	6.32240475204465
DND1	4.01299870327865
ARD1B	3.33986019441312
STK3	5.20583470404728
REPS2	5.5531757651477
LOC541469	3.98841208883132
H2AFY2	4.85515344067056
CCNK	4.00839305762371
FSHR	3.38979726586183
GAS8	4.79464560448352
UPK2	3.5722339157665
C1orf66	5.73249952243582
LCE2B	3.21000152357655
CD200	4.18530163614127
IMPACT	5.85477785291272
KRT83	3.75993408896552
COL19A1	3.79591906039906
BMP15	4.07588550048944
POL3S	3.72761264417262
ITGA6	6.02998307374031
GAD2	3.59294308350537
C1GALT1	5.37739523568997
BAG3	6.388448165367
ZNF468	5.1481072464854
RIC8A	6.9526778923155
CA5A	3.44112862180470
CCND1	6.68965967644831
DKK4	3.71899675005016
SGK2	4.2561843525661
PIK3C2G	3.07009030916193
USP11	7.96522581908691
IMPA2	6.06334570374227
PRKDC	7.12563071455847
DSCR2	7.77042858964912
CCL4	5.30246350007839
MSR1	3.54063546378583
NOL11	7.75340101034517
ZCCHC10	6.36751500128094
PDCD6IP	9.40685232808796
TRPM2	4.86749443033942
PSMD2	8.94062652856819
USP18	6.22422076460910
ATXN2	6.02209498570628
SLC17A4	3.52876241977330
RS1	3.43174944159071
RRAS	8.2543927323057
LAMC3	5.75406705180496
NET1	7.89159033976116
NPY1R	3.21347642148084
TOX	3.86089639137818
MVD	3.69975681187314
C11orf61	4.36679309885129
IK	7.1450270626152
GCNT2	3.34117321217353
GABRG3	3.35055562558242
BCS1L	6.75729722040135
BCAS2	7.88992899766607
ACE2	3.45155762999709
KCTD17	3.97990093725375
TPPP3	4.05257037240613
CALB2	4.24014889619786
ICT1	6.29269585362123
CD79B	4.00586539581052
CEBPZ	8.25340908996465
FMOD	5.38763636382286
IRS2	6.51126380474246
C21orf66	5.63986342395249
LUZP2	3.63682870371035
CLN6	5.28025296409233
ANAPC1	7.18619072831109
PTPN14	4.18151095534036
APTX	5.91719322635345
SNRPG	9.9236697806153
BMS1	6.2243266169388
NFATC3	4.48483887067786
ADCK2	6.08131536371444
ZKSCAN1	6.19172056851518
FASTKD2	5.36433360042469
ARS2	5.89916521742366
LRIG1	7.41106301402499
KCNMB3	3.99975352780867
ERC2	3.64727374043567
POFUT2	4.50780903375183
PRKACB	5.69575026087300
PRDM13	3.67353175747758
KLK12	3.63535921373008
ZNF354A	5.82697706197332
PCDH11X	3.46107246283393
TMC6	4.73729459385758
CAND2	4.31556088827503
RIMS1	4.20090668483966
SF3B2	8.03255815538514
RCN1	7.73274647502242
CPB1	3.81209679013496
BCAR3	5.2958896986755
BCL6	6.00104957220482
MDH2	9.80804082234627
DRP2	4.54622788878549
TPD52L1	10.0335794421280
TXNL4A	6.42492666928319
OR3A1	3.32240997858067
RAB25	4.42499597288388
C22orf9	5.65217910079642
PCTK3	4.51072155802699
POR	7.00391245488072
ARPP-19	6.79019077450462
SREBF2	4.23082920161119
ZWINT	8.02206111155057
PAK1IP1	7.7049614306446
OR10H1	4.15360011719553
ENPP2	5.17438369134253
UXT	9.44218014958734
ZXDC	5.36059595457511
TGFB1	5.05990767255227
SLC6A16	3.66473827654808
SLC31A2	5.07441377078183
LRRC8E	3.29486722607795
ZNF780B	3.28956133790975
APEX1	9.84483130572358
PPIAL4	3.08395434097226
ZIC3	3.74642923626943
CEP68	5.45343279202453
PAX2	3.84748283527038
MRPL11	7.44801797279363
LPAL2	3.21069645971014
VPS53	3.61009395041327
MPDU1	4.75172250778535
PSEN2	4.36107031843698
GAST	4.06619120593257
DHRS7B	5.06183640467589
C10orf28	3.57811696907732
UBE2L3	6.8541545418319
ADRA1D	3.72843893126356
FZD10	4.06020725846196
ATP6V1E1	7.05591225623038
SAR1A	6.48232988161154
ASB1	3.93859682325115
MCTP2	5.10481803492918
TMEM5	7.03179373440763
LCMT2	6.16458688599798
KRT31	4.10956048704046
ZNF223	4.7212091490824
BIRC2	7.8629938847068
IGL@	4.10384468956157
NLGN3	3.82018461195811
MEP1A	3.26548971807957
LOH3CR2A	3.46207447723307
TMEM53	4.44634655424361
SLC9A3R2	3.74184651986526
TIMP1	9.33700756295005
PTPN9	5.86239000646145
ABCA12	3.51476966682486
TPST2	5.39332066634702
AQP6	3.52361232366196
KCNIP1	4.01741026868985
YES1	8.32269603377802
ABT1	5.57070277419131
RIPK5	4.21812921400917
SMG1	4.74772290685713
IL13	3.64204166408753
MDFI	4.07014404340173
PIP5K1C	5.38535109020093
POU2F2	3.76692909443274
TSPAN14	6.14391300452544
OR10C1	3.36600878403414
GPT	4.51223217289825
PDK4	3.63959883335121
CLIC1	10.6077173656674
LILRA5	3.14593805241823
TREML2	4.21752512047803
ELL3	5.60980603673462
NNMT	8.47944033616584
NUFIP1	5.26685944162863
ZNF74	3.74502902340140
RHBDL1	3.76284256899535
HYAL2	5.56524400576592
IGFBP5	4.83486198873693
FAM29A	5.23502801728076
NRTN	3.31993364436629
KIAA0556	4.62958474484642
JMJD2A	5.84603407155741
ERGIC3	9.56819748169794
POLD4	5.85643597741498
EPHB1	3.71065994794128
LRRC36	4.52457124577768
TARBP1	5.95097648913338
ANAPC10	5.37578107852487
C1orf9	6.36852004937405
COLEC12	4.13393190473800
TNFRSF25	3.58858517731598
MEGF6	3.82903593524855
LPHN3	3.71045164774474
BMP10	3.57582623411601
C21orf55	3.64320961027661
SLC2A1	6.68126436688948
CER1	4.15006240918476
LSAMP	3.52971053986554
RPH3A	3.72062607571165
CREM	4.83572786772958
SGK	7.67102754543103
ATP2A3	3.96452119763276
PTGER4	4.51833283238126
CCR7	4.30063464430631
METAP1	6.36649191049117
KCNQ1	4.2216068855946
RECQL5	3.82786870979182
SSFA2	7.55982190744212
NR2F2	5.36247080376116
MTERFD1	7.4677827687771
BCL2A1	4.39350214236253
ZBTB24	4.90780305332241
NLRX1	4.86251364001652
FHOD3	3.68272675128785
PRDM1	3.89554486722168
PSG7	3.82375828394545
ARHGEF5	6.20426202274823
CCDC47	6.83155282998145
FGD2	4.0897808419295
SLC26A6	3.79559133963840
BIN1	4.91807625747243
SRRM1	7.48667694322904
P2RY14	3.50156327712364
PCSK1N	3.95134226095144
PPP1CA	9.2442452135403
ZNF33B	5.14694461860906
MOCS1	4.27739993032331
NAP1L1	9.03046727264414
ECT2	7.47642793455237
CACNA2D2	3.65099868190067
PTDSS1	8.28234640744986
DOCK6	3.82766910609158
SLC38A6	4.55149893220559
C10orf119	5.69724206233234
CCR4	3.47388234443275
COX6A1	10.2500530283454
B3GALT2	2.99039191085246
CD14	8.73917645608323
ABCC9	3.38614891328106
SNAP29	6.53652410318818
TRIP6	7.75807221161763
HMGCR	5.35722914447464
CDH3	4.56211429600651
KLHDC8A	3.71505194001187
IFT74	5.84205439798904
C9orf116	4.19445779666506
EI24	7.5430752569782
CENTD1	4.98691738896458
RWDD2B	6.51492710410386
INSL6	4.24744472262843
HERC1	6.53574358297278
NPAS2	3.88843558049451
NR3C2	6.54560743368009
DOCK1	4.50585370348379
FAM63A	4.80256625887136
FAM111A	8.14192797480819
INPP5F	5.34878095932426
MYBL1	5.23630490512586
HOXB1	3.67784220399726
CRADD	5.07886891762699
EMCN	3.76561106417483
DUSP12	6.41295715980176
CGREF1	4.90350963157691
BLNK	5.84500451756152
VASH2	3.88656846969774
PDZK1IP1	7.48409516533041
SKP1A	9.76824975874711
IL19	4.12438371746198
DOC2A	3.81969964477285
COPB2	9.2221883372025
CTR9	7.58493131419672
VIL1	3.30104454527679
CDC27	5.38232084766567
PTTG1IP	10.3347704279951
LECT1	3.86157851064039
COPS6	7.63493210703369
COL9A1	3.93801094528233
MCCC1	6.85562768257241
GPC4	5.87740593561958
VAC14	4.56084136492947
PSMD9	5.0100443405466
PPY	3.01303619960118
SRCAP	4.82577624673884
PPP1R13L	5.25172654607104
BPGM	5.14971316827654
TTC19	6.13772461395811
GFPT1	5.77227107434003
C1orf114	3.41566067279165
HMOX1	5.67996292585182
SLC27A6	3.69578030951527
MC4R	3.11449377655531
CALML5	3.16254192127204
MRPS10	7.20940219755885
PRR13	7.52847736142085
INS	3.41877859861877
CECR1	8.19480043052865
SERPINB8	3.8509005467151
FLT1	3.58086361104917
FEM1C	5.67000849344898
PPP2R4	6.03119250906649
PDIA2	3.45682225348324
TMED3	7.26607306067109
NUCKS1	5.78139973802275
EXT1	7.85634716029239
RCOR1	6.7101905469025
EBI3	4.10340755840145
SMAD2	7.48666319646835
ODZ3	3.92967297577811
POLS	5.85748825779347
NXN	8.26275639775802
PPIH	8.44700551358338
FOXJ3	5.28033991525103
EIF5B	7.36911259563965
EIF2B4	7.1137550404764
C20orf121	4.78501516956842
CENPE	4.12321522740409
KIAA0415	4.21129717959099
CRABP2	9.3785185819196
TSPAN12	8.35372768382631
CXorf15	3.48970001045886
LOC57228	3.43853299298866
ACTR3B	7.0224496003671
ASL	5.42176989259364
GATA3	4.03665355889392
TFAM	6.30042406405985
PCDHA5	3.20019129746901
PARP12	7.81938235022389
PIGH	4.31958599247898
ENDOGL1	3.19100241823969
GTF2H1	6.29905677929067
MPZ	3.73181578354344
BIRC4	4.42640450983398
SSBP3	5.35933549442808
BPESC1	3.1699143002599
FOXC2	3.54837486249319
HS3ST3B1	3.33091209250248
GDNF	3.74939123239011
CTNS	4.6332901627202
KIAA0859	5.84064693926316
TRPC5	3.42852553814928
PMS2L3	5.52408911367667
TEP1	4.7422154664421
KIDINS220	6.26154360682228
CRH	3.27186890774519
CES3	4.77923872856593
ACP5	5.91995069008501
AMFR	3.99703575955643
CA4	3.5309544490035
PLCB4	3.33563309923042
MPHOSPH10	7.85869930048982
PGF	3.56109282374253
G3BP2	5.87366413965394
SR140	6.69687872575067
ISLR	5.08941136293826
HOXA2	3.635885808263
PYGB	6.72639862464855
BAT1	9.43592607492792
TSC1	5.71645097450370
NARF	6.6123240947578
DKK3	3.36179482175213
UTP18	5.46792888009845
TSKS	3.70522801534343
DDX31	4.95556637246101
TULP1	3.99576292491594
TNRC4	3.94118187742755
ZNF430	6.4729303838046
POSTN	7.66553803940332
AASS	3.12079663825879
APOL5	3.86292173526244
PLA2G1B	4.25954013367215
FLJ11506	4.59964036757105
GTF2A2	8.80710547651232
RCHY1	5.57751307726515
CYP27B1	3.51843129013908
VPREB1	3.33623140389456
MGC4294	3.53373834049316
TACC3	5.68969848897633
PDCL	5.11714036254074
DMXL2	5.75654858586876
LOC4951	4.15335781806167
EID1	7.84752230925746
MS4A4A	6.19850918911588
RBM14	5.36957844392257
MGC29506	3.82932952992317
PPP2R5B	4.21414670628763
TNFSF11	3.48816302994602
ATG2A	6.38661955490358
RPGRIP1L	3.77276499942034
SPOP	6.40791098083141
OSGIN1	3.62442802014877
PTPRF	8.79260692548762
ICMT	5.36910167655654
SEC24B	6.36269124562855
MAML1	7.34309298005762
POLL	4.88291716949341
FXR2	4.42970478272571
TYK2	5.86134120191027
MUC6	3.36611473613462
ADAM28	5.50257386629712
MYL3	3.64854136135838
NRL	3.52893681290104
PIP4K2A	5.73687774275339
TCL1A	3.58163102216284
MED7	4.97937530093026
MYLK	5.89141975795816
RRP1	5.26285229337669
TFAP4	4.28755499886006
CYP4F2	3.86939541143665
UNC5C	3.34408456015449
ARL4D	4.89529301616275
SH3BP5	6.59322765587661
AKAP6	3.70788673432439
CTLA4	3.74881217414849
ACSBG1	3.59527080064898
MTMR4	6.2623267243317
NECAP1	5.57253809882972
SLC25A17	4.36911592461196
POLR2F	6.34139733939462
PLA2G2D	3.83325956659791
WNT2	4.05786302107807
GLMN	6.39103743524352
MCM7	7.72936620136108
TRIM52	4.85175066147683
DCLRE1A	4.97915040579629
PDX1	3.54617347564087
UBQLN3	3.26860324852621
PRPF31	6.80178955479567
TLR7	5.48093401523173
SMAD1	6.22989960230816
CLCN1	3.51601605622634
RIOK2	5.73557544238735
CEACAM21	3.67478923807021
PDLIM4	4.10705452770506
STX18	6.51277071824864
CCPG1	4.55756069335705
SLC2A6	4.12275012513166
SORCS3	3.2156009835077
NOLA3	8.2408042856665
PDGFA	4.75461118238988
TRDMT1	3.94094279634107
CFL1	11.7221834032371
IL4	3.32855427444738
NAT2	3.74924789644691
CPSF6	6.14125742594998
PRG2	3.70481392811279
PIGQ	4.28520718617351
CLSTN3	4.03918848643657
KIAA0146	4.14888367298023
GBP1	10.2335711139840
CEP55	7.10011225054516
ZNF408	5.05263123021107
KRT20	3.07800499217
EYA3	4.09480079704991
KRT38	3.45013215907985
WDR7	5.67127012736761
BLCAP	8.73344125518263
HLA-DPB1	10.3260969790190
SFI1	3.92996439275562
GNE	3.65898600727015
MGAT4C	3.41605798429543
CTSE	3.74523649491642
SLC35A2	4.80807186240426
TUSC3	4.9224182634006
GABRD	3.44817290665796
IARS	9.26391001903965
ARFIP1	5.66465278610594
SFRS9	7.8185142086409
CEP110	4.27883764256331
MYF6	3.17055057689519
MGST2	7.3949456739241
EVI2B	6.33303288706635
TRPV4	3.31958172037312
SLC25A11	5.53436926367935
EHD4	6.52809612259964
NOX5	4.31977009444082
NCKAP1L	5.9177056851112
EMP3	6.28303506668007
SYNCRIP	8.94959306532126
BPY2C	3.50154942852007
C1orf38	5.63658324731995
ZNF426	4.93530850305563
ELOVL2	3.30180609896194
ATP5J	10.2557079186464
CBX7	4.44848738762445
OSBPL1A	7.61665888043607
MED13	7.178906431532
ZNF589	4.18513116421744
CHRNB3	3.32686297685851
GOLGA2	5.74367521154187
NIF3L1	8.27731620756039
TRA2A	5.71751766413204
F2R	5.55092934144234
PHF2	5.17553980477101
PID1	3.28734940592103
MTAP	3.8087076437282
RFC1	5.01980567541503
C5orf3	4.71329504799681
ADORA3	4.71555442910601
ACTL7A	3.42287551824893
RAI2	8.54705278560174
MAP2K7	3.82698888960488
HYAL4	3.27405234452028
GZMB	4.85393408796773
FCGR3B	4.67285832256254
BMP1	4.30555469222188
CPNE6	3.26853015011002
SP2	3.8756879599044
DPF1	3.73647057757838
SMPD3	3.22470932828779
TMEM38B	4.33528525721983
CCDC56	8.9134662376493
NFE2L1	6.2160097072227
MRPS31	6.945674761641
STIP1	7.47873666785025
MMP26	3.48569531624135
RASL11B	3.78187634444852
NT5DC2	4.63593882237247
HLA-G	7.80175640611873
LRP2	6.92681255867776
MTDH	8.6392573437189
HSP90AB1	10.7317470189997
PMAIP1	4.92205788130886
LMBR1L	4.55764996675536
SLC25A20	4.70326698667989
RSBN1	6.39540861714025
S100A2	6.79113277458325
C2	7.96353695360186
RHOT2	4.91467591285846
RALGPS2	3.50564948464217
EIF4EBP1	6.6356902257942
C2orf27	4.31456775589403
GCKR	3.78276890756723
FER	5.23293203940340
TRPC6	3.54087451024658
RGL2	5.92443994249862
ARPC1B	9.43405766527466
SNRK	6.3003067513877
UTP6	6.66623343144338
DNM2	4.35010153830188
GCS1	5.22063412985781
EHMT1	3.69959479782829
GLDC	6.37527758486776
FBP1	4.54205107705177
VARS	5.01824144609859
PLA2G7	5.13435612511019
RAX	3.43679082768316
TERT	3.6801878031328
CCL1	3.26185934324671
FUCA1	7.85437305952411
ALS2CR8	3.94080375457437
CXorf21	5.96745152511962
KCMF1	8.57454975894985
MFAP2	8.18194567237285
OXCT2	4.07095047184389
WWC3	5.36477401527344
SOCS1	4.03988559764328
IL17RA	4.9138560657122
C14orf115	4.07927008263984
ST5	6.69359361935658
STRA6	4.49462294889116
MPP5	4.83864247173671
SPA17	4.49102746570196
C21orf7	3.58491732590426
FLJ10986	5.16702636222222
LHFP	4.11798117440334
CAMK4	4.03033912311323
GALNT14	4.54991589288824
CXorf27	3.26038565008049
CLPX	6.59350841085975
NPLOC4	6.56540463075251
PJA1	7.53350060377705
CPLX2	3.47786990563903
ARSD	3.88235702843765
WHDC1L1	3.27468185277693
RB1	5.45528883679414
PHLDA2	4.80882928820005
C2orf56	4.19270292744673
GUCY2F	3.48270962208453
MPV17	6.40075021351831
PSMD4	6.8491824880735
SLC35D1	3.97643546543794
C20orf103	5.82328559723012
COL16A1	5.10574165764841
ERLIN1	6.26113567233152
JMJD4	4.57785993402828
SLC29A1	4.66967780331761
GLRX	5.7029984546193
HIST1H2BK	10.0645722352388
TP53I11	4.78986184925313
ST3GAL4	3.9315493633186
ALG8	8.49740247883414
PF4V1	2.91865763939719
SHOC2	6.47204400657344
REG1A	3.71579801623594
FBXW7	4.7006549714433
CYB5R3	8.52218555812526
MINA	7.18145636005822
HHLA1	3.92447156681555
MYST4	6.2237691487212
NR0B2	4.39645217908028
TFAP2A	3.89105562812686
UCHL5IP	4.96728132522102
TIMELESS	5.59500712591678
DDX10	6.481924797001
SLC25A36	8.02950292481434
TMED10	8.53097599302409
ZNF507	3.35102103137795
LOC90379	4.14599323130764
RAB11FIP1	5.54920017844632
ATAD4	5.71774303804825
PHF15	4.65980474900691
ZNF26	5.13660771639447
KRT7	5.79797018043617
RPA3	7.4989621463387
YIF1A	6.9601345391019
PPRC1	6.0414190269045
PCDH17	4.31008532523382
PHF8	4.07641146530374
RDH14	7.16187642947934
DNAJB2	5.44231077725899
HNRPK	9.89680318635118
PTPLB	7.44596431582155
RABEPK	5.83329634289129
SNF8	6.29436847977351
CBARA1	6.49573403749781
RAD51AP1	6.94302171744796
HAT1	9.2693083438284
HTR1D	3.59518223135147
H2AFV	7.58737099801182
OAZ3	3.75093408207118
CXorf48	3.86766795869997
RC3H2	5.44939628701067
SGCD	3.91950376881187
PHTF1	4.64131554510574
CA3	3.11518958083816
PKIA	3.35097140962906
STX10	5.48769935952824
PEO1	5.48712548216481
JMJD2D	3.38505638565127
KRT19	9.89186934586398
ZNF143	5.59513623692349
ENO1	7.4063310154187
TIPRL	8.18445316125002
MAN1B1	5.28488889604216
P4HA1	6.29221517627654
TPTE	3.18822616696796
AKAP8L	5.33999797681217
GPR17	3.25440859201029
LRRC20	4.44109796607404
UBE2Z	7.02228974666818
COL4A1	6.59805409083381
ISOC1	6.91565056323348
RNASE1	8.60154003608261
C20orf20	6.4245822796543
NDUFB11	9.59788683341017
STK19	5.44889667740142
OSBPL2	5.96366976522833
PTTG2	3.2706142860241
GRM7	3.58686898669742
SLC39A8	3.86645423660372
APPBP1	7.46080544964828
STS	4.5103021516111
FFAR2	3.59645947083148
TMEM123	9.41983933802785
GLI2	4.54778897789769
BTNL2	3.62949992488897
ALDH1A3	4.97960234140737
TGIF1	6.94783675349886
SCO2	5.07730030795602
TP53	3.90921768391215
CCDC69	3.94739464342599
ZFAND5	8.06430990604155
ICA1	4.72736408401385
RAPGEF2	5.06112427107993
NAV3	3.94576896067528
EPS8L2	5.07743951199792
ATP6V1G2	3.58262715097043
MNT	6.9928691174799
C6orf145	5.26877141792909
PPP6C	7.30428015159637
OR51E2	3.27554639228681
OTUB1	6.10730169543451
ENTPD1	4.83821417451447
TMEM115	5.04945091749701
STK11	4.49060914855899
PRPSAP2	5.3858727987419
SH3BGRL3	7.9779124189191
MX1	9.19344925962252
PSMC5	8.58507371188221
TTTY9A	3.57111725709742
EXOSC4	6.31867988508016
SETD1A	4.67318181331893
YARS	7.67161610866759
SLN	3.93817673483100
RELB	5.76814675949014
NLRP1	3.8720840621022
LAMB2	5.70189527979235
FNTA	9.29985836149065
HNF1B	5.06287620344902
C14orf139	4.50706957572463
UMOD	3.45561293212126
ZNF512B	6.38800519414404
GPR25	3.86020940191302
C6orf49	10.2667113488139
ATP6V0A1	4.75538130086176
SNFT	4.34542121973288
ZNF768	3.99160860111216
GTF2I	7.6661814105916
KCNN2	3.42580226322589
DYNC2LI1	5.79282037369496
DGKE	3.43490127445772
DNAH3	4.13194171705546
RPS6KA1	4.96162411600701
C9orf53	3.75559645699877
PTPRM	5.71579665494322
MRPS15	6.75933090100838
TMEM59L	4.25634908028875
SSPN	7.59063193334276
IGSF9B	3.41795974761502
CNOT8	5.57350689338561
GORASP2	8.84348166696293
ADAM17	4.80439447300939
CHRNA3	3.65190329637782
MYOG	3.47035552052575
UBE2D4	5.16100575485773
CPNE1	6.28139409965993
AK5	3.47928958780034
RPL37A	8.32010172185377
CPS1	3.14991469354282
NDRG4	3.70719607343887
ALG5	7.34252952511332
NCOA2	4.42283587667684
LOC130074	6.27434217711002
PIAS4	3.57226190791402
S100PBP	5.34803759364913
TEGT	9.79626651367768
USP5	5.7632760001793
CFLAR	6.35315557712692
KIAA0692	4.78523114098391
WDR48	5.53589281702412
PCDHGB6	3.21641180204458
NRXN3	3.5608969764249
ACACB	3.73300362924346
CDKN2C	6.88545145507414
KIAA0226	5.57786892123467
TRAK1	5.22465207524018
CUTC	5.18654878089474
AGPAT5	6.42355746495551
WDR68	5.61350599692495
PREPL	6.88047605036393
ABCB6	3.85387128527686
RABGAP1L	5.16943174732476
FCGR1A	5.51439947709487
EIF4H	8.47971181620081
DLC1	4.3645681844851
MAPK8IP3	3.97250272007497
SPRY4	4.50578684498184
RPL11	12.0689971693521
RAP2C	5.86621489818667
ETFB	7.39471375414606
RORC	4.32857002426092
GRAP	3.38730346805654
SEPW1	8.07001396378195
NMU	6.76596457825265
MXD1	3.05048124454783
IFIH1	8.73242199171927
AZI2	5.27594686387205
WDR37	5.6296617788351
SEMA4A	5.40275420845387
RPL8	12.1382278891438
NUAK2	6.18318557155088
AHSG	3.89858847198058
RBM39	8.5087728330867
MANSC1	7.9541587622021
IMP3	8.01703758674751
ARHGDIG	3.68294316371878
ELTD1	4.37813461448575
PRAMEF10	3.61329240408973
RGS17	3.20084982601803
KPTN	4.37878023514673
C2orf3	4.68201128789249
PCTP	5.76999800830806
MRPL42	6.90978708421519
SIRT1	6.33881158444376
MANBA	5.23517165419077
CD164	7.26760567812434
ZNF671	3.71558668634214
GFRA1	3.19112459529290
PRM2	3.21277792629636
IL1B	5.76219516929005
HAX1	8.474373624965
REN	3.23226676758761
ZKSCAN3	4.46891434081429
CTSA	8.4098505624232
TPRKB	7.94668687830868
UBFD1	5.37171350909884
CDKL5	3.74866970186257
HIST1H2BD	8.5369812366455
COQ4	5.27574415589536
TXNDC4	6.47559144747068
