Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_C03_543702
Composite Element REF	Signal
PELI1	7.12686356186813
PPT1	10.6914208627724
SLC35C2	4.80994197190484
MT1X	6.84819148224805
UBE2B	6.66876360589071
KEAP1	7.5061637313999
MST1	5.27692903302829
MUC4	5.73328711840021
RFC4	8.86706763710553
BCL2L13	5.15882168285914
GNB2	7.14058110477904
NUP50	4.86680510645375
SULT4A1	4.43295026031798
S100A8	4.66453680176051
C7	8.91134581074495
CCDC130	6.13468325533366
RQCD1	3.91730269001152
AYTL2	6.85077753505599
MTUS1	7.37040472484858
ARFIP2	7.59049133962198
UROS	7.03028809588699
LEMD3	7.020870776939
PLEKHF2	8.05752725225023
KHDRBS2	3.40574875975809
HOXA7	3.31219884298572
POLQ	5.18724528542697
GTF3C2	7.38590899407666
SOAT1	4.83114156308042
SPAG4	4.20624426564772
MRPS30	7.67043463572342
MR1	3.9143989106624
UBE1L2	4.0346498739511
F8	5.91824835782965
KPNA5	3.07537860483118
ACHE	3.15606856757240
TNFRSF12A	5.67131343356484
EGR3	5.08325483018442
TCEB3B	3.31961947983829
ZNF184	4.47005868370455
OASL	4.11819621291573
SERPIND1	2.96586599749678
IFRD1	6.90768049055907
SPINLW1	2.96089140349941
KCTD9	7.53645426377255
PRR14	5.0625855700848
ZNF267	5.61860730344205
PPP1R3A	3.11540328944482
ZBTB6	2.90596801505456
ACTN2	3.45458546005823
TXNIP	9.3252292713322
NUDT3	5.07658109047671
DFNA5	6.0050894380386
RPL36AL	9.18228022582116
KLK15	3.48955033038753
RAP2B	6.41249490433344
CHAD	3.71812123152945
HEBP2	9.27772980748083
GABPA	3.89705837564725
CAMK2G	5.22577935079714
TLR3	5.06095562144035
FGF14	3.33131990641981
HMGB2	9.87660874578784
POLB	7.58893155506259
KIF3B	7.37863936101983
C3orf27	3.58244258992326
MTMR9	5.64851832164892
SEC31A	8.81339271801376
TRIM58	3.19263867157443
TAS2R14	3.30892612996327
NSDHL	5.95836650445277
GLRA3	3.08211394885083
VPS8	7.01985215541329
H1F0	8.70346998993822
PRKCB1	4.11215534792372
POLR2D	5.56668445869247
UGT2A1	3.18721039265896
TOR1B	6.02362357579562
LSS	4.35573956211844
TOPORS	6.20486468119116
HNRNPC	8.88657730707126
TMEM100	3.15864081147226
DHRS9	4.11059911895398
ISG15	8.66110469947553
DNAH2	3.67093799797997
ZCCHC14	4.13787467710337
FXR1	8.41370100517392
ZMYM3	6.42339948003953
CREBL2	6.22972947988604
TGDS	6.48017140264352
CASP3	5.25251154431694
FAM120C	3.20636873621502
KCNQ1DN	3.74816622802933
SCLY	3.9983106576238
CACNA2D3	5.70482753949303
CA7	3.61498611305484
ENTPD5	3.39197472712255
SUCLG1	9.95927352532297
PDIA5	8.10488536409408
KCTD20	3.55643074394733
WDR47	6.20315320802657
KLRF1	3.65542404859872
MAGEH1	5.92745997031771
PRPF40A	8.1861741006627
SMR3A	3.20494838871333
TAS2R16	2.93392427921431
SPINK2	3.24953058698554
NPY5R	3.11068322210164
IRF4	3.69342591316765
PRKCE	3.99435671733989
ITGAM	4.81957160494099
RGS2	8.49540114235084
DDX19A	5.85885833798127
PDPN	4.22902795298039
TMEM34	5.89315115340176
MST1R	4.0618945662266
MGAM	3.57667947342827
COL3A1	10.2100114854538
PTMA	12.3312622206700
PRDM11	3.48465820397324
NAPA	6.12173617215496
DIRAS3	3.89915479691428
LIPF	3.37031917769673
PSG9	3.21317914243812
ASGR2	3.45483593461446
ARHGEF11	4.21126018972446
PIK3R4	6.44074537834402
IVNS1ABP	7.23032056905529
SIGIRR	6.78445193489855
BTBD3	7.61543443211322
UBE2NL	5.57072940656111
PPP1R2	5.82908056394099
FOSL2	4.91892909517726
IL1RAPL2	3.42202779795316
C4orf30	5.90926246400217
TUBA4A	8.551231124625
SEPT4	3.61848587711924
SFRS2	9.3650316296944
EEF2	10.9696136461396
ZDHHC11	4.62237874849344
HNF1A	3.49303902916833
EPHA3	3.01028035223411
PRDX3	9.75149134763834
P4HA2	7.09943369570036
RFWD3	4.90960811219674
RBM12	6.92198735531863
H2AFJ	3.60644068282854
EDIL3	3.64798929454055
LOC200383	4.71318206992937
SERGEF	4.15665173389
B3GALT4	4.37313052916993
SMC2	6.44408750563991
LOC90925	3.10271821952920
NPFF	3.53998160773253
DEDD	4.86103407195762
SCYL2	5.11005073544056
PTPN1	5.90942774453029
ZNF174	3.77388914073705
MYH14	4.24784771128651
CCR8	3.41292693297523
SKAP1	6.30225444190503
GADD45G	4.30066578188007
PILRB	6.07230584108424
IFITM3	10.9013170530591
DNMT3L	3.58327631505099
GPATCH1	5.54145032898622
VPS37C	6.78427489283664
DSC3	3.06528151870706
TBX4	3.11749852840844
B3GNT3	4.75251928203562
LHCGR	3.28974579396574
SAP130	6.18581867664268
UBE2S	8.3113577990243
CNR2	3.86140898134161
PCDH1	3.63694925960467
ATP6V1B2	7.55099860104065
PLCG2	5.4062560077024
CAPZA1	9.7158097442431
GLRX3	8.48422401976249
HRH3	3.54737562204649
KIAA0247	6.66546560830179
MGC15523	6.62362957904858
CRYGD	3.25923912111941
HTR2B	3.03833998605733
CCR1	5.05567366496313
NUS1	4.64338083397516
DNAJA2	6.59565472779921
PGRMC1	8.59231285691843
UVRAG	6.43398879562201
ITGA2B	3.31689343682303
CLDN5	4.0349606257364
PTPRN2	3.74005267957928
PSAP	9.7942099930768
MYOM2	3.82343449470501
CHM	3.41656729051637
CCNL1	8.93005926209977
FAM105A	3.81725879365849
LYN	7.56244996778257
DUSP6	6.66267130887442
TGFB3	3.65147689968095
PCDH11Y	2.82264823569122
NAP1L3	3.68398545257603
ELK1	4.93996267835494
HGD	3.46290735662958
C10orf57	5.3224616927586
B3GALNT1	5.41854919218651
AARSD1	4.9387097892035
MYO3A	3.06761193722138
SERPINE2	7.08473070909963
GDAP2	3.70556447259463
MAPK6	8.03217877064846
COX6B1	10.9678581644008
DNASE2	6.5662626602771
MSH5	4.76089584396791
LGMN	7.86601845441485
TCN1	3.56441898093916
SLC24A6	5.42979007196382
TATDN2	6.73364895172538
SDCBP	10.4120726987419
NUDT11	4.05107398868358
LILRB1	4.15552423094937
PYGL	5.64603995413213
P2RY5	6.25666897847695
SNPH	3.80331297986402
NUCB2	7.79521072159202
B3GNT4	3.94862878861139
SNX27	5.97307493502542
C2orf37	3.30752185837381
MIZF	5.92672806079005
FOXO4	4.53798983203068
NUBPL	4.27611602581133
NOD1	5.17209936300694
ID4	7.34420351481896
CDH22	3.90082056909243
PXMP3	7.86431737104418
SOX5	4.59935683039384
NUBP1	5.28842199968904
DSCAM	3.76598025426741
INA	3.30179033327979
DGKI	3.32142581812273
MCOLN1	3.81893981440042
FAM136A	7.87893979901229
RIN3	4.10941207276880
NFIX	3.67971192355939
SLC16A6	4.37812508677184
AKAP1	6.47793214320961
PSG2	3.12720546514413
HIBCH	6.3574209898364
PLA2G5	2.87596359202919
TIMM10	7.30035200169136
MED17	7.05324679441077
PSORS1C1	3.70905119917533
KIAA0495	4.77645351490357
LPA	3.20230500566545
PIGA	6.13538959104209
COL4A4	3.406692503112
LY75	6.80546482358812
TPP1	7.01523467700641
UTS2	3.07771576127166
GJA3	3.53076851430735
GALNACT-2	6.53300540109521
RREB1	3.20084144663381
TMPRSS5	3.74413209951747
MGC3196	7.61936027687072
FLJ31568	3.35845831174805
DNMBP	6.12944119300197
LPHN1	4.37676396225032
NQO1	8.55905774597297
ZSCAN2	3.32509144400626
SP1	3.60141478422535
TOX4	5.16169301947246
SEC24C	7.22799117538767
HSPA9	9.46837296766758
APOBEC1	3.2026835902879
SURF1	7.82880366950477
LSM5	7.77259114821792
ZBTB1	4.06687030384543
GTF2F1	5.55978993934199
DUSP21	3.06001738496454
RPS15A	12.3212522511708
TAF1	4.6571748280805
GINS4	4.77987281733332
MYO15A	3.21505213423215
AP1G2	5.18036386855414
RBM42	6.16832888420767
HCN2	3.44883519053642
UTP3	6.64574219776632
HNRPA3	7.77037686617662
CKLF	6.46002386784553
U1SNRNPBP	5.87498125387835
FLJ20674	4.45889605907789
RUSC1	7.3756127365875
MBNL1	7.47090012118676
NUP160	4.73462890077693
GRIK5	3.86362227386970
USP21	5.54663709938538
FLJ22639	3.72246058355515
HAND1	3.04227791106129
ORMDL2	8.37198769535452
SERPINB1	6.43358556848978
FGA	3.08659562623139
PRSS7	3.17849283317153
IGFBP1	3.03376862688195
SLC1A1	4.19660587833411
DHX57	4.70012439979796
PSAT1	6.9312663832359
FLJ13195	4.79306981988077
GDPD3	3.82965596647412
PTPN21	3.49574050190523
TBR1	3.15216196227032
TBC1D1	4.50822940730073
IFNG	3.11793046057716
FOS	10.3253021607401
IQGAP1	9.18404750837925
ZNF226	4.37923689020147
EMD	5.80738705788645
RETN	3.77511340963393
APH1A	8.27803975233118
C14orf1	5.47465757022501
PUS7	7.29541246680813
PAFAH2	4.2071977194325
NPEPL1	4.99973821865632
RP11-114G1.1	3.34437840642838
TUBB6	8.58050413467918
FOXL2	5.82560022553172
LATS1	3.52545210774097
BAZ2A	5.37488333725074
KCNQ2	3.19514794043724
SPOCK2	6.04442530520874
MARCH6	7.70238239563639
MGC10334	5.89480194659829
HTATIP2	7.18481527656931
CENTA2	6.23890805271111
FGF2	3.59423495123337
FXYD7	3.31428810671387
CCDC33	3.81818475330771
PRODH	3.71224118657095
DDX6	3.5343300765636
SLC43A1	3.69503974137893
NTN1	3.62116585602987
ING4	5.67125846363094
DPH2	6.21372662836498
ZNF313	7.55673699084442
VPS28	9.3127684513978
FCGR2C	3.46419872283024
DIAPH1	6.11258999602531
CEP76	5.08113133720001
CORO1A	5.53150366156427
TRAF4	4.18583198205425
ZNF460	3.04234755499473
RRM2	8.35264223799513
EDG4	4.87956361935755
OS9	7.67412910850283
SLC4A1AP	6.20882211629378
COG5	6.45314652245852
COPS8	7.76437151295026
NGLY1	8.26935714536646
AKAP9	5.40662983962492
NCBP2	7.54092333138369
C17orf42	5.83956951654098
GPSM3	4.40068403447619
SLC20A1	7.58846920395168
SIL1	5.32977841235897
LDB2	4.82144760598050
ASB6	5.06105272515577
KLK5	9.1408739146471
SMAD5OS	3.24094472911992
UNC93A	3.23552900402233
SPTB	3.81498929065384
EFEMP2	6.68968974558586
EFNB2	7.3008976867915
C21orf62	3.06080096739513
PCM1	7.23658067081142
FMO5	3.65920960396418
TSG101	8.96715746688455
CEBPG	6.55768887607606
GTF3C4	5.12425117939153
ABHD3	7.93390708503814
TNFRSF1B	5.55586730904880
CLEC1A	3.75849020241999
IQSEC1	4.75305573095269
PIGN	5.00529387632754
PATZ1	4.29653621790941
RBM22	7.78241138863976
AEBP1	7.00536224444606
BAG2	3.88712000410716
PAQR5	3.35379955130939
C9orf127	4.75112926190534
THNSL1	4.48339265711784
ANKRD2	3.61315411396926
JAM2	4.10284170025277
SNRPN	3.20320235739365
ALX4	3.39868133452237
FAM130A1	5.72002512167992
CACNA1S	3.48816634046582
TRIM38	5.71797684588418
CORIN	2.75333714396795
TMCC1	5.55851075090383
PCLKC	3.36654006750334
PLEKHG6	3.83837740989729
LRRC40	7.17728706902844
SMG5	5.39335274710167
NCAPD2	7.60295343793047
WNT2B	3.2624146192306
DCP2	7.55510959433588
ASNS	8.86454852341983
MRPL49	7.65058812260998
TMEM24	4.95582281507039
RPL18	11.7323453885215
SMU1	5.93256062201041
ISG20	4.56338179876285
CASZ1	4.35268654965063
POLR1D	10.2547452091608
GIN1	5.22606933981017
TMEM177	6.28002154084969
CDKN2AIP	5.91444635881857
KRR1	7.072534992242
CXCL1	5.46723736306671
C1D	7.67589115156985
EPM2A	3.52505979020212
LDHC	3.73195713409659
PC	3.83316236069998
PDZRN4	3.11204841587623
FAH	3.57584550303011
UBE4B	4.85028185390659
NIT1	6.4917057187797
CDC2L6	5.01230876747159
BTN3A3	5.10103728638723
PAX8	5.7223339357486
PRO2012	3.18084657235335
BEX1	3.6720920752929
COMMD3	8.17788467992957
MRPL40	7.18835884280055
SLC2A4	3.37628956396801
SHFM1	8.5616379086939
PKMYT1	3.53404552242874
FEZF2	3.47787805594986
DUT	8.94283241729246
LRRC59	8.69244523401893
LY6H	3.25925852000296
MAP2	3.55319873799120
LYL1	4.40426116294803
EDEM1	5.87734489542394
NOS3	3.45190645387007
ZNF34	4.43752667932769
ADH1A	3.08889496824437
CYP11B1	3.14475314010212
CDC73	5.76743263106608
GPR172A	6.2973540361545
GSTM3	4.74440088619632
C19orf54	6.18235085564269
KCNA5	3.23178690815068
FLRT2	5.39714868681335
WRN	5.92382680119708
ANAPC5	7.73195444183448
SDF2	6.69657079930169
KRT8P12	4.55959041438897
DZIP3	5.01172597756048
C15orf24	8.03250737473655
NFATC2IP	5.80223008363344
RIT1	5.48697062620664
RHBDF2	6.22856198699242
SCML1	5.54980264306328
MED9	4.04402851088263
RAB13	9.31533022290382
FBXW11	6.0854838054012
ETAA1	6.20656190519445
C14orf131	4.69496845770455
SLC12A5	3.69291416650486
PHF14	3.18087676442600
NRIP3	3.31089702608205
TMEM121	3.28298460538352
NOS1AP	4.20590568118606
FAM3A	5.2263088456024
RPL13	12.0375161217744
PRDX2	9.5960274024975
SAP30BP	6.4772267503556
WDR76	3.63933286924118
PRMT3	7.39095388982319
TRIM10	3.57257429581379
FAM82B	6.80365244991511
GCNT4	2.97182751252739
MAP9	4.64249179117409
GPRASP1	4.61398927450061
CXorf36	3.75468141401028
CDKN1C	5.0383435029727
DSCR3	5.04400615772405
ZFAND3	5.54786638805807
C7orf43	4.73618575168107
HSPH1	9.10267049003615
SPSB3	5.80398277760363
AQP1	4.55753334935244
COL17A1	3.59709277790528
GFAP	3.47882897986827
CDC16	8.26206831386125
KIAA1614	3.20783965665009
PRSS16	4.81900054926885
KIF13B	5.54738950839545
PCDH9	3.11914868414918
MKRN3	3.27911390154184
ADAMTS13	3.78024318297239
ITFG1	6.9599396909639
TUBG2	3.72640849969126
TTYH1	3.1173303172665
SFRS7	9.28158144218134
C3orf18	4.66777456495385
FLJ13236	3.45554056885113
C18orf25	4.1080892201913
EXTL1	3.54656562837471
RANBP10	4.49472450272778
RARG	4.55506967894498
MYO7A	3.57719311150975
SFRS18	6.9126757593594
CD96	3.23193965460729
ACVR1B	4.38986499623627
DENND1C	4.05661704474981
RBMS3	3.87149121583311
SLC41A3	7.59966998933728
PSMD1	8.19758656719001
DGCR6L	2.67009409946406
ILVBL	6.34148203982947
CSNK1G3	6.79514907600084
RNF186	3.43166375807541
IFNGR1	7.6337557750911
MAGEL2	3.83154886768699
TSPAN6	8.15845945512696
SLC29A2	5.94032229060209
MSL2L1	7.5977130787723
MATN2	6.94367361093479
ST6GALNAC2	8.35266607756556
RBMX	8.96710134007484
MPP3	3.76573326138336
FGL1	3.74348693036824
PSORS1C2	3.5265048507738
RAD51L3	3.87321024996144
ARHGEF6	6.41701703675773
TGFBR2	5.44090971040453
ORAI2	4.10219679333254
CDC123	8.19066626496454
IL33	3.08497329928885
DEAF1	5.78971412179735
AMN	3.68248083736897
MSLN	9.41704112405003
DEFA6	3.4919021373045
WWTR1	4.85538159814577
COBL	6.09007380415113
PPP1R16B	4.99606104047127
CIB1	8.8406534695555
TSSK1B	2.84121045232064
GAS7	4.49722033260668
MDN1	5.26181961102309
HAAO	3.61910847092959
HLA-DRB1	10.3082197202444
CTNNAL1	7.70581280997809
TLE6	3.11415123056248
CIT	5.87647516661718
TNFAIP2	7.20875291944997
FOXN1	3.34085589926494
HERC4	4.48828661753336
DRAP1	5.88749600550504
PEMT	6.23671087112120
SLC38A1	9.08449099771119
ARHGAP6	4.07059693696067
PHF20L1	4.62728750948675
MCM3AP	4.95999547821473
MYO1F	5.1729627600374
RAB11A	8.6674522415709
PTBP2	5.87975701246332
SNX1	5.87497093854486
CTB-1048E9.5	4.72598682716678
C19orf60	6.53265234508134
C7orf25	4.86212851544381
ELF5	3.15530387523382
HOXB9	3.05698361036811
RBM8A	7.1770015578223
PARP3	4.14537743962047
ITGA9	4.27810286794996
ZFR	6.59890927763742
VANGL1	6.6766935798838
FLJ20699	4.35566873205414
ACSL6	2.77080058104803
CHAF1B	5.05792679510479
NDUFA3	9.58052081102812
FABP4	3.25577994112262
KCNB1	4.47105832463666
CANX	8.93129659567465
SLC25A28	5.3943215116675
SHARPIN	6.57399335741717
ADIPOR2	7.72618353984476
TTC23	4.23294784411169
UGP2	9.4117209602651
ECHDC2	7.76333193037347
CIRBP	7.7626610303655
SEC14L4	3.35696261295323
SMA4	5.49576550547256
FRZB	5.33850395273922
PABPC1	12.0181269816709
APOBEC3G	6.90566923124892
CUEDC1	6.0517866195188
CLDN8	3.08988846761782
VPS52	7.21258573629226
LOC23117	8.12224063054698
FAT	7.9397512791757
M6PRBP1	7.144091062624
PPM1F	4.57669457964953
TSR1	5.79676050996106
E2F6	6.4426098346468
TMEM126B	8.57716337045399
ZFHX3	4.39782410349895
PCSK5	4.05668864562474
HEMK1	4.90674850801118
GIMAP5	4.98110646492227
DPY19L4	7.14290946040941
FAM77C	3.52199705253978
CTPS2	4.69450295564884
NDUFA9	8.96570309555953
SCRIB	7.71333364943112
AURKC	3.86878196409112
LOC51035	5.68922648336995
RSRC2	8.09286906011589
ORM2	3.31333022255559
FAM115A	6.13167832793984
EGLN3	3.82157625792667
FZD6	7.76049997053553
PITX3	3.56146882269651
GPX3	9.03624975725492
UNC119	5.08319281541482
NOV	4.43799279124842
GRM4	3.14985919939349
CABC1	7.14115995917328
KLK1	4.04359990379277
GPM6B	7.91740249322985
RRAGD	7.77693486936219
EIF2S2	7.92716994628968
RNF130	7.9508355639597
CKAP5	7.6788857124221
UCHL5	5.68427745396381
C10orf18	8.27703137188342
TMEM93	6.38897243282878
KCNMB2	4.31445877937573
AIM2	3.81817763280891
PNO1	7.43298159923711
ANK3	6.41043310631657
OR2F2	3.27059061956574
GNAT2	3.14635223113590
KRT5	8.0222138776979
ST13	8.40824278452852
SIX1	3.54683218426946
TIMP2	5.76404586305727
CDH12	3.13480575340585
ZMAT4	3.46206648685116
QRSL1	5.42620562345519
CCL15	3.63337010352867
GTF2IRD1	6.39469073018234
CCDC22	4.62468436495019
SNX24	5.5874872885965
RARS	9.37246258013733
MORC2	5.97389386777397
FAM48A	7.21770985058684
FOXD1	3.27073532105736
COX4I1	8.6801390737518
DSN1	5.20020521947788
AMT	4.84909064548115
GPRC5B	5.43517236162305
CTAGE1	2.93526632292547
DTWD1	5.86545841455177
STRN4	5.65169421900786
KITLG	3.06069906473139
HSD11B1	4.54496714398843
HDGF	9.52151681488949
KRT6B	3.92104486262061
SUMO4	7.09431500409818
ARID4B	5.50157129467547
SATL1	5.66859179800602
SETX	5.66389834120585
DDR2	4.50702855084084
KCTD12	9.65736086807918
WWP2	5.11081032323682
CTSH	7.44127239102369
FASTKD1	8.59547114300884
PAF1	6.24265587643684
IFT57	9.56363514246618
TMEM2	4.64073732084553
ZNF592	5.54803178247614
TNFSF9	3.6816121417872
PPFIA4	3.60752413487853
CFP	3.94910864694305
DCTD	6.75252571325529
CNIH3	3.37312136671974
MAP4K4	5.80204840398067
ROD1	4.20731674514068
MFNG	3.50726802771738
JMJD2B	5.13927076652373
DOCK3	3.05802823295556
STX16	5.9581686732107
ALDH3B1	6.1270037346878
THSD4	8.26493920287969
DLAT	7.30314861918599
KIF21B	3.97596592381333
FEZ2	6.27960902255399
CDC5L	5.82097182500014
KCNJ5	3.71688684834259
LMNA	7.17141994064245
TBCD	5.89215265332328
ZNF250	5.49334498122378
CASQ2	4.14056799948504
PEG10	6.14707105010475
TPSD1	3.36855228674106
PRAME	7.395595844633
NP	5.78816540586934
ZNF12	6.47105385795372
XTP3TPA	8.54227182012324
SIGLEC7	3.87721203981305
FAM70A	4.11830379937479
PANK4	5.37841406610398
SNED1	4.72775336861015
HIP1	4.626730923451
WNK1	8.41894506592016
AHNAK2	8.73961427385219
FLJ10490	3.43222736533736
TOE1	5.70543432884456
RECQL4	4.87378483994789
PPA1	12.1013103368607
DPAGT1	7.17443794534074
HAS1	3.82101183635828
ST7	5.21962157858587
MAGED2	7.96347830447019
ANKRD55	3.49650114820030
TRPS1	8.08867018019402
POPDC3	3.23427672253621
ACOX2	4.06081795047266
TFPI2	7.86035188463277
CYP4F11	2.99649581482123
PDHB	7.81779873256959
ERN1	3.50789430353723
LHX2	2.90600252495781
B3GALT1	3.42109210963051
ADAMTS5	4.04842850199721
NOTCH3	4.82208987552278
C1orf116	5.12579228636149
UGCGL1	5.39496817064421
NF2	3.60796349427892
POM121	3.89924479812363
CLPP	6.72825560657223
MTMR3	3.82041125726876
ATP1B3	9.77054896809484
TMEM16A	5.2611467223761
HIST1H3F	2.99735635576566
TRIM25	4.0944902692238
CRKL	4.66618747978763
HOXB2	4.41956303960464
ANP32B	10.4835092735456
NUP62	6.51523037520483
GATM	6.46675372607568
AP4E1	3.33387462906655
RASA3	3.27110691641993
EDG5	3.31720460651069
CDKN3	7.5649100298639
CDH4	3.28276535387901
PGD	7.00650671505003
TMEM168	6.6192478709341
RND1	4.17539101987359
GAD1	3.21984177815028
MPG	5.83545802909676
ZNF133	5.59692677348818
LOC440350	4.10198929178569
FJX1	5.34659596970239
CLCF1	4.95747104629725
AMELY	3.27624157063213
PHTF2	4.25347300381885
IGSF2	3.50941017568603
TFF3	3.47573182321757
NDFIP1	8.28692826462632
IQCC	3.79160260020065
CUTA	9.4397592462903
HEYL	3.6137038231313
FTSJ2	5.57871335360553
APPL1	6.33463009971767
TNR	3.51777750087071
WAC	7.59891813467018
ADCY9	4.49842146423067
PYCRL	5.27193086952346
PCGF1	6.53718652020448
PTPN13	4.12302430882390
AGPAT7	4.74998273893981
SSTR5	3.19370597122072
CDKAL1	3.04225536374373
PDYN	3.29385202486127
SFRP1	5.2003215303667
VAV3	6.23307134901708
MTMR11	3.92393186489509
SUOX	6.14264463882181
IDH3B	8.12129478443425
STXBP3	7.77366120364308
EIF3G	8.93422815921283
GOLT1B	5.4768568092854
ARHGAP22	3.48417803677249
NPFFR1	4.17390156409757
NPC1	6.87312443139144
ALDH9A1	7.99681075686868
ICAM5	3.56492316716764
ADD2	3.42317093552934
RASSF1	4.71454749414658
PITPNB	6.49986169799828
PAPOLB	3.14655267269292
URM1	5.65624426806034
TMEM106B	7.17350482768932
LRIG2	5.05720016604005
SLC27A5	5.14924505597585
CDKL1	3.63710840007839
PRODH2	3.75258134721287
SFRS11	9.00510074887701
IL7	3.11669264909239
SCN9A	3.46365807116331
BTG3	10.1559495597225
PAK2	6.28780705330506
ATP2B1	6.96614667400671
GATA4	4.54700099322836
PRKAG1	7.5090096035658
FAM64A	5.59529322671637
ATF7IP2	4.836905893027
EEF1G	12.4792320969588
INCENP	3.87421152744952
SMAD5	5.82750465452848
GARS	9.22805593157918
CDK10	4.41235754276575
HLX	4.15659094375057
ELAVL3	3.82973850750985
MDM4	2.7971155797795
GNL2	8.45139513529028
CDX1	4.64999464262201
PFDN2	8.0313453211178
ZNF200	4.49198615125994
NDN	5.64846905932146
PRR3	5.09784615899055
HBA2	8.45056199961253
FBLN5	6.1037057695193
PUM1	8.98598260991793
CCDC88A	3.67745448428508
TNNT1	7.60671006921122
KLHL24	6.95960828260294
HNRPH2	8.53803093345294
RAB7A	8.54887034383835
SGPP1	3.3191279782754
PMS2	6.9119646439094
ARNT2	5.68263256960235
CBR1	6.23561197365953
ITPR3	5.55852196142222
BIRC3	7.1684278994313
NRSN2	4.36900246890536
SPOCK1	3.37849675329251
H2AFY	8.2917510576493
RXRB	4.43893966087315
ZNF638	8.08162288920443
APBA1	3.57430040393854
RAB2A	7.03287423313958
ACTN4	7.9107273523862
FXC1	4.82867943700366
C6orf162	4.14028885965546
HPSE2	3.86043524565653
PLCE1	5.86552987090037
INSL3	3.15926559978753
PTPLA	3.92148604038191
EIF2B5	6.85509240242848
DLG1	6.2569580063866
PINK1	5.59801716406245
TFIP11	5.17685870495755
VPS33A	4.42647553403941
SKIP	4.89411407573162
GRAP2	3.03138739207887
GAPDHS	3.3924649599697
POLR2G	8.8988566277989
CNTNAP1	4.10095807123581
PSTPIP1	3.55230451968232
CYP26A1	3.66367134451679
APOL2	4.99477534909369
TACC2	6.37200842666053
CNBP	11.0071877938228
WASF1	5.33645834320948
HSPB1	11.7136219736707
INPP5E	5.46389575342566
COX7A2L	9.80518837847695
HSD17B1	4.10643834006857
ARRB2	5.08199014348072
CUBN	3.85195658497756
SLC7A6	3.65112999677620
IGF1	4.52217681603475
ITPK1	5.39609099130511
NAALAD2	3.26800950231193
G3BP1	7.62427662369264
HSD17B10	8.17181496062513
NUP155	6.58794102981997
CYP39A1	3.10443287090075
GLULD1	2.87358961203498
RBM15	7.09204058785373
AMZ2	8.17920736300881
GDF15	4.10475502094023
CYCS	11.2882800472486
TECTA	3.47579798678497
CCDC46	4.67016662280776
GNAL	2.99323746787647
LPO	3.05738660930937
GZMM	3.24771691889537
PAIP1	7.73237033676634
DDX11	5.42833039468679
TAF9B	4.1113759308278
CACNA2D1	3.94356022820863
IMP4	8.23978598925466
SH3BP4	7.36390427694558
PADI1	4.2703353963414
DEC1	3.23986886007852
PON3	3.60518389839047
PROP1	3.66699402215679
UBB	11.3751400812004
RPA4	3.20992940942907
TCF25	7.03955666202745
NDUFS1	8.20313916504271
UPK1A	3.48821967557108
AES	5.88891461181274
PPP1R13B	6.00553512079733
TCL6	3.41148344628079
ARL2	7.09594778531193
CD2BP2	6.10871012627305
TOP3A	3.81065458851344
CHRM5	3.37893855331157
FGFR1	4.67846764740323
UGT2B17	2.83696375811578
CEACAM6	4.21783555410958
CERK	7.28029417449673
FXYD6	5.83309729569512
AP3S2	5.59325113971082
ZNF208	3.25540264747806
CARKL	4.69479326125046
HIST1H4E	3.40814415866552
GOT1	8.93470059428718
BBC3	4.92697403177449
CASP6	5.82050484642728
HOXA1	3.40107181607056
RCL1	6.69492107495295
RAB40B	6.65956861490508
PI4KB	5.9439975252597
LRRN2	3.96862540142357
B3GAT1	3.33865029677901
OAZ2	7.30770861778383
BET1L	4.39686095440840
NOC4L	5.3650636780379
FRY	5.08507966287137
C10orf12	3.15982038090683
AK3L1	7.44634352501092
FADS1	4.30517349219875
CSF3R	3.79795296874608
DKK2	3.10649568952715
POLR3K	6.3578471469916
LBX1	3.26233547104607
ATG2B	3.92201903344216
RHOT1	6.82256898329882
DARS	9.19398218218419
EPS8	7.33650247372014
OXT	3.34628688210312
C10orf56	4.89367944244116
ARL4A	6.55490988926847
CCDC64	3.90381097709017
DAD1	8.9094392814114
HERC2	5.92955045112655
HSD11B2	3.59136277708035
USE1	6.60188830377149
FAM96B	7.95630622552208
HNMT	4.75208567004126
PCGF3	5.00489336941479
BSN	3.68778242044668
CAND1	7.0935041258148
ACTR10	8.45379698448233
NASP	6.4946867870532
C20orf4	5.96745961681118
ACSBG2	3.20518053603455
COL9A2	5.47678167272262
RWDD2A	3.78770432214875
PALLD	7.61900242833182
GPC5	3.93884786662613
CENTD2	5.32632949583721
TBL3	5.16279712432461
TLR1	4.92087245968175
LMO6	4.14780363761062
CCDC106	3.60156315831338
KPNA2	10.6114777258656
PARP16	5.30218177349697
PDIA3	9.8414318030951
MACROD1	6.33592376648806
SFRS1	8.00067126408026
DCP1A	5.79918990687970
TMCO3	3.98284155849413
NTN2L	2.96748670605696
CLN5	6.84674400411908
BIRC5	6.56349387130848
PRR16	2.75696203159685
FAM63B	4.25635599153032
GLE1L	3.93151149157254
CES2	5.68210733235647
GNAS	10.0834432932670
KATNB1	4.55788702858764
CPLX3	3.50434075636533
WNT8B	3.64819034988930
TSPAN13	7.66151292966254
MRPL52	3.43379044283753
GHR	3.81237034781124
DUX4	3.83684427041393
BCLAF1	7.27088114836932
