Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_D04
Composite Element REF	Signal
CCBL2	7.45271895933101
MADD	5.3023598813013
CDY1B	3.46183686931329
SLC30A4	3.43641850357557
WDR42A	5.97600203437449
TUB	3.33698182932724
KLF12	3.62019856680921
ARHGEF18	6.81193799907032
ARRB1	3.37219167313512
KCNK1	3.72922086190013
HSPA1A	9.92924323598314
ITM2C	7.16403240014973
DAPK2	4.30296796001861
RUNDC3B	5.52315105342635
SCAMP5	4.97578728127722
EREG	3.12803775769936
IL17RB	4.60330362876713
CENPA	5.89704960224411
TMED5	6.78162725619696
MCAM	5.34967929507715
FLJ20323	6.8696500355243
CDH6	6.55088895804034
POLR3E	6.62844687514782
BRP44	8.29669206189613
OR7C1	3.21854416915681
AQR	7.89196730962621
THG1L	4.77692332676564
CAMP	3.65947791781488
GABRA2	3.28160563645826
C14orf166	9.78638300786844
ADAMTSL2	3.25520639848979
MYL1	3.30072456443628
TNFSF18	3.43768795001296
PPIB	9.9471535569962
KLHL4	2.88366595426727
SFN	8.0662761311878
FRAP1	5.62024164331946
CLMN	7.2279797216091
GOLGA5	9.02933171728884
SDCCAG1	6.61804545292308
SSTR3	3.25871309641042
MAGEA5	4.12221471655675
OVOL2	6.90659301200244
C10orf95	3.72030824950248
RBL2	6.36890312125327
JMJD1B	6.63551376928277
PPP1R10	6.33006848291328
C1orf163	6.59622638842836
CSE1L	8.03725938471163
ASRGL1	10.9598238658525
RDH16	4.19356536449173
TOM1	3.51751068798676
PTX3	4.83613147138672
CENPN	5.14133087256223
TTC15	7.05744528106314
TMED2	7.80430918882461
ANG	6.56305949803656
RCAN3	4.00871310608827
CINP	7.29336331241917
U2AF1	8.93855779006766
NMT2	5.41822052288729
OSGEPL1	5.97741226217467
DFNB31	3.99714742920818
MARCH7	6.74129868432784
SLC6A20	3.91172332232125
PFKM	8.60823541700414
SGMS1	6.35718765741318
DKC1	8.27993414555045
MGC5590	3.17702285522735
CREBZF	4.13185790237445
DAZ1	3.01808027621697
RIOK3	7.32427986277858
PRPSAP1	7.45238704881685
GCHFR	5.57981540563224
LOC196993	3.4947883363964
UBD	5.73313348246847
ATG9A	5.69957510076281
S100A1	6.8959410460887
RPL6	11.7743503366242
TMEM40	3.40031843175483
DNAJB6	6.6398406867412
ELP3	5.67321427704235
ZNF787	4.90414690589295
KERA	3.01393803338187
PELI1	6.52424804853301
PPT1	12.2899873380482
SLC35C2	5.20719533583867
MT1X	6.51504143998174
UBE2B	6.05564123203583
KEAP1	8.33757549198022
MST1	5.13839665020671
MUC4	3.83066809853503
RFC4	8.70522653855558
BCL2L13	6.07515251698313
GNB2	7.47506816465351
NUP50	4.42145210108806
SULT4A1	4.15357476041798
S100A8	5.63701605871681
C7	7.46634162953153
CCDC130	6.5696581659791
RQCD1	3.56710950022689
AYTL2	6.59511836245557
MTUS1	5.65477160081846
ARFIP2	7.4339497128597
UROS	7.23110367142646
LEMD3	8.3903835007784
PLEKHF2	6.84925055474639
KHDRBS2	3.31587124015774
HOXA7	4.43522947297611
POLQ	4.34258703336675
GTF3C2	7.85166041178999
SOAT1	5.94485340693042
SPAG4	5.10643195001559
MRPS30	7.83797250991436
MR1	4.31246657171614
UBE1L2	4.72987482605073
F8	6.173781426387
KPNA5	3.15665929390592
ACHE	3.35880785404325
TNFRSF12A	5.42488452184261
EGR3	6.89439277928133
TCEB3B	3.32417642546852
ZNF184	5.5691745266377
OASL	5.01207104081352
SERPIND1	3.16161475948908
IFRD1	5.73981325673974
SPINLW1	3.02100502464829
KCTD9	4.37403586406103
PRR14	5.80535992043059
ZNF267	5.70937183028735
PPP1R3A	3.33446288804972
ZBTB6	3.28841171987229
ACTN2	3.58925727324156
TXNIP	10.3060746263781
NUDT3	6.18041288985683
DFNA5	5.46317747422963
RPL36AL	9.65001656276842
KLK15	3.55920727245355
RAP2B	6.11121990133276
CHAD	3.8992787315483
HEBP2	10.1056698930316
GABPA	4.30077301286616
CAMK2G	5.09500402129614
TLR3	4.4090354345514
FGF14	3.23717392117653
HMGB2	9.04629322503276
POLB	7.4455087290532
KIF3B	6.90243252859243
C3orf27	3.50636146050282
MTMR9	4.75459731914060
SEC31A	8.5584007430707
TRIM58	5.09604352765073
TAS2R14	3.24778992076186
NSDHL	6.24437864398426
GLRA3	3.05090000949342
VPS8	6.48857176040021
H1F0	7.21613304203437
PRKCB1	3.69744580902196
POLR2D	5.11120477512733
UGT2A1	3.25387532196311
TOR1B	6.5305688637588
LSS	4.05325856267291
TOPORS	6.30758550380504
HNRNPC	9.07248281898295
TMEM100	3.35881549849628
DHRS9	3.92551785918628
ISG15	10.1076572042025
DNAH2	4.09757100540007
ZCCHC14	4.1523167213114
FXR1	7.82263831722523
ZMYM3	6.85519013843286
CREBL2	6.8543541296099
TGDS	5.78388937923973
CASP3	5.4238405634727
FAM120C	3.81470742933343
KCNQ1DN	3.82370134428509
SCLY	4.06497936778223
CACNA2D3	3.49774453481661
CA7	3.60878903316281
ENTPD5	4.26101167641759
SUCLG1	9.762739791136
PDIA5	8.6679397589022
KCTD20	3.85786010405041
WDR47	5.70800886622188
KLRF1	5.22211166919657
MAGEH1	6.29259447955592
PRPF40A	8.04879748636743
SMR3A	2.88387874296834
TAS2R16	2.87753615231324
SPINK2	3.67638443523790
NPY5R	3.23387752941584
IRF4	3.62202142447644
PRKCE	4.63475733001199
ITGAM	4.3499666066357
RGS2	6.65418716165789
DDX19A	5.63542376150808
PDPN	3.82939824935804
TMEM34	6.41268780870597
MST1R	3.58611821971809
MGAM	3.61730950672969
COL3A1	8.28720255601595
PTMA	11.7901812270812
PRDM11	3.39895187834919
NAPA	5.54775485963896
DIRAS3	4.77466482266194
LIPF	3.65455747598092
PSG9	3.44013489251161
ASGR2	3.34561491230672
ARHGEF11	4.66563648782457
PIK3R4	6.68264285595582
IVNS1ABP	7.52312927256023
SIGIRR	6.33908910389118
BTBD3	7.70949446757345
UBE2NL	5.60162152896306
PPP1R2	5.43777594287168
FOSL2	5.08173112518067
IL1RAPL2	3.42732166880382
C4orf30	6.83640811890636
TUBA4A	7.15584983871198
SEPT4	3.43630920248857
SFRS2	8.78790504963581
EEF2	11.2053844546925
ZDHHC11	3.25881774174357
HNF1A	3.54328109149085
EPHA3	3.07022414957386
PRDX3	9.63692691881407
P4HA2	5.91728019690952
RFWD3	4.89566550716504
RBM12	6.78347348832856
H2AFJ	3.62615072290518
EDIL3	3.57415046989616
LOC200383	3.62564029219903
SERGEF	3.86296844842066
B3GALT4	4.89331801216586
SMC2	6.06067597898556
LOC90925	2.87142785672214
NPFF	3.68928674573484
DEDD	5.52933046096025
SCYL2	6.3295313959351
PTPN1	6.01027061879615
ZNF174	4.17773750510616
MYH14	3.89499663729916
CCR8	3.53000047631118
SKAP1	6.29928293317687
GADD45G	4.34307833708266
PILRB	4.2035121540714
IFITM3	10.1056149083708
DNMT3L	3.43621921351802
GPATCH1	5.43003288885792
VPS37C	6.87583351447363
DSC3	5.09233099443534
TBX4	3.28159261970473
B3GNT3	5.15878671205096
LHCGR	3.09439104084845
SAP130	7.08546467886462
UBE2S	6.15708367126495
CNR2	4.02777660709941
PCDH1	3.72443849429024
ATP6V1B2	6.91728994092794
PLCG2	5.36564923616138
CAPZA1	9.41252591548357
GLRX3	7.88928791744355
HRH3	3.41228633703205
KIAA0247	6.53135171185918
MGC15523	7.57669365713673
CRYGD	3.38462185658371
HTR2B	3.28198462716762
CCR1	4.82899246693028
NUS1	5.06362268992588
DNAJA2	6.9329810875731
PGRMC1	9.26182549203493
UVRAG	7.18671938761052
ITGA2B	3.75470852718993
CLDN5	4.07341739940745
PTPRN2	3.34146860211159
PSAP	9.2620271532034
MYOM2	4.12111041132855
CHM	3.32012817160954
CCNL1	6.35540581055174
FAM105A	3.55221468031118
LYN	6.71186858836698
DUSP6	5.86418945144137
TGFB3	4.22948599393368
PCDH11Y	2.63840089038823
NAP1L3	3.90425093145449
ELK1	5.27099189885434
HGD	3.55672108958927
C10orf57	5.80196298099227
B3GALNT1	6.12359383153764
AARSD1	5.20893312193178
MYO3A	2.78494649905416
SERPINE2	8.97637323001637
GDAP2	5.26690546737991
MAPK6	7.90757506175178
COX6B1	9.88439786043967
DNASE2	7.60544289390234
MSH5	4.16416102670063
LGMN	9.06356064832593
TCN1	3.58088051320336
SLC24A6	4.8932318998972
TATDN2	6.92480906111767
SDCBP	9.31304050442271
NUDT11	4.14037327823546
LILRB1	3.85548397208489
PYGL	6.85610442892893
P2RY5	5.28994766963478
SNPH	4.31720750529162
NUCB2	7.57942528292813
B3GNT4	4.12784511531448
SNX27	6.2718472561056
C2orf37	3.68983005994183
MIZF	6.49964276222386
FOXO4	4.32001327696114
NUBPL	4.80361668368606
NOD1	5.22787501811057
ID4	8.22511518577607
CDH22	4.01754025137259
PXMP3	7.22518345515001
SOX5	4.18880146013435
NUBP1	5.16477959397073
DSCAM	3.66109414964177
INA	5.29581810994859
DGKI	3.1183839690449
MCOLN1	3.59038031686477
FAM136A	7.8877210573799
RIN3	4.27123802811064
NFIX	5.16246954662723
SLC16A6	3.43800358203175
AKAP1	6.04837944108632
PSG2	3.17324190303225
HIBCH	5.66852850090123
PLA2G5	2.8328382615448
TIMM10	7.16805705478008
MED17	7.07164206236596
PSORS1C1	3.85421267057890
KIAA0495	4.95401699346032
LPA	3.32592630566018
PIGA	4.93126466967563
COL4A4	3.13534715801757
LY75	6.5972163592013
TPP1	6.70908149807707
UTS2	3.15065621913734
GJA3	3.39081957746836
GALNACT-2	5.55975307014255
RREB1	3.30488129591952
TMPRSS5	3.89809750791213
MGC3196	8.43657583176425
FLJ31568	3.59499334883964
DNMBP	7.0766782897601
LPHN1	6.14363575669502
NQO1	6.87789547444055
ZSCAN2	3.15748664477347
SP1	3.81946665057671
TOX4	6.65663205616564
SEC24C	7.31489988988147
HSPA9	8.32336446664252
APOBEC1	3.13479792135954
SURF1	8.3105552326792
LSM5	8.30053843473139
ZBTB1	4.25836690776094
GTF2F1	5.93803796480277
DUSP21	3.26333282219528
RPS15A	12.0917365663391
TAF1	4.4132069589869
GINS4	4.56352924858041
MYO15A	3.39532950883768
AP1G2	5.65004757920655
RBM42	6.58043225165859
HCN2	3.40515561942055
UTP3	7.99509722450659
HNRPA3	7.38268629042282
CKLF	6.41060092746114
U1SNRNPBP	6.33106262658295
FLJ20674	4.52963012399759
RUSC1	7.78154311667328
MBNL1	6.31356176143846
NUP160	4.79334621503931
GRIK5	4.26136182261792
USP21	7.02687511357452
FLJ22639	4.26663786855105
HAND1	3.10500514146804
ORMDL2	9.11446438688396
SERPINB1	7.30668114171742
FGA	3.20828988484304
PRSS7	3.0845949640367
IGFBP1	3.35149450961167
SLC1A1	4.36717076261547
DHX57	5.09809699804634
PSAT1	7.79335673388085
FLJ13195	4.26789023809369
GDPD3	3.81915027953127
PTPN21	3.84762724937506
TBR1	3.37649743876965
TBC1D1	4.73063079384396
IFNG	3.17413845610587
FOS	6.77390080821603
IQGAP1	8.45886865650136
ZNF226	4.67300287224502
EMD	5.65881052548791
RETN	3.98292909811335
APH1A	8.77097484971376
C14orf1	5.86252309891878
PUS7	7.64987089714857
PAFAH2	4.50086995482838
NPEPL1	5.05294244375504
RP11-114G1.1	3.26343584347596
TUBB6	8.6405105116105
FOXL2	3.76576512402039
LATS1	3.44297525100848
BAZ2A	5.508167374835
KCNQ2	3.10802028505101
SPOCK2	4.8784977630091
MARCH6	7.06589877512942
MGC10334	6.74282636527807
HTATIP2	6.039670777385
CENTA2	5.75491236936652
FGF2	4.06459328529503
FXYD7	3.4312728899927
CCDC33	3.54927974592636
PRODH	3.80032920569389
DDX6	3.56184821889201
SLC43A1	3.70304472767319
NTN1	3.393581743686
ING4	5.97018209183179
DPH2	6.35192929322545
ZNF313	7.33194787570478
VPS28	7.62337483302609
FCGR2C	3.55571509592048
DIAPH1	5.67268408858465
CEP76	6.06680955115161
CORO1A	5.03168824783327
TRAF4	4.49325505955666
ZNF460	3.13474293919755
RRM2	7.46636926396942
EDG4	5.32694318766283
OS9	9.83987269808486
SLC4A1AP	6.86180044937465
COG5	7.78078203636571
COPS8	7.23084121900155
NGLY1	8.50683611767521
AKAP9	5.14497075797497
NCBP2	7.32947623912366
C17orf42	6.63523343137537
GPSM3	4.75027763448171
SLC20A1	6.6469644866502
SIL1	5.81985164077973
LDB2	3.76627685281893
ASB6	5.32485996331327
KLK5	5.91144419818838
SMAD5OS	3.37015392295599
UNC93A	3.28441422396162
SPTB	3.99074739330057
EFEMP2	6.20182673803523
EFNB2	6.34175321065902
C21orf62	3.04273579588503
PCM1	5.86116141953052
FMO5	3.64344238145192
TSG101	9.12762033334906
CEBPG	6.70831404548022
GTF3C4	6.41739298452498
ABHD3	5.56447201250565
TNFRSF1B	4.91527590189027
CLEC1A	3.40183287791777
IQSEC1	5.02657797994122
PIGN	5.33946620546356
PATZ1	4.66042902810441
RBM22	6.95591830435319
AEBP1	5.97144233963819
BAG2	5.0474050285669
PAQR5	4.16169255822763
C9orf127	4.97968789752717
THNSL1	5.07412283872995
ANKRD2	3.77463225120366
JAM2	3.88649628028266
SNRPN	3.20065394518349
ALX4	3.57168553028945
FAM130A1	6.22478173762872
CACNA1S	3.46583054597902
TRIM38	6.86387224881394
CORIN	2.93149787553516
TMCC1	5.48554472874411
PCLKC	3.68429029724268
PLEKHG6	4.51558026121588
LRRC40	6.70207638177705
SMG5	5.10976722132472
NCAPD2	7.65770158840045
WNT2B	3.62323036021045
DCP2	6.51086290214845
ASNS	7.99618537362056
MRPL49	8.24191188945807
TMEM24	5.23557501770273
RPL18	11.1901857808824
SMU1	5.37718934403937
ISG20	5.68257052847782
CASZ1	4.56145693582297
POLR1D	9.50804269723116
GIN1	4.45841274641574
TMEM177	5.78382405144419
CDKN2AIP	5.79263820010649
KRR1	6.2717213282873
CXCL1	3.37916574986047
C1D	7.71789006117218
EPM2A	4.08293693571525
LDHC	4.84408900736684
PC	3.78130217636323
PDZRN4	3.17836487020679
FAH	5.47602811343102
UBE4B	6.87760345597521
NIT1	6.82103305847743
CDC2L6	5.58416863973907
BTN3A3	6.1510978539912
PAX8	6.19382822026601
PRO2012	2.95320774836598
BEX1	8.2898539803284
COMMD3	7.68819534034614
MRPL40	7.39228361550728
SLC2A4	3.37643689451610
SHFM1	8.56864039950819
PKMYT1	3.40094169876414
FEZF2	3.39934729762424
DUT	8.63753552638211
LRRC59	8.21184760745942
LY6H	3.07950203666714
MAP2	3.13327409302197
LYL1	4.26156268781372
EDEM1	5.67908551567115
NOS3	3.58809823245601
ZNF34	4.05784881197307
ADH1A	3.02922756733949
CYP11B1	2.97387215234958
CDC73	6.78414826398044
GPR172A	5.97081059836784
GSTM3	7.80477651578807
C19orf54	5.82742276093068
KCNA5	3.75938576517197
FLRT2	3.97686946537331
WRN	5.1274185034544
ANAPC5	7.80167787228485
SDF2	7.56897849816967
KRT8P12	4.4541340945194
DZIP3	3.91005453962797
C15orf24	8.9825211147013
NFATC2IP	6.08340531044061
RIT1	5.73923003150923
RHBDF2	5.43164348399917
SCML1	3.67203400476417
MED9	3.9513396816597
RAB13	9.73195910151572
FBXW11	5.9187127716145
ETAA1	5.51481372210655
C14orf131	5.65809912091859
SLC12A5	3.44549950976492
PHF14	2.95610554075535
NRIP3	5.33680045553894
TMEM121	4.42289296532705
NOS1AP	4.35468535370428
FAM3A	5.4983721573791
RPL13	11.9777085170334
PRDX2	9.82963419343254
SAP30BP	6.46942557542207
WDR76	3.6365272698934
PRMT3	6.27236224915268
TRIM10	3.79601276613149
FAM82B	6.61097930519962
GCNT4	3.01115029046747
MAP9	4.36275263697235
GPRASP1	4.19088912028364
CXorf36	3.39383151669359
CDKN1C	4.87975084372634
DSCR3	5.29198875448503
ZFAND3	6.44188746016109
C7orf43	5.29458569467705
HSPH1	7.63770941448587
SPSB3	6.15677222657045
AQP1	4.08889351289482
COL17A1	3.74238160554834
GFAP	3.48061284755864
CDC16	6.30933409860854
KIAA1614	3.41393750896045
PRSS16	5.90693398044623
KIF13B	4.97398536667761
PCDH9	3.29511282015829
MKRN3	3.17768063808495
ADAMTS13	4.15723312233333
ITFG1	7.542496307995
TUBG2	3.84520824704839
TTYH1	4.53403471396583
SFRS7	9.10806480603915
C3orf18	5.1020620408992
FLJ13236	5.60463918912454
C18orf25	4.16787351034008
EXTL1	3.51763130649592
RANBP10	4.21787237577332
RARG	4.19531648189412
MYO7A	3.84960162467456
SFRS18	6.70236960671952
CD96	3.10048413267101
ACVR1B	4.47205826530614
DENND1C	4.11889704449307
RBMS3	3.68861038294123
SLC41A3	6.3790906387789
PSMD1	8.70599605661042
DGCR6L	3.07172192176374
ILVBL	7.8631500858203
CSNK1G3	5.83239597127208
RNF186	3.23054940260553
IFNGR1	7.76766175632042
MAGEL2	3.79216126297472
TSPAN6	9.6268427478861
SLC29A2	5.96378387116359
MSL2L1	7.121901815789
MATN2	9.02038622865153
ST6GALNAC2	6.6667964371418
RBMX	8.71143823265851
MPP3	3.94233587841347
FGL1	4.08510884662972
PSORS1C2	3.5817839727993
RAD51L3	3.83262466579239
ARHGEF6	5.20472202402628
TGFBR2	5.56827484844593
ORAI2	3.96801713060294
CDC123	7.7734513409213
IL33	2.85975779787598
DEAF1	4.98779380705544
AMN	3.44418699135753
MSLN	7.8843199721163
DEFA6	3.43733351173272
WWTR1	5.14676691237132
COBL	7.67388140116974
PPP1R16B	4.37249805070609
CIB1	8.11126002481466
TSSK1B	3.04373705856819
GAS7	5.72688990400915
MDN1	5.73136036454093
HAAO	3.94619987630882
HLA-DRB1	10.0095600712423
CTNNAL1	7.17243712295034
TLE6	3.45378894812354
CIT	5.48312519101734
TNFAIP2	6.79926442547062
FOXN1	3.33640835424121
HERC4	4.46671726320349
DRAP1	6.1471918796807
PEMT	6.57056601501803
SLC38A1	9.27105831655986
ARHGAP6	3.93065297901604
PHF20L1	3.91549848561964
MCM3AP	4.9295231818813
MYO1F	4.53757152589072
RAB11A	8.4276810043925
PTBP2	4.83621104188107
SNX1	5.65240867870503
CTB-1048E9.5	4.76807011115333
C19orf60	6.76389870919041
C7orf25	5.16479616319972
ELF5	3.25122436221236
HOXB9	3.56285623347208
RBM8A	7.51621785099832
PARP3	4.41564932679403
ITGA9	3.51349641769130
ZFR	6.68709018359711
VANGL1	8.3372214474168
FLJ20699	4.51157339618716
ACSL6	2.77103723459348
CHAF1B	5.45226612945697
NDUFA3	8.42524984414533
FABP4	3.52093981521277
KCNB1	3.34521030753919
CANX	7.84988944209793
SLC25A28	4.85975069009420
SHARPIN	5.4745709319987
ADIPOR2	8.22181409976617
TTC23	4.56947692163125
UGP2	9.19072744436249
ECHDC2	6.66330596876779
CIRBP	7.53952530581377
SEC14L4	3.95320259644393
SMA4	3.79610210778980
FRZB	5.32158505190746
PABPC1	11.6838243341349
APOBEC3G	6.9236313387926
CUEDC1	6.36614782789122
CLDN8	3.25855697676373
VPS52	8.20443562255121
LOC23117	5.92983566376539
FAT	6.10513706097939
M6PRBP1	6.8612235269824
PPM1F	4.08374403649487
TSR1	5.53558982491148
E2F6	6.93899014701285
TMEM126B	8.57277261141252
ZFHX3	4.72447138619725
PCSK5	4.09212190758924
HEMK1	4.87343960648955
GIMAP5	4.67677405637971
DPY19L4	6.40469813232028
FAM77C	3.50760255113909
CTPS2	6.03758063402302
NDUFA9	9.25979942825957
SCRIB	6.71837996038506
AURKC	3.66491618457702
LOC51035	5.94828995847616
RSRC2	7.91833553780194
ORM2	3.4505246217866
FAM115A	5.50950272042523
EGLN3	5.80002658693194
FZD6	6.19969690421785
PITX3	3.38125499409698
GPX3	7.85130545751934
UNC119	5.94481204101507
NOV	4.54557126070283
GRM4	3.12524633739306
CABC1	7.14020381191358
KLK1	5.28190795996212
GPM6B	5.88504540051268
RRAGD	6.96288179998288
EIF2S2	7.80275881678928
RNF130	7.6967931029043
CKAP5	7.07719777086177
UCHL5	5.62025820225908
C10orf18	8.3504707817464
TMEM93	7.83639877617532
KCNMB2	5.41589466409574
AIM2	3.57160036144018
PNO1	7.45068771792056
ANK3	5.85899991117051
OR2F2	3.27276673728391
GNAT2	3.33701314531557
KRT5	7.00373989857864
ST13	8.2595590975151
SIX1	3.93738486632979
TIMP2	6.73662385856469
CDH12	4.83202146365789
ZMAT4	3.29578686757080
QRSL1	5.28799905852621
CCL15	3.53739165605875
GTF2IRD1	7.88172984150796
CCDC22	5.32554674573856
SNX24	4.49939641975741
RARS	9.09143716195274
MORC2	6.31016772266976
FAM48A	5.09745896813968
FOXD1	3.63778933186721
COX4I1	8.02420766865157
DSN1	5.54461712140824
AMT	4.56669641868871
GPRC5B	5.92391418862189
CTAGE1	3.04439878894045
DTWD1	5.55506160208931
STRN4	4.71178868087045
KITLG	3.04357437354478
HSD11B1	4.12349658491277
HDGF	9.45270199491264
KRT6B	3.43213278750038
SUMO4	6.64384078004691
ARID4B	5.06282713744787
SATL1	4.82475902507811
SETX	6.02934401929444
DDR2	4.51631681392285
KCTD12	8.26423898524611
WWP2	4.68447201738467
CTSH	8.00973210368161
FASTKD1	7.57083292075541
PAF1	5.25737359841219
IFT57	7.90532842284356
TMEM2	5.19291734378171
ZNF592	5.35591023887890
TNFSF9	3.86300107108557
PPFIA4	3.31848047333175
CFP	3.63749583760257
DCTD	6.90331020147687
CNIH3	3.77056187239075
MAP4K4	6.27015642798962
ROD1	4.52877410226838
MFNG	3.59920913743844
JMJD2B	6.17593719994076
DOCK3	3.54790367992033
STX16	5.44584108924942
ALDH3B1	4.21549004539048
THSD4	6.48644102083138
DLAT	6.78203277789335
KIF21B	3.70829562496871
FEZ2	6.28798595846866
CDC5L	6.54318478725536
KCNJ5	3.73227271524183
LMNA	5.86408126833152
TBCD	6.08899554551199
ZNF250	4.51943565557915
CASQ2	3.85923021054055
PEG10	7.23857515381619
TPSD1	3.44356898172498
PRAME	7.30902303122782
NP	7.58949845623295
ZNF12	6.8455327379023
XTP3TPA	8.59010660699062
SIGLEC7	3.94121107682351
FAM70A	3.02252985921053
PANK4	5.59258375351031
SNED1	3.38172591468352
HIP1	6.05475417361164
WNK1	8.05999379337553
AHNAK2	7.2223494741724
FLJ10490	4.11671136607519
TOE1	5.82217722777678
RECQL4	3.81229728664159
PPA1	11.5154032834024
DPAGT1	7.1273689075441
HAS1	3.99226199385412
ST7	5.56013571723943
MAGED2	8.88588271050691
ANKRD55	3.48576298951610
TRPS1	5.87273442778229
POPDC3	6.02167946423106
ACOX2	5.0654871358424
TFPI2	7.00531872225916
CYP4F11	2.81065596123078
PDHB	8.524233698475
ERN1	3.56737251974929
LHX2	3.567970229133
B3GALT1	3.34112189286546
ADAMTS5	3.31832558613059
NOTCH3	5.86385703418568
C1orf116	4.60838230165303
UGCGL1	5.7985485320998
NF2	4.05021135736713
POM121	4.20173911071273
CLPP	7.71968565000473
MTMR3	4.18260560959472
ATP1B3	11.1549362834483
TMEM16A	7.68089923636822
HIST1H3F	3.04972692857748
TRIM25	4.6425737575882
CRKL	4.9269428240975
HOXB2	7.83181721606544
ANP32B	10.0082181293383
NUP62	5.69311756791654
GATM	6.3860296825034
AP4E1	3.41176052058109
RASA3	2.96964201227032
EDG5	3.43734837169677
CDKN3	5.66709312944839
CDH4	3.048798982732
PGD	8.91282073564355
TMEM168	6.94648154896675
RND1	4.22788632586703
GAD1	3.27173856566287
MPG	6.08417710695393
ZNF133	6.13124578202131
LOC440350	3.38901616790821
FJX1	6.67818274367329
CLCF1	4.49639740298521
AMELY	2.93239292414577
PHTF2	4.44221901002403
IGSF2	3.44764210394036
TFF3	7.67471349907102
NDFIP1	7.7163041186779
IQCC	3.8221330659397
CUTA	10.2791065315427
HEYL	3.68521535472909
FTSJ2	6.46285894221868
APPL1	6.10881284036642
TNR	3.51054337952390
WAC	7.28639870372528
ADCY9	4.65655219386903
PYCRL	3.99311625010819
PCGF1	7.158258041202
PTPN13	3.41416210002603
AGPAT7	5.30460644655313
SSTR5	3.79262727888805
CDKAL1	2.99563260397435
PDYN	5.55471308366823
SFRP1	5.5251827668801
VAV3	8.30443140120017
MTMR11	4.29072424069924
SUOX	7.91923487660263
IDH3B	8.13504805591214
STXBP3	7.56085325687598
EIF3G	10.2923824415137
GOLT1B	6.57840044947605
ARHGAP22	3.96066864520839
NPFFR1	4.22061937043517
NPC1	6.63013856438318
ALDH9A1	9.37566178311674
ICAM5	3.17057777631923
ADD2	4.20927664960491
RASSF1	4.34731628581465
PITPNB	8.2116511350504
PAPOLB	3.13991726555656
URM1	5.67893319505562
TMEM106B	8.00840400062382
LRIG2	5.21450900494589
SLC27A5	4.9025939935178
CDKL1	3.40960225294215
PRODH2	3.67132315298162
SFRS11	8.48541169261758
IL7	2.83341313277762
SCN9A	3.41618107451603
BTG3	9.07814917859188
PAK2	6.70257241924221
ATP2B1	6.27466991074453
GATA4	3.56087459218137
PRKAG1	8.19971053149917
FAM64A	6.31292075203296
ATF7IP2	4.18263758326672
EEF1G	12.3372605177292
INCENP	3.73828887515492
SMAD5	4.89849529300029
GARS	9.67603152263375
CDK10	3.93034852544057
HLX	4.03188827881765
ELAVL3	3.8903515871982
MDM4	2.98933212792648
GNL2	10.8876611027521
CDX1	4.55638864307138
PFDN2	7.98435222036117
ZNF200	5.58419858088075
NDN	4.39213330769806
PRR3	5.80082299771788
HBA2	5.53702106299148
FBLN5	6.61504787326503
PUM1	8.48328033723741
CCDC88A	4.17626462611301
TNNT1	7.30546702096026
KLHL24	6.95612504314985
HNRPH2	8.90744725337108
RAB7A	8.30456467154877
SGPP1	3.82945796485669
PMS2	6.78705074326751
ARNT2	6.21179429672973
CBR1	6.65978101758921
ITPR3	5.83483643726886
BIRC3	4.14181122411942
NRSN2	5.23265235523036
SPOCK1	3.59830619021245
H2AFY	7.74114631081085
RXRB	5.24430532410344
ZNF638	7.70600818085432
APBA1	3.68702886799392
RAB2A	6.41733619294283
ACTN4	6.36687245378539
FXC1	5.33026561550596
C6orf162	4.48776595770015
HPSE2	3.96493280462096
PLCE1	3.86789942303359
INSL3	3.34552544608259
PTPLA	4.91521170093942
EIF2B5	6.53751062386053
DLG1	5.63011145073623
PINK1	6.9774330509094
TFIP11	5.50756783206239
VPS33A	4.86237439779959
SKIP	5.86205991823784
GRAP2	2.90348057846923
GAPDHS	3.58507990276711
POLR2G	9.1174252852512
CNTNAP1	4.53521283477088
PSTPIP1	3.36914455345677
CYP26A1	3.78746739789551
APOL2	4.55394831929816
TACC2	6.07082635969226
CNBP	10.5958682167481
WASF1	7.54682900566864
HSPB1	11.0314161679097
INPP5E	4.46157674178737
COX7A2L	10.8900264436507
HSD17B1	4.77269513932409
ARRB2	5.56966998547179
CUBN	3.6712687234043
SLC7A6	4.25297027304103
IGF1	4.08291550210691
ITPK1	6.01883094690159
NAALAD2	3.32842731097524
G3BP1	6.95887047533495
HSD17B10	9.20529689403024
NUP155	7.987876190563
CYP39A1	3.18648455259029
GLULD1	3.97656499741127
RBM15	7.09415470163273
AMZ2	7.82334546908035
GDF15	4.00974047415083
CYCS	10.0155690342774
TECTA	3.42083801948975
CCDC46	3.89389733077737
GNAL	3.45406667881341
LPO	3.56169302341659
GZMM	3.30446092505576
PAIP1	8.80397253296632
DDX11	4.9052747051226
TAF9B	3.49815311719184
CACNA2D1	4.41601415906393
IMP4	8.02992950714831
SH3BP4	8.37288484913594
PADI1	4.33067962937144
DEC1	3.31380792968861
PON3	3.46495474669938
PROP1	3.39037116696979
UBB	9.70881530888111
RPA4	2.85908031628028
TCF25	6.94680786705332
NDUFS1	8.00409836720126
UPK1A	4.72503709289204
AES	6.20990071145638
PPP1R13B	7.3764567670895
TCL6	3.54152087225207
ARL2	8.08529106963572
