Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_A06_458806
Composite Element REF	Signal
RARRES2	8.9037321994253
RPL21	12.2646613612321
SENP2	5.76809000577699
XPNPEP1	7.2307952006474
ADPRH	3.40495040464884
C17orf68	4.45712808989055
KCNS1	4.41987623381225
ADAMTS1	7.21863654584783
CDK5RAP1	6.15892674424117
ZNF571	4.358169198013
PRKG1	3.43995056804589
P2RY6	3.68940481000939
RASGRP1	4.56042940003632
TRIM21	4.87747296451568
CADM3	3.56494537242674
CFI	9.11161742484419
ADRA2B	3.24644125251424
PCF11	5.61742284851688
FOXRED2	3.3652639640567
LOC400451	3.90079533050826
CYP20A1	5.26200936914123
FABP1	3.14460659120246
GLTSCR1	4.59288242220057
C17orf88	3.01390498915646
CDH16	3.77292161869674
CYTL1	3.55022023711205
SORBS1	4.21078859722743
PEA15	9.83470578023628
FGF7	3.01530580885891
GUCY1A2	3.58435768296025
NPC1L1	3.40995347275173
PH-4	7.71447066961031
TAT	3.67984795118011
TBCA	9.01054825214201
FNBP4	6.89869944859675
C12orf43	5.54990731722712
STXBP6	4.44576861296868
SNAP23	5.55774495973694
CBL	3.38955992193748
WDR25	4.47167670264678
ZBTB33	3.13626631306673
MGA	5.2044709967332
FAM128B	8.51754805196958
GPR4	3.45463013706336
GSTK1	7.96410383109327
CLCN5	3.93488907520182
SGCA	2.96968952209437
FUSIP1	7.40403047602235
C22orf29	4.55223802032019
YIPF1	6.20811868366687
MAG	3.29897360500832
FLT3	3.22833445285198
GALK2	4.55378629649365
DLK2	4.17215919791515
ZNF451	4.63779054772679
RAB3B	3.39628910694015
UCP1	3.67977580553105
REEP5	6.95350537387028
FGF9	5.22433368329901
FADD	6.52186949190386
VNN1	4.5272045821939
SRPK2	6.0557173489781
ABI1	6.5708575824377
CACNA1A	3.87185308027020
ALDH3A1	4.15956819212423
GRIN2D	3.02493910042687
SLC1A4	4.89451629102685
CDX4	2.96760288500789
SPG21	8.8595849266922
ZNF286A	3.62458040466389
IL1F6	3.1268245000493
DOK3	3.46379100846121
ZNF302	7.05150618967785
ENY2	8.55773841675551
GRIN1	3.6617545075045
OR1A1	3.38674873410635
CALU	7.42503901374006
ANKFY1	4.93359494360811
LIMCH1	4.53427830043904
DENND3	3.59753987150486
JARID1D	3.13457108685124
RWDD1	7.75332959408154
HIST1H2AK	3.54839167919651
SLC18A2	3.11975693554911
UPK3A	3.21751210417401
LOC93349	5.45857069808946
FIP1L1	7.03399575022646
SSH1	5.59871599910106
LENEP	3.90570558429008
RHOB	6.11201611192807
RIBC2	3.81197865359838
ENSA	7.67465499524455
GNAQ	4.26219021135977
CKAP2	5.94204229514246
HOOK2	6.19245311103508
INTS9	5.40509327877935
DKFZP564J102	3.75075952192569
CCNG1	9.50615464949806
HNRPAB	9.0506446470767
AMH	3.36423179296728
HADH	7.77407068004502
TRPM1	2.99112632231878
CACNG3	3.15794191720667
PPP2R1A	7.35710951349447
CCKAR	3.38320619417362
COL2A1	4.63929389238202
PTH2R	7.28490625913285
IFI30	7.87628592389957
DDN	3.64927229710626
GLUL	7.9972182522393
HK2	4.91381389267545
ELOVL6	4.82661123004644
MDK	8.66688570038999
EPHX1	5.44044530050555
RASSF2	5.09027381808934
BFAR	6.01378489938674
ZNF14	5.5216238010963
PPIL2	3.84446202411335
PRTN3	3.3526078921587
CTA-126B4.3	5.02999318042143
AVPR1A	3.38241676885805
KLHL22	4.06351028899131
HSPBP1	5.28128711673386
PRKD1	5.87973747803908
TNFAIP8	5.143300528566
KIAA0195	5.01001735556418
GNB2L1	11.8693127548440
SCGB2A2	3.56072500522218
CALCRL	3.53225413212269
ICAM1	5.08355707344186
UBXD7	6.4747028675692
TMEM35	4.10908825029551
ZNF674	3.12523719181619
BCL2L1	4.48833234716142
HECTD3	6.74013639096469
BRSK2	2.87279594510671
PCDHGB5	3.54988758126542
CD19	3.50881489622459
RAPGEF3	4.0111371496988
LGALS9	5.49645348240627
SCARB2	6.7323252018666
KIAA0974	4.91526067266182
MAPK3	5.24781903357115
USP34	6.92015483140173
MAP2K1IP1	8.52002117270337
CHIC2	6.5566554950591
SLC16A3	4.54773485890527
STK4	4.17407153881779
APLP2	7.850928199055
DLX5	4.00008753651357
FBXO41	3.91238274768741
MICAL3	3.90493196652177
ITIH2	3.67245512501255
ADK	5.94026842618021
TNNI3K	2.96944853189265
HDAC2	8.50742144627948
PRR7	3.43903595014827
THBS2	8.97814702324828
CA2	3.68429746802365
RANBP17	4.39397183140411
CRYZ	7.52427399785882
GBAS	7.99862417090107
TGOLN2	7.09473766609997
CTBS	5.00390971060801
ETS1	3.45429552789365
FGD1	4.38349745357725
EDC4	4.8436534117291
PCDH8	3.00357058123192
KCNK15	4.02339176765092
HSP90B1	9.72512365683353
GSTA3	4.23965096806815
TNIP2	6.43710195593769
BCAS1	3.69443334587958
HOXB6	5.49025303058818
NOL6	5.25928079247351
PDHA2	3.17602184162875
SORD	6.49311320161907
SPC25	4.86981492888708
VAMP3	8.16972716961207
WDHD1	3.73195185311618
TCIRG1	5.0752034510559
STAP2	3.53768609531062
CHCHD8	7.49460585980253
TRIM44	7.34957658316879
KIAA1305	6.32076474807703
PARL	9.33298510037223
CRNN	3.14817258543918
SIDT2	6.63948975977156
RYR2	3.83488059763452
TRRAP	5.53619882903451
TRAF1	3.65970132942223
GRN	7.82688534606357
SCAMP1	5.09730126537401
TRIM32	6.11029324798956
PTS	8.84893005010069
BANP	6.75830414995451
ATP6V1G1	9.58117920023674
PRKACG	3.41764832585212
ADCY6	4.96829607043356
PRKY	3.23139376427842
CYP51A1	4.52866442614079
DDC	3.35769186587532
ANPEP	3.18174387200069
NPR2	4.06293382917188
PROM1	8.31651163076877
COPG	6.94342224335985
OR5I1	2.87056452312848
TRIP4	7.19808858028038
ZFYVE26	5.73030946263197
GDF5	3.90743139113948
SNX3	10.2727371270757
C1orf175	3.19309261486694
CSH2	3.60546832744496
PPY2	2.98191406067418
STOML2	9.0696267682523
ALPI	3.18153036649836
FTSJ1	6.52436631149227
ZNF273	4.72665712059728
DST	4.27815931508567
GLRX5	9.49198480609686
C20orf12	4.44353256045881
CAB39	7.4565582122729
RAB5C	5.95150777068639
FLAD1	5.53279857067986
TTLL3	3.98068410883986
MSH2	7.57548869792624
NPPC	2.87260048938965
PIP4K2C	5.69985390568914
CYLD	4.16565474110726
ZEB2	3.01159359328144
MRP63	7.18030239986108
WTAP	6.0051550739409
NEUROD4	3.57309910785294
MGAT4A	4.65471807258842
MTMR2	6.17106330671422
CHRM2	3.12362493013013
TSC22D4	4.40501184225895
PPYR1	3.48802349075895
CCNH	6.73361802669457
USP48	5.62273643079932
NR1H4	3.50098881291182
RASL10A	3.33215554424087
RRM1	7.44870250605687
GABRA4	3.15724021663279
C1orf35	4.78541475113938
SSTR1	3.17266632121586
APOBEC3C	5.28217953024169
CTDSPL	4.94066837307188
RUSC2	4.41488223358608
PDE11A	3.55555292037563
ZCCHC8	7.04080959574024
RAD17	5.34174520384229
TEX12	3.02700829736785
LILRB5	3.00833919633538
CD5	3.80414815932582
ARHGEF1	3.96887760037394
ABCA4	3.53994990669012
TSPAN9	4.59427231669168
WDR67	4.38634445147999
THUMPD1	7.22870318691022
ARID4A	4.33766640520616
OPRM1	3.01353787481611
SYCP2	2.91584747445502
CYP26B1	4.80900805456121
FLJ13231	4.33738738684789
VN1R1	3.97127883808876
LECT2	3.20371436731880
PCCA	5.89411620414999
AQP5	4.3530022139755
RAB30	3.34502861133906
OSBPL11	4.86598656044291
YLPM1	6.72556586342513
GNB5	5.58475174925357
CCL21	3.61414894529828
PRKAR1B	4.05166615752008
C1orf121	5.79397423408022
FMO2	6.1947577560102
IL16	3.74626038432639
MSTN	2.61679492842989
VCL	6.24438895202517
TCF3	4.6756287803783
CCDC88C	3.71451269827409
HFE	3.72617428704827
SERPINE1	5.43116995866143
FAM125B	4.07850493970668
BAI2	3.83997800392758
SMC5	6.00991077702938
AKAP5	2.98938999529653
POU2F3	3.2974661315564
BACH1	4.0357693409972
PPP2R2D	5.49686133365513
C11orf63	3.58350771148974
SSSCA1	5.6950044718044
LRRC51	7.00740134567344
LRRC3	3.08387823895639
PORCN	3.56921509691454
DTL	5.43035147616427
ACTG2	6.03957690895924
FAM124B	3.33787461301525
RSAD2	5.20582665179839
CTBP2	8.56428976648337
ZMYND11	7.41656883671898
CRTC3	7.14888506905438
MYH8	3.31591310353371
LRRFIP2	5.24021602106507
TTN	3.39121683825773
RGS6	3.7588841884316
PLLP	5.9223079167243
SRGAP3	4.43347681664912
PDK1	4.31390547209697
NBR2	3.69115906406263
ZFYVE21	7.01008584178134
C13orf1	4.18835763533946
ZNF137	4.35527204630656
CEP27	6.55040109828428
WDR41	6.4636724130185
BEST2	3.12593965559228
RNF121	3.8887501223826
ZNF93	6.1336379959127
MEG3	3.68451150477684
BCCIP	6.55808258403955
OXSR1	6.57307101634073
RAD51	4.48512592442959
RPL13A	12.3165229552233
MEST	10.5513373382247
DYRK1A	5.03742680525031
HTRA2	6.01409319485535
SARDH	3.24456417745311
ILKAP	5.94516946412296
ANGPTL2	4.54236830340994
RBBP5	4.48408213170305
ORC2L	5.01991220399693
HBS1L	5.5482857189321
TMEM30A	6.93222619818694
PDS5A	5.47192273965531
WISP3	4.48773345621395
CRK	7.15154074720073
NCAPH2	4.38057560485808
RNASET2	8.44748736529482
NEDD9	5.79888635703926
WDR79	5.36716276228954
PSG6	2.98109653265242
SMPDL3B	5.344253505367
MORC4	4.8898464882533
PSMD13	6.31757518913115
DDX23	6.32060432202364
ETV5	5.20592655615059
MYRIP	3.24430663082699
LY6E	7.89024822473446
ATP12A	3.69296448762
BTBD7	3.48485779635677
AUP1	7.92496115690111
PIP	3.585631931172
GSTO1	9.4294418609665
CORO7	3.93718808872424
COX6A2	4.08827113556934
MAD2L1BP	5.87992019401816
PITPNM3	3.05558414169354
ENPP1	7.07161342318535
SCNN1A	7.15912914298948
LSM1	8.6731673607951
KCNE2	3.36299429820833
IDUA	3.69630165468798
P2RX4	6.52026989457806
PPP2R3C	7.06373228474747
CCND2	6.59113537718253
COX11	6.81510933140788
CUL4A	6.01870447580995
CFB	5.66279070230173
PDZK1	3.40036899103691
PCP4	7.84977426476187
UBIAD1	4.59649461761902
CDC42BPB	5.2319021651241
ZNF323	6.40134933439838
RIMS2	4.91518926641084
CXCL6	3.21570139810604
SLC34A2	6.18449175287592
RNMTL1	5.38679108973826
NPTN	9.19789337372424
SART3	7.02062530185472
UPP1	3.37170367304442
CAPN10	3.37784888804909
SLC6A9	3.31076836042254
CCR5	4.90510692766918
NDUFS5	11.4046564290924
CISD1	7.88101843218377
PDLIM3	5.1586438929464
ZNHIT3	7.5470332459702
SNRPD3	8.62652551814197
VPS24	8.87956689108531
SCN8A	3.28767095782767
KIAA0701	4.84061313492435
UNC93B1	4.05258280949596
GMNN	8.05277449294636
FDXR	5.16656153641581
SPCS2	9.57707598814633
CDCP1	4.06041508438198
PAX3	3.69426998885046
PNLIPRP1	3.47397905374976
LASS4	3.54254590081488
HSD17B8	6.09951909432811
EYA4	3.56768805668614
PRKAB1	6.42797991363469
KIF20A	6.53040502728605
YAP1	6.706409066941
SC5DL	5.46818425958542
NNT	5.35712200069346
DKFZp566H0824	3.23109795689052
ITPKC	3.91169479982985
ST8SIA2	3.01176538342106
LMX1B	3.60397648569739
RAD21	9.52761862705514
SNRPB	8.95052127971395
MIF	10.4862034637258
DLGAP2	3.23060261109982
PFN1	9.71369454384906
IRF8	4.64145380816073
PRO0132	3.08943140709567
MICALL2	4.64559928805897
ZNF654	4.90709310816406
SS18L1	6.17468297730848
ACD	5.5481094148532
BCL3	3.9728247832101
SLC16A8	3.50306045009734
ITGB3	3.2339753638819
MRLC2	10.2049849439507
CEP152	3.80172039553214
F2RL3	3.25088981307140
CLIP1	4.19226873081888
ZNF75	3.77590862264005
SF3B4	6.55456707192307
ATP5C1	11.4566374171781
MAP7D3	4.16803470616354
SEMA5A	4.29720344235448
PSCDBP	4.57766957645504
UBP1	7.5643687387095
XYLB	3.26416122595162
C13orf15	7.34098815540362
ZNF282	4.59165519354091
ZNF222	4.57019203233977
COL10A1	8.26829512502744
MFSD5	5.57773940787643
C20orf67	4.90736023817455
NLGN4Y	2.69155770771438
INHBC	3.41198105592615
GNG13	2.98257272819254
NUMA1	3.99232112703162
F12	3.70825425690566
C1orf41	6.50754726636158
SUPT6H	4.29310198047918
GSK3A	4.80176824501936
GIPC1	5.93741674698445
ELL2	3.49153985516625
C9orf167	3.67238023460089
PVRL3	6.21815641814476
ADAM20	3.66993304353244
GPR87	3.11554616758582
ZNF770	3.99486406616181
SMR3B	3.13155258113608
FZD1	4.76861787049181
TRPC4AP	5.30480708896613
MKL1	3.60600876900056
C2orf28	10.3192465273457
LAMA4	4.6697312118252
EIF4G2	9.24729607222589
ZZZ3	7.03198416272727
C16orf5	4.17193404090893
GALNAC4S-6ST	6.42162147020267
IGFBP4	6.51900149255418
NDUFA10	8.68593960109472
CTNNA2	5.05073696796543
NUDT15	6.18782051682077
CEPT1	6.5542335430005
CLIC2	4.6875234845773
RNF13	7.13287276837817
TDRD1	3.25590323525563
KCNK5	4.96670724727123
CCDC92	7.24376031720228
ETNK1	6.5812324239593
CD69	3.66361933976863
LTA	3.19646330265894
TTPA	3.01651859466554
MYOZ1	3.86756210982538
IFNB1	3.21409955926490
CLNS1A	9.64763518462727
SC65	5.88532735100546
CXorf45	4.85063706007847
ZXDB	3.25943568440304
PEX5L	3.0803365998461
EPS15L1	5.16961799885726
GPA33	3.39278736662579
MGEA5	6.76931880001013
HIST1H3A	3.01021785217374
BCAT1	6.40375490300952
ING1	4.90640143989507
SLC2A9	3.97723379865356
ORC6L	5.71184065799748
PRAMEF12	3.27399118496433
KLK11	4.60185963407854
C19orf28	5.39537435920123
MAGEB1	3.08737963971472
MED22	4.25751157496962
ETV6	4.00586967792568
CEBPB	9.23434061242593
KRT85	3.57382294034835
CRYGA	3.23014609756911
HMGA1	5.11794139589669
CAPN7	6.41877435306546
MGC5566	3.76602738242145
GEM	4.64160903509927
NANOS1	6.49206881523843
RANBP2	6.56251471712662
APITD1	6.88417396676499
LIG3	4.3694623620519
IRAK4	4.46120826199947
PARD3	5.606672120966
SERPINI2	5.28258862789924
TTC9	4.19091111765732
MLPH	4.93549816349693
RETSAT	5.81917922948844
NRG1	3.22444202982168
CAST	5.80224103102498
TBC1D9	5.45164578703638
TTK	6.41229034325556
ZNF557	3.36610672995044
DDX41	7.14660285641359
TGFBI	8.7716450184386
PGM3	5.49801307963479
PSMB10	6.25655597124348
UBE2D2	6.65996378297552
GABARAPL2	9.29062286859899
DGCR2	5.15929655489485
UNC45A	5.13142352620363
CISH	4.64849681758813
OGDHL	5.08990753559621
SPINT2	10.0959584057838
CASK	4.88477699353569
GIT2	4.57495609563455
CLDN18	3.41724797482739
RNF128	3.00323257330372
NCAPG	5.21209141582875
ABHD6	4.09983480062682
ATP6V0E1	7.59781319763603
C14orf161	3.09904468273259
UTP11L	8.22041227981368
GCNT1	4.30654292148963
DUSP9	3.41869394249979
TM4SF5	4.02178704038245
SUCLA2	6.01917058150091
NANS	6.2290511372785
OLFML1	4.58501592900869
ATP10B	3.55414522924445
SCNM1	8.35736487535838
NPAS3	4.06804036123302
AMD1	7.51404581204511
GGA2	4.61924686327156
PRKCA	3.88101030776802
TRIB2	6.37801088163707
SDCCAG3	6.10751721412475
TTC1	6.97595700532733
GHSR	3.03402178649111
ATP8B1	4.31717161521259
HIPK1	5.15005419454622
C1orf78	6.23106352266917
CLN3	5.45386001811899
STX4	6.63422910447589
WAPAL	5.81400708382658
TUBB1	3.18513570232909
SCN5A	4.0072138050337
ZNF192	3.02357078772693
SEC22A	5.08468124553191
DPY19L1	4.63494506494313
C11orf9	3.48014674382010
GRIA2	3.39257593048967
VDAC2	9.68519535339886
C8orf44	3.71318647592509
ZPBP	3.13282210477216
NUSAP1	7.97831385112455
LANCL1	6.80348661719622
FGF23	3.90462534300833
PCNT	6.09149285103017
BCKDHB	4.78586709080188
IFNA8	3.36540000916672
BET1	7.24136597746746
SPRR1B	3.1033094217789
FLRT1	3.55341895398562
HDAC6	4.43763817389809
SNX17	7.67962119556177
N4BP3	3.12881719307571
PLSCR3	8.15746043101452
TTC30A	4.57893673277297
CRISP1	3.13828586392009
KRT32	3.49080742985035
GHRH	3.04490218129372
IL11RA	7.7232370094777
GDF3	3.14090807452724
RPS6KB1	4.61887801150356
POLR3B	6.85519137435161
TOP1	7.95249509836386
DNAJC10	7.46268760704118
CRCT1	2.90970973074734
ADIPOQ	5.86295530458776
MPST	5.24143682823128
DPM2	6.16617411823218
FAM38B	4.4810882883232
RIT2	3.07481633965422
SLC18A1	3.13669782588597
RPS17	11.9327539775117
ABCA3	5.83533070556013
CD44	4.44618978309892
FARP1	6.05748957252488
KCNMA1	5.95850678444273
PAX7	3.27681660805419
TUBD1	4.39702043551729
NARG2	6.0374358544557
GNL3	8.51491494786183
BTG2	5.30799857499915
ITGA5	5.06113070014822
NDUFS6	8.967122365891
MEFV	3.5263510601366
TUT1	3.99190446315224
ERAL1	5.25454757323562
ECHS1	9.82485951734823
NMBR	3.23901603887237
VPS4A	5.65808429852973
ABCB7	5.66426139652130
CYP11A1	3.07934154473257
PFKP	7.76469759547809
C9orf91	3.54436678372877
ABCC6	3.43312605520927
LRRC41	6.98515357082979
ATP5F1	10.3526173205089
GFOD2	4.16289237217307
MOSC1	4.79643535684994
NCF4	3.47451845145704
HYMAI	3.61530431829122
SLC25A3	11.4705989283167
NAGPA	5.9724569681324
MTHFD2L	4.13419566631655
ZNF646	3.9500936114902
RAB1B	6.72216057179604
IFT122	5.6773439338968
GALNT3	7.81046602356912
LDB3	3.5219659120167
GARNL1	5.05284131086176
ALDOAP2	3.07634197846511
LRRC6	4.8516639380189
NTRK1	3.16653119649960
ARTS-1	3.77762053463174
UBAC1	6.22430158996802
SLC6A11	3.21138556519048
NAP1L2	3.76768256571818
EPB41L4B	6.52108423657514
RPL19	11.3445544958457
CNGB1	3.29864966886614
LOC643641	5.39213147298115
FAM134B	3.84855627677222
WISP2	3.60154264301932
NTSR1	3.49160272901612
HS3ST3A1	5.48140503862214
GPSM2	5.32808567308092
PRKCG	3.32474901515296
CHORDC1	6.52023643834557
MON1B	4.10854790604817
TRIB3	5.3288035121964
SLC2A5	3.87908502588703
C2orf49	6.28734489635755
DDX5	10.0627589691599
ZNF446	4.62535669108222
MLF1IP	6.42038972003051
SLC26A1	3.20129117121194
RGN	5.53252631763403
COL4A5	7.01454002116731
CCNB1	7.38625050170968
CCDC28B	3.87797511409021
RP11-35N6.1	4.49138412661579
KCNK3	3.70145665025675
ZFP161	4.34338282613974
FGR	3.71593372020212
COX15	5.7870015060937
EPN2	4.84247867947771
AQP9	5.17428706540555
XK	3.12685647411664
SLC15A2	4.40681613550864
MREG	6.36295712219133
HEPH	5.05621746977519
THRAP3	4.32359206457354
MET	4.91579606133975
PDLIM2	5.26579429296362
ING3	6.55341356325567
PHYHIP	3.56330777722985
CCT8L2	3.2827090866761
ADAM7	3.25347646633958
COPS7A	8.05389556308186
WSCD1	3.67991333005839
SLC12A8	6.92037148408638
RNF185	3.58952131508812
TNS3	9.08119522892392
IGSF3	4.33235471400187
SRPK1	6.5979541023138
MED13L	5.59021970709886
LOC93432	3.11669915247835
C7orf44	7.56402723126763
PTCD3	7.6476711923326
RPL7A	12.5212831668116
TEAD1	5.32644580877289
ARL6IP1	9.98746821608894
CTAGE5	4.35222841726426
SLC25A14	5.30849540977422
LEP	3.40325496760738
PCDH21	4.00579756541116
CACNG5	3.4302994042029
ECH1	7.4502506140127
MAPKAPK2	4.88636528820269
ATXN10	7.15066597962862
LHFPL2	5.19955747925198
CCL22	4.32081307895337
ACTR8	4.33100041867197
PTPN22	2.99487122887774
CYP2F1	3.0566954252001
ITGA3	5.09954301145869
RABGGTA	4.7730474252095
KIAA1033	6.1431757907396
ZNF510	4.24875178086250
SLC26A10	3.82476455961715
STX8	7.53994978840134
RUNX3	3.76265200858708
EFNB1	3.62768749963401
EIF4G3	6.05338187502704
ACSM3	5.18855489089239
C5AR1	3.75138346703732
SIGLEC8	3.40880563937604
ASCC3L1	9.61813755986697
ZNF623	5.16678201795285
A2M	9.77296560190086
NOL8	6.33024536995759
GRPEL1	6.5327240331413
LMNB2	4.52020130247046
ROCK2	4.40740911236851
SNX16	4.67473838671989
Magmas	5.99115842157463
ANXA3	7.95924053182732
C11orf2	7.559671277827
VKORC1	7.8624310611658
TRPM6	3.23022014056684
KIAA1609	3.87536465063792
FOXK2	5.76780256745665
FEV	3.17401224049488
EED	5.85263589549343
RNF32	3.08797991052690
PDCD5	6.49278190106968
SLC8A1	3.23573510466014
HES1	6.70265093670584
DGUOK	8.27941122126115
CLDN16	5.90204300633844
CLC	3.22211933618051
ISL1	4.35951419137351
C1QTNF3	7.54329796767406
GAGE1	3.02098214239921
KIAA0528	8.8992980031651
VGLL3	3.13907602627296
MANEA	4.38190740316603
C1orf61	3.71407285640821
SUPT4H1	7.51250550948575
CD1A	3.66184495288601
ASAHL	4.11691565091171
TRAF5	7.21845252563478
RAPGEF6	4.53643825595993
WHSC1	5.38206458673935
NEIL1	3.55528726880583
KIAA0020	7.28912240370066
C16orf45	4.48698179307984
GFPT2	4.8019127704322
RBM10	6.79797641220436
MRS2L	6.16140409757646
DNAH17	3.64000855838619
STARD5	3.88449689179285
C19orf10	7.17828188578055
SIP1	6.46072009996257
DNAJC15	6.33898114823575
C1orf160	5.75686707780832
SLFN12	4.91696853573786
STAU2	5.70229234233928
FAM98A	7.72858787839805
EXOC3	6.03983407046629
RAD23B	8.47783792139862
HIST3H3	3.90226368411493
NCOR2	4.73253047145147
TNFRSF9	3.23579045906418
KLK8	8.28179521499149
NOL1	7.15276759450901
ALX1	3.35464755945556
CCNE1	4.00394744390031
PKDREJ	3.75675216824269
TIAL1	5.99253611276482
WHSC1L1	3.77178403114702
HIST1H1E	4.27168001473065
SMUG1	4.75078118978977
TM4SF4	3.42392594369748
NPY6R	3.46985566727348
UFM1	6.77461113968051
AP3M2	6.03568897643123
USP14	7.6869178737147
CORO2A	4.69042006252988
ETNK2	3.37715531281474
APOE	5.07579330638476
ANGPT4	3.8680849635104
DSTN	11.0090053960148
SFRS14	5.23854104337374
FRS2	3.39294677474734
NR2E3	4.22244263939648
ST8SIA4	3.34033286633907
GMPR	7.66410695994036
TUBB2C	8.61396511446632
LOC730092	3.67176834006841
ORM1	2.9809872731709
HSPD1	10.9711325130511
C5orf13	7.92928188981048
F2RL1	6.14531834959745
PLEKHA9	4.5457878137188
ZNF232	6.98508397762211
SLC6A7	3.60699973051393
ADH5	8.2001076128859
SHBG	3.38834476064167
DSCR6	3.33881607195401
CROCCL2	3.61478172405289
CDIPT	8.18528424196983
SLC16A5	4.57058489110271
TUBB	10.8741069082578
GAS2L1	4.41278315311701
TOR3A	6.15642553223167
PREP	5.01246597979587
RFX3	3.69481451119611
CHMP1B	7.60444859974437
COPS4	8.572490104623
MYH6	3.25644050757731
BCHE	4.86235557258275
MAP3K13	3.75196016676432
LCMT1	7.73267558139272
EIF1AX	6.84431882544305
SLC24A5	2.93645597690302
BCL2	3.85165307339408
HBZ	3.529048971231
HCRTR2	3.33111908990295
TJAP1	5.08526642872444
MAPBPIP	6.62770308286698
TMEM156	3.32487534159289
MYO15B	4.13945970347039
ZNF239	6.36784116561941
KIAA1324	3.44371984196931
PLCL2	4.38166294934472
C4orf29	3.51181127557222
SNX19	6.00182667469902
NAALADL1	3.70229657031936
DUSP5	3.727876322491
GKN1	3.62208310773743
PXDN	7.91779408131717
FCN1	3.82421206906459
SLMO1	3.81408113446779
TNXB	4.00009991845999
C1QL1	3.61831088874131
BIRC7	3.73714695566983
A4GALT	4.0693742076845
TIMM22	5.76851954155094
ABHD9	3.79460901937492
TOMM34	7.02256372236206
ZNF35	4.51930402846347
LIMD1	3.42532207785372
CARD8	4.11157205825445
KIAA0286	4.79084422502809
CD6	3.70177083168398
RSRC1	6.10729626714073
TOX3	3.78618166957264
C16orf35	5.07199010570945
CRHBP	3.25481771212485
PTRF	6.10783053683255
FBXO24	3.15821088131607
CHST11	4.12091905583093
THRB	3.98441150477709
RNF39	3.7436739790118
MYBPC1	3.47841686223183
PSMD11	7.51935634478064
ALAD	4.960468301257
AQP2	3.18802690388773
EN1	3.03095703238077
GSTM4	4.53700956561758
ZNF187	5.80029246815906
CDC42BPA	5.39446452636494
F7	3.13400384449649
CNOT1	5.85485830348158
SLC13A4	4.09311915362506
ZBTB11	7.15184124869287
B3GALT5	3.16259032267090
LUC7L2	7.22068652458874
SPTBN1	4.66427648114787
EXOC2	4.39990737637133
LSM4	7.21874295646454
IRS1	6.29611915092773
TMEM1	4.73824784276719
MRPL34	7.37354092070159
SAMM50	7.57981506043755
CDC42EP3	6.78292874265497
HSF2	4.45947101776114
SRP72	8.0523927590651
MFN2	5.89680207793874
TSPAN7	4.20314170474141
SGK269	4.15217604602969
NUCB1	5.75416463725896
RHOH	3.32210047999718
MTX1	7.1266898231697
CENTA1	4.48653811947626
ATR	5.51653984641347
IGLV3-25	7.69386847922275
DDX49	5.40667109663678
TACR1	3.53478731207642
SFRS5	6.80139596375066
THAP1	5.4171941398088
RHBDF1	6.76716668699664
RASIP1	5.0127080737311
DPYD	4.81717036221067
MYO5C	6.93301738943733
DOHH	3.4314875298503
POF1B	3.49651833675757
MAPK10	3.81365908295371
ZNF552	5.46813104889292
USP32	4.57086858164362
MED27	6.51086459191754
NCAM1	3.85642932819409
LOC171220	5.20833201210471
PRDX4	9.52809862715585
AGT	3.53312603847879
SLC22A14	3.93590797511574
DAPP1	5.38822571120811
PILRA	3.46403253391148
ATF7	3.62611539978425
ABCF2	4.98682193368503
KIAA0748	3.17309120303085
C17orf85	5.6205737927427
TKTL1	3.55203064460191
FGF1	3.71995579283033
IL6R	3.89016443446609
CHRNB2	3.82973957190034
COL7A1	4.26640296392915
NFIL3	7.68895831198807
LRRC48	3.59914646837203
TM6SF1	3.98888297049614
SPG20	5.310645229952
COX10	4.79671694924012
DNAJA3	8.21627516751646
ECEL1	5.69947862361689
GCA	6.71698007580553
GLG1	8.28944665654297
CIITA	3.80188682598065
CLDN6	5.54679592425919
EPHA4	4.65523874149268
FANCC	4.10430728647879
MUTYH	6.58732887470004
L2HGDH	3.65664034762618
GPATCH2	4.11329371461424
PSG3	3.01369597541381
ZNF227	4.44353458388661
MRPL15	9.66594425844303
NQO2	5.85304203343466
C21orf59	8.40926493412214
ZBTB20	6.46339440504862
NEU1	6.36912963989687
QRICH1	7.11692770408218
C2orf34	4.53945206165228
UBE2L6	8.51458753330963
HP1BP3	6.04834701007675
MED14	4.12493709012373
TSN	6.98414140193447
TPBG	6.44609775731838
SPRY2	6.14627095891108
LZTFL1	6.64046991164246
OSR2	6.22473979363629
KLHL7	4.39860853730915
XPC	6.06238612714515
GMFB	7.48902473480718
PBEF1	6.22563698191747
CCR3	2.81178399128758
AGTPBP1	5.23622504148207
TMEM8	6.3560642338079
PCSK6	3.56786871374109
STAT5A	4.02848667235528
FAM18B	6.14648679419922
PTPN2	6.12930927599988
SF3A3	7.32144164594934
EFCBP2	3.59639611345609
HCFC1	4.95430158211964
NFYA	4.15106052705769
PBLD	4.79426751361537
PIGF	7.00534305372233
AHNAK	6.92727295806998
ACTR5	4.25197641709174
KIF14	4.92603261987752
PTGER1	3.97331751019253
NOS2A	3.27916818326001
TENC1	5.21447402426474
YIPF2	5.31129140911004
ETV2	3.51280073198761
KIAA1012	8.03551783028758
C17orf53	3.640678967207
AHR	7.89287045008995
PTPRH	3.55132290302339
