Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_F02_298040
Composite Element REF	Signal
ITFG2	4.33816537324479
VTCN1	8.78270912729346
WDR62	4.53148938349486
NDUFC1	9.32414469221752
NBR1	5.57930672917235
HPS4	4.20745512438846
KIF2A	4.20552615148997
RARB	3.98643970218316
CEL	3.08599283468413
IMMT	6.87914430941108
CNOT6	4.86434344484489
PICALM	4.67564880710816
MARK3	5.6034882570886
DHX15	7.66750508285488
ZNF702	3.51677258102418
HIST1H1A	3.98297173477166
HLF	3.47205454565033
ADAMTS2	3.8404910677775
ARPC3	8.78945304990004
BRD8	5.27373186809334
NPHS1	3.92721299688354
WDR12	7.12368191616653
HOXD13	3.3877881924263
KIAA0494	7.26090518067916
GABRQ	3.17591740890173
TCF4	6.21464402834836
APOBEC3B	3.82697677112869
NR2C2	4.43317917162536
NKTR	6.64496415800255
MYH2	3.51747332303624
TLE2	5.97138532671705
FXN	4.52250107620553
AURKA	6.0694323939543
KIAA0892	5.22183872751442
GPRC5C	6.43467823495077
TBC1D9B	5.68595381933156
PAEP	3.38977928265069
PNPLA6	4.96145119583873
SPG11	6.76453603135437
KCNJ13	2.92228622752817
NOC3L	6.61101184796729
AP3B1	4.420922806817
C11orf68	6.03432965068864
NAG	5.77081338229679
AKR7A3	3.7943797712334
AHCYL1	7.87330207205595
FLJ11184	4.19697920976496
MLN	3.28971132456477
RPP14	5.47541097963829
TIAM1	4.79512221672809
ANXA2P2	6.05684076501881
PBX1	5.97827282250947
PXMP2	5.08827113556934
KRT17	3.70038034321645
LACTB2	5.4710639079709
ZNF711	3.07369687111232
GGA1	7.01678720870141
VAMP4	4.40279674722022
C20orf19	4.54750471286512
BCAP29	3.86429101335364
DDX24	8.3892689648332
PHACTR1	4.28365035462345
SLC35E2	4.67428969671137
LOXL1	5.69443334587958
IQSEC2	4.63896149734854
RGSL1	3.6826565709797
SETD8	4.63425248431889
HEXIM1	5.68542872064693
PRRX1	3.52803899368446
SULT1A2	5.31124830254033
ASTE1	5.48490609258103
KLHL9	6.52244600022175
GAA	4.89518353415154
MYOD1	3.92112969401692
ZNF747	4.24694133569981
ARHGEF16	4.15468293039017
SCN1A	3.82412483993297
GDF9	3.59914703603884
IL1RL2	3.80994285480214
HNRPH1	6.93102817883693
MED18	4.33723478861804
TRAF2	4.70186535824527
ECE1	4.5279898538516
TEX13B	3.45238365516847
SNN	4.15050716978141
HCK	4.02610733686381
C6orf62	7.11494916051245
GABBR1	3.74070916364048
YIPF6	6.957078122972
BMP6	4.003548793261
PROX1	3.58883699269925
LANCL2	7.07619320665615
SCN3A	3.09623451061457
IL8RA	4.1694566740056
LSM3	8.24684944935464
CDSN	3.73102064871498
EFHA1	7.02661360544075
SSRP1	7.43624959177833
ASXL2	5.93704904390978
RPE65	2.67360313781922
SNAI1	3.30987195781441
SPCS3	4.47318141058991
EFNA2	3.14259307084663
CLDN9	3.82069074070295
DEF8	5.25100037460985
CHAF1A	4.88463466728775
C1orf165	4.10688445554776
ZFPM2	3.96388483063656
C9orf7	5.17092551702233
GC	2.93179334173451
FTH1	10.3837945856893
IER3	8.3781897945913
YWHAH	5.06934798211963
ADRB1	3.28725075600124
FOXL1	3.84324155421034
MGC31957	3.75875510785875
MUC5B	3.61498701140412
ZNF193	5.25878899378186
CSRP1	8.40508392745082
MOSPD1	4.61624235698377
UMPS	5.10630685902859
RAD1	5.54483511445862
RCP9	5.52501700285513
COG4	7.22896015878128
NFRKB	4.5486180388168
FANCA	3.69533875448257
CDC2L5	4.61666269399236
GDF2	3.72862980917278
PCBP3	3.70576820730449
TIMM17A	6.20300365816473
BFSP2	3.66295310061175
OR2H1	3.2711059187853
HNRNPA0	6.67889043927014
IKBKG	5.035624211749
TM4SF20	4.15062228929673
PCBP1	8.56812359084033
LRRC2	3.43512453389532
NSD1	5.20600095803159
AMMECR1	5.94871682507975
MAGEC1	3.16810695523598
SEC13	9.34398144914435
WDR91	7.16242605862945
HAGH	5.87226812570081
EGF	3.18485991048561
NHLH2	3.06830316125962
NCAPD3	5.26080298330693
BRCC3	4.95257543458176
CNDP2	7.82146561015808
FYN	4.94394889357807
YPEL5	8.95545808891737
KCND3	3.7069341719595
LRRC42	4.64064620429973
GTF3C5	3.81488038510734
AKR1C4	3.18509743047338
RBM26	6.53668653493273
DUSP14	5.95064639653765
AP4M1	4.50750444037316
RIMBP2	3.30401688933077
ABCC2	3.74112501221763
COL5A2	6.50511772595623
DNAJC16	4.85666098798141
TTC12	4.56992917882274
SNX13	4.42640233426259
ELA2B	4.0346053794278
CSPP1	4.94898027864926
NAIP	5.00657314251048
MYOZ2	3.06825805229886
XRCC4	3.73044059514142
CYB561	7.30475334571242
CHST10	4.98533653021487
BAI1	3.53736262358213
THY1	6.14202726001605
KIT	3.70194719167558
TBC1D8	4.94412186830001
PDE6H	2.93663227830536
EPHA7	3.52291551540363
SOLH	4.41623340078982
FLJ20309	4.05128894353442
MAP7	4.67657404033161
SPAG9	4.60682989327865
ZNF294	6.50868181296099
CENTB2	5.0150338552424
FLJ21963	4.55120624251867
ANTXR1	3.27551726532714
CREB3	6.50392713123436
ETV7	4.23273227052691
DGAT1	5.62959886249417
TAC3	3.92261933399622
CORO1C	5.57398399944287
RAD54B	4.0589327629827
HRASLS3	8.07147611087373
MED25	6.14887684770937
BARD1	5.44351561413959
ZNF177	3.83279596977920
MIP	4.15395166463754
ZNF442	3.97493433647157
F2	3.66953075753495
FDX1	5.36312133132444
GRIA1	3.12720515020833
IL13RA1	5.5674745342743
EIF2B2	6.85617616006036
NHP2L1	8.62925922249564
WNT5A	3.32585097795681
ZNF593	7.98785529161326
TRA@	3.41940345926716
WIPI2	7.42638518552616
TAS2R7	3.45621853433642
RANBP1	5.20924778988157
CSNK2B	10.4645973485882
DKFZP434O047	3.53524060511101
SLC7A4	3.26585379844296
WBP11	5.97879283934168
TEX2	6.68475375606938
C17orf80	3.63552528278734
TMEM176A	5.43068951532362
GALNT2	5.29511660467147
CTNNB1	7.5775008608556
BHLHB2	5.950521012739
TMEM185B	5.75109830058385
DND1	3.78639726701905
ARD1B	3.49225858207557
STK3	5.2476527495217
REPS2	4.62334547071178
LOC541469	4.03992942775439
H2AFY2	5.91756028842762
CCNK	4.05805218710732
FSHR	3.3334259067107
GAS8	4.81513865580695
UPK2	3.45828444488787
C1orf66	5.31979255437465
LCE2B	3.14563833978632
CD200	5.98656608238718
IMPACT	4.99264216750804
KRT83	3.76408383907903
COL19A1	3.31601893094177
BMP15	3.70491827874633
POL3S	3.47332425085523
ITGA6	4.99128784960312
GAD2	3.50915957435897
C1GALT1	6.47244332178441
BAG3	6.47202354814559
ZNF468	4.96487491709308
RIC8A	7.97102381236389
CA5A	3.26309909852381
CCND1	4.62827631753665
DKK4	3.67638486569766
SGK2	4.26191671636799
PIK3C2G	3.16887254244362
USP11	8.16247415658548
IMPA2	5.00440239541032
PRKDC	4.84691870759522
DSCR2	6.38410061787805
CCL4	4.71176820451837
MSR1	3.36260938643955
NOL11	7.81189460032193
ZCCHC10	4.88474281043664
PDCD6IP	8.01322179204762
TRPM2	4.56064606649075
PSMD2	8.82463939616786
USP18	5.51804270313722
ATXN2	5.820758120246
SLC17A4	3.34121299016967
RS1	3.28791777990456
RRAS	6.63412970821263
LAMC3	3.67558840306153
NET1	6.91982933683342
NPY1R	3.27574230909051
TOX	3.65761786043182
MVD	3.60862651222448
C11orf61	4.73725508071501
IK	5.86128572643057
GCNT2	3.45028246049192
GABRG3	3.20714289577817
BCS1L	5.65505777929210
BCAS2	6.57559210201794
ACE2	3.20283855265095
KCTD17	3.69178429865527
TPPP3	4.54282276273277
CALB2	4.04610767454171
ICT1	6.36828770588802
CD79B	4.04699540251443
CEBPZ	7.957905564314
FMOD	6.70799560067147
IRS2	6.17347234597267
C21orf66	4.88424822915071
LUZP2	3.68779544609564
CLN6	4.63126122194853
ANAPC1	6.90443957351883
PTPN14	3.63778579481533
APTX	6.64147530720614
SNRPG	10.0096007322004
BMS1	6.0093852844099
NFATC3	4.36417340408403
ADCK2	5.06300577577205
ZKSCAN1	5.94147384479638
FASTKD2	4.47699236650718
ARS2	5.85084266579133
LRIG1	7.6098430010792
KCNMB3	3.91625871343123
ERC2	2.95795337367009
POFUT2	4.98216412160897
PRKACB	4.59563390069341
PRDM13	3.7233631613673
KLK12	3.28718803933058
ZNF354A	4.60793663771855
PCDH11X	3.09499548709779
TMC6	4.81712780386448
CAND2	4.81831623236709
RIMS1	4.02289824758565
SF3B2	8.25527657281683
RCN1	7.33165421963265
CPB1	3.24380185708367
BCAR3	4.72225450157449
BCL6	6.99771064327568
MDH2	9.68341465897788
DRP2	3.91148762917229
TPD52L1	7.06575943893174
TXNL4A	6.24318953107489
OR3A1	3.14915557170948
RAB25	7.89560468001007
C22orf9	4.97493967386469
PCTK3	4.79252292744126
POR	7.44291971064973
ARPP-19	6.16670081602499
SREBF2	4.95034444248312
ZWINT	7.07225627683865
PAK1IP1	7.50780685658494
OR10H1	3.60513143794078
ENPP2	4.81021780197476
UXT	9.78784667717706
ZXDC	5.30172057155647
TGFB1	4.05570411153749
SLC6A16	3.59105991176543
SLC31A2	4.40367976123443
LRRC8E	3.88321007257194
ZNF780B	3.08555755365566
APEX1	9.63898491106737
PPIAL4	2.95266971729078
ZIC3	4.12193547958389
CEP68	5.65405229948939
PAX2	3.83670223952358
MRPL11	6.09077227819529
LPAL2	3.00073813266085
VPS53	3.31993667544518
MPDU1	4.51572991143960
PSEN2	4.71135430989016
GAST	3.45857357660452
DHRS7B	5.95608674728939
C10orf28	3.94003403427417
UBE2L3	6.36947514216493
ADRA1D	3.41451143743736
FZD10	6.23200745537812
ATP6V1E1	7.52614518427494
SAR1A	6.30499433932644
ASB1	3.75363482286175
MCTP2	3.56736857365006
TMEM5	8.24619288592412
LCMT2	6.04843399006315
KRT31	3.55990649115163
ZNF223	3.25392782132604
BIRC2	8.25966985861797
IGL@	3.65219792362038
NLGN3	3.64247989243658
MEP1A	3.43040456720946
LOH3CR2A	4.18843279786599
TMEM53	4.99979463809934
SLC9A3R2	3.96872154099676
TIMP1	10.2944686074268
PTPN9	4.71184496308969
ABCA12	3.21490677641873
TPST2	5.15226193850904
AQP6	3.69276106462331
KCNIP1	3.25025084711619
YES1	6.11988387291183
ABT1	5.46276597700354
RIPK5	3.96367646721743
SMG1	4.07086205530989
IL13	3.90685812491863
MDFI	3.84362015694475
PIP5K1C	5.4029905624193
POU2F2	3.85588949920716
TSPAN14	6.45743962304011
OR10C1	3.67404762201183
GPT	5.01926850226488
PDK4	3.44912244275639
CLIC1	10.3308736702983
LILRA5	3.14153871712702
TREML2	3.74140073780592
ELL3	4.74392744720441
NNMT	10.1316638856681
NUFIP1	5.78514621338327
ZNF74	3.98891841257404
RHBDL1	3.57653405354438
HYAL2	6.32389931979556
IGFBP5	5.20223310371651
FAM29A	4.58727347151521
NRTN	4.54769320942874
KIAA0556	4.84173056318308
JMJD2A	6.63975812336872
ERGIC3	8.75424284361556
POLD4	5.31678794970080
EPHB1	4.06858100135831
LRRC36	4.87283013069967
TARBP1	5.76271931577659
ANAPC10	3.43071209948887
C1orf9	6.64506929925543
COLEC12	3.86504905344046
TNFRSF25	3.84166434800552
MEGF6	4.68786174696138
LPHN3	3.71614552271916
BMP10	3.04708895597292
C21orf55	3.62314684073178
SLC2A1	7.14279777393793
CER1	3.80810191954549
LSAMP	3.53301312694427
RPH3A	3.63592399189927
CREM	4.26520024797259
SGK	7.05624112319671
ATP2A3	3.63379789451259
PTGER4	3.89947576938500
CCR7	3.33650111168753
METAP1	6.18675293235034
KCNQ1	4.03064676388669
RECQL5	3.96988112624497
SSFA2	6.41845165445211
NR2F2	5.61582593769811
MTERFD1	6.80264898403419
BCL2A1	3.37104570141463
ZBTB24	4.7795588635117
NLRX1	5.35531116859013
FHOD3	3.53324452666012
PRDM1	3.98119350004616
PSG7	3.93964404366232
ARHGEF5	5.5447150985635
CCDC47	7.97180804587332
FGD2	3.65750076395102
SLC26A6	4.06439757370699
BIN1	6.14993871967715
SRRM1	7.99059385501734
P2RY14	3.97754956709634
PCSK1N	3.86355960795404
PPP1CA	8.77024568390856
ZNF33B	4.60062062714308
MOCS1	4.7584091759622
NAP1L1	7.78091626785216
ECT2	5.06429345748078
CACNA2D2	4.29948627367623
PTDSS1	8.94973740639495
DOCK6	3.94601376011332
SLC38A6	3.75441535164416
C10orf119	5.77624646803587
CCR4	3.61750871777015
COX6A1	11.2414659240463
B3GALT2	2.96192089337401
CD14	7.01287564031794
ABCC9	3.30492876966061
SNAP29	6.99016941927393
TRIP6	7.15661362463514
HMGCR	4.8535323890364
CDH3	5.60933601111669
KLHDC8A	3.8223549314608
IFT74	3.90510215210851
C9orf116	3.76936400306791
EI24	8.54403478052252
CENTD1	5.58867346636862
RWDD2B	6.81549489964753
INSL6	3.42657816103895
HERC1	5.30510695627743
NPAS2	3.8267203203038
NR3C2	5.53881400571804
DOCK1	5.06957924238576
FAM63A	4.52303161364547
FAM111A	6.61861324007586
INPP5F	5.40049720560188
MYBL1	4.16527520777794
HOXB1	3.90466107930115
CRADD	4.62240343834758
EMCN	3.66201789214939
DUSP12	5.05693269026863
CGREF1	5.30082132005528
BLNK	4.71627334300371
VASH2	3.48331392339742
PDZK1IP1	8.99788280265544
SKP1A	8.21207463861918
IL19	3.70293590968545
DOC2A	3.31630294106685
COPB2	9.22452961379398
CTR9	5.94510693710307
VIL1	3.69321000395478
CDC27	4.96479561533928
PTTG1IP	10.4857734288494
LECT1	3.74182821403877
COPS6	7.74887235218057
COL9A1	3.24585296181711
MCCC1	5.77828401413922
GPC4	3.78032970142766
VAC14	5.16649825091851
PSMD9	5.20618910759134
PPY	2.96156689038072
SRCAP	5.22904600154839
PPP1R13L	4.77540693093864
BPGM	5.32370983515424
TTC19	6.30501090528849
GFPT1	6.13943440921458
C1orf114	3.17579180559433
HMOX1	5.32212015232754
SLC27A6	3.52653386378412
MC4R	3.58667237047006
CALML5	3.61100723121794
MRPS10	6.79404703882439
PRR13	7.68606617054538
INS	3.18510348142723
CECR1	6.5194252170394
SERPINB8	3.78739117134980
FLT1	3.58595999914018
FEM1C	4.61982425051907
PPP2R4	6.8496035334673
PDIA2	3.29233890666899
TMED3	7.20558700226391
NUCKS1	6.87370778439389
EXT1	7.7378639581505
RCOR1	5.97831716828075
EBI3	3.70000498634222
SMAD2	5.94044031925036
ODZ3	3.32751193942948
POLS	6.55731107244533
NXN	8.3299582082439
PPIH	8.29266285868938
FOXJ3	5.31813743718963
EIF5B	6.4208200336585
EIF2B4	6.46522610077271
C20orf121	4.19747003558888
CENPE	4.44067657378036
KIAA0415	4.69264508365425
CRABP2	9.4446342762899
TSPAN12	6.56788124402732
CXorf15	3.15760074617536
LOC57228	4.38578934858260
ACTR3B	5.59569740535538
ASL	5.90512198894928
GATA3	4.1320925398247
TFAM	6.38617575858713
PCDHA5	3.50131191642707
PARP12	9.14437149069466
PIGH	4.28056703980794
ENDOGL1	3.19873623094532
GTF2H1	5.38658219338507
MPZ	3.36622401610652
BIRC4	3.99041363873562
SSBP3	5.52019902400533
BPESC1	2.82555752696377
FOXC2	3.43922660678698
HS3ST3B1	3.22972830655830
GDNF	3.77959863744651
CTNS	4.61951845883713
KIAA0859	5.03532434357938
TRPC5	2.91108673438769
PMS2L3	5.29882779381284
TEP1	3.84791421874868
KIDINS220	6.59017115510824
CRH	3.29286825741739
CES3	4.8709088465031
ACP5	5.44729060759717
AMFR	4.83741697040682
CA4	4.01309380568888
PLCB4	3.57345107241371
MPHOSPH10	9.05842615069984
PGF	3.68384414036177
G3BP2	5.26346335278208
SR140	6.43875442232385
ISLR	5.41088683834122
HOXA2	3.44713179447541
PYGB	7.38194264228259
BAT1	9.85489358239877
TSC1	4.57007549764192
NARF	7.72153147038982
DKK3	3.68698207837646
UTP18	5.42588919170381
TSKS	3.24709306579605
DDX31	4.45972852394789
TULP1	4.0901251835606
TNRC4	4.06676390284972
ZNF430	5.08319930923293
POSTN	6.21387462600083
AASS	3.38031229513510
APOL5	3.86808270211446
PLA2G1B	3.55371318697139
FLJ11506	4.57929970772202
GTF2A2	7.62795261428344
RCHY1	4.85107989608338
CYP27B1	3.5549297907791
VPREB1	3.04640847418434
MGC4294	3.6666960093855
TACC3	6.0548680866098
PDCL	6.03524110107122
DMXL2	4.76553397749916
LOC4951	3.58930825651415
EID1	6.44097356299427
MS4A4A	3.36216737358138
RBM14	5.62041046846326
MGC29506	3.74647926267979
PPP2R5B	4.66162469977704
TNFSF11	3.21971728312950
ATG2A	6.55674903359015
RPGRIP1L	3.67208052613604
SPOP	6.97748598221773
OSGIN1	4.01921334840595
PTPRF	9.13101493312528
ICMT	6.30028189104892
SEC24B	6.26514486570801
MAML1	6.59811510315118
POLL	5.17838918708307
FXR2	4.59993633092539
TYK2	7.40508340793079
MUC6	3.9839063791451
ADAM28	3.86219597406678
MYL3	3.27421774679638
NRL	3.45245353757658
PIP4K2A	4.49908456894472
TCL1A	3.56033738274775
MED7	4.1478713187424
MYLK	7.42219222225015
RRP1	5.75939257224678
TFAP4	4.74985081399996
CYP4F2	3.69216776107164
UNC5C	3.11982831940552
ARL4D	4.90882742474268
SH3BP5	6.71626591068465
AKAP6	3.72793239595067
CTLA4	3.53271987224017
ACSBG1	3.51616505997905
MTMR4	6.01978701514044
NECAP1	5.42946842347546
SLC25A17	4.50054091722118
POLR2F	8.00713850813713
PLA2G2D	3.20210678080388
WNT2	4.32441776765674
GLMN	5.29009860072091
MCM7	6.36291218874824
TRIM52	3.95764408993935
DCLRE1A	4.46296437873602
PDX1	3.5825565221202
UBQLN3	3.09548105100577
PRPF31	6.01674708978201
TLR7	3.57515304518341
SMAD1	7.4081052767089
CLCN1	3.74045523228451
RIOK2	4.53296689009203
CEACAM21	3.61377957439360
PDLIM4	4.3279351020703
STX18	6.20580443332297
CCPG1	4.20746465702342
SLC2A6	4.07648078569286
SORCS3	3.03886140076587
NOLA3	8.920620085669
PDGFA	5.11384531718296
TRDMT1	3.48943799889017
CFL1	11.1140202916848
IL4	2.95425649196378
NAT2	3.55040239006824
CPSF6	5.37497948896765
PRG2	3.64078397999632
PIGQ	4.05268910078324
CLSTN3	4.67942125171471
KIAA0146	3.96360133261035
GBP1	8.49440724533244
CEP55	6.28506534048746
ZNF408	5.08292719320548
KRT20	4.09844096711742
EYA3	4.01032321273228
KRT38	3.5293072240489
WDR7	5.37490880150167
BLCAP	10.1549396817845
HLA-DPB1	8.75212457486146
SFI1	3.86734360112169
GNE	4.64193542022177
MGAT4C	3.27155563953729
CTSE	3.58085694211753
SLC35A2	5.09255359989942
TUSC3	3.75642123048771
GABRD	3.34640132663245
IARS	8.12139549975573
ARFIP1	5.60547838770029
SFRS9	7.28970921416652
CEP110	4.35267806454536
MYF6	2.96662030183489
MGST2	8.87344861852713
EVI2B	4.58353801065621
TRPV4	3.11548758925944
SLC25A11	5.96707521133237
EHD4	7.29366346293126
NOX5	4.82444653192457
NCKAP1L	4.27137895989003
EMP3	5.65293072848045
SYNCRIP	7.09077712304139
BPY2C	3.42234199762951
C1orf38	4.37633275775593
ZNF426	4.96123188064554
ELOVL2	3.22922075283436
ATP5J	9.51191608928206
CBX7	5.33918005773864
OSBPL1A	6.95520628273607
MED13	7.08176443942489
ZNF589	4.12023835203254
CHRNB3	3.28272958628806
GOLGA2	7.35244921724908
NIF3L1	6.35765240543494
TRA2A	5.75728765628716
F2R	3.64304530451007
PHF2	6.10142351820654
PID1	3.66168253849858
MTAP	3.7073383821014
RFC1	4.38947917934572
C5orf3	5.18029238249255
ADORA3	3.51229909511222
ACTL7A	3.25171397915997
RAI2	7.59382033475936
MAP2K7	3.41856489025592
HYAL4	3.46508283018839
GZMB	4.27164739043097
FCGR3B	3.89317430366188
BMP1	4.19538467400087
CPNE6	3.38457653895401
SP2	3.73096303724469
DPF1	4.23486449051204
SMPD3	3.27842733792483
TMEM38B	4.29538093536201
CCDC56	8.79868596531028
NFE2L1	6.62814935974051
MRPS31	7.58564579793663
STIP1	4.87097015960944
MMP26	3.12228281879141
RASL11B	3.85330155902492
NT5DC2	6.90784421080808
HLA-G	6.51616012951188
LRP2	3.78597042861657
MTDH	8.284235298984
HSP90AB1	8.79746957271655
PMAIP1	4.23329579650446
LMBR1L	4.36206407502695
SLC25A20	4.2848277706537
RSBN1	6.19625631773616
S100A2	8.03467287624204
C2	7.62970001640143
RHOT2	5.38000638330725
RALGPS2	3.61312667923145
EIF4EBP1	7.31298845142605
C2orf27	4.3788340679174
GCKR	4.11327336328102
FER	3.95966947685701
TRPC6	3.20249827110505
RGL2	6.13787420818035
ARPC1B	9.00487091580024
SNRK	6.24335821904982
UTP6	6.57384674217891
DNM2	4.64853192609328
GCS1	5.62915203307956
EHMT1	3.48382450896035
GLDC	8.44039612639437
FBP1	4.68171882742587
VARS	5.11585775160642
PLA2G7	5.24347996435118
RAX	3.43871965572612
TERT	4.08401940582379
CCL1	2.97148873772187
FUCA1	7.85141002750504
ALS2CR8	2.92753230897889
CXorf21	4.9933649817776
KCMF1	9.47051812793818
MFAP2	4.83674008369678
OXCT2	3.77341652852462
WWC3	7.29766902867204
SOCS1	3.8003643622437
IL17RA	4.24215256041051
C14orf115	4.15297797441322
ST5	7.28797483036934
STRA6	4.29848396775496
MPP5	4.03760191405413
SPA17	4.57419898646878
C21orf7	3.95736928269325
FLJ10986	4.72450136297833
LHFP	4.49531147076075
CAMK4	3.20002047995069
GALNT14	5.15176043991585
CXorf27	3.1386099172003
CLPX	4.89485383585668
NPLOC4	6.75115868987222
PJA1	5.61101849155628
CPLX2	3.86530246317552
ARSD	3.67370351718822
WHDC1L1	3.03431571172214
RB1	5.08477352209723
PHLDA2	5.86220155605557
C2orf56	3.66112090474
GUCY2F	3.24795184425765
MPV17	6.84348252957144
PSMD4	6.4646751163832
SLC35D1	3.74295893409413
C20orf103	4.67419000479328
COL16A1	4.51799262111702
ERLIN1	4.59968235993318
JMJD4	4.1658171048726
SLC29A1	3.97162581823876
GLRX	4.60775585071864
HIST1H2BK	10.8433513113053
TP53I11	4.16508195244991
ST3GAL4	4.31505901608402
ALG8	7.6915898670544
PF4V1	2.79466523513494
SHOC2	6.19905867383572
REG1A	9.3006213792165
FBXW7	4.29916412993112
CYB5R3	9.29402863901784
MINA	6.16438770691862
HHLA1	4.0032502477616
MYST4	6.13734954415618
NR0B2	4.26239368553168
TFAP2A	6.0264969328737
UCHL5IP	4.36003125558391
TIMELESS	5.396020807935
DDX10	7.06808121157039
SLC25A36	7.81354293353262
TMED10	9.36548050872016
ZNF507	3.12005368560871
LOC90379	4.55557117481066
RAB11FIP1	4.58092213535106
ATAD4	5.93373873332555
PHF15	4.19876500201243
ZNF26	5.45009099339874
KRT7	6.70827815158042
RPA3	6.78541525004819
YIF1A	7.1955802202736
PPRC1	6.12398306814014
PCDH17	4.62947568969944
PHF8	4.00489199821171
RDH14	6.5525070482378
DNAJB2	5.68353598891558
HNRPK	9.38281885597796
PTPLB	8.56403304780674
RABEPK	6.4856081100631
SNF8	7.16291126736971
CBARA1	6.90310724914163
RAD51AP1	4.67317566562126
HAT1	5.58334369472906
HTR1D	3.41183575975714
H2AFV	6.76516507793951
OAZ3	4.50631266643328
CXorf48	3.55121492783096
RC3H2	6.1490477799983
SGCD	3.59868885626958
PHTF1	3.87361964881811
CA3	3.48416623341567
PKIA	3.34510836010451
STX10	6.4638723111656
PEO1	6.06266741441044
JMJD2D	3.34589626839898
KRT19	10.6289888986335
ZNF143	5.29897835795364
ENO1	6.98243076488702
TIPRL	8.03094811077855
MAN1B1	5.77721477414668
P4HA1	6.40266756598656
TPTE	3.42982965058605
AKAP8L	5.27553815154812
GPR17	3.35320606625668
LRRC20	4.38954416764027
UBE2Z	7.98078877265456
COL4A1	6.74774144530627
ISOC1	4.70980784998386
RNASE1	9.01040585647261
C20orf20	5.99328524371391
NDUFB11	9.2726388965523
STK19	5.86113869662398
OSBPL2	5.6851631581619
PTTG2	3.09161019459965
GRM7	3.26725933063205
SLC39A8	4.19987030551426
APPBP1	7.77521922888805
STS	4.09641774682793
FFAR2	2.99153577221072
TMEM123	8.42814890163499
GLI2	3.85037037748230
BTNL2	3.36425664426929
ALDH1A3	6.01407224647606
TGIF1	5.96543202119046
SCO2	5.72670773340055
TP53	4.96994495937354
CCDC69	4.22779879858294
ZFAND5	8.01082361300823
ICA1	4.6726301419106
RAPGEF2	4.23134659153364
NAV3	3.74668375834640
EPS8L2	6.16135012012137
ATP6V1G2	3.00693210603902
MNT	7.26979771142576
C6orf145	6.22556123241767
PPP6C	7.75427669433531
OR51E2	3.17880570192814
OTUB1	6.73697257664493
ENTPD1	4.21311356665861
TMEM115	5.56683447399165
STK11	4.5231399236842
PRPSAP2	5.45274245786247
SH3BGRL3	8.30578734313756
MX1	9.05881471245865
PSMC5	8.94235789475059
TTTY9A	3.61093459992401
EXOSC4	7.06573347621891
SETD1A	4.90801341165364
YARS	8.33598521746636
SLN	3.38552145938153
RELB	4.2963607507589
NLRP1	3.56842585824104
LAMB2	7.75933110421283
FNTA	7.7645939373687
HNF1B	4.80834186309146
C14orf139	4.0167741191766
UMOD	3.72341034829797
ZNF512B	6.19019844311817
GPR25	4.20242413676602
C6orf49	9.86870021418972
ATP6V0A1	4.57252537762924
SNFT	3.56205546969655
ZNF768	4.49301544470704
GTF2I	8.0215315551034
KCNN2	3.40677695828833
DYNC2LI1	4.16248491309745
DGKE	3.61269653777854
DNAH3	3.84727579420242
RPS6KA1	5.11456240307822
C9orf53	3.37300078876515
PTPRM	4.67316013447889
MRPS15	6.92146215957249
TMEM59L	3.78387389661987
SSPN	7.58269766152787
IGSF9B	3.50323227485675
CNOT8	4.64069430043326
GORASP2	8.29963145942268
ADAM17	4.29785720773106
CHRNA3	3.53378372106047
MYOG	3.74978597204966
UBE2D4	4.51848495879449
CPNE1	7.32608861045852
AK5	3.29103969996789
RPL37A	7.96367390988315
CPS1	3.39386973809771
NDRG4	4.06228730127017
ALG5	7.69305565692445
NCOA2	3.97348078087418
LOC130074	6.7032552618939
PIAS4	3.7625492171508
S100PBP	5.46970937839913
TEGT	9.66300990854745
USP5	5.3944698907758
CFLAR	5.42825843925776
KIAA0692	4.44589563345674
WDR48	5.25583755651493
PCDHGB6	3.0083022617183
NRXN3	4.09019223255364
ACACB	4.39231454001907
CDKN2C	5.5835506351211
KIAA0226	5.46708396554531
TRAK1	5.55232046969083
CUTC	5.10465489660664
AGPAT5	6.12059622428142
WDR68	6.11935199086901
PREPL	6.43761874550973
ABCB6	4.06890191059924
RABGAP1L	4.67344797272215
FCGR1A	4.39737838747005
EIF4H	8.77167675078013
DLC1	3.81769774725115
MAPK8IP3	3.91115514311397
SPRY4	4.74744131847167
RPL11	11.1221227497367
RAP2C	4.65839706223204
ETFB	7.20689154436699
RORC	4.09901594009788
GRAP	3.50836555497925
SEPW1	7.21296000085167
NMU	7.07122747523343
MXD1	3.27319188994147
IFIH1	6.81771472498739
AZI2	4.65513510327523
WDR37	5.40506119827461
SEMA4A	4.92495653719384
RPL8	11.9119567833119
NUAK2	8.7288444258375
AHSG	3.50577606496955
RBM39	8.68690313080996
MANSC1	6.87997112606183
IMP3	6.90931127180143
ARHGDIG	3.67518618329508
ELTD1	4.80801822947904
PRAMEF10	3.69776500027486
RGS17	3.13112643618366
KPTN	4.00023267376313
C2orf3	4.42680092096174
PCTP	5.31603564709392
MRPL42	6.30686773192456
SIRT1	5.34629148170375
MANBA	5.18997774252661
CD164	6.37574621877572
ZNF671	3.5540719036365
GFRA1	3.35566456547148
PRM2	3.24412411364128
IL1B	4.15982715460073
HAX1	7.71389556096128
