Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_A01_464132
Composite Element REF	Signal
HLA-DMB	8.04154335534647
RRAGA	9.09563380240571
CARS2	6.3078943805039
ANGEL1	4.86920391957892
CLUL1	3.93688051944043
RHAG	3.08961308498188
C9orf95	6.95430912659471
C14orf143	5.21319219789364
CPN1	3.38018623824804
ELA3B	3.64546175158104
HLA-A	11.3503407411276
EDNRB	4.62795383846143
LDHA	11.8818004031507
MRPL20	8.77003058370833
SCD	5.35141120380737
C8orf55	5.31214135723974
ATP5S	5.96697913794778
RABL4	4.93946497127892
SILV	3.21981475345371
RCVRN	3.20495838554373
TEX28	2.74450970078633
SHANK1	3.52027816858041
CD226	3.03855483710241
TCTN1	6.14356647533471
STAT3	8.05458974553105
PPP2R5C	7.78832812955395
SYNJ2	5.04343019425275
CAPG	6.85090026065364
MBD4	6.94367316385952
SLAMF8	5.1697605002132
ROBO1	6.89743271937307
ST3GAL6	4.059190294238
ATN1	4.26454096088251
MPZL1	6.3080076048344
ARSB	3.42836119511458
KRT36	3.16272153607284
MAD1L1	3.72030563980208
DDX52	4.83762090799194
AMPD1	3.36737382270110
INPP1	6.26012071650912
DPEP3	2.97751454335467
DENND4A	3.88645125309668
ANKRD11	7.07583279555445
EIF5A2	3.98504809367021
CAP1	9.88330946519654
NT5DC3	4.10670541896849
SEZ6L2	5.82375838111019
SEPT9	6.6745881923943
GUCY2D	3.14560988872302
VPS11	6.4156074231886
CPM	4.81383226228107
NDUFB5	10.0411168507594
CIDEA	6.45913452710724
SLC26A4	3.44330123866238
FAM59A	5.33129953896588
N6AMT1	4.65120577940505
FBXO5	5.32064343182178
SIPA1L1	5.98237844993203
OXR1	7.16513625060936
DGKB	2.92609851336664
DPYS	2.87910428862417
GCN5L2	5.5588421250816
MIR16	7.18095565530163
TGM3	3.43459806971634
MTCH1	10.0218163471404
WDR4	3.69117962198602
HK1	8.2396817021567
PDC	3.14613637571391
VPS33B	6.47592832631942
HEXB	8.51235275122167
GALNT12	5.9115215501472
LOC339229	7.0106493206356
MRPL35	7.16668120430814
ORC4L	6.62148281309679
TCEB3	6.04340649674038
TNKS	4.71915785362416
C2orf24	5.46758055116787
CRLF1	3.40742571013868
GGTLA1	4.07104068387043
PYCR1	6.60935765594736
CDK5R2	3.14008645340264
WAS	5.1672394211586
CCBL2	8.3651470003993
MADD	5.03163171596844
CDY1B	3.61089912749799
SLC30A4	3.13569065743488
WDR42A	5.26411754716156
TUB	3.30205079374392
KLF12	3.73895605470234
ARHGEF18	6.93418387736779
ARRB1	3.13075765797856
KCNK1	6.94108952820847
HSPA1A	10.7248098378306
ITM2C	5.52585638312321
DAPK2	4.77581530953774
RUNDC3B	4.22641248679582
SCAMP5	4.04087964494442
EREG	3.09813845219173
IL17RB	4.58325680075758
CENPA	5.577713480763
TMED5	7.44151682914074
MCAM	6.50531935450547
FLJ20323	6.12978924504338
CDH6	4.1975319769812
POLR3E	7.18726884889682
BRP44	7.71998617681759
OR7C1	3.40522120406235
AQR	5.94572744242768
THG1L	5.1077778688989
CAMP	3.46734583873513
GABRA2	3.11796405868630
C14orf166	10.0136639478128
ADAMTSL2	3.38438352787427
MYL1	3.12916916976579
TNFSF18	3.39483998696255
PPIB	10.4222887373867
KLHL4	2.87856165428307
SFN	6.9483492283006
FRAP1	4.06127542902651
CLMN	4.52045934534426
GOLGA5	8.12991388824886
SDCCAG1	7.51284834286293
SSTR3	3.21863211190181
MAGEA5	3.15861646759515
OVOL2	5.8137629930447
C10orf95	3.53018662910411
RBL2	6.41781119018201
JMJD1B	7.4103092658613
PPP1R10	6.27340150229869
C1orf163	5.95295439413079
CSE1L	7.62527418657884
ASRGL1	9.7860384519797
RDH16	4.10664089007999
TOM1	3.99236893322345
PTX3	4.85210236218973
CENPN	4.22610051162986
TTC15	6.51908862364031
TMED2	6.92571904148904
ANG	4.91720716020885
RCAN3	3.56203671466574
CINP	6.60875238014343
U2AF1	8.15263377073908
NMT2	5.23842719028955
OSGEPL1	5.03214311411725
DFNB31	4.12606384385446
MARCH7	6.9307805524906
SLC6A20	3.14937655830928
PFKM	7.28279970689633
SGMS1	7.03326570366923
DKC1	7.38079184489042
MGC5590	3.13888516469229
CREBZF	4.28466682768365
DAZ1	3.51998603158515
RIOK3	6.14020989806533
PRPSAP1	7.37536204301479
GCHFR	4.23620241021238
LOC196993	3.52813130525270
UBD	4.0441319314365
ATG9A	5.29646592158138
S100A1	4.52673001463275
RPL6	11.0454790573361
TMEM40	3.42635843820945
DNAJB6	6.92691586735775
ELP3	5.45609329708908
ZNF787	4.31385289686642
KERA	3.14369335888849
PELI1	7.02108553338055
PPT1	10.2970531127912
SLC35C2	4.38820678853902
MT1X	9.45569770665615
UBE2B	6.73715459071946
KEAP1	7.32059302956072
MST1	4.73931791150541
MUC4	4.46901896297881
RFC4	8.25109777736305
BCL2L13	6.17056035652243
GNB2	6.7620965030176
NUP50	4.64796284357999
SULT4A1	3.95249225452196
S100A8	5.70585150668885
C7	7.31894227776778
CCDC130	5.77802618102805
RQCD1	3.38394971864571
AYTL2	7.21432193737584
MTUS1	6.24830140958228
ARFIP2	6.37955380556379
UROS	6.22493390313964
LEMD3	6.43233519180304
PLEKHF2	7.12978358633211
KHDRBS2	3.32648133172707
HOXA7	3.79632335810165
POLQ	4.59020325672506
GTF3C2	7.05939414055066
SOAT1	5.63942428958377
SPAG4	4.48205581553228
MRPS30	7.43841014532503
MR1	3.88050529019596
UBE1L2	4.34937775208722
F8	5.59057677107096
KPNA5	3.10316404563885
ACHE	3.21181315618241
TNFRSF12A	6.71145251689886
EGR3	6.34869506565574
TCEB3B	3.57598383935399
ZNF184	5.89775610590802
OASL	4.17264968954438
SERPIND1	3.12226607004803
IFRD1	6.58700043094167
SPINLW1	2.89962613439254
KCTD9	6.37188483177634
PRR14	6.08429342482705
ZNF267	6.57036311046364
PPP1R3A	3.16575669971385
ZBTB6	3.09650847150965
ACTN2	3.52583237347675
TXNIP	9.02794951740817
NUDT3	5.2606188088089
DFNA5	6.00667722887459
RPL36AL	9.77723604830257
KLK15	3.21676953668798
RAP2B	6.37423305082219
CHAD	3.50563349475812
HEBP2	9.3034485526566
GABPA	3.66909991360937
CAMK2G	4.82985287661459
TLR3	4.53748538549535
FGF14	3.23869147310671
HMGB2	8.1287885656368
POLB	7.70085241746887
KIF3B	5.53321921355314
C3orf27	3.55023480079904
MTMR9	6.239023470821
SEC31A	9.08791971668732
TRIM58	4.03265449918652
TAS2R14	3.18543669852731
NSDHL	5.87725754353515
GLRA3	3.04632703462542
VPS8	6.9405575317682
H1F0	6.11228756989784
PRKCB1	4.12975324897376
POLR2D	5.18406567438008
UGT2A1	3.01459314070112
TOR1B	6.79910698312725
LSS	4.23323800534602
TOPORS	6.21321133579105
HNRNPC	8.36853510244912
TMEM100	4.98919264762987
DHRS9	4.23082246010447
ISG15	8.23042963966917
DNAH2	3.68907053614959
ZCCHC14	4.48498068433572
FXR1	8.02060749989629
ZMYM3	6.20781076816648
CREBL2	6.48918316874
TGDS	5.34800746190425
CASP3	5.26058492847653
FAM120C	3.54224867262230
KCNQ1DN	3.47632162311446
SCLY	4.14543170700958
CACNA2D3	4.81038472613812
CA7	3.54348618864562
ENTPD5	3.72254198668696
SUCLG1	9.16617795001315
PDIA5	7.98733714368086
KCTD20	3.6541601683756
WDR47	6.01965960990731
KLRF1	3.23278774026371
MAGEH1	6.76208859319898
PRPF40A	8.02030144140371
SMR3A	3.01731765950386
TAS2R16	2.81223009843971
SPINK2	3.29037932148787
NPY5R	3.2191216850171
IRF4	3.71120546363676
PRKCE	3.83697309718879
ITGAM	4.37970172845271
RGS2	8.35365635113632
DDX19A	5.40246524987583
PDPN	6.14425618253177
TMEM34	6.20226180513209
MST1R	4.29608917572168
MGAM	3.70147441797889
COL3A1	11.9566382159654
PTMA	11.6983911946461
PRDM11	3.46592891717609
NAPA	6.08082321906359
DIRAS3	3.76662707003411
LIPF	3.29766874883360
PSG9	3.14082321927022
ASGR2	3.33878275525717
ARHGEF11	4.01489394423831
PIK3R4	6.35445884239611
IVNS1ABP	6.87834087594456
SIGIRR	4.83063376945662
BTBD3	5.76888031739323
UBE2NL	5.42882018415043
PPP1R2	4.99610285968202
FOSL2	4.78258126116859
IL1RAPL2	3.39887492070737
C4orf30	5.0080554936953
TUBA4A	8.0584714029695
SEPT4	3.91434315708479
SFRS2	8.7785836082722
EEF2	10.3429131865746
ZDHHC11	5.5398521968563
HNF1A	3.5275994189567
EPHA3	3.14652190905374
PRDX3	9.17750029094032
P4HA2	7.59054604831154
RFWD3	4.39060391702391
RBM12	6.18489561662444
H2AFJ	3.28899670797760
EDIL3	3.74735403437652
LOC200383	3.60069967692821
SERGEF	3.64953139204254
B3GALT4	4.96267399760012
SMC2	5.81298828163097
LOC90925	3.03577168978984
NPFF	3.52398530026932
DEDD	4.5416465890522
SCYL2	4.06004378069077
PTPN1	5.63282262540842
ZNF174	4.02136905783682
MYH14	3.99308298472009
CCR8	3.26830040851497
SKAP1	4.10254779556914
GADD45G	4.4643112915446
PILRB	4.49804924715802
IFITM3	9.92819557580373
DNMT3L	3.51326821480320
GPATCH1	5.14431624974232
VPS37C	7.07541353510044
DSC3	4.11608754733612
TBX4	3.05379002340136
B3GNT3	4.33439878055814
LHCGR	2.96754132276239
SAP130	6.2214910981676
UBE2S	6.44306899423535
CNR2	3.67077617196245
PCDH1	3.97829412261698
ATP6V1B2	6.88827800508484
PLCG2	5.61392892984425
CAPZA1	9.52761373557608
GLRX3	7.17708704978906
HRH3	3.4093844614822
KIAA0247	7.46001474084891
MGC15523	7.0088994263931
CRYGD	3.4561622478696
HTR2B	3.56138211619417
CCR1	5.39343746305307
NUS1	4.51688725152408
DNAJA2	7.22855861094166
PGRMC1	9.12731112222195
UVRAG	5.8977521367154
ITGA2B	3.31062498452181
CLDN5	6.26905945884725
PTPRN2	4.06826297334494
PSAP	9.21271129343385
MYOM2	4.1994475471688
CHM	3.11300050049354
CCNL1	7.60313278973462
FAM105A	4.8305163675051
LYN	6.85041721265115
DUSP6	7.90274099828583
TGFB3	5.18303605821088
PCDH11Y	2.9616474295003
NAP1L3	4.02726045201407
ELK1	4.46513029793195
HGD	3.41600217134226
C10orf57	5.2782994305906
B3GALNT1	4.3534771963194
AARSD1	4.98370036579044
MYO3A	2.94139700757979
SERPINE2	8.4520028874057
GDAP2	3.79157825808846
MAPK6	7.67732027415292
COX6B1	10.1644989621058
DNASE2	5.59742586613544
MSH5	3.59627780857453
LGMN	8.5019699294753
TCN1	3.51414119093331
SLC24A6	4.81065203917777
TATDN2	6.53077327605822
SDCBP	10.6276518801837
NUDT11	4.67715184858224
LILRB1	3.86559811454472
PYGL	6.38590504553881
P2RY5	6.06178153624784
SNPH	4.53153328810749
NUCB2	6.67037098716408
B3GNT4	3.93054488459886
SNX27	5.64773585025493
C2orf37	2.99236054780346
MIZF	5.54349562854923
FOXO4	4.75777971889195
NUBPL	4.8956026462311
NOD1	5.13140656922304
ID4	7.58501271878119
CDH22	4.31117664021556
PXMP3	7.37192390485203
SOX5	4.41789177869481
NUBP1	5.96277309351011
DSCAM	3.89313235511726
INA	3.36745221251359
DGKI	3.71056746720697
MCOLN1	4.38562914760446
FAM136A	8.02270306086622
RIN3	4.12519918974652
NFIX	3.53363795170603
SLC16A6	3.88527120739823
AKAP1	5.28755260349759
PSG2	3.23841902634290
HIBCH	7.56218371961522
PLA2G5	3.19460417740333
TIMM10	6.61947536072804
MED17	6.92255827174671
PSORS1C1	3.08346958848416
KIAA0495	4.41298467341379
LPA	3.09525342302350
PIGA	4.96757236805168
COL4A4	2.89418246116880
LY75	5.9589520498511
TPP1	6.92093795342501
UTS2	3.12668572753545
GJA3	3.44514862785643
GALNACT-2	6.77748047788597
RREB1	3.26020601750595
TMPRSS5	3.68293662896725
MGC3196	8.14177490322001
FLJ31568	3.36008860639551
DNMBP	5.76620404872932
LPHN1	4.58336160089447
NQO1	6.04787093875373
ZSCAN2	3.20620669876808
SP1	3.49734265943197
TOX4	5.50503435207121
SEC24C	6.86347737253233
HSPA9	8.84399128287762
APOBEC1	3.0835721677124
SURF1	8.9212393134979
LSM5	6.85123748773049
ZBTB1	4.3908224632168
GTF2F1	5.32055887620813
DUSP21	3.11538423795687
RPS15A	12.230715471107
TAF1	3.94288806481179
GINS4	3.94369480214366
MYO15A	3.27011863502050
AP1G2	5.79714586605071
RBM42	5.66578794215642
HCN2	3.60463161127375
UTP3	8.16152434777923
HNRPA3	7.67887894440817
CKLF	6.01889850678044
U1SNRNPBP	6.4861500540296
FLJ20674	4.14101351270884
RUSC1	6.90847902398818
MBNL1	7.11561982367746
NUP160	4.81633692729075
GRIK5	3.89648623806919
USP21	5.49704352521048
FLJ22639	4.05854770102749
HAND1	3.10427592866276
ORMDL2	7.22095009287824
SERPINB1	6.65451497497561
FGA	3.14289559742619
PRSS7	3.06667802101446
IGFBP1	2.89678979297714
SLC1A1	4.33412799727934
DHX57	4.47392865674557
PSAT1	6.02960334812109
FLJ13195	4.68254213225447
GDPD3	3.79818521033612
PTPN21	3.50709051127771
TBR1	3.00391828644292
TBC1D1	5.24006094479034
IFNG	3.31639796699081
FOS	9.06433095992569
IQGAP1	8.34328603649674
ZNF226	5.58342759926443
EMD	5.48814181791665
RETN	3.85383959742695
APH1A	7.33285661458266
C14orf1	5.14068422680752
PUS7	7.55683181013183
PAFAH2	3.93212326908431
NPEPL1	4.92360368543293
RP11-114G1.1	3.43194093605138
TUBB6	9.39033980713045
FOXL2	3.1329096277784
LATS1	3.54450298319079
BAZ2A	4.86961398612004
KCNQ2	2.90567960481114
SPOCK2	5.83341332581093
MARCH6	7.9822277618148
MGC10334	5.48483641277926
HTATIP2	7.0143922296098
CENTA2	6.59184291603916
FGF2	4.27847895142044
FXYD7	3.30101830170156
CCDC33	3.08420679567063
PRODH	3.73703273463078
DDX6	3.57974613490819
SLC43A1	4.02639950151811
NTN1	3.29075235929869
ING4	5.23223192201733
DPH2	5.33298673879937
ZNF313	7.15847378572719
VPS28	8.29651409313968
FCGR2C	3.66130437044055
DIAPH1	5.85780354556279
CEP76	4.4240459289867
CORO1A	5.0304278691383
TRAF4	4.13250223988357
ZNF460	3.06125449533748
RRM2	7.92417332829396
EDG4	4.32190759440973
OS9	6.61301063801303
SLC4A1AP	5.64830436391677
COG5	6.75335601851112
COPS8	7.21507095114547
NGLY1	7.688297057638
AKAP9	5.54968797443209
NCBP2	6.7614949288227
C17orf42	5.88384295416019
GPSM3	4.55087134864484
SLC20A1	8.623596984784
SIL1	6.1319525466871
LDB2	6.34416341274782
ASB6	5.16549051893927
KLK5	6.90889649026067
SMAD5OS	3.29581909064009
UNC93A	3.36376688782951
SPTB	3.79286504490484
EFEMP2	7.68052907733443
EFNB2	7.62742957268052
C21orf62	2.97182628490831
PCM1	6.29254772152702
FMO5	3.52541757660758
TSG101	8.6588987592196
CEBPG	6.20862999386106
GTF3C4	5.49779094001081
ABHD3	5.70992550855277
TNFRSF1B	5.73701736001539
CLEC1A	4.04905118111733
IQSEC1	4.97818264275054
PIGN	4.11329435058877
PATZ1	4.02197422070455
RBM22	7.92957681692655
AEBP1	9.70369915283933
BAG2	6.34588571346119
PAQR5	3.20633579355297
C9orf127	5.52349998115152
THNSL1	3.50336319255727
ANKRD2	3.63260843473376
JAM2	6.10225623422224
SNRPN	2.92595649466871
ALX4	3.55713317950369
FAM130A1	5.32567547247715
CACNA1S	3.30541413730578
TRIM38	6.46723076967255
CORIN	3.06793650757685
TMCC1	5.37075963147766
PCLKC	3.39808358414723
PLEKHG6	3.46778612639485
LRRC40	7.29947313776764
SMG5	5.37794550406114
NCAPD2	6.08867745805362
WNT2B	3.20333739748985
DCP2	7.26223523912481
ASNS	7.8378883218543
MRPL49	7.91195614349392
TMEM24	4.36382930260033
RPL18	11.0719788164814
SMU1	5.57533057689249
ISG20	4.69878837498277
CASZ1	4.08215683957196
POLR1D	8.9685473602035
GIN1	4.40140962343815
TMEM177	6.34676232204769
CDKN2AIP	5.01640161292150
KRR1	6.48833994819235
CXCL1	4.16050174755569
C1D	7.7603748925524
EPM2A	3.6813540264099
LDHC	3.52008497623175
PC	4.17170716922652
PDZRN4	2.86556545616333
FAH	6.18669505963109
UBE4B	4.23268397060217
NIT1	6.34175049648884
CDC2L6	5.07288118516054
BTN3A3	5.83707553418628
PAX8	4.64621446861106
PRO2012	2.943746303531
BEX1	4.04176458000308
COMMD3	7.68521909826277
MRPL40	7.61763022636126
SLC2A4	3.6675122292734
SHFM1	8.36660983229023
PKMYT1	3.54946601304195
FEZF2	3.45681648945451
DUT	7.4768155340922
LRRC59	8.1164145622616
LY6H	2.92981544161784
MAP2	4.75042649088981
LYL1	4.54332558282076
EDEM1	5.7599883208602
NOS3	3.30203530972837
ZNF34	5.03653903693744
ADH1A	3.64891619865276
CYP11B1	3.02993910885356
CDC73	6.42905754379528
GPR172A	5.89795981236438
GSTM3	5.67195574617203
C19orf54	6.28572928396824
KCNA5	3.76798739909138
FLRT2	5.88690136872583
WRN	6.43280744304629
ANAPC5	6.96560199905392
SDF2	6.76951917600326
KRT8P12	4.15274980362499
DZIP3	4.01484304867054
C15orf24	8.0747000716628
NFATC2IP	5.80898724380121
RIT1	5.0732768259234
RHBDF2	5.5055677163256
SCML1	4.81792702739265
MED9	3.73744489897898
RAB13	9.8355419735939
FBXW11	6.07750405638688
ETAA1	6.03090905707798
C14orf131	4.2183783196792
SLC12A5	3.59451915502406
PHF14	2.91177232118234
NRIP3	3.99469370385842
TMEM121	3.47057832527063
NOS1AP	3.94942591082081
FAM3A	5.2263076694894
RPL13	11.4000481440959
PRDX2	10.2822519403502
SAP30BP	6.01418907664408
WDR76	3.39779212201962
PRMT3	7.01986844002195
TRIM10	3.60274371297223
FAM82B	6.05897618333295
GCNT4	3.07850168221899
MAP9	4.2418519699639
GPRASP1	4.35563808722945
CXorf36	3.6185879252032
CDKN1C	4.77061520220201
DSCR3	4.81670478764736
ZFAND3	6.12437440863793
C7orf43	4.90591780901383
HSPH1	8.26641225790016
SPSB3	5.91751931614595
AQP1	8.01883128640638
COL17A1	3.44401329772151
GFAP	3.57117768292696
CDC16	7.5057857548719
KIAA1614	3.11331676851209
PRSS16	5.18929341638829
KIF13B	5.9393899102941
PCDH9	4.12362082578577
MKRN3	3.3588943547004
ADAMTS13	3.77291356670639
ITFG1	7.85475502923942
TUBG2	4.01618071600165
TTYH1	2.9017666053636
SFRS7	8.79681436503414
C3orf18	5.13438417222708
FLJ13236	3.14715740235023
C18orf25	3.80454937007199
EXTL1	3.73072945926003
RANBP10	4.08280670539665
RARG	3.89195155431391
MYO7A	3.66042630780874
SFRS18	8.00316599184831
CD96	3.66608841864562
ACVR1B	4.19842375818618
DENND1C	4.25580644448886
RBMS3	3.84174169471163
SLC41A3	6.42942883494203
PSMD1	7.9322806340779
DGCR6L	3.01652607573344
ILVBL	5.25610327773326
CSNK1G3	6.94422787769836
RNF186	3.68154115661956
IFNGR1	7.40271960412856
MAGEL2	4.03355911085138
TSPAN6	8.46610671543533
SLC29A2	4.66143159732697
MSL2L1	5.58080151980335
MATN2	7.61314939163353
ST6GALNAC2	4.8914644449237
RBMX	8.34901903092194
MPP3	3.85680904459624
FGL1	3.87599892086733
PSORS1C2	3.47882811601312
RAD51L3	3.51494503738281
ARHGEF6	7.20562771715741
TGFBR2	5.63840287913289
ORAI2	3.96926547890652
CDC123	7.00278841001442
IL33	4.7345222325549
DEAF1	4.82185376451161
AMN	3.63699316599196
MSLN	7.00959167754842
DEFA6	3.46277134294397
WWTR1	4.75247048549844
COBL	4.61017496155564
PPP1R16B	4.58112781391591
CIB1	7.68539064864075
TSSK1B	2.88911492736615
GAS7	5.04120042350274
MDN1	5.90133952018998
HAAO	3.92833592833802
HLA-DRB1	10.7581322080112
CTNNAL1	7.16284244464961
TLE6	3.32657884391217
CIT	4.93603526455087
TNFAIP2	5.32388695389931
FOXN1	3.16761905064907
HERC4	4.04125374038348
DRAP1	5.84453519841459
PEMT	6.27406884293319
SLC38A1	7.80809691006544
ARHGAP6	3.5478266246951
PHF20L1	5.00096742194386
MCM3AP	4.31797299368129
MYO1F	5.297201482852
RAB11A	8.31790704546516
PTBP2	5.70615777509654
SNX1	5.60380527365912
CTB-1048E9.5	5.07553154092343
C19orf60	5.78096881592728
C7orf25	5.03500460572509
ELF5	3.04489317879953
HOXB9	3.00541655966434
RBM8A	6.99921107189243
PARP3	3.98493600487619
ITGA9	3.41574395999705
ZFR	6.43081468073864
VANGL1	5.3021838657288
FLJ20699	4.50384696324666
ACSL6	2.82849824946306
CHAF1B	3.80645738486666
NDUFA3	9.21918551086292
FABP4	11.0886923371190
KCNB1	3.68715576918008
CANX	8.50026542573683
SLC25A28	4.7638913156545
SHARPIN	6.58784342742496
ADIPOR2	7.1551347637553
TTC23	4.22279858717794
UGP2	9.56717137100313
ECHDC2	6.94696640405339
CIRBP	7.31867836822069
SEC14L4	3.53647537009843
SMA4	3.84694433281748
FRZB	7.1495740994279
PABPC1	11.8402626563409
APOBEC3G	6.75939765213242
CUEDC1	4.91625916908316
CLDN8	3.1966680069047
VPS52	7.88005635144156
LOC23117	8.17126339913136
FAT	8.66758888862727
M6PRBP1	6.68304225263523
PPM1F	5.95127119533007
TSR1	6.0278516780229
E2F6	6.03648537784199
TMEM126B	8.56031429003546
ZFHX3	4.64980874639214
PCSK5	5.54440416616006
HEMK1	5.09901818814582
GIMAP5	5.72728679623968
DPY19L4	6.46485282000061
FAM77C	3.61393679614364
CTPS2	5.53258850047687
NDUFA9	7.8275859620343
SCRIB	7.37723449707101
AURKC	3.61328014964686
LOC51035	5.41118782445191
RSRC2	7.89621459188623
ORM2	3.64692835146717
FAM115A	6.17904437258042
EGLN3	4.34117429827673
FZD6	5.53451104089681
PITX3	3.6493804143196
GPX3	9.66332801337503
UNC119	4.96705339302996
NOV	6.04541123094715
GRM4	3.4917734776309
CABC1	6.56095958051202
KLK1	3.72499973977948
GPM6B	7.00922448916115
RRAGD	7.2225092665314
EIF2S2	7.12811376881781
RNF130	7.97803614318772
CKAP5	7.38526760985798
UCHL5	5.87045380678578
C10orf18	7.88012718186263
TMEM93	6.89686405536034
KCNMB2	4.09080053956817
AIM2	4.62957262801495
PNO1	7.20947909772258
ANK3	6.09268827565895
OR2F2	3.14369351456698
GNAT2	3.36505740196002
KRT5	5.63863830503154
ST13	8.01697860818735
SIX1	3.64870559091356
TIMP2	7.0057888294461
CDH12	3.16811613918091
ZMAT4	3.38350430913374
QRSL1	4.34427274246053
CCL15	4.38960967812982
GTF2IRD1	6.78318240326944
CCDC22	4.17618684819639
SNX24	5.41556461578723
RARS	9.01429823447583
MORC2	5.4887246061376
FAM48A	6.16036633097219
FOXD1	3.2479088305757
COX4I1	8.14533576585577
DSN1	4.73719090824015
AMT	4.68606766707719
GPRC5B	6.5900085797243
CTAGE1	3.00218682101508
DTWD1	5.51318772069592
STRN4	5.11474110266332
KITLG	2.99893864871899
HSD11B1	4.81925301513588
HDGF	8.77361472661167
KRT6B	3.36434335325547
SUMO4	6.61647895885321
ARID4B	5.335210961909
SATL1	5.25622553626011
SETX	6.19832468194824
DDR2	5.64456507941606
KCTD12	9.2758487096068
WWP2	4.70250108405979
CTSH	8.58386942362503
FASTKD1	8.04958751717836
PAF1	5.4609996232401
IFT57	8.60573235764699
TMEM2	6.11524340790516
ZNF592	4.66007175498014
TNFSF9	3.53469851215531
PPFIA4	3.36975228301765
CFP	3.58848544535894
DCTD	6.76969127938612
CNIH3	3.41634655308941
MAP4K4	6.66923013201738
ROD1	4.17494015515497
MFNG	3.67255558428662
JMJD2B	5.20086703352947
DOCK3	3.32730497208874
STX16	5.43541465593292
ALDH3B1	4.53103943293992
THSD4	3.09125555219990
DLAT	6.31584761375585
KIF21B	4.2526815998566
FEZ2	6.59375401241443
CDC5L	5.93711937639198
KCNJ5	3.70765528707596
LMNA	6.75779599264594
TBCD	6.03908136316533
ZNF250	5.51423921266468
CASQ2	4.07808612935322
PEG10	5.5118911228407
TPSD1	3.31159104040896
PRAME	4.54850915545334
NP	7.20421619369174
ZNF12	6.6411417603039
XTP3TPA	8.77702620317404
SIGLEC7	3.99998503743178
FAM70A	3.38425716738665
PANK4	4.65376143953586
SNED1	4.67955365586845
HIP1	4.11396530652577
WNK1	7.19269179197364
AHNAK2	6.76349383200941
FLJ10490	3.74399737933317
TOE1	5.72340930666053
RECQL4	4.19357107925697
PPA1	11.6813382613238
DPAGT1	6.58878050388057
HAS1	4.39556185261974
ST7	5.14328480067023
MAGED2	8.25486758282396
ANKRD55	3.61997342915882
TRPS1	6.94513712905959
POPDC3	3.34129729417425
ACOX2	5.28702510418143
TFPI2	11.7005392000599
CYP4F11	2.94750023426545
PDHB	8.40437226940378
ERN1	3.40667810242727
LHX2	2.87371444831326
B3GALT1	3.31564228264943
ADAMTS5	6.00506921540951
NOTCH3	5.15611301934823
C1orf116	3.97272751457596
UGCGL1	5.19158067171949
NF2	3.77331309251743
POM121	3.6800585700675
CLPP	6.79069838764275
MTMR3	3.83776823712580
ATP1B3	10.0836456891593
TMEM16A	3.86829356204099
HIST1H3F	2.73986855922122
TRIM25	3.83696009949338
CRKL	4.8103085240247
HOXB2	6.67024541080348
ANP32B	10.2824876723043
NUP62	5.7948537947564
GATM	4.43335837733335
AP4E1	3.34758893040125
RASA3	3.12030116804153
EDG5	3.26482025713262
CDKN3	7.37612870210598
CDH4	3.46240204479384
PGD	5.81509838347942
TMEM168	7.11468010902645
RND1	3.89377793130417
GAD1	5.1197843182442
MPG	5.34439994467229
ZNF133	5.57290534621604
LOC440350	3.70374519223829
FJX1	8.7528025347729
CLCF1	4.6722839720507
AMELY	3.17505166589589
PHTF2	5.0975795243767
IGSF2	3.66547124678154
TFF3	4.22143829011536
NDFIP1	8.25818443521305
IQCC	3.55712242574502
CUTA	9.6946943386336
HEYL	3.78046327413135
FTSJ2	5.76451507528342
APPL1	6.67555243937989
TNR	3.28472767753142
WAC	7.77715897817203
ADCY9	4.64307702182594
PYCRL	4.82930087972719
PCGF1	5.59097587906143
PTPN13	4.9444879520761
AGPAT7	5.06747063277195
SSTR5	3.46938980110663
CDKAL1	3.08793039642277
PDYN	6.63606930183034
SFRP1	8.10917499273798
VAV3	4.71187089837333
MTMR11	4.49031069607976
SUOX	5.3835283033249
IDH3B	7.13695623369922
STXBP3	8.2212510862249
EIF3G	8.40924965255391
GOLT1B	5.60829126200824
ARHGAP22	3.77532855724901
NPFFR1	4.50796638583611
NPC1	5.68819384601978
ALDH9A1	8.383575104033
ICAM5	3.57024427297059
ADD2	3.79081132094817
RASSF1	5.05976082634256
PITPNB	9.09737955626154
PAPOLB	3.10884633251147
URM1	6.31525185185878
TMEM106B	7.10179618438648
LRIG2	3.91720706913834
SLC27A5	4.139490930335
CDKL1	3.95106909723482
PRODH2	3.67386954291997
SFRS11	9.23095874966442
IL7	3.27573747897433
SCN9A	4.28932886999349
BTG3	8.39905139545003
PAK2	5.52226411480832
ATP2B1	6.92044145304475
GATA4	3.32726206719608
PRKAG1	6.09424895197351
FAM64A	4.95761539836553
ATF7IP2	5.05069778212277
EEF1G	11.4015956832276
INCENP	3.58545382880872
SMAD5	5.71740804961353
GARS	8.31629479175
CDK10	3.99741252384853
HLX	5.36871266359617
ELAVL3	3.79082772337789
MDM4	2.94431511061884
GNL2	8.03661516235492
CDX1	4.3151661502521
PFDN2	7.43828056016154
ZNF200	4.80247268202211
NDN	7.55275586026715
PRR3	4.55636034123645
HBA2	8.36812648228266
FBLN5	6.8023765351018
PUM1	7.9887166670656
CCDC88A	3.92913855838651
TNNT1	6.12533148308484
