Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_B08_547200
Composite Element REF	Signal
EXOC2	3.73849762739698
LSM4	6.87782350486521
IRS1	4.98953448033292
TMEM1	5.36807571310341
MRPL34	7.33646964837632
SAMM50	6.9214549861723
CDC42EP3	5.98756796540173
HSF2	3.84939927832121
SRP72	7.14420047029273
MFN2	5.57558437004871
TSPAN7	4.67158069366984
SGK269	4.13631122270202
NUCB1	7.44855292212018
RHOH	3.97387162697236
MTX1	7.40007981494116
CENTA1	5.11869874242754
ATR	6.92951993120841
IGLV3-25	9.50818575510291
DDX49	5.58195069465284
TACR1	3.59813396304751
SFRS5	7.17406056347654
THAP1	4.91571693261083
RHBDF1	7.31243028651116
RASIP1	6.4937441852947
DPYD	6.69030645116036
MYO5C	9.01168008799402
DOHH	3.33500141488789
POF1B	4.37522401701271
MAPK10	3.54618101351496
ZNF552	5.61087514088707
USP32	5.70319452386458
MED27	6.31611508070714
NCAM1	3.72125765834839
LOC171220	4.47156731183306
PRDX4	9.82477300703055
AGT	3.44508622307149
SLC22A14	3.78761236668232
DAPP1	6.69360563560199
PILRA	4.14727884586289
ATF7	3.74585103882475
ABCF2	5.26343469724349
KIAA0748	3.69106074413999
C17orf85	4.64206513807722
TKTL1	3.27492436838009
FGF1	3.67126721144228
IL6R	5.11592678939092
CHRNB2	4.10202134030538
COL7A1	4.33119523669193
NFIL3	7.90067981690075
LRRC48	3.18903923730751
TM6SF1	3.74350038717579
SPG20	6.67207696422788
COX10	4.65252870561307
DNAJA3	7.60546165824827
ECEL1	3.48230415165603
GCA	6.40053512053103
GLG1	8.28227513344455
CIITA	3.75321878985230
CLDN6	4.45992609345326
EPHA4	5.89870526010451
FANCC	3.61237449436448
MUTYH	6.43711808856613
L2HGDH	4.58795956551937
GPATCH2	4.66358264217937
PSG3	3.02084534982940
ZNF227	4.13036521716949
MRPL15	9.01531772054879
NQO2	6.36802720754677
C21orf59	7.9062523300134
ZBTB20	7.21353797610221
NEU1	6.37550443064244
QRICH1	6.94717344837449
C2orf34	5.7866540073297
UBE2L6	9.27846193618636
HP1BP3	5.6016334294853
MED14	5.00232247514279
TSN	6.50238399463297
TPBG	6.45740668162153
SPRY2	5.32311291266626
LZTFL1	6.46499661181446
OSR2	4.09708421503094
KLHL7	3.55866558848142
XPC	6.74406823221792
GMFB	7.64860784531428
PBEF1	7.53845561906839
CCR3	2.82231661078787
AGTPBP1	5.8331530934601
TMEM8	6.26317777491311
PCSK6	3.36897729970491
STAT5A	4.88606967501261
FAM18B	6.63911864912984
PTPN2	5.70082691818879
SF3A3	6.02084806207578
EFCBP2	3.65431261368573
HCFC1	5.51224989854364
NFYA	3.78003938346742
PBLD	4.96468291123629
PIGF	6.73455499872976
AHNAK	7.35641569992349
ACTR5	4.26526392779379
KIF14	5.32474983905689
PTGER1	3.76451386042939
NOS2A	3.08735341566813
TENC1	6.63026412503858
YIPF2	5.55770710350499
ETV2	3.03438506934380
KIAA1012	7.40915977293628
C17orf53	3.74079057278528
AHR	8.78899735431474
PTPRH	3.38283296920518
ATP10A	5.02947950293717
ATP6V1C1	6.12758491282849
DPH4	6.56853150930619
TAS2R3	3.03733346106009
C5orf5	5.95441643138651
KCNA4	3.58235035797642
COQ10B	7.55376965971644
NMNAT2	3.95891975680353
PSMF1	7.66320149663946
SORBS2	3.90396778423564
NFE2L2	9.35807795752231
SH3PXD2A	4.93655194792234
NRF1	4.03590170627462
SPINK5	3.87939899513375
SH2D2A	4.79935277541753
PRDM12	3.12498566573027
RBBP6	7.57975062264722
OPA3	4.74682171248243
PAQR4	7.04408038889362
IFI27	11.2695758758387
SKAP2	4.66974537447834
TJP3	4.83336690055646
C9orf61	3.46832585511584
MT1G	6.90646144653837
HS1BP3	6.67682709525224
IDS	5.34708144845805
PARG	5.53981658908521
OR2B2	2.85789986447869
DYRK4	5.67424346207297
MICALL1	4.8188646478047
GALR2	3.04116682784181
CHRM4	3.5466571153435
RIC3	3.72389181676374
GPBP1L1	7.93144746802664
ART1	3.23536860200483
TBX21	3.43818066629779
DUS4L	4.50041837498957
KCNJ6	3.35650932916550
TNFAIP6	4.9683348346698
CCT4	9.79143547587906
RTEL1	3.83378399863171
CASP5	3.67604207144109
CHMP6	4.1568007668964
BRD4	6.46408801546169
NDUFA13	9.02976104578345
CYP19A1	3.36781397696754
CD151	7.00761264191184
DOK4	3.57003935375555
FAM26B	6.54186467698659
ARFRP1	4.56891670484622
MRPL41	3.19051556572663
CRYBA1	3.02472170474629
HRH2	3.68507191659382
KIF25	3.51254541446551
MTMR6	6.22795725431778
SCAMP3	7.03191721287928
MTG1	5.17185434980688
UBTD1	4.07833293429764
SOX9	8.9035994534655
CRABP1	9.38239064514874
FLJ33790	3.50786975119370
FAU	11.0029591922203
DTNB	3.752895919431
CARD9	5.0519858741063
PACSIN3	4.04178496304559
OMD	3.99536209222701
HOXB8	2.88268875521352
NSBP1	3.19918915881528
SLC4A5	3.79010951993398
FBXO46	6.526157246258
UGCGL2	5.33266120139936
SVIL	6.27904898756286
OAS1	6.83386041815504
PHB2	10.0207887305221
NDRG2	4.08554993587869
ERMAP	5.5750805487109
GRIP1	3.06643890430841
APBA2	4.2631476806261
TCF21	4.37701176371777
JPH2	3.13479807800088
DLST	6.36989030113306
SLA	5.37586935077658
AMELX	2.95920399927492
WNT6	3.26008854782022
ATP2B2	3.76224759250879
CPVL	7.00829730283197
RGS20	2.86382991205911
TRAM2	6.09775583982433
ZNRF4	4.35750032500324
ZNF419	5.37487126809981
LXN	7.4924013798337
TLK1	5.04912398958878
UPK3B	6.03672699571605
MTMR12	4.00675237866981
KLHL21	6.28632452712117
ZNF384	5.11804393029527
PI15	3.37159507322929
RER1	6.06923356751622
ELAVL2	3.15242813754246
KLF2	7.15537244081535
RPN1	9.1832496439536
PMVK	7.26657067515156
EIF3D	8.63183881633287
SIX2	3.67530368398313
HPS1	4.92142138875998
RNF7	7.5665966716077
TFE3	6.19445539192935
C11orf17	4.76557292600627
SNRPC	6.76475428035656
KCTD13	5.46470278276083
DLGAP1	3.18917953159568
PGLYRP1	3.57617914904222
IL8	4.53066137075751
IRF7	7.6800494460332
SERPINB13	2.84683905614382
SET	9.56440642054578
NAB2	4.97827928241137
MGC40069	3.52047876863698
BLR1	3.27629042222505
LRP5L	3.73191995972553
FAM120A	6.93481071691478
ASCL2	3.02969921552785
PCDHGA10	3.92785887288318
SHH	3.22381671714656
SH2B1	5.3822109328741
ATP5H	10.4922440325380
THPO	3.23990672565433
HIST1H3E	3.16394643806655
TYRP1	2.95731507669477
EIF2S1	7.13404647377178
RFNG	5.62936184556322
RAB20	7.54760049384719
TNFRSF17	4.78135370975417
RBM7	6.9275950598295
TMPRSS4	6.61344383343063
NKX2-8	2.96020437390655
C1orf115	7.27700766852274
TAF9	6.99538072604027
TERF2	6.80545478628017
TNFRSF1A	7.98010740664852
ACADVL	7.04209568524795
ISCU	8.86772997518048
KIAA0841	5.46258626886768
GTF2H5	7.87816479035695
EDG8	2.82882071069704
RAB15	5.5976534132623
HBP1	5.27549609463131
TNNT2	4.42187760481889
CECR5	5.5466054265078
JRK	4.68927895976558
PHGDH	7.80605601590861
XPO4	5.0239302836324
ARHGAP25	5.18786868147678
CA9	4.1653420742282
TLX1	3.21426516009017
GPS1	5.72717781759849
RPS29	11.7273096505825
MKLN1	5.97335701568396
ATP6V0A2	3.81039845582072
EMR2	3.45983093835375
KIAA0319L	5.08140200411339
DOPEY2	4.36047097619400
SLC29A3	7.34796949230715
LGALS4	4.06255806803175
SDHD	9.0278523528
USH2A	3.09941876647378
NF1	4.20199494963471
IMPAD1	5.25733877846787
APOBEC3A	4.45864628849311
OLR1	4.78868109918134
HCFC1R1	6.78627950015898
TAOK2	4.33630660022716
NRAP	3.70054491477029
PPFIBP1	6.12814728797651
LYPD3	3.9327202818192
BCL7A	5.42096301482277
AGER	3.53705828066627
MCM10	3.45997773216129
MAP4K3	6.86800534139365
PFTK1	5.96978427361514
CBS	8.29945483114234
CLK3	6.18377317395837
KIAA0753	6.11900077792547
GABRE	6.30754742805478
FIS1	7.78253817003084
ELF4	6.45929840410667
C11orf49	7.40402631682095
CLIP2	4.05136894171788
CLPS	3.93520597351595
PPCDC	5.53836692623824
KDELR1	7.10104017268714
NT5E	5.77060522191469
FOXN2	3.52485432764266
NCSTN	7.43711199121596
PARP4	8.41580184564041
CD83	7.08303175937389
NPY	3.78988442982768
IL18	5.0410260852761
BEGAIN	3.31412820379445
VPS16	6.66986245429286
SLC16A2	4.95345031200783
SLC35B1	7.38572563890261
C4orf20	5.79315477857155
IGFBP2	6.96036100373143
NOTCH2	7.96393076706243
SIGLEC1	4.79090853989945
SLC9A2	3.54517636247113
CD93	5.6923154978451
CEP164	3.92087282303943
P53AIP1	3.16555016855519
ADD1	6.59189483497117
ZNF136	6.65528646280491
ANP32A	5.66987704806358
MGP	9.23813019700268
DNAJC1	5.01802915324141
CCDC144A	3.39421342345075
ACLY	6.16202061980185
TRPC1	4.23607888102512
CYP4F12	3.89944156399790
FKBP5	3.39451973959115
SMS	6.60215400958639
MAPK7	4.46421617591942
RRAGC	7.97739339482838
PARD6A	4.47651816950984
CCDC85B	4.32032914636014
SYNGR4	3.07699120740180
WIF1	3.09875626699067
GCH1	6.91143990073573
STRN3	5.14573161802574
TMOD2	2.96742188451403
FLI1	3.88821324180414
DGKQ	3.72408704533461
MAB21L2	3.04171044659057
SCNN1B	2.95997258006375
ECHDC3	6.41913891050925
TMEM106C	7.20858504750783
CSNK2A2	6.00133345299142
GPRIN2	4.87574682082905
CPA4	3.75791458208508
RPL39	12.5300376373288
HERC3	3.74056084516012
MELK	6.7699096576994
IL15RA	5.28213059479013
HMBOX1	7.69476117323938
CUL3	6.001266440167
PODXL	9.72755146890047
CCT6B	4.36544873663032
GPX2	3.99598722876202
ITK	4.34160650243941
CLIC5	6.7945428862146
RABAC1	8.8365886047429
YPEL1	3.78537982709427
DNAJC4	3.94624441566508
NR1D2	6.89863339870482
KIAA0776	6.22962035632384
FBXL5	7.00916570300262
C13orf27	5.08893943655057
DEFA5	3.05694475915601
TRHDE	2.91371447992506
ZNF536	2.94060923487496
MEF2B	3.85021707944383
UQCRQ	8.83050814707647
ITGB2	7.88855551580667
PTPN4	7.31195655621637
STX5	5.02546233859417
CD72	3.80242919482413
ERH	9.72480577937916
XRCC1	5.90299063289123
VEGFA	5.83397745182558
MPHOSPH1	5.02223318401969
MORC1	2.53974903837355
PARVB	3.73839083249274
ELL	3.52137878736841
SETBP1	5.23451647776019
CDH11	8.14594644596286
NDC80	5.24578696897201
GIMAP6	5.15721014273254
AREG	3.86356745315739
BAT2D1	8.33691905914735
CDS2	5.863048065338
LIPT1	6.39825885075101
SENP3	4.84826704689721
IL1F9	3.34679396739545
GRIN2A	3.50022262622208
MAN2C1	5.79520735196538
NSUN5	6.4495442722737
SF3B5	8.17617314910749
CEP72	5.06338964984115
MYC	8.24145530414185
NRXN1	3.12594328052805
DECR2	6.16134196950393
SLC37A1	5.23701341009595
SUPT16H	7.78465101885575
MUS81	6.70742001100902
PHYH	6.59380027883919
ULBP1	3.21179370272722
OIP5	5.03538928953947
IL10RB	7.38488108821818
OTUB2	3.40584780912881
NELL2	4.87357769101333
MAPK8IP2	3.97233837444617
ARHGAP10	4.26389283110713
POU3F2	3.36073659253920
RPLP2	8.33333882093476
FGF22	3.21167578838532
PSCD4	3.95253011270793
TRAPPC6A	6.57707760211556
C21orf2	3.74594610511106
CEMP1	3.01488628448503
IL1RAPL1	3.18777899427496
LIN7B	3.71865097483470
VCP	7.99596765422896
NKX2-1	2.95489933729074
BGN	6.81604839351702
LAMA3	6.84252270244833
APOBEC3F	3.14925280998372
COCH	3.42278135169954
SCGB1D2	7.41806208114222
SP4	3.32717460854343
SLC11A1	3.88287827913053
ICAM2	4.86235519418392
C21orf25	6.45803782356665
SH3GL1	6.36709195747132
RALB	6.47755509552163
GSK3B	6.88309370177322
GNGT1	2.85200394036701
GPD1L	7.23037891699541
VPS37B	6.73678806275133
TNFAIP3	7.84093674054992
C6orf32	4.32130373157265
ATG3	8.49781542088978
KLHDC2	8.23018436581073
NDUFV2	8.37334788791618
PANK3	4.38579382395022
BLK	3.07992564310167
MATN4	3.32939247338203
GPM6A	4.10371009096644
WDR82	8.54520488455638
APOM	3.86802465840558
PKP2	4.59116905563330
C1orf135	5.26418270683869
TRIP10	6.53608544610717
HRASLS	5.2835414194453
TESK1	5.78797656761996
FSD1	3.69701452356148
SFXN3	6.38351037363732
MMP1	2.7980573238302
CA12	5.48522483169098
ZNF611	7.21930901767529
C19orf58	5.99305006419128
NCOA6	8.37834248824684
PDE6G	5.13530628960745
PPP4R1	7.17773628872275
HLA-DQA1	8.41842231463502
GCLC	5.42286615318616
MAN1A2	4.54211745706424
SEC61A1	8.44210888163648
IKBKAP	5.77574167933158
TWSG1	4.0851493786481
UPF1	5.9530347936144
KIAA1219	6.10191461597276
CTDP1	4.54864026130131
ZMYND10	3.64118057699918
WNT16	4.21407301985422
ADAMTS6	3.04090455422351
SNW1	7.90791992284865
IL18RAP	3.95976382765081
RPP30	7.37808485795276
KRT86	5.07251732877935
CDC40	4.92636884429779
SLIT1	3.62309078617769
KIAA0574	3.53521615774572
GTPBP2	4.67204890040149
SETD3	7.30678014042129
C15orf44	6.05190076706238
PRRX2	7.06584110340629
GPR110	3.34535015199522
C11orf10	9.9587769509356
MKKS	7.62006664398865
ELK4	3.56362094615464
ACOX3	3.70257527257614
ADCY1	3.20987320250109
KIAA0372	6.85958710666613
TP53AP1	4.7545210688882
RHBG	3.68852224039906
SMURF2	7.72471628241993
TP53I3	5.70474481408431
EBP	6.19875930778427
SLC22A3	2.76285594782305
TOR1A	6.69351152339172
P2RY4	3.48039183380006
TRPV1	4.06758584371339
ADAMTS12	3.33872890296928
PES1	5.80938927027042
UCP2	9.35981509757396
ATG4A	4.84388387411199
FOXG1	3.68666327036244
MAGEA10	3.92238468841381
WFS1	6.45975140838362
TRIM24	6.15304974406809
PABPN1	9.86945744784113
PROC	3.61609548500115
SLCO1C1	3.24626292006167
SLC25A30	3.25384041748320
SLC22A5	4.82481611719756
DEPDC1	4.45965236493284
KIF23	5.80206675052159
SYN2	3.7907318907868
ASPN	7.63331000974203
CENTG2	7.19182070159416
ZDHHC17	4.91949313047138
VNN3	3.18170111277562
KCNH1	3.41055059610640
PPARD	4.89699548301989
PSMAL	2.8042833859185
FLJ10815	4.76448399494619
YBX1	10.2265033321014
STK24	8.94986481702044
SPEG	5.87215378165434
STK10	4.88393773664385
ZNF695	2.80712031864788
SCTR	3.05677710831098
AAAS	5.34439100430819
SSX3	3.29983796411927
ABCD3	8.03080805122547
MTF2	7.0958056887506
FIG4	5.83644616342343
TMCO6	5.5958743614846
C9orf46	6.79362563293923
ATP6V1F	8.47705637178023
IGHMBP2	4.57324082870528
CCDC94	4.7319268976335
EGR4	3.35120709773701
DUS2L	4.38082830000489
FAM3C	8.90405114428451
DCTN4	4.9331071042703
EIF2AK2	6.41327837758669
CST4	4.10148860147501
CCL11	5.7838409330693
LMO7	4.01249428301493
PAM	8.43686261292052
NUTF2	8.35896770855804
ADRBK1	4.99477655733943
ZNF84	5.99555186980884
SLC39A4	7.94951496730717
CITED2	5.41574537815861
C12orf49	4.34352257675822
GRM3	2.88852300140894
CCDC49	4.41640467228994
STARD8	4.07379377468247
FNDC4	4.35714066415497
SIAH2	6.8234993166762
CCDC103	2.98702776210504
ATP5A1	10.7140194918272
HTR7P	3.43390566391713
LALBA	3.17158929179268
RMND5A	5.15476898272923
ATP5J2	9.65864526335101
PSCD2	6.86399074732131
MMP3	4.03071579303423
ZNF409	4.07857464818039
CRHR1	3.40447128338525
WDR70	6.70712022593019
ZFAND1	7.13769037861644
CCL18	3.68020132685425
KRTAP1-3	3.00096914061647
RINT1	5.61432264166321
NRN1	3.43473460244039
SPAG5	5.43760084068487
KIAA0408	2.64737113725792
F13A1	7.09148122913933
DNAH7	3.25582761802398
SLC10A1	4.04665226575076
BRCA2	3.86907765661823
ACADM	7.63861797882965
GIPC2	3.18800924060498
OGN	3.39465109147488
RAGE	4.99103824036856
XPO6	7.13763800791459
FMR1	9.25831773303399
DUSP3	4.72507236416347
ANKMY1	3.63261941680018
CHMP2A	9.09436800471378
FAM8A1	7.34760906918237
GPR21	3.8470184330446
BBS9	4.66367329872966
UNC119B	6.99972204926282
SLC12A3	3.33630891599404
ZDHHC7	6.99185292300443
FVT1	6.03088094449257
ENTPD6	7.29764552205392
PPP1R2P9	3.14956309117613
ERCC4	4.67400267312856
MMP8	2.96602333449942
HMHA1	5.40149230517325
RAD23A	7.97213789125708
ACY1	6.76928903383039
MT1E	8.29716089255913
PPP5C	4.82250956545954
GPR20	3.59288242220057
RFPL3	3.16742917182168
GHITM	8.7582241298489
SCAMP4	5.01337754175362
NARG1L	4.65018336417236
MYO9A	6.4343439292047
BLMH	4.54126869669807
NDUFB7	7.35163671148049
ADCYAP1	3.33621124189269
SP110	7.02641284172854
MIER2	4.1938489699981
KIAA0513	4.10841661713324
SH3BP2	4.03993628654442
PNMA2	3.68663035989374
MAP3K7IP2	6.65537698699812
AGRN	5.15311238492206
CEP290	4.71997855477782
ANXA10	3.29974198083602
RTN2	6.44486917488427
C14orf133	6.18879542467074
PRPS1L1	2.85692451630971
PRPH2	3.64668988049825
KLRA1	2.88285263143506
IRX4	3.10770141717411
GOLGB1	7.20096294294183
GPR97	3.42824489129772
NFKBIL1	4.10965596785092
CHD7	6.56195062478126
APBB3	4.5317777730982
RPS10	9.7978609717482
HIC1	3.01511010272945
TLE3	4.76049255956116
PSMB7	8.88075917538923
IAPP	3.41881436369307
SHQ1	7.10086682410205
API5	5.78673495829486
GP1BB	3.7129976354671
FTHP1	8.27542092904732
TRIM6-TRIM34	5.05194290646018
SLC6A1	3.62840838184544
OCLN	5.24872341060793
NAGLU	4.48268352966508
PTTG3	4.24724999618465
FAM117A	7.72995954483755
SPRY1	8.07671987470158
FLJ10781	7.39532074781671
CDON	3.64551859278628
SH3YL1	8.96945485576501
IGKC	10.5780911639508
TREM2	5.27819647254745
MMP14	4.91765488442889
SERPINI1	4.2333727502508
HDHD3	5.49346507166582
DYNC1LI1	6.64364319073711
FASTKD5	6.35093999062845
TDRD3	5.57499026934813
THSD7A	6.87564971776194
NDST3	3.08559288664840
CXCL2	7.49335243371914
DHRS12	4.12930078510028
MAP3K15	7.87205765799597
FBXO9	6.61632549179204
APPL2	5.16852690785978
TNPO1	8.02207618564808
CARD10	3.87330141486336
MRPL13	7.73526099619329
SNX5	7.69391812917336
EEF1D	7.36377022915974
RAB6A	3.76719821484281
SOD1	10.3535988786488
C12orf5	6.062959019122
PACS1	4.81470283384354
PAPOLG	3.26610438112641
CHML	3.378691611714
SIRT5	4.89712828391114
MSRB2	6.63402121774116
BCR	5.36807931097808
PUS3	6.37034206172422
CAPN2	10.6880203869067
FXYD5	7.2852085975033
TWISTNB	2.80176933024705
UBE1L	7.31790952892541
UBE1C	7.76019669861283
CHD2	2.97488166146734
C15orf2	3.04809984520354
FZD5	4.74829851186073
NR4A1	6.01040329527075
LOC339047	7.48768255618887
TRIM17	5.01520574678085
ZSCAN21	3.24390555632286
RPL15	11.3259943579085
ATP5G3	10.1911113386038
PRC1	7.03145941471625
ADAMTS8	3.23636958121718
ABCB9	4.44372970487261
HOXC4	6.8924146886791
TRAK2	6.49732767373497
STAB1	6.41953693701804
CEACAM5	2.98096087191137
MYT1L	2.79672932457869
RASA2	4.64778744278322
LRRTM2	3.32897877449716
STAG1	6.4174057333484
OSBPL7	3.56593089515283
GIMAP4	6.13655734023298
FUT3	4.37516925375833
DBI	9.11245716542328
LPIN2	5.10284218070187
PAPD1	7.15491295828849
APOOL	4.47618563194884
DIABLO	8.23192515683674
ARMC9	4.60592876658119
RPS6KA4	5.56018482404577
TRHR	3.02395717878308
SLITRK3	3.68758456559751
TGFBRAP1	5.14431235945468
FAHD2A	5.62518487571055
CNTN1	3.49883204572264
ZNF211	5.8191558356287
BBS4	5.58525346602324
TMEM181	3.09945681161737
PFDN1	6.35391071006528
MINPP1	6.26029246219219
MPHOSPH6	6.23656724141144
RGS11	4.04417213000572
HOXC10	3.39725733886806
ITPKB	8.06677638238506
HS6ST1	3.48508033880027
AKR1D1	3.12855653658727
TNP2	3.07722499525239
MEOX2	3.30543890936423
EML4	4.37265028526595
SGTA	5.14288500539418
ATP6V0C	9.74043515878757
PRPF8	7.40224780974348
PSMD6	8.76981948608843
HIST1H2BI	5.86876350484087
TMC5	5.6281553685121
FKBP3	8.8119567100918
FLJ20273	8.72902352536425
PLEKHB2	7.62091470056188
RPL28	8.94793312941795
NOX3	2.78040570120655
ZNF544	7.69447745016905
EPYC	7.33250619028746
ELAC1	3.14717013731600
METT11D1	6.8771619466075
BIN2	4.73845855952181
NACA2	3.36738902105882
RPL18A	12.0377612529739
UBOX5	4.52280467475639
TCERG1	7.47960044279355
MPP6	4.20888178660586
KRT16	3.32168468450701
UBE2O	5.42675140751303
KLF5	8.26184356523835
C9orf31	3.55981315712016
APOLD1	5.82284999360426
UBL5	8.73128971355285
ARHGAP29	9.70095007236915
TNFSF8	3.24735822908199
PDE5A	2.94380236284720
CDR1	2.88602053984902
FBLN2	4.66539989670144
C14orf104	5.83200755177839
HBE1	3.34508073963891
ROBO4	3.42566168149544
C1orf108	7.99826494200657
FOXI1	3.01752088214672
BCKDHA	6.84377799056173
RAB4A	7.0699600608552
C11orf80	4.95520282331024
MYOC	3.37475614189299
GIF	3.65590800610091
TMEM39B	4.73374110231786
RPL3	11.3444483029542
THBS1	6.39437594528199
APOO	7.23803978926461
ATPBD1C	6.52346839446118
FARSA	6.06200363340822
ARMCX1	6.32196703123409
EIF4ENIF1	5.81837601821357
CMAS	6.58841155691733
OR7E24	3.29869972503679
TNFRSF21	5.97711926637973
PLAC1	3.71352013855137
KLHL18	5.19079841524111
LBA1	5.01298438624387
MKL2	7.97947622191159
TBX3	3.10319750906590
TAZ	4.69473577857901
CRIP2	7.41821202848293
DAXX	5.36371382646826
ELMO1	5.47879072293045
RGS13	3.01288126530824
DIO2	3.66661410196186
UNC13A	4.41033786528034
TAF11	5.95673825896958
ORC3L	6.10878891692962
PRX	3.33607214364842
TARBP2	6.35417592233019
CABIN1	5.39991806477301
TRIOBP	5.94243253300298
HIST1H2AC	9.55940825084796
RBM5	7.22557299959119
TUBGCP4	5.69498152487125
NCOA1	6.89674406983245
CDK7	6.49275281240131
SSR2	9.01051171550495
IL25	3.08462496852532
CRELD1	5.37827328853188
GPR6	3.15399618168545
SNCG	7.11696640042254
CHEK2	4.7697103446759
GAL3ST4	5.73033040316836
KBTBD10	2.73452946805186
DRD4	2.84437725604853
GDF11	3.93153737070658
SEMG2	2.93237670300671
MCM2	7.29506740522574
CD247	4.62939464337917
SOX14	3.01409677137752
RBMX2	5.58549016164222
KIAA0922	5.2905356913322
TGS1	5.57191381817733
C16orf57	5.14300618605696
SYF2	7.15452734338356
MCM4	5.44343846793194
PDZD2	7.89959202475963
CEP192	5.69195656062279
IFT88	5.70495763248531
MCC	3.71392827471133
RPL9	11.5528331216239
RAB32	6.47732224745754
P2RX2	3.65704166279939
DDX43	2.98716250654394
HHLA3	5.56316368039741
ID2	7.70344749410622
UBE1	9.93052349935136
SLC24A1	4.07174270411983
ARHGAP5	6.97778222194008
C20orf23	4.60193385681534
CETP	3.34842100905882
ZNF688	4.50628433363557
APOC2	5.207866013164
PWP1	7.66531238502227
FAM50B	3.8980389058504
PTPN6	6.6908083625493
BAHD1	5.09799962432225
GPR56	6.41846297843245
GRIK3	2.84045082465262
DGCR14	4.40320672020134
CACNB2	3.23073437795907
PDE10A	3.03902729636906
METAP2	6.46647643576858
RHOQ	6.72678245419084
MAP3K4	5.88448794850679
PDHX	7.68434883974048
RPL23AP13	4.4879977395217
MTA1	5.86868646317515
GNG11	6.90002930446015
ZBED4	4.08353191597333
CLCN3	5.73515468465548
CDK2	5.88579038261088
HCG9	3.29786308355928
SLAMF7	5.46691014507407
CDC37	7.22793787049118
ZER1	4.36818764277957
GRK4	3.2719250295614
PRPH	3.75047944571572
PPP2CA	7.70292566135497
LRP12	3.86951204520105
POLR2A	3.94285997292401
SEC14L2	3.46475587081048
OGFOD1	6.3778044160389
DKFZP586H2123	5.8759509409086
MC3R	3.19047623063496
NOL5A	7.02284746433724
PHEX	3.7761733619469
HIST1H2AB	3.75094511912219
C20orf117	5.60390870490772
POLH	4.41829143634171
DDX17	7.0131500460998
CAMTA2	5.07063231072434
PLEKHA2	5.01050403244951
SNAPC2	4.31637048193815
FILIP1L	6.89487862364938
PDE4DIP	5.88412616473794
LRRC1	4.35044515226142
SCN7A	3.10392934740517
GAS1	7.60504222818405
DGKA	5.35599570406307
PEG3	3.3193707177258
NADK	4.76467967854433
SGSH	5.99493284402555
CXCL10	8.17600996773457
GALT	4.92519058375134
MCF2	3.03464382949263
ZMYM4	7.22778190931795
ZNF263	6.98761115905123
STK32B	3.38669217029851
KIAA0888	3.40481466111789
TACSTD1	10.3626258389044
ATP6AP2	7.2687802684073
TYR	3.48654916694846
GDPD2	4.87949304170966
ABHD10	7.00058118428024
TACR3	2.87551989312350
SLC35C1	4.41322542742667
KIF1A	8.28006856497882
VCAN	8.01843995411451
HERC5	6.00270670203053
UBE2A	7.67689831274027
SYDE1	4.20652225996706
ELA3A	3.17318043519577
TM9SF3	8.90808187461213
HAO2	3.62377177965672
RNH1	8.3338506134001
MAFG	5.49443337073967
BICD2	6.55511626630229
C14orf43	4.7736958089451
CDH7	2.96319269763247
JUP	8.14965968184428
SHANK2	3.98204867407038
OSBP2	3.42611167402242
ACOXL	3.06738200270971
DAK	4.95122805616786
CBX3	8.75308542577937
C3orf58	4.15768492872181
RBMXL2	3.07559323307166
TCL1B	3.44919487672056
FGF13	3.993487042454
KBTBD2	7.31576263841043
KIF3A	3.90732851162342
DCXR	7.88176474941866
MYL9	9.73362836958802
PDIA6	7.21364728470368
CDC23	6.46943240722171
CASKIN2	4.97154179986371
PBXIP1	5.38934315396437
EHD1	5.64489838583346
NBL1	7.58622097932863
MARCKSL1	7.83683820429565
RAB11FIP5	5.55400489998212
CDKN1A	6.15166275123235
NCK1	7.3998226484343
SAPS3	5.93703790537332
ZNF550	3.22973769315349
TRAF3IP3	3.9088668126448
LSR	7.76946479675062
MIS12	6.06494221101415
KIAA0774	2.63260621612433
CXorf1	3.65397655694105
CUL7	5.64448080559811
DIO1	2.89237114296057
LIPC	6.81203791899053
EIF2B1	8.35522337724278
OMP	3.06325830134227
HS3ST2	3.84383711382803
C20orf11	7.38864864693342
CTRL	3.11756812181613
GSTZ1	5.44725781203852
PAK4	6.54617347564087
CCRL1	3.27060473394607
RNF10	6.5239197552388
MAGOH	7.35019517346061
CENPB	5.50595810313615
C19orf7	8.16792020234129
JMJD1A	8.3604985714946
GATA2	3.80818668516853
HIST1H4H	6.55681111644166
CELSR2	7.63449434927451
GABRA5	2.93672230771425
STAM2	5.1656648606294
GPC3	3.89330893821208
GRP	3.43924081305943
SV2A	4.2826629968297
EBNA1BP2	8.22973754648841
TAF1C	4.43334602342538
MAGEA12	2.6763190038605
GSG1	2.71885694521038
PDGFRA	6.25295627372429
CACNG1	4.27482742389162
CIAPIN1	6.2577157100293
CSTB	10.8117564601745
FRMPD1	3.38207250485420
PTPRJ	2.96092347574002
ZNF668	4.31388845453469
PLEKHJ1	6.00649918184595
ADAT1	5.24762450250443
TMEM50A	7.8798020621367
CENPI	3.78434998608806
HOOK1	7.19864347031677
RPP21	6.78010488286054
GTF2E2	7.362367259365
IL17B	2.98202446896545
CCNF	4.04960945168843
