Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_E01_452050
Composite Element REF	Signal
FMOD	7.17386512744792
IRS2	8.5096009370034
C21orf66	6.00008426903776
LUZP2	3.54873196952094
CLN6	3.95535707015972
ANAPC1	6.45597908227337
PTPN14	3.61369899020066
APTX	6.89167645736839
SNRPG	9.83460683943709
BMS1	5.98196752441924
NFATC3	4.25017421002157
ADCK2	4.81479043896011
ZKSCAN1	5.78040510043349
FASTKD2	4.33300107495753
ARS2	5.63274531633632
LRIG1	7.51460523003971
KCNMB3	4.05605486268197
ERC2	3.00608222614895
POFUT2	4.65548235480989
PRKACB	6.08866904807923
PRDM13	3.68394541552060
KLK12	3.65163652583423
ZNF354A	5.18795489068625
PCDH11X	3.15321956407503
TMC6	4.7626357895177
CAND2	4.5499642915542
RIMS1	4.05811958700038
SF3B2	7.37654115623516
RCN1	7.09914776613168
CPB1	3.38778898110460
BCAR3	5.33117623454821
BCL6	6.06669115814646
MDH2	8.96226960161013
DRP2	4.17499088447049
TPD52L1	6.64939105015944
TXNL4A	6.6494829317792
OR3A1	2.97261954747565
RAB25	7.68535557017273
C22orf9	5.47949276132476
PCTK3	4.4245302553237
POR	5.81105203367374
ARPP-19	6.27919766177079
SREBF2	4.51870273459438
ZWINT	8.02188105706401
PAK1IP1	7.54164528940448
OR10H1	4.03834099089117
ENPP2	4.99776042433725
UXT	9.69715646104764
ZXDC	4.6595204906285
TGFB1	4.61140860800674
SLC6A16	3.56957612212571
SLC31A2	5.1171348125692
LRRC8E	3.82040219993121
ZNF780B	2.97860224063201
APEX1	9.83874507875667
PPIAL4	2.7917645393081
ZIC3	3.66407157720134
CEP68	6.01869140366896
PAX2	4.47506927822272
MRPL11	5.73209194787425
LPAL2	3.04823224834253
VPS53	3.23503766171241
MPDU1	3.96382143420331
PSEN2	4.6889966099978
GAST	3.53013232213359
DHRS7B	5.82754836151655
C10orf28	2.95030821799004
UBE2L3	6.83967561330424
ADRA1D	3.46219332893910
FZD10	6.37855033206031
ATP6V1E1	8.88140442927904
SAR1A	6.64492500302563
ASB1	4.27471213391597
MCTP2	4.44629253197257
TMEM5	8.1824530051045
LCMT2	5.66249377571957
KRT31	3.70165155443312
ZNF223	4.80906184702169
BIRC2	8.44619735697579
IGL@	4.77580918220145
NLGN3	3.86116141953052
MEP1A	3.23012351736417
LOH3CR2A	3.85887455369940
TMEM53	4.06061067730415
SLC9A3R2	3.61902997552162
TIMP1	9.94155551343519
PTPN9	4.81933781036084
ABCA12	3.24519913686982
TPST2	6.70440584361387
AQP6	3.56985977935679
KCNIP1	3.4487413172148
YES1	7.98861994400789
ABT1	4.94387138344702
RIPK5	4.09181257772422
SMG1	4.94835404108171
IL13	3.47243972707684
MDFI	3.62077277727111
PIP5K1C	5.92329456639527
POU2F2	3.67388269479109
TSPAN14	6.05272176595517
OR10C1	2.93011621681566
GPT	4.24201223449355
PDK4	3.38249764380746
CLIC1	9.55025652860714
LILRA5	2.94436390870201
TREML2	3.70081527936344
ELL3	4.55187943389882
NNMT	9.07854451759453
NUFIP1	6.80763046108803
ZNF74	4.36278727712237
RHBDL1	3.68649571833992
HYAL2	5.96528985852116
IGFBP5	6.32730839894207
FAM29A	6.10927225287721
NRTN	4.54855325067811
KIAA0556	5.25239272451918
JMJD2A	5.46742408045561
ERGIC3	9.2394068200122
POLD4	5.09605350379783
EPHB1	3.34358628011366
LRRC36	3.95767419776745
TARBP1	7.13989447674745
ANAPC10	5.23795564665062
C1orf9	7.45168690837774
COLEC12	7.6551206872537
TNFRSF25	3.69715497597434
MEGF6	4.11667551808174
LPHN3	3.94655035227554
BMP10	3.36030592920267
C21orf55	3.59716645045819
SLC2A1	7.40667875110986
CER1	3.7974496833282
LSAMP	3.82954816251181
RPH3A	3.63860969361086
CREM	4.73482071835536
SGK	7.63463703390475
ATP2A3	3.63712421363498
PTGER4	4.33181820433431
CCR7	3.75958579849647
METAP1	6.58702939744433
KCNQ1	3.75419716427684
RECQL5	3.74524244568687
SSFA2	6.21799288990828
NR2F2	7.84270127423004
MTERFD1	7.4896374210907
BCL2A1	3.51334063156191
ZBTB24	4.76930316022955
NLRX1	5.20801446430763
FHOD3	4.33848640677876
PRDM1	4.49703633547815
PSG7	3.35415345316612
ARHGEF5	5.75548653985635
CCDC47	7.01846559344897
FGD2	3.20314648533859
SLC26A6	4.01843384135824
BIN1	5.63669088160393
SRRM1	7.95570302338364
P2RY14	3.34800759702558
PCSK1N	6.8379695273356
PPP1CA	7.16258602039009
ZNF33B	4.94549715071226
MOCS1	4.28352036617319
NAP1L1	8.68836739100472
ECT2	7.18227431458487
CACNA2D2	4.79197672156973
PTDSS1	8.63417192752896
DOCK6	4.19738499307418
SLC38A6	4.48943481379109
C10orf119	5.75168032356601
CCR4	3.54890596396576
COX6A1	9.9015406959116
B3GALT2	2.86038911350337
CD14	7.14486654193163
ABCC9	3.21575145469061
SNAP29	6.98161361678938
TRIP6	6.6902190517107
HMGCR	5.68520433798792
CDH3	6.0002022374219
KLHDC8A	3.33318893373189
IFT74	5.26640854031894
C9orf116	4.85637100371461
EI24	8.6354151257806
CENTD1	5.54639076262135
RWDD2B	7.00125802038689
INSL6	3.42315541576222
HERC1	5.51023272168882
NPAS2	4.16349689575269
NR3C2	4.90049003762628
DOCK1	5.48360497070293
FAM63A	5.11256056754535
FAM111A	7.58881789652422
INPP5F	6.60398938518648
MYBL1	5.49634254057261
HOXB1	3.65021876041292
CRADD	4.67045073652686
EMCN	3.25393070585105
DUSP12	6.52858347504213
CGREF1	4.05131898486618
BLNK	5.08836059457063
VASH2	4.10969836631832
PDZK1IP1	5.47183147275734
SKP1A	9.0140783777405
IL19	3.80515579993213
DOC2A	3.26824471672748
COPB2	9.14042882639939
CTR9	6.34687862205033
VIL1	3.02527273738381
CDC27	5.54112049049919
PTTG1IP	10.4958525876852
LECT1	3.75162271406823
COPS6	6.89376117756428
COL9A1	5.26751952766814
MCCC1	6.5424399826534
GPC4	4.31848199039931
VAC14	4.26236314472746
PSMD9	5.31531612472299
PPY	2.79701650162026
SRCAP	4.54235649429667
PPP1R13L	5.73075194822674
BPGM	6.40817396745595
TTC19	6.37198251248147
GFPT1	6.29607614891931
C1orf114	3.749031893691
HMOX1	5.17948575607156
SLC27A6	3.40322336638897
MC4R	3.00623686484566
CALML5	2.85997082553513
MRPS10	7.68719966926443
PRR13	7.62450454908409
INS	3.0589337535756
CECR1	6.82013610309318
SERPINB8	3.32762377167547
FLT1	3.52126147755793
FEM1C	4.87420373991453
PPP2R4	6.21924224257769
PDIA2	3.00571791200729
TMED3	6.67960433777862
NUCKS1	6.39561728533715
EXT1	7.80436424004727
RCOR1	6.53365898046822
EBI3	3.47562682097258
SMAD2	6.2781910833566
ODZ3	4.65346724079225
POLS	7.03721212134341
NXN	8.56586444002542
PPIH	6.71516875265248
FOXJ3	4.91876571839439
EIF5B	6.74580058038688
EIF2B4	6.11204809761426
C20orf121	4.80696225680269
CENPE	5.50588688934315
KIAA0415	4.90993189340366
CRABP2	8.64094424213431
TSPAN12	7.9846923337658
CXorf15	2.92176159450878
LOC57228	4.95049262412051
ACTR3B	5.06588595939018
ASL	7.05804723110856
GATA3	4.43403144172796
TFAM	5.82642163579647
PCDHA5	3.14347928507453
PARP12	6.72636536084946
PIGH	4.91043302969366
ENDOGL1	2.96603125812518
GTF2H1	6.6646799092568
MPZ	3.32982178982496
BIRC4	3.62489772777981
SSBP3	5.6703781194004
BPESC1	2.82251384440371
FOXC2	3.231227920355
HS3ST3B1	3.08667239481794
GDNF	3.48091306633534
CTNS	4.79329927625507
KIAA0859	6.20825564623305
TRPC5	2.87154592428077
PMS2L3	5.26864964696644
TEP1	3.73652569867693
KIDINS220	6.16675719822593
CRH	3.17430748846157
CES3	5.05592218288996
ACP5	5.21652770179804
AMFR	4.4917998953821
CA4	3.23627147097569
PLCB4	3.76120911601324
MPHOSPH10	7.97205872472162
PGF	4.00741092738728
G3BP2	6.1649848548838
SR140	6.6185549928014
ISLR	7.24914557764123
HOXA2	3.505048530819
PYGB	6.09493606835519
BAT1	8.9653792623302
TSC1	6.04393342415451
NARF	7.08272437168611
DKK3	4.39040226371057
UTP18	5.63617520396088
TSKS	3.21147097470083
DDX31	4.58576841559226
TULP1	3.86672673405829
TNRC4	3.68454788786713
ZNF430	6.42870123413982
POSTN	10.4813378997734
AASS	3.65545604087526
APOL5	3.52842048607632
PLA2G1B	3.72560299387211
FLJ11506	4.58721909648616
GTF2A2	8.18722851887754
RCHY1	5.73798770326873
CYP27B1	3.17294964051317
VPREB1	3.29231924534074
MGC4294	3.59872156388628
TACC3	6.26289142383831
PDCL	5.25758537765886
DMXL2	5.53481722739654
LOC4951	3.76097317886240
EID1	7.51613908464546
MS4A4A	4.23149542948396
RBM14	5.57670403537165
MGC29506	4.92926400802843
PPP2R5B	4.43258089387848
TNFSF11	3.28334853737935
ATG2A	5.61895718709025
RPGRIP1L	3.8296875126092
SPOP	7.28619872842024
OSGIN1	3.45371109358026
PTPRF	7.31214717517845
ICMT	6.7912924807851
SEC24B	6.79806375304351
MAML1	6.73971397471295
POLL	4.90693856650505
FXR2	4.14072821913639
TYK2	6.85500464354556
MUC6	3.14693949277418
ADAM28	3.92381719188336
MYL3	3.49299699234673
NRL	3.28370870432551
PIP4K2A	4.98717439260322
TCL1A	3.47448057516306
MED7	5.53599008369206
MYLK	7.7956624776166
RRP1	4.56997331931705
TFAP4	4.00034461207085
CYP4F2	3.63796241574819
UNC5C	3.23176376777547
ARL4D	5.34373360029076
SH3BP5	6.44431693187355
AKAP6	3.60995388843074
CTLA4	3.35037554567846
ACSBG1	3.56052269421024
MTMR4	6.91759716248628
NECAP1	5.67905167997039
SLC25A17	5.44803032777249
POLR2F	6.71119348804136
PLA2G2D	3.19144603271442
WNT2	4.67172850233872
GLMN	5.59822144247508
MCM7	6.03104321558412
TRIM52	4.30261089647087
DCLRE1A	5.00048800421799
PDX1	3.33038243224261
UBQLN3	2.89277236238464
PRPF31	5.58344079857613
TLR7	3.21174454817168
SMAD1	6.31874896944386
CLCN1	3.49630998788828
RIOK2	4.9571081540273
CEACAM21	3.32226514150908
PDLIM4	4.23704449227214
STX18	6.0540710036443
CCPG1	4.67370211559097
SLC2A6	3.52870615173718
SORCS3	2.92589973758889
NOLA3	8.0607849734403
PDGFA	5.35833623366491
TRDMT1	3.2747229383
CFL1	11.0755144037474
IL4	3.07592221331570
NAT2	3.32337807404972
CPSF6	5.9369491533168
PRG2	3.50975857694131
PIGQ	4.32616941305537
CLSTN3	4.26396401646212
KIAA0146	4.24821424338949
GBP1	8.17180305205614
CEP55	6.2447991812949
ZNF408	4.86372415924623
KRT20	2.95341603049649
EYA3	3.5175345962416
KRT38	3.2953335668277
WDR7	5.00613171918544
BLCAP	8.55012533464813
HLA-DPB1	7.29487731980917
SFI1	4.00657605292206
GNE	5.66921801917291
MGAT4C	3.31079012901839
CTSE	4.02123823339136
SLC35A2	5.40265156388056
TUSC3	6.71786873015455
GABRD	3.0515043642163
IARS	9.15638957740543
ARFIP1	5.40544157259228
SFRS9	8.03751779745367
CEP110	3.76094598018576
MYF6	2.97269982248625
MGST2	7.33424777569836
EVI2B	5.05216950904401
TRPV4	3.20416782529088
SLC25A11	5.53695243297804
EHD4	7.36113043981607
NOX5	4.17314855630384
NCKAP1L	4.06537537316917
EMP3	5.29923681072561
SYNCRIP	8.24667508109933
BPY2C	3.53071006253488
C1orf38	4.03113562115099
ZNF426	5.27453257026649
ELOVL2	3.39664227597451
ATP5J	10.0760209253932
CBX7	4.49944666487021
OSBPL1A	7.28145423869454
MED13	7.40729331167405
ZNF589	4.06769431740112
CHRNB3	3.03925961858931
GOLGA2	5.66124390655128
NIF3L1	7.01166848742638
TRA2A	7.16464457834544
F2R	6.26104296342891
PHF2	5.61767819926015
PID1	3.88634286578093
MTAP	3.71266448161676
RFC1	5.18923504212756
C5orf3	5.39478112329297
ADORA3	3.58005103927382
ACTL7A	3.25303738128126
RAI2	7.50601574982262
MAP2K7	3.48358332254425
HYAL4	3.29376307833116
GZMB	4.38152024413907
FCGR3B	4.42680437532498
BMP1	4.94703625472636
CPNE6	3.19675564265837
SP2	4.11869351524720
DPF1	3.63118460643828
SMPD3	3.36205899019208
TMEM38B	4.11486578215286
CCDC56	7.95055420624589
NFE2L1	7.54845941442219
MRPS31	7.95814477229782
STIP1	5.87366733092698
MMP26	3.07296620803082
RASL11B	3.63212880295568
NT5DC2	7.00464516042431
HLA-G	7.04164812381947
LRP2	3.5871597967499
MTDH	8.5787931522996
HSP90AB1	9.56039173080388
PMAIP1	4.03492201624427
LMBR1L	5.09458659154046
SLC25A20	4.85794218583085
RSBN1	6.07873294556929
S100A2	8.33581121311962
C2	5.94225076331591
RHOT2	5.23666795886436
RALGPS2	3.63766928832213
EIF4EBP1	6.7155370434134
C2orf27	4.52542140016477
GCKR	3.62097945052224
FER	4.26177413995155
TRPC6	3.39260815881687
RGL2	6.70571674907902
ARPC1B	8.78855236737251
SNRK	7.00993468956522
UTP6	7.36063225387654
DNM2	4.2441383441325
GCS1	5.92983259435053
EHMT1	3.37541958309638
GLDC	7.62586098090955
FBP1	4.17890308918435
VARS	4.36914548554914
PLA2G7	3.95643704561303
RAX	3.22885479264223
TERT	3.85173855862592
CCL1	2.97403536027765
FUCA1	9.07391975593296
ALS2CR8	2.93097270340457
CXorf21	5.05906318519718
KCMF1	9.60286624497135
MFAP2	8.34256818067775
OXCT2	3.7061088608566
WWC3	7.07903923101106
SOCS1	3.83918715750406
IL17RA	5.1746832820487
C14orf115	3.86337802210976
ST5	6.84449717505897
STRA6	5.29463168563225
MPP5	4.59204054032347
SPA17	5.83037206799975
C21orf7	3.82633405520584
FLJ10986	3.87939469464672
LHFP	6.87818734024261
CAMK4	3.60939350448385
GALNT14	4.69156910199963
CXorf27	3.14799037394557
CLPX	5.2775751647858
NPLOC4	6.77064161434645
PJA1	6.84449707928099
CPLX2	3.51429773352091
ARSD	3.9099504740615
WHDC1L1	3.62302199912723
RB1	5.43821201873803
PHLDA2	5.48733172645169
C2orf56	3.75031515674117
GUCY2F	3.10165257905692
MPV17	6.76737726377327
PSMD4	6.3482861903085
SLC35D1	3.51115387535181
C20orf103	6.63128653748367
COL16A1	7.35538927554298
ERLIN1	4.84768459047654
JMJD4	4.43734811768158
SLC29A1	4.18084945504084
GLRX	5.51405424225139
HIST1H2BK	10.1725762942821
TP53I11	4.08351536049665
ST3GAL4	4.2004942579353
ALG8	7.63533441244362
PF4V1	2.81921295496858
SHOC2	6.52780973966872
REG1A	2.93406767606362
FBXW7	5.02825024762926
CYB5R3	9.64593653225312
MINA	6.34004852090211
HHLA1	3.94075815097362
MYST4	5.25400368241518
NR0B2	4.22964734463973
TFAP2A	5.13990774424859
UCHL5IP	4.67134658730612
TIMELESS	5.95931474401877
DDX10	6.51268453074818
SLC25A36	7.92172065058553
TMED10	9.13608040047123
ZNF507	2.85538093273893
LOC90379	3.91650191997119
RAB11FIP1	4.89136348008005
ATAD4	7.1678412077762
PHF15	4.44017748408664
ZNF26	6.08586028720577
KRT7	6.1147806518466
RPA3	7.17748325867895
YIF1A	6.75294674263921
PPRC1	6.02473049587593
PCDH17	6.37323728734395
PHF8	4.25309395182450
RDH14	6.78667564122202
DNAJB2	5.42706087067097
HNRPK	9.52754811657055
PTPLB	7.38299902008014
RABEPK	6.11172184217053
SNF8	7.3823448615475
CBARA1	6.69305789087243
RAD51AP1	6.68429928746987
HAT1	8.1445555600658
HTR1D	3.56544426122947
H2AFV	7.98859602225147
OAZ3	3.5947902070758
CXorf48	3.3107336963754
RC3H2	4.42694024038541
SGCD	3.80450860411684
PHTF1	4.23985706329225
CA3	3.11636728375568
PKIA	4.82503815299106
STX10	6.26858754410074
PEO1	5.46912158970207
JMJD2D	3.36969691234808
KRT19	9.9341385140684
ZNF143	5.06172748963
ENO1	7.96943807987616
TIPRL	8.0169760586275
MAN1B1	5.61440442675886
P4HA1	7.88102001970794
TPTE	3.4142796737039
AKAP8L	5.1378429463021
GPR17	3.38865350754292
LRRC20	4.29507048900097
UBE2Z	7.85820367768252
COL4A1	8.94906677928905
ISOC1	6.94604777162828
RNASE1	7.10331886751905
C20orf20	5.77242110208008
NDUFB11	9.5192443903476
STK19	6.19336127237777
OSBPL2	5.5493509650891
PTTG2	3.02173520153765
GRM7	3.21546042095209
SLC39A8	4.25433275221004
APPBP1	6.95918559996363
STS	4.77221770500606
FFAR2	3.0211626480587
TMEM123	9.4120795490994
GLI2	3.62339146768423
BTNL2	3.36013228796078
ALDH1A3	6.87747483678651
TGIF1	7.4753915585193
SCO2	5.01745920472142
TP53	4.52275056802132
CCDC69	4.02507060384001
ZFAND5	8.1403682850373
ICA1	4.7969365214796
RAPGEF2	4.73135290594894
NAV3	4.43405588310697
EPS8L2	6.56859842151135
ATP6V1G2	3.79157796001924
MNT	6.98751479553942
C6orf145	7.35273867134533
PPP6C	6.98505773811302
OR51E2	3.26208480647824
OTUB1	5.47706119059511
ENTPD1	4.61256685167873
TMEM115	5.80066315833214
STK11	4.51309167619176
PRPSAP2	7.34354710966006
SH3BGRL3	8.38407597427827
MX1	7.80036100463269
PSMC5	8.5331287720169
TTTY9A	3.38539901679555
EXOSC4	6.02239913998966
SETD1A	4.62986618242512
YARS	7.63343740116344
SLN	4.13989900332037
RELB	4.38914132433799
NLRP1	3.75206534925875
LAMB2	6.79516067191607
FNTA	8.3423122208754
HNF1B	4.78724219412029
C14orf139	4.61037527277705
UMOD	3.20092164731502
ZNF512B	6.22313367265457
GPR25	3.87209082748937
C6orf49	9.83825063233913
ATP6V0A1	4.79730184017593
SNFT	4.32144522439042
ZNF768	4.44444357469408
GTF2I	7.63431863281742
KCNN2	3.28514155781353
DYNC2LI1	6.40359018400487
DGKE	3.10715720006248
DNAH3	3.67860551157983
RPS6KA1	4.83313706871735
C9orf53	3.39115638403244
PTPRM	6.68348362446591
MRPS15	6.68036338698718
TMEM59L	3.86620867127301
SSPN	7.23867543967657
IGSF9B	3.36333418700798
CNOT8	5.80395381661414
GORASP2	8.58711858314232
ADAM17	4.71494894846624
CHRNA3	3.28593933974731
MYOG	3.64758369643854
UBE2D4	5.36553577446983
CPNE1	6.94281810247094
AK5	3.54248721579309
RPL37A	7.94182027787764
CPS1	3.42003589040723
NDRG4	4.62310619581401
ALG5	8.52161900905071
NCOA2	3.83906045108603
LOC130074	6.92346323445003
PIAS4	3.60383130191443
S100PBP	6.34560449065688
TEGT	8.75951082734604
USP5	4.71500919365046
CFLAR	5.25326191863131
KIAA0692	4.54929737475941
WDR48	5.1227512308157
PCDHGB6	3.20606044695547
NRXN3	4.14090245926003
ACACB	4.47889426113893
CDKN2C	5.79476526799272
KIAA0226	6.02380747298779
TRAK1	5.57791385642685
CUTC	4.67375742374124
AGPAT5	7.44548725938659
WDR68	5.73404078374735
PREPL	6.71660357149139
ABCB6	3.89407724434257
RABGAP1L	5.70636522050981
FCGR1A	4.4927233564714
EIF4H	8.57395754261924
DLC1	4.33937309473727
MAPK8IP3	4.01075652744749
SPRY4	5.57272474063865
RPL11	11.3449330153289
RAP2C	5.36185451145534
ETFB	6.69938362280132
RORC	3.95012432238254
GRAP	3.24896960530182
SEPW1	7.8662476362149
NMU	8.28252867752959
MXD1	2.86541036595485
IFIH1	6.83120545970839
AZI2	6.08774154762164
WDR37	5.24906569812109
SEMA4A	5.37584310823888
RPL8	11.8756210354898
NUAK2	8.34484973602139
AHSG	3.56696938154985
RBM39	8.72245214071393
MANSC1	7.4881549375323
IMP3	6.53010981272418
ARHGDIG	3.48921036910375
ELTD1	5.88202970465819
PRAMEF10	3.41778183733690
RGS17	3.31181690075944
KPTN	5.24410349370087
C2orf3	4.41039286256969
PCTP	6.02573571251446
MRPL42	6.22171617450022
SIRT1	6.10895095058545
MANBA	6.58117632632975
CD164	7.11494566665887
ZNF671	3.54838450566173
GFRA1	3.02888810091647
PRM2	2.80305051328734
IL1B	4.07907651491066
HAX1	8.18455894524344
REN	2.98810744628166
ZKSCAN3	4.99301308170391
CTSA	8.4123076603518
TPRKB	8.5283482261154
UBFD1	6.19755582295836
CDKL5	3.12148656438601
HIST1H2BD	7.21082262717723
COQ4	5.11793458114208
TXNDC4	5.95115511691811
C5orf22	7.24917263727286
VGF	4.0909303732758
INPP4A	3.58439255230474
RNF8	4.71564124970038
BMX	3.13142321218728
SLCO5A1	3.88073787989321
PTPRU	5.15624744676672
ATP8B3	3.15584690563673
HOXC8	4.06546971458354
ADPGK	6.23981715739893
IL12B	2.7367934292604
LARP4	5.85110506614041
ZMPSTE24	7.85499199745933
PFDN4	6.1439863160718
KLHL11	3.34428777972825
PSMB3	8.8891198490023
KIAA0157	6.17497077576602
DDX25	2.89650194393735
NCAN	3.50587514115176
RPS25	11.2124094035602
SOBP	4.71066047338306
TESK2	3.98133236203455
DNM1L	7.3486749420286
LOC55908	3.29668408107669
MTIF2	8.0599726761015
ZNF207	8.73257539292174
EXOC7	6.03311242258162
CLEC11A	5.26147158456554
TXN2	6.17802287071892
TOLLIP	4.8344776082913
TRAPPC3	6.84816922287992
TAF15	6.87825395859293
HAMP	3.83406813915517
GRIA4	3.62070678769232
IDE	4.70637881726203
DLK1	2.94220466839624
PLVAP	6.38458457503287
NOD2	3.95501307440398
SCMH1	5.07109209074168
ELMO3	3.62486192785626
GPR68	3.25983605614823
HTR2A	3.34220857611525
FUT7	3.90567125088635
PRELP	6.0404358867882
COL8A2	6.04283814048958
GYG1	8.0357067610424
C16orf68	5.62274782334427
R3HDM1	5.87233107212975
ZNF91	8.93337468435538
LPIN1	4.76779155761202
KRT12	3.54290846699597
BAALC	3.18120868384753
MKRN1	7.00124221168741
KIAA1598	7.22141291796146
ANXA7	7.97227675096586
TNP1	3.51375000104769
WDR13	7.71551243077946
GAPDH	11.5744701871602
BSPRY	4.93945250622451
COX7C	10.2480442396827
FAM108B1	3.40215254736916
PGAM2	4.42270206229077
PEX12	4.98547516774321
APC	4.16525573004099
PMP22	8.0626469949329
TLR2	4.79568516573259
NPBWR2	2.89840681352691
WFDC1	4.81183464324423
MTL5	3.55622864853709
COMMD9	6.187238186101
INADL	3.70940590893251
GPX1	9.32327952053258
PSG11	3.20657293412416
SLC39A1	7.10500146353913
SNAPC3	5.90058382487332
C4orf16	4.96750420825372
GNA12	5.5571614661818
LIMK1	3.59735482134405
MECR	4.40947316173482
CDC42EP1	4.71439163982956
KIAA0101	6.6356058747467
B4GALT5	8.30554175060892
PIGC	6.87865996461139
LRAT	2.96011084753949
MMP19	4.80271957768061
IL18R1	3.50912743044116
VNN2	3.29123492963758
AKAP11	7.825979993093
BCL10	6.72703443944922
GLB1	7.61395455134746
DTX3	3.53613537838973
ACCN3	3.24173866877885
MOCS2	5.42880434175059
HCRT	3.16556366221365
CYBRD1	5.98440811467822
REG3A	3.22236185723874
SULT2B1	4.03511706753739
SEPT6	4.59422378697574
MMP10	3.24949152645925
CDA	3.70794106323821
ME1	3.97334527802341
TCN2	4.64469489107025
MGRN1	5.91550559752004
ZFY	2.93224170000745
CHRNG	3.7090866530352
IVL	3.28931113785215
PLEKHA6	3.35370843780644
CALM1	7.8270027530168
PGDS	3.28409109783057
C8orf33	7.28522327525126
CYFIP2	5.70616989798146
TEX11	3.85294110478669
CKM	3.19639636227087
MAP3K11	5.91086721924485
CEBPE	3.18652369441496
ACOT8	4.7694447192914
ESR2	3.12564174930608
OLIG2	3.14164457692966
AGTR2	2.91608272989353
DNAI2	2.9931132260137
EPM2AIP1	7.15194264027671
C14orf106	5.49655649218478
PZP	3.5948466888227
RPS9	10.8102804743569
SIVA1	6.41791108837278
HEATR2	8.42937966702519
CD3E	3.23698655922623
APRT	5.81019504700896
AMIGO2	6.02779060938824
GPS2	5.40432094058411
NOL14	5.2761661598385
TRIM36	2.73836299854527
RALBP1	8.35185490680868
EVPL	3.98948857238738
ITIH4	4.24386532655057
ADARB2	3.26817217138018
PIM2	5.52054411051078
REGL	3.45590711351962
GJA5	3.44571494787121
SLC17A5	7.39622781945543
PIPOX	4.02142345155622
HGF	3.38781093247766
EPHB4	5.08334427611224
SOX18	3.46503162307609
SERPINA10	3.25317245420949
INSIG1	5.32303193869438
WDR23	5.67041010596605
SYNGR1	4.62187949826341
TEX15	3.50929841335527
REEP2	4.69113989060582
CDK3	5.39944144151674
HSPA12A	5.56443154122319
REPIN1	7.60973154168699
ARL8B	8.34953851986872
PDE4A	3.95491983192585
CAPZB	8.45150166445923
SATB1	5.94282552830233
PPM1D	6.24894369966638
VPS45	7.47006576082627
TP53BP2	6.7875537831121
GINS2	5.55601786841931
CYP1B1	6.12535450309409
CACNA1G	3.46799987864069
VGLL4	8.13233341550038
XYLT1	4.75333153256966
BRWD1	3.68773384014489
ROS1	3.02123365771028
BMP8B	3.04389939159207
SLC5A4	3.61661995915274
SLC6A3	3.39870299033209
C16orf53	5.61392656994607
APC2	3.78070925986153
GOLPH3L	7.58679054953978
ZBTB17	4.62731701435742
C6orf54	3.55997380457398
SLC19A2	6.16486857463403
C6orf134	4.69665208468703
C9	2.87290648186004
ZBED5	7.74605162442972
PVR	3.80815594224469
ARTN	3.56099443710381
LTA4H	8.61935781388628
MAGEA4	3.48409996069198
IFIT3	4.4139629385547
PDE3B	3.44067315247333
GNRH2	3.71333364943112
STEAP1	6.28882229230012
FLJ10292	5.57458890804538
RPL39L	6.78006281937174
PGK1	8.38927644957345
CCL13	3.22904409398683
RLF	5.61213935614529
MLXIP	4.65551248968074
PLOD1	7.65083252243064
MTFR1	5.58217564095217
NPDC1	6.34487018390637
C11orf16	3.82439612659632
RRN3	5.3402474191572
GPAA1	7.39013273635304
C3orf14	8.14446313932726
TEX264	5.7069806350233
C22orf28	7.749252398292
RYR3	2.93960548713998
VAMP2	4.16416102670063
XPNPEP2	3.27526589654291
PDE6A	3.35430938464289
SUPV3L1	5.90951106437658
FIBP	7.63517319368831
SPIB	3.35385782325071
TBCB	8.06768135350145
DHCR24	9.20114097939299
ADRA2C	5.84710878236558
MEF2D	4.15198923157680
MYO1B	6.260290164726
VAMP8	8.97389553144219
ANKRA2	5.72919233173575
TLX3	2.96115326176606
PANX1	5.71113770566863
RCBTB1	7.52883489739936
FGL2	4.8979769788803
CEP70	5.21183082741433
WASL	5.65090667770301
DCHS2	3.60271279521363
RNF25	4.56639576307234
CYBA	7.35965144991514
ARHGAP11A	3.53174208444128
PLAU	7.72955332639929
MPZL2	5.17708552862395
MATK	3.66223949802236
EHF	4.90600390166555
CTNND2	3.98393194396798
PTEN	5.5813994394371
ANXA1	8.97676722583538
AFF1	4.57969458244325
ZNF189	5.67583032704415
SUSD5	3.92101052901017
SLC28A3	3.62241740301012
GUCY1A3	7.1893047289563
RASSF7	5.91024370556175
SETD2	5.99263542587377
ROGDI	5.3234419859119
C20orf195	3.16231049404615
TICAM1	4.78243898553787
PACSIN2	6.75489229219083
SERPINB5	3.24492617484985
PRKCDBP	5.25332035610490
TFDP3	2.99156578646701
PLCB2	3.97842086921232
RFX5	5.97961725522457
TXNDC15	6.49956028780053
PTPN18	6.42675831646836
HLTF	7.61388341684152
PKP1	3.42422614454839
NDUFA6	7.46122125407394
KCNF1	3.94601983046873
HMG20B	5.17478521403952
SYNE2	6.70390579065814
SLC22A4	3.06237739779877
VCPIP1	3.82147962406512
NETO2	5.10239945908213
SQRDL	6.74453012827078
BAI3	2.75648679293527
GALK1	3.65816026166295
SERPINA6	3.63207864487702
ASCL3	3.80383136627737
NOSIP	6.76113676605557
HD	5.02156154477756
TRIM23	4.09730673140555
FBXL6	4.32839526017716
FABP7	3.05729934099136
ARL1	6.80668531193281
MAGEC3	3.20102563223196
CDK5RAP2	4.26007734605482
