Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_D02_433686
Composite Element REF	Signal
HOOK2	6.35942035477709
INTS9	4.58151621234621
DKFZP564J102	3.40609391023456
CCNG1	8.46746686904527
HNRPAB	9.4588157267635
AMH	3.37374401534945
HADH	7.47236770708263
TRPM1	2.88122778353157
CACNG3	3.08918956544612
PPP2R1A	6.70585709495641
CCKAR	3.51926910986581
COL2A1	3.25709688615411
PTH2R	3.39001632800567
IFI30	9.78868836675993
DDN	4.19346008845101
GLUL	8.88860586522803
HK2	5.57449698105407
ELOVL6	5.38293953939808
MDK	8.0130680707091
EPHX1	8.28032391323257
RASSF2	4.84191297507669
BFAR	7.30299012543954
ZNF14	5.09886370698738
PPIL2	4.2793400855129
PRTN3	3.64376229795075
CTA-126B4.3	5.33009639228702
AVPR1A	3.33771131531446
KLHL22	4.64105044873226
HSPBP1	5.68136496534799
PRKD1	4.47834859658352
TNFAIP8	6.74286839810529
KIAA0195	5.0634232257337
GNB2L1	11.7438192048911
SCGB2A2	5.37152714434214
CALCRL	3.14983424183158
ICAM1	7.09206011146233
UBXD7	7.317484933083
TMEM35	5.44468267434101
ZNF674	2.77269201869331
BCL2L1	4.924776085289
HECTD3	6.80036475725625
BRSK2	2.8623790331168
PCDHGB5	4.40050945314499
CD19	3.30639022419329
RAPGEF3	4.54573126329232
LGALS9	7.205745381215
SCARB2	6.32828129601698
KIAA0974	4.97417386239437
MAPK3	6.23516843968595
USP34	6.29041447805566
MAP2K1IP1	8.57513330526281
CHIC2	7.2858360790761
SLC16A3	6.35303601182114
STK4	3.97939204889369
APLP2	7.17432974011887
DLX5	3.57510513789089
FBXO41	3.5826284142192
MICAL3	4.98220608441289
ITIH2	3.71388224457494
ADK	6.91608209190276
TNNI3K	2.91819266181185
HDAC2	7.31684552674318
PRR7	3.56003913175544
THBS2	8.39633262078055
CA2	4.33793108250227
RANBP17	4.98660036631646
CRYZ	6.37884412000582
GBAS	7.35985088046095
TGOLN2	7.36746940970886
CTBS	6.89295436119079
ETS1	3.74836065650098
FGD1	5.40569825883764
EDC4	5.90108784991819
PCDH8	2.62598490845399
KCNK15	5.27877455908227
HSP90B1	8.88341565669149
GSTA3	3.88389952616559
TNIP2	7.02917279290915
BCAS1	3.35625757763745
HOXB6	3.72986113784845
NOL6	5.32264006494053
PDHA2	3.19425368045257
SORD	6.71357540937936
SPC25	3.6013581056032
VAMP3	6.75472279707981
WDHD1	4.09019788714551
TCIRG1	7.303404932379
STAP2	8.09712907477889
CHCHD8	7.52386102531886
TRIM44	6.90987111559017
KIAA1305	6.37508571258638
PARL	8.26615214708693
CRNN	3.16703264262656
SIDT2	6.46132481171523
RYR2	3.39825845926333
TRRAP	5.78937125622549
TRAF1	4.71708961822359
GRN	8.29683220909168
SCAMP1	5.30741832432663
TRIM32	6.18910893359466
PTS	7.87219728419612
BANP	7.07842659508903
ATP6V1G1	9.88967430774578
PRKACG	3.68718599736193
ADCY6	5.00126918947231
PRKY	3.34038570793007
CYP51A1	7.08486303607782
DDC	3.57165555975959
ANPEP	5.7782989552135
NPR2	3.43535717036134
PROM1	5.71578785886698
COPG	7.28376775803754
OR5I1	2.88995813934562
TRIP4	7.35720027819892
ZFYVE26	7.25471940702811
GDF5	3.91587792036519
SNX3	8.75574996025344
C1orf175	3.57002637880623
CSH2	3.42601823050713
PPY2	3.01326337238899
STOML2	7.821631821899
ALPI	3.14085067298776
FTSJ1	6.85885416548631
ZNF273	4.29833209331286
DST	3.97204951902857
GLRX5	7.949115951388
C20orf12	3.51293102535825
CAB39	8.03458707750858
RAB5C	6.17371022330139
FLAD1	6.13008833921641
TTLL3	3.98310511846543
MSH2	5.92003449513578
NPPC	2.78108401462877
PIP4K2C	5.98903573783754
CYLD	6.42888367976516
ZEB2	3.6942847629535
MRP63	7.6101746235492
WTAP	5.06122053925894
NEUROD4	3.79345834591066
MGAT4A	4.82254301868481
MTMR2	5.69577340793902
CHRM2	3.2343461679348
TSC22D4	4.94550581298923
PPYR1	3.57364707193542
CCNH	6.42405003087147
USP48	4.48388698208929
NR1H4	3.14268327464672
RASL10A	3.42210006480401
RRM1	6.79498801198493
GABRA4	3.23651921568646
C1orf35	5.30214439177688
SSTR1	2.85590688861121
APOBEC3C	7.40573292161341
CTDSPL	5.18801860066209
RUSC2	5.11257679305178
PDE11A	3.46173397281698
ZCCHC8	6.59756828619638
RAD17	5.06101480767456
TEX12	2.98379141879865
LILRB5	3.04957488806674
CD5	4.1143876531901
ARHGEF1	4.01247194738825
ABCA4	3.55591667834376
TSPAN9	5.24410857610792
WDR67	4.51512255278372
THUMPD1	7.8644754126149
ARID4A	5.63336522515964
OPRM1	3.00234445334504
SYCP2	3.10491686858615
CYP26B1	3.81297859021057
FLJ13231	3.83497074614973
VN1R1	4.13342054322299
LECT2	3.47170944386254
PCCA	5.03838336074778
AQP5	4.89481360103274
RAB30	3.37522666893352
OSBPL11	5.79552069357865
YLPM1	6.03162851915991
GNB5	4.93660586142468
CCL21	3.486465940576
PRKAR1B	4.09314478938795
C1orf121	5.85957023547765
FMO2	5.38255450423049
IL16	3.89101259780208
MSTN	2.62205651274179
VCL	6.5653150223468
TCF3	4.73004332547695
CCDC88C	3.59097405220916
HFE	4.12842564000926
SERPINE1	6.70402245351303
FAM125B	4.44634415610159
BAI2	3.97706789425972
SMC5	7.11481225864735
AKAP5	2.92251390245831
POU2F3	5.58233450681148
BACH1	4.59153923844508
PPP2R2D	6.01620180384996
C11orf63	4.23594847762941
SSSCA1	6.14331501053621
LRRC51	7.85197926240026
LRRC3	2.83335647638542
PORCN	4.46777878936816
DTL	4.93382921355951
ACTG2	5.38461026383719
FAM124B	3.13286492583109
RSAD2	8.02967697620485
CTBP2	9.05114652915183
ZMYND11	7.00371708392437
CRTC3	8.10936982531345
MYH8	3.16999119413519
LRRFIP2	5.8674455068398
TTN	3.03769674880152
RGS6	3.54914446684540
PLLP	5.2720705942495
SRGAP3	4.25362866476884
PDK1	3.88394081207736
NBR2	4.01134158602575
ZFYVE21	4.51921307034976
C13orf1	4.21564704475898
ZNF137	4.21860329092046
CEP27	7.33068250120333
WDR41	6.42746477437631
BEST2	3.01902122680887
RNF121	4.48182541692787
ZNF93	5.23823270085869
MEG3	3.58108700244655
BCCIP	6.52338822816498
OXSR1	6.73859019032958
RAD51	4.02276417593988
RPL13A	11.0819656086093
MEST	6.418987644502
DYRK1A	5.09299435415965
HTRA2	5.86980664702158
SARDH	3.20158253465162
ILKAP	6.17106773654139
ANGPTL2	4.85989748237395
RBBP5	4.8822067187853
ORC2L	4.85336619515103
HBS1L	4.76640576771475
TMEM30A	7.04804927597392
PDS5A	5.99222343495045
WISP3	3.81722131344179
CRK	6.37345277138207
NCAPH2	5.05222507598574
RNASET2	7.60519690014659
NEDD9	6.35467957030689
WDR79	4.93930058532366
PSG6	3.1319823669918
SMPDL3B	3.98434535294734
MORC4	6.22335569390513
PSMD13	7.07898826936264
DDX23	5.70621649107794
ETV5	5.71086685211489
MYRIP	3.39964822356939
LY6E	7.37678277069561
ATP12A	4.15146177970056
BTBD7	3.98888071742508
AUP1	8.10433448403258
PIP	7.12790114794203
GSTO1	9.8884743213408
CORO7	3.83799059767926
COX6A2	4.0205729126062
MAD2L1BP	6.51196397057183
PITPNM3	2.97917273985225
ENPP1	5.09055682759032
SCNN1A	7.49292648016013
LSM1	7.19432778489083
KCNE2	3.4185549824779
IDUA	4.04360824691312
P2RX4	6.46439692764055
PPP2R3C	6.36222892101713
CCND2	4.27093745115838
COX11	6.11045367902473
CUL4A	6.72922023942983
CFB	7.16192362342084
PDZK1	3.03052974351821
PCP4	3.2156239402637
UBIAD1	4.19882194305795
CDC42BPB	5.39787540292186
ZNF323	7.1091818489954
RIMS2	4.78591965835652
CXCL6	3.11776325080326
SLC34A2	7.01338793582914
RNMTL1	5.30976997979504
NPTN	9.44990277448138
SART3	5.84620446044945
UPP1	5.39946777984393
CAPN10	3.32875106629107
SLC6A9	3.54902727740534
CCR5	5.5506190411044
NDUFS5	10.8468473752886
CISD1	7.61764703947468
PDLIM3	5.28364555091088
ZNHIT3	5.92957203138905
SNRPD3	8.64813306513883
VPS24	7.95887879225383
SCN8A	3.20513040969808
KIAA0701	4.76880411176955
UNC93B1	5.31913693871987
GMNN	6.46710785333616
FDXR	3.60226277055897
SPCS2	9.32268310750715
CDCP1	8.1633267455232
PAX3	3.52726425016476
PNLIPRP1	3.33007669160866
LASS4	4.29973331827504
HSD17B8	6.25857408462105
EYA4	3.00749014519048
PRKAB1	4.83698330270461
KIF20A	4.39171296551351
YAP1	6.59600749101676
SC5DL	5.40049811765654
NNT	4.25830450445877
DKFZp566H0824	2.99693054436041
ITPKC	5.47903900472466
ST8SIA2	3.11157205825445
LMX1B	3.60304968377930
RAD21	9.65750577945135
SNRPB	9.03409535739595
MIF	11.1996072005493
DLGAP2	3.08957962822863
PFN1	9.01154582277551
IRF8	5.43320834024025
PRO0132	3.13205440402696
MICALL2	7.71477207502564
ZNF654	5.18541703737617
SS18L1	6.41395958239027
ACD	6.72391680749524
BCL3	5.32368468775115
SLC16A8	3.64346836492936
ITGB3	3.47477427606775
MRLC2	10.5082140505839
CEP152	3.87222706811726
F2RL3	3.20417305035058
CLIP1	5.48522900899129
ZNF75	5.58104676465638
SF3B4	7.31201238690707
ATP5C1	10.0700193703474
MAP7D3	6.44339053402997
SEMA5A	4.31514970049039
PSCDBP	4.75050070888266
UBP1	8.14746518431664
XYLB	3.32259220779972
C13orf15	7.07764959664662
ZNF282	5.16787733761015
ZNF222	3.3086806546545
COL10A1	6.04980900717677
MFSD5	6.56306508566136
C20orf67	4.85095918811646
NLGN4Y	2.75219033285466
INHBC	3.19009367484738
GNG13	3.2309165452414
NUMA1	4.54492671122847
F12	4.09577607683296
C1orf41	7.0502728130414
SUPT6H	4.50578514925491
GSK3A	4.92269663346415
GIPC1	7.21786882673822
ELL2	4.04775181318075
C9orf167	5.18972624742006
PVRL3	3.80771662993231
ADAM20	3.64687024770983
GPR87	3.19783669590551
ZNF770	3.6651203178581
SMR3B	3.07604197221877
FZD1	6.82914832721184
TRPC4AP	5.80957179413752
MKL1	4.37348941241597
C2orf28	9.57295217047578
LAMA4	6.2872716139752
EIF4G2	8.8864198076582
ZZZ3	7.58467044462038
C16orf5	4.26379041543072
GALNAC4S-6ST	7.2747236491119
IGFBP4	6.33828821781864
NDUFA10	7.87586772188382
CTNNA2	3.35054132792465
NUDT15	6.27260600918696
CEPT1	7.15041822863043
CLIC2	5.43232958400586
RNF13	7.77347770119459
TDRD1	3.45742171201988
KCNK5	5.42659735480455
CCDC92	6.06253270639244
ETNK1	4.83503456982093
CD69	5.52676809560746
LTA	3.29675324671184
TTPA	2.99862408482769
MYOZ1	4.22451945726974
IFNB1	3.62384287470508
CLNS1A	8.05738826206749
SC65	5.53219800010843
CXorf45	6.0186229852066
ZXDB	3.20485334076112
PEX5L	2.92491477799221
EPS15L1	4.89724214309179
GPA33	3.54504199464958
MGEA5	7.17011608062221
HIST1H3A	2.73572912833713
BCAT1	6.24197398786113
ING1	5.2241128431816
SLC2A9	4.47010474645341
ORC6L	5.32740914479267
PRAMEF12	3.32244615119252
KLK11	2.71604826284394
C19orf28	6.86345090496271
MAGEB1	2.80985623019332
MED22	4.66019158138359
ETV6	4.39965969610676
CEBPB	10.8475650317020
KRT85	3.55422206486041
CRYGA	3.3808275075122
HMGA1	6.66900310742547
CAPN7	5.39525798073741
MGC5566	3.72093944955075
GEM	9.06749574363305
NANOS1	6.78758656230763
RANBP2	6.71075158209434
APITD1	5.49607917194704
LIG3	4.38278970579122
IRAK4	4.41708040994735
PARD3	6.76681457923622
SERPINI2	4.36441790011271
TTC9	6.25535639736757
MLPH	8.31933929209167
RETSAT	6.92570048174023
NRG1	3.36422671576689
CAST	8.08456512111552
TBC1D9	5.99326796511266
TTK	5.10746692930999
ZNF557	3.24903415028072
DDX41	7.66557219352636
TGFBI	9.3389421244934
PGM3	4.75533738958262
PSMB10	9.347839090886
UBE2D2	6.87307691913427
GABARAPL2	9.08400090888273
DGCR2	5.85393285097143
UNC45A	5.54837956648589
CISH	7.92790678440266
OGDHL	4.89013149233022
SPINT2	8.57722700173288
CASK	5.50337302000537
GIT2	4.44590813288048
CLDN18	3.2318002356667
RNF128	3.22725207346888
NCAPG	4.09675423595643
ABHD6	4.41755497634656
ATP6V0E1	8.40740444421124
C14orf161	3.22399342821038
UTP11L	7.60654561960569
GCNT1	4.70333944585576
DUSP9	3.24677915379884
TM4SF5	3.86940859086562
SUCLA2	5.83281885383369
NANS	8.04537140020559
OLFML1	4.77777552427827
ATP10B	5.14750213858342
SCNM1	7.91081251819005
NPAS3	4.42406964284681
AMD1	6.4485284730603
GGA2	5.47796214965041
PRKCA	4.21013057659939
TRIB2	7.89941980489296
SDCCAG3	5.82216555517594
TTC1	7.8962603318144
GHSR	2.89318856403721
ATP8B1	6.1643292369603
HIPK1	6.37319293851448
C1orf78	6.02101129601616
CLN3	7.45267422310089
STX4	7.65909241878625
WAPAL	6.5173496874108
TUBB1	3.33784780624412
SCN5A	3.57717973963806
ZNF192	3.07311645735174
SEC22A	5.00449069391
DPY19L1	5.00667876957028
C11orf9	3.47606594911848
GRIA2	3.11579029770664
VDAC2	9.84008906636009
C8orf44	3.39591389262672
ZPBP	3.29888273686607
NUSAP1	6.62970557410288
LANCL1	5.31868043666503
FGF23	3.7134037167871
PCNT	5.21075872748336
BCKDHB	4.67955956169115
IFNA8	3.15998848227434
BET1	6.97221240728271
SPRR1B	3.74870880126135
FLRT1	3.49314558213572
HDAC6	4.46784867614128
SNX17	7.05608579748777
N4BP3	3.17802180659399
PLSCR3	6.69540566544778
TTC30A	5.18952960439978
CRISP1	3.0130208603143
KRT32	3.69837466075671
GHRH	3.21257564375440
IL11RA	3.9294018184589
GDF3	3.34243973169977
RPS6KB1	5.06820195118713
POLR3B	5.44600989183606
TOP1	8.37255942468643
DNAJC10	5.78718070538743
CRCT1	2.76959251916973
ADIPOQ	3.28381084594325
MPST	7.1771030219258
DPM2	5.77466673269377
FAM38B	3.74331341875941
RIT2	3.1254722778053
SLC18A1	3.25233006226427
RPS17	11.7253824853275
ABCA3	5.08403774027694
CD44	6.60208444358171
FARP1	6.2591817851166
KCNMA1	3.98113495447482
PAX7	3.3341631951586
TUBD1	4.849691430637
NARG2	6.68540679728293
GNL3	7.63844011234629
BTG2	6.03465491098048
ITGA5	6.53732825785472
NDUFS6	8.67627294183474
MEFV	3.83215390962553
TUT1	4.27627579532276
ERAL1	4.99046168129961
ECHS1	8.79140993853147
NMBR	3.2311067484749
VPS4A	7.39638906921245
ABCB7	6.24760668487062
CYP11A1	3.14990136274085
PFKP	8.51564498323373
C9orf91	6.0803785674623
ABCC6	3.22960231493983
LRRC41	6.55362577873774
ATP5F1	9.83537947729632
GFOD2	4.49467860909077
MOSC1	4.76200604455522
NCF4	3.97591800816252
HYMAI	3.31004384730271
SLC25A3	9.00179833319035
NAGPA	5.7868993385807
MTHFD2L	5.1318417353121
ZNF646	3.80097156631863
RAB1B	7.73869315703736
IFT122	6.60813015175532
GALNT3	7.63217518652956
LDB3	3.64000502677101
GARNL1	5.5903377101843
ALDOAP2	2.96343164804465
LRRC6	6.19802576323403
NTRK1	3.12838677780130
ARTS-1	4.76031326329209
UBAC1	7.23931081014474
SLC6A11	3.13083776688069
NAP1L2	3.32523613489867
EPB41L4B	7.87189800152148
RPL19	11.1833443083713
CNGB1	3.43379642692125
LOC643641	5.5524616664877
FAM134B	3.2472660794983
WISP2	3.23946349051635
NTSR1	3.76077374382531
HS3ST3A1	4.06084762915732
GPSM2	5.01445216533826
PRKCG	3.43157067348971
CHORDC1	7.05028709695832
MON1B	5.31421521199284
TRIB3	7.37611929364946
SLC2A5	4.24774342595259
C2orf49	6.57476847214333
DDX5	9.87665314454065
ZNF446	4.27638244050051
MLF1IP	6.54578333689083
SLC26A1	3.11709072917987
RGN	3.37626041405513
COL4A5	5.28942653359616
CCNB1	5.8097945204763
CCDC28B	3.85903385632711
RP11-35N6.1	3.25357442337865
KCNK3	3.41024054729241
ZFP161	4.77589004085659
FGR	4.29159706763802
COX15	5.79759533458991
EPN2	4.50959586324803
AQP9	8.60174256969648
XK	4.48816241688596
SLC15A2	3.60063185542527
MREG	7.45825477744699
HEPH	4.87403240350872
THRAP3	4.10220192040606
MET	5.36243241025896
PDLIM2	5.24156600916916
ING3	6.04987496574389
PHYHIP	3.29525059807312
CCT8L2	3.28790172084832
ADAM7	3.08499616163512
COPS7A	7.36677202571517
WSCD1	3.73898140412032
SLC12A8	7.76514402981028
RNF185	3.53939893068471
TNS3	8.86599344884566
IGSF3	7.18058665164606
SRPK1	6.61106071704229
MED13L	6.10943343516207
LOC93432	2.98171507802564
C7orf44	7.36157036101131
PTCD3	6.27467502877052
RPL7A	12.1424782436881
TEAD1	5.38812978122821
ARL6IP1	9.12725097264344
CTAGE5	4.91620166467216
SLC25A14	5.49108424370025
LEP	3.3698394608947
PCDH21	4.55728793124072
CACNG5	3.54856324540836
ECH1	6.00386117042157
MAPKAPK2	5.4353235936581
ATXN10	6.69817210523254
LHFPL2	6.01692387664613
CCL22	4.32148472428491
ACTR8	3.95544682554323
PTPN22	3.18483328160341
CYP2F1	2.97254040736693
ITGA3	6.57224548283545
RABGGTA	6.43731649244057
KIAA1033	6.48707603313834
ZNF510	3.54009610420361
SLC26A10	3.86723640852371
STX8	7.3646940105584
RUNX3	4.00671660169286
EFNB1	4.02840910503243
EIF4G3	5.88732577566691
ACSM3	3.17643234425757
C5AR1	5.32781657971233
SIGLEC8	3.41397184526091
ASCC3L1	8.8296579986079
ZNF623	4.69854613765715
A2M	9.73517472844069
NOL8	7.21745145848204
GRPEL1	8.27837699880843
LMNB2	4.75800702626715
ROCK2	3.93749083310891
SNX16	4.07958341520762
Magmas	6.1435786192743
ANXA3	8.1304976660942
C11orf2	8.05116346026928
VKORC1	7.30075695665034
TRPM6	3.37591785845323
KIAA1609	4.74979722243927
FOXK2	6.02186513394891
FEV	3.30256404362112
EED	5.21896683650801
RNF32	3.32225427470364
PDCD5	6.3050210675072
SLC8A1	3.47112135302161
HES1	8.15101111772269
DGUOK	6.4051071757806
CLDN16	4.08489368361006
CLC	3.33152629862463
ISL1	3.71311125743799
C1QTNF3	4.62104732862137
GAGE1	2.83496833583492
KIAA0528	7.1163065174945
VGLL3	3.50589766852738
MANEA	4.86534447352842
C1orf61	3.60402966705908
SUPT4H1	7.25299596215552
CD1A	4.41650582762041
ASAHL	4.7043234106734
TRAF5	5.92700921875132
RAPGEF6	5.35002220001079
WHSC1	5.33584378091716
NEIL1	5.03945542310607
KIAA0020	7.37955261577397
C16orf45	3.71361442280662
GFPT2	4.47733954250496
RBM10	6.54114081952311
MRS2L	5.62161494182635
DNAH17	3.59519372972936
STARD5	4.16213021325381
C19orf10	7.57121460857692
SIP1	4.46486652694398
DNAJC15	5.09769573105336
C1orf160	6.13486762507698
SLFN12	4.74624521026357
STAU2	4.84718201374803
FAM98A	7.72592142361752
EXOC3	6.63727095074991
RAD23B	8.75322889114287
HIST3H3	3.87856043822375
NCOR2	4.39086050208852
TNFRSF9	3.37937638384654
KLK8	4.23105385163365
NOL1	6.8170306763312
ALX1	3.78214159115595
CCNE1	4.98623839107105
PKDREJ	3.70182951500974
TIAL1	5.48236718307669
WHSC1L1	3.83485350377130
HIST1H1E	3.6601853780811
SMUG1	4.44307898809321
TM4SF4	3.55689821499743
NPY6R	3.65736075903579
UFM1	7.46932719391996
AP3M2	5.46612675994307
USP14	7.90274210214482
CORO2A	7.17532400835754
ETNK2	4.09846972120941
APOE	5.8874568665067
ANGPT4	3.93947115892781
DSTN	9.95925786898613
SFRS14	5.79060006086716
FRS2	3.31416652124702
NR2E3	3.62528277172683
ST8SIA4	3.29893655945674
GMPR	6.0484815524268
TUBB2C	8.65573629782741
LOC730092	3.50582572503117
ORM1	8.13469578758337
HSPD1	9.53027153919575
C5orf13	6.16586432338772
F2RL1	3.79383059759826
PLEKHA9	4.71667609649968
ZNF232	5.69345781819282
SLC6A7	3.58015078078907
ADH5	7.57476489262723
SHBG	3.67424400094676
DSCR6	3.24043688497082
CROCCL2	3.48587609873766
CDIPT	7.9980398726307
SLC16A5	4.02250581589042
TUBB	9.4782119321349
GAS2L1	6.20036239412865
TOR3A	6.17533588789873
PREP	4.99285943869737
RFX3	3.58427165301232
CHMP1B	7.52406124744711
COPS4	7.73237799713668
MYH6	2.97350258977553
BCHE	2.81818767952990
MAP3K13	4.20338713805663
LCMT1	7.73869573368755
EIF1AX	7.56567226059604
SLC24A5	3.15210547108452
BCL2	4.47875012010289
HBZ	3.31713862316003
HCRTR2	3.02635779145682
TJAP1	5.81023231788613
MAPBPIP	7.25770448982483
TMEM156	3.22629502621405
MYO15B	3.90444159487839
ZNF239	4.54519298077944
KIAA1324	3.52495879568376
PLCL2	5.06930208623393
C4orf29	4.01393973667195
SNX19	6.79190858029377
NAALADL1	3.09141440145011
DUSP5	6.30167759665583
GKN1	3.8023444847044
PXDN	8.39780269556675
FCN1	3.54753036490638
SLMO1	3.73615343551385
TNXB	4.18735433876777
C1QL1	3.13406622072977
BIRC7	3.5480985936209
A4GALT	5.75891894673815
TIMM22	5.09620024173338
ABHD9	4.2130795907047
TOMM34	5.88228518778908
ZNF35	4.18228265093673
LIMD1	3.38242099082728
CARD8	4.53308551019731
KIAA0286	4.43986017199524
CD6	3.96305569565949
RSRC1	6.7238889011502
TOX3	3.32230049244913
C16orf35	5.137258067993
CRHBP	3.04015842679513
PTRF	5.39900822439219
FBXO24	3.22079632596505
CHST11	5.9970622129481
THRB	4.36769202156365
RNF39	4.89165977190413
MYBPC1	3.59068058403081
PSMD11	7.33215554424087
ALAD	5.44605243656687
AQP2	3.47895694812332
EN1	3.13297550180781
GSTM4	3.987962731539
ZNF187	5.24335298871124
CDC42BPA	5.79610527723704
F7	3.46191104014842
CNOT1	6.35822326869834
SLC13A4	3.49977497907915
ZBTB11	6.893507811382
B3GALT5	2.84400929533991
LUC7L2	6.80495489905416
SPTBN1	4.57884980323881
EXOC2	4.95129921285787
LSM4	6.50207631063663
IRS1	5.97085105002942
TMEM1	4.76585585281764
MRPL34	7.89797965536169
SAMM50	6.7097866094342
CDC42EP3	5.6174649990762
HSF2	3.70955998905467
SRP72	7.60816704623766
MFN2	5.7074889970008
TSPAN7	3.45409567925181
SGK269	4.1676037387668
NUCB1	6.62030004630006
RHOH	3.20932335948014
MTX1	7.03652696381497
CENTA1	6.27449716671941
ATR	6.57588992439646
IGLV3-25	4.11808544910714
DDX49	6.13106424680833
TACR1	3.49353213715556
SFRS5	6.67709193768369
THAP1	4.22412653625191
RHBDF1	7.43204801907584
RASIP1	3.62879426967607
DPYD	8.75587187522218
MYO5C	8.21072529046908
DOHH	3.58076115906049
POF1B	4.21875477938193
MAPK10	3.55777019667307
ZNF552	5.71792101149971
USP32	5.68569872500621
MED27	6.49930833451357
NCAM1	3.43983811094916
LOC171220	4.68849641553497
PRDX4	9.2065747225913
AGT	3.72181325998537
SLC22A14	3.80849997026301
DAPP1	6.92300705979784
PILRA	4.02162897690932
ATF7	3.75614326963034
ABCF2	5.30392842799849
KIAA0748	3.44542461665084
C17orf85	4.41183937941239
TKTL1	3.20498061705257
FGF1	3.69245002307196
IL6R	4.73807648385164
CHRNB2	4.06109871937146
COL7A1	4.55147863126893
NFIL3	8.49007953048581
LRRC48	3.09539653985765
TM6SF1	3.80554531633617
SPG20	6.17936410810098
COX10	4.90482275429421
DNAJA3	6.93900853658106
ECEL1	3.7460774647191
GCA	6.8711368767056
GLG1	8.83513087844494
CIITA	3.81919628727202
CLDN6	3.23633585657421
EPHA4	5.62224076800046
FANCC	4.43545306315784
MUTYH	6.26625296525488
L2HGDH	4.6584348726221
GPATCH2	4.92538701225463
PSG3	3.22839963404103
ZNF227	3.31399443055758
MRPL15	8.06733522353715
NQO2	7.63267155274268
C21orf59	7.96130917031136
ZBTB20	7.05476940668468
NEU1	8.37693534845624
QRICH1	6.58028375875036
C2orf34	4.17397885553379
UBE2L6	9.4903007792485
HP1BP3	5.36072185968108
MED14	4.96092842346021
TSN	6.20879667009834
TPBG	9.03165560768158
SPRY2	6.18667707781740
LZTFL1	5.44802768028593
OSR2	3.64762387714414
KLHL7	4.4987083844958
XPC	6.9277236272548
GMFB	7.06405114845197
PBEF1	9.6756510681731
CCR3	3.20560117058065
AGTPBP1	5.56714989645649
TMEM8	6.94882650672619
PCSK6	3.57972852902796
STAT5A	5.14477149655847
FAM18B	7.38182240340284
PTPN2	6.84919327585292
SF3A3	6.58686955921574
EFCBP2	3.91375583427041
HCFC1	5.46522547788792
NFYA	3.81753918115977
PBLD	5.40683325899267
PIGF	5.08101508927454
AHNAK	6.97688414532748
ACTR5	4.43849910939889
KIF14	3.89890495880595
PTGER1	3.93847945131974
NOS2A	3.28214445528883
TENC1	5.26036827652392
YIPF2	5.1952541448797
ETV2	3.05279753967374
KIAA1012	8.29764468252476
C17orf53	3.62984784397075
AHR	10.1903901719628
PTPRH	3.29596730748962
ATP10A	4.75037885033148
ATP6V1C1	5.14207869236647
DPH4	5.96469427897664
TAS2R3	3.34648600432922
C5orf5	5.21395736756106
KCNA4	3.68311959082266
COQ10B	7.81103066422306
NMNAT2	3.27139377901432
PSMF1	7.38037109148847
SORBS2	3.69743021880313
NFE2L2	9.2730780347576
SH3PXD2A	4.04702003995672
NRF1	3.99754544052425
SPINK5	3.54979265691570
SH2D2A	4.45684881783976
PRDM12	3.38634313569912
RBBP6	7.02156899974106
OPA3	3.74065512848582
PAQR4	5.46355006617859
IFI27	11.1121236828607
SKAP2	5.84678971402331
TJP3	6.33804006916599
C9orf61	5.55977348832827
MT1G	10.5272776154519
HS1BP3	8.36303361280999
IDS	6.03652428088515
PARG	4.97214674571574
OR2B2	2.98907490190183
DYRK4	6.07269002891213
MICALL1	6.20117867841093
GALR2	3.06776061197834
CHRM4	3.53325462801075
RIC3	3.08884095762184
GPBP1L1	7.19433124200293
ART1	3.36915374119817
TBX21	3.1208031231711
DUS4L	4.65740939156665
KCNJ6	3.47518174428539
TNFAIP6	6.50370638562732
CCT4	9.35688002518482
RTEL1	3.87961886382253
CASP5	3.91309374846202
CHMP6	5.15671714985892
BRD4	6.53525187924183
NDUFA13	9.32322824804895
CYP19A1	3.01064317478075
CD151	7.30253726988095
DOK4	3.49820072686493
FAM26B	6.43173490635278
ARFRP1	4.64315807402088
MRPL41	3.66187778141758
CRYBA1	3.14133773362591
HRH2	3.54098739923131
KIF25	3.71432518438205
MTMR6	5.68976406271588
SCAMP3	6.696051674557
MTG1	5.50375660215628
UBTD1	4.38657272129705
SOX9	7.13550388781467
CRABP1	6.51758313238456
FLJ33790	3.52414065880282
FAU	11.4230802515526
DTNB	5.14582831010099
CARD9	4.75737759715345
PACSIN3	5.69468573172643
OMD	3.44820114342162
HOXB8	3.02472795997864
NSBP1	3.34696665221358
SLC4A5	3.39252627649518
FBXO46	5.44473802051387
UGCGL2	4.82493573145553
SVIL	7.31366596257005
OAS1	7.93956809529574
PHB2	9.91738054804134
NDRG2	4.60357903439169
ERMAP	4.95190710369177
GRIP1	3.08997249410544
APBA2	4.23490044168613
TCF21	3.26829369705451
JPH2	3.05999461826277
DLST	5.26808262711237
SLA	5.75796177105455
AMELX	2.68866437559182
WNT6	3.3989225305802
ATP2B2	3.7669835693454
CPVL	8.6912654721166
RGS20	2.93719356760593
TRAM2	6.01725801264223
ZNRF4	4.46585893734219
ZNF419	4.63132384377843
LXN	6.38413105939073
TLK1	5.09795575579424
UPK3B	3.68806127176386
MTMR12	4.86583387479838
KLHL21	6.91549483847763
