Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_A04_491166
Composite Element REF	Signal
PCNXL2	4.14159344091089
ATAD5	4.94567735108056
MYL2	3.4331031266556
AZI1	4.35633415559011
STK38	6.22729056546609
RBP1	9.41353225306307
KIAA1026	5.72138325325628
HIST1H4C	10.0060287923142
ADAMTSL3	3.35741159282716
TOMM7	10.2990824994426
HSFX1	3.37047164233491
LOC339457	3.6718347338401
TREX1	6.25826280489525
TNFSF14	3.21670427190192
C18orf10	8.67770157893978
CRISPLD2	7.28916589496728
AOAH	4.38959523719534
CA6	3.52504186269722
TRIM15	3.66987726426648
PNN	6.19818257585934
CEP57	7.18924379087524
AR	4.15362887495268
DDX3X	5.64345273085918
PLXDC1	3.90126023912211
HNRNPL	8.50263092003471
KIF3C	4.26582504730386
EPB41L5	3.30164913205586
RUNDC3A	3.73716243207972
ARHGEF10	3.79458760327110
POLR3D	4.2739423976921
INDO	4.03393561305790
GABRA3	3.01544295750662
E2F3	5.99602327280211
SCG5	7.76200290071743
HDC	3.24406123642328
KLHL3	4.51853826528122
FGD6	3.24738807501227
ATP6V1B1	5.48326102176562
GOLGA4	6.09964397269396
NOTCH1	4.67181411431292
ATPAF2	4.64759599229242
ECD	6.76125061666558
SSX5	3.8728963395032
SNAP91	3.07856145594727
OCA2	3.75472881077684
PNPO	7.77819185738136
TMF1	5.50071766119376
DAPK1	5.17018440439425
RPS6KC1	6.47463628245726
CDH5	4.91413673146727
DAAM1	8.01408178398727
SELENBP1	6.52921308093729
NEK3	4.31231699324255
SSTR4	3.43727953194301
TNFRSF10D	3.23641075049193
FOSL1	3.850754934099
GSTT1	6.52175186261798
INPP5A	6.39829186582922
CD40LG	3.24601002714974
CES1	4.05315446823481
DCI	7.87751209447065
TRAF3IP1	3.6369863091631
SMARCE1	8.31321686151931
B3GAT3	5.15775600210239
VRK1	8.02238322259168
STK17B	6.83546545033408
AARS	7.29184659063534
CNTN6	2.99666355113583
CYP3A4	3.67853040248897
PISD	5.75663490830337
ZAK	4.04780971343084
USP1	8.48440474084417
TRAP1	7.7766283068033
RNF44	5.6677770549113
CENPM	6.88310964736552
NPTXR	3.97390805267308
SAR1B	8.594137887655
DPYSL3	7.11816103563195
GPC1	3.85697284835379
APP	7.83054982900179
GLS2	4.50423587584424
TOB1	9.45042796352453
MNX1	4.26607863833619
TCEAL1	8.22506751300454
ORC5L	5.10263605334745
CENPF	7.0629632997234
C6	3.89110997062553
LOC441601	3.11089393629840
PRSS1	5.05972188484029
PTGIS	4.82303072528831
C6orf124	4.55927450179239
CEACAM3	3.92147033175709
KRT23	7.98572574125236
ODZ4	5.27409131460589
UBC	11.2720986515079
ATRN	4.94741426393007
HAPLN1	4.06646748215382
RANGAP1	4.96718412195576
SNCB	3.38270937485309
S100A9	7.54019013118348
C10orf26	7.8165216992474
SRY	3.07509913222681
RNGTT	4.71421847191232
CDCA8	6.58805258367373
HIST1H2BF	6.67544357378949
CEP250	3.59452131908664
MLC1	3.25096337718208
ATPBD1B	6.21539317121916
TNIP3	3.03285557302544
KCNJ2	4.02081805756644
IFT52	8.19417250692273
UTP20	5.0441335994492
ZNF492	5.71153034251804
PDHA1	8.52965740632778
BYSL	6.02446673868138
TKT	6.62155055573374
PMPCA	7.1233134403553
RNF38	5.51769966051681
KLHL2	6.23680398924761
AHDC1	4.61882795058068
APOB48R	3.50684277459696
GLTP	7.06149315434916
MPL	3.21776826711555
DMP1	3.14311801213658
C9orf78	5.88907146766152
ADAM12	4.49427905306729
CRTAM	3.07938126245185
CSPG4	3.27285043977754
HSD17B2	3.01120114582083
UBE2G1	7.83948993884788
ADCY7	4.29140694598259
PAK1	4.65163225622875
FRAS1	3.80847669718929
PELI2	5.47130384685093
ATP13A1	5.69134545939027
OR2B6	3.66868635978898
SIDT1	3.38019258099608
C1RL	4.47346955432431
ATP9B	3.98044329223092
TPX2	8.34478216114798
DAZAP1	7.31901948355446
HMGCS2	2.87112634579523
PRKRA	8.17041610029774
TLN1	4.915069883316
B9D1	4.36536115951659
NKX2-5	3.66502649823133
MITF	5.11622178950562
LILRB2	4.05213003033424
CSTF1	6.22646408410328
GYS1	5.75198447175012
BTN2A1	4.72922055066501
NSMCE4A	7.95256112724204
DNAI1	3.50883592733365
IGF2BP3	4.83630014406601
HOXD11	3.34003670026552
FNBP1L	6.33727903151472
DHX35	4.89379672117877
SLC33A1	6.49246996174624
HRG	3.41470136302793
ZNF131	6.62661218403512
USP47	6.0634953125102
TRIM33	6.12841966127617
FBXO42	4.77289816714967
HTN1	3.02248431201821
C13orf23	4.57140362069236
PAPOLA	7.64760005429254
C1orf27	7.348753409082
AATK	3.75791498889314
MSH3	4.98230724283522
RNF14	6.77957900108173
NDUFAB1	10.9827646306269
SLC4A8	3.25625332738927
BAK1	5.54409599751576
COX6C	11.5085132957384
MTNR1B	3.10728141905633
SPECC1L	5.17501891431816
PGCP	5.57550473989492
SPN	4.20393013970940
GPR143	4.84120142862847
ZNF576	6.2236734180336
TMEM39A	5.98313322056717
PCSK1	3.12245835288476
ATP5D	6.79896543836951
MAGEB3	2.98476637798531
SLC13A1	3.05000305298659
RPS5	11.5632283977181
ARF6	6.99140619341295
KIAA1009	3.67706515444856
ANP32E	6.86643103091173
YEATS4	6.80500136171465
MTMR1	5.86175455013405
PCOLCE	7.23906412727414
MNS1	3.66120225459235
HMGN1	10.3230520107647
CXADR	9.27394310888868
PCYT2	5.43460481394735
TSC22D1	10.8632223183889
UTF1	3.07920008216956
BZRAP1	3.69798001689492
LAX1	3.11619180031727
PUF60	8.37241621467065
ELOVL5	8.1951886505606
SPPL2B	3.9162548859493
SHC1	6.21781144945928
B4GALNT1	3.34172756154691
ZNF673	5.45700042579552
IRX5	3.66854992484761
LIMS2	4.20143102702378
ITM2B	10.0877977031895
GINS1	8.78740253085513
BAHCC1	3.34690106957606
PAPSS2	5.42983897055527
ENTPD3	4.39131662808535
CLCC1	5.138193665743
SMO	4.1133819534022
ACSL3	6.14073009112063
PIK3R5	3.59142293160032
GLT8D2	5.46561634751214
CDC14A	3.31416582960527
UTRN	3.51205659283868
CNN1	5.26921144933255
KRT1	3.28108034550116
HISPPD2A	3.82373729620928
SDAD1	7.2878939729941
SIGLEC9	3.26822401025823
C22orf26	3.14365350464301
RPL35	11.8782460057212
IMPDH2	9.38705164159754
FLJ22655	3.30492097349362
ENOX2	4.4644983879931
INTS6	5.96140279567478
FPRL1	3.22596935018304
CLTA	10.3714255773784
SEC14L5	4.05553929523164
SMC3	6.05229523655942
C6orf123	3.48074940801552
OGDH	4.44024314363476
GPR37L1	3.96711541596894
FLJ20160	3.07626596320756
ASB13	7.38948324940565
GSS	6.51382287542956
NT5M	3.80834264875999
SIX5	2.90820990170731
KPNA3	7.823564135735
TAF5	5.29588297424958
KCNA1	3.70707555830947
HSPA1L	3.77732395139419
RHOC	8.2830631941997
TH1L	8.6618907169583
SSTR2	3.49095392018848
PPP3CA	6.83161429247256
CHRNA5	3.79616321746715
DLX2	3.42161479340405
SLC1A7	3.85990259945968
C6orf108	6.12338070131653
ALDH3A2	7.25796540892201
DDB2	4.99022941746361
FLJ11286	6.06685240669604
SPATA1	2.932989014609
CLEC1B	3.28719846880863
MKNK1	6.13089980895415
DYSF	8.52995902635456
FOXJ1	4.85426252053566
LEPREL2	3.72203681701371
SLC27A3	5.54763873386357
C1orf174	8.8144925011825
MTRR	6.17780835767008
PLEKHO1	5.89357881764595
HTR7	3.24440288954084
RING1	6.76063143286303
NPC2	11.4779932667817
BHMT	3.39648797931015
YTHDF1	8.48809068706102
AVPR1B	3.89494836015469
MSMB	2.84791775414591
LMAN1L	3.70991268118556
CEP170	5.87704527419318
PF4	3.805316520177
MSH6	5.61716790106572
IL1F5	3.78277170658289
ZNF556	4.03882925733291
PLEKHC1	6.847998110433
BCL2L10	4.12044134705565
AIRE	3.53039728745755
IPO4	6.04368600247456
FIGF	3.21063522958933
QDPR	8.5331093994394
SLCO2A1	6.22089652718614
FOXA2	3.78976674832926
MAPK12	3.63847259394943
BOP1	4.47968813619604
PRDM16	3.08865675649001
POLR1E	5.24358804464927
INSRR	3.05099364212291
PDE6C	2.87561147460575
C1orf216	4.88239490661199
SIPA1	6.09240116725615
EP400	4.73275599623726
ULK4	2.97752878004051
PTK2	6.98494660589469
BTN3A1	4.97639464559782
NDUFA8	9.46020939591761
LAMP3	6.75373814939164
FABP5	8.57207451211139
GLTSCR2	10.7375659982346
SORT1	6.22933738863894
LLGL2	6.90019813417181
YWHAQ	10.9813659865787
LRIT1	3.27677558211291
KIAA1704	4.89862703340186
ENOSF1	5.47027483065496
MEIS2	4.39013732949994
KIR2DL4	3.29790561265008
PCDH7	3.58912374797167
NFKB2	3.67798045043938
RPLP1	12.6235919616298
FZD9	3.15567862975646
HESX1	3.2620727597157
GNAT1	3.13937897889337
NKX6-1	3.50449594129894
CTA-216E10.6	4.35275213917735
IFT140	3.86769623402173
ORAI3	5.31845495877477
DENND1A	4.7158802149928
ABHD2	4.07465189608374
ALCAM	7.91335301257137
QPRT	7.24439737262366
TRAM1	8.86276182107734
TRIM29	5.2235524937318
ATP1B4	2.68016268731378
NUP37	9.28655550559038
CDS1	4.93703583934501
RHEB	6.61248923690159
C4orf27	8.60252954009749
RAB3A	3.92540521381868
SAA3P	2.88462833307079
SLC22A6	3.10310656358636
GPD1	3.59484805528918
KIAA0265	5.33768001447752
CDH15	3.09527386915477
NPM1	11.0504435464184
ERAF	3.80345409874147
ADAM19	3.64748334957083
PRPS2	7.76484993103891
GCK	3.56466818909778
DNMT3B	6.11209679087945
SNF1LK2	3.66184451806601
ADRA2A	3.43377911120674
TSPYL4	6.63958393005902
MGC24039	3.11303723502876
TASP1	5.46731735222201
WDR19	5.22106415313876
C10orf38	8.4059333521951
CCT8	6.86861290243975
PDE4C	4.34589897478084
N-PAC	4.23074141300356
POGZ	6.434801528022
FYB	4.12384765223218
GUCA1B	3.29964487334527
ZZEF1	3.84638889020196
PPFIA3	3.62210042774409
ZNF334	3.94077732437235
C12orf44	7.98050962321975
RANBP6	6.57869251079539
LDHB	10.8622711871853
CRYBA4	3.46907959562997
BAMBI	4.93309548489257
RAB5B	7.48125498822303
FOXB1	3.71024941434225
MRPS12	6.24333439179829
TAF10	9.67077768443917
CRIPT	6.8439702999917
DEPDC5	3.70623746802154
RYR1	6.34511350503477
LTBP1	4.79447446941017
MAPRE1	8.68910712445968
TRIP12	7.53213663294981
FGF8	3.04102474798873
NDUFA2	8.16410131962045
C3orf52	4.13053662858774
SENP7	3.54345621654226
MOBKL2B	5.58433990385823
KIAA0355	5.80205994457395
CPEB1	3.74365189600289
ACOT7	4.99755112560475
FGF6	3.76781650640547
PPEF2	3.10899831328575
ABI2	5.66951843095763
PCDHGA1	3.33387176358189
KIAA0317	6.29284411089512
IKZF3	3.06255740929351
H3F3B	9.2435539072579
SLC38A4	3.02472542407690
ATF1	7.84084446753065
FGFR3	3.98894016266017
DYNC1H1	7.10337634111339
DIP	4.48128615761147
C10orf110	5.07595598829076
TMEM33	6.4539579533656
ARIH1	6.24031954158157
CYP2B7P1	2.99931930409198
POLDIP3	5.24685524677336
C1orf129	2.95383987392418
POU6F1	3.57022469743476
BBS1	6.72627751994325
RGPD5	6.79640980882932
C7orf24	8.62216478930167
GPR171	3.62796029320092
CDC6	5.70176966856691
PLD1	3.50182503931776
KDELC1	5.99957376403288
SULT1C2	4.18467939940185
CHI3L1	6.18309241156274
PIP5K3	5.39729259679073
CSDA	7.1987843322509
ITFG2	3.59480034206818
VTCN1	8.20679751844743
WDR62	4.22089136234486
NDUFC1	9.95788334127761
NBR1	5.8510406146624
HPS4	3.98472561937222
KIF2A	6.53182749782153
RARB	3.82762385228637
CEL	5.19454436448139
IMMT	8.01179216514485
CNOT6	5.21940518611275
PICALM	4.96236113459059
MARK3	5.91041939625815
DHX15	8.65276588530659
ZNF702	5.00426076361821
HIST1H1A	3.84083822616641
HLF	3.25023147132961
ADAMTS2	3.64497999566889
ARPC3	10.1171265668578
BRD8	5.23344150773054
NPHS1	3.55758534925874
WDR12	7.92491640852601
HOXD13	3.08741654682462
KIAA0494	7.59389839065813
GABRQ	3.16698117314102
TCF4	6.08677701378294
APOBEC3B	7.7127000566731
NR2C2	4.24794996153074
NKTR	5.28400168870157
MYH2	3.235124750933
TLE2	5.5451623369414
FXN	6.59454819875126
AURKA	7.57225670280372
KIAA0892	4.45334185515059
GPRC5C	7.83818733557986
TBC1D9B	5.30136752550783
PAEP	3.52638330021527
PNPLA6	4.82534285046966
SPG11	6.75613929837293
KCNJ13	2.91580472147861
NOC3L	7.33873923841273
AP3B1	4.34173814695003
C11orf68	6.21256154376712
NAG	5.69849410324867
AKR7A3	4.97257853188151
AHCYL1	6.52542235605249
FLJ11184	5.47072539478605
MLN	2.99928446074863
RPP14	6.94960330591038
TIAM1	5.42664469833461
ANXA2P2	6.52497995133393
PBX1	7.02999351730958
PXMP2	8.0215803515433
KRT17	4.7671174738853
LACTB2	8.16605394841664
ZNF711	2.92404090911447
GGA1	6.22205180634403
VAMP4	5.48055824440831
C20orf19	5.53130030473379
BCAP29	4.9415841680023
DDX24	7.57380884393345
PHACTR1	4.56792985586694
SLC35E2	2.99438822684355
LOXL1	7.04956691172876
IQSEC2	3.81248081397422
RGSL1	3.62410177839271
SETD8	4.5849314288543
HEXIM1	4.7516776678596
PRRX1	3.41198157296824
SULT1A2	5.43133461975901
ASTE1	5.64765812866534
KLHL9	7.0984035377481
GAA	5.94652741820386
MYOD1	3.78034642372519
ZNF747	4.62670586200521
ARHGEF16	3.92724374652123
SCN1A	3.02578166398401
GDF9	3.28847536906718
IL1RL2	3.37447054149049
HNRPH1	7.72383589843404
MED18	5.4329292399298
TRAF2	3.91490096079153
ECE1	4.34661409357186
TEX13B	3.54496867640310
SNN	5.17235181283275
HCK	4.6466338544236
C6orf62	7.69257080837483
GABBR1	3.36370687622098
YIPF6	8.95342615517269
BMP6	4.14447667606814
PROX1	3.28685397427342
LANCL2	5.81139360784074
SCN3A	2.73786034875857
IL8RA	3.84144821587201
LSM3	10.0953852713305
CDSN	3.62399732973749
EFHA1	8.1529193495674
SSRP1	7.77706976034029
ASXL2	5.9924073153485
RPE65	2.71050430366201
SNAI1	3.19382656628902
SPCS3	8.15691646513665
EFNA2	3.01499930427310
CLDN9	4.16605594110999
DEF8	6.59660517086319
CHAF1A	4.37944077115003
C1orf165	4.41825797489192
ZFPM2	5.40573253214864
C9orf7	5.37095274488113
GC	3.11175988258046
FTH1	11.1320286657172
IER3	8.25782934564436
YWHAH	6.82646518164162
ADRB1	3.02752066180430
FOXL1	3.3826825968797
MGC31957	3.56715314667867
MUC5B	3.47285330758719
ZNF193	5.07322631419862
CSRP1	8.0016786056432
MOSPD1	7.6540030071717
UMPS	6.17117633942906
RAD1	7.39861923533775
RCP9	5.57052467205563
COG4	5.3912021511301
NFRKB	4.34341603677582
FANCA	3.64714492935393
CDC2L5	4.23139962413901
GDF2	3.08991852380827
PCBP3	3.56128969344538
TIMM17A	7.12586967678636
BFSP2	3.46653257020051
OR2H1	3.35908450380421
HNRNPA0	6.61651070475276
IKBKG	4.954012909746
TM4SF20	3.03674242032693
PCBP1	8.83961055308033
LRRC2	2.82050221705411
NSD1	4.79897255547662
AMMECR1	6.89083387838693
MAGEC1	3.3307883447335
SEC13	9.66349947199835
WDR91	5.21519288472223
HAGH	6.53381425116249
EGF	3.04636250886344
NHLH2	3.19841101805268
NCAPD3	6.45593645313145
BRCC3	5.69288352615007
CNDP2	9.00820598787835
FYN	7.21259286039413
YPEL5	9.6100284846787
KCND3	3.55184271393543
LRRC42	6.8266165635397
GTF3C5	4.64697634845826
AKR1C4	3.11767654767959
RBM26	6.60255661076721
DUSP14	6.89704747814901
AP4M1	5.05702758537138
RIMBP2	3.45913290075366
ABCC2	3.63761589558038
COL5A2	8.27186848041334
DNAJC16	5.73880477330537
TTC12	5.01124107796265
SNX13	4.88158805443956
ELA2B	3.55170966956325
CSPP1	4.73353652209983
NAIP	4.74054880197713
MYOZ2	3.14982199541660
XRCC4	4.03939383959288
CYB561	5.94002435302473
CHST10	4.21750781468445
BAI1	3.56298417939862
THY1	7.15900391788948
KIT	3.92508515880964
TBC1D8	4.35092380890195
PDE6H	2.7575232813201
EPHA7	3.03156222584962
SOLH	3.97211185357369
FLJ20309	4.20022976978985
MAP7	5.20723868683584
SPAG9	4.87162666715101
ZNF294	7.25678284050702
CENTB2	5.67494027325026
FLJ21963	5.14063711296773
ANTXR1	3.8570173807686
CREB3	7.15349343018531
ETV7	3.90718692567725
DGAT1	5.0800816772821
TAC3	3.96450912346485
CORO1C	8.80169188240268
RAD54B	5.22099480321408
HRASLS3	7.14793899669921
MED25	5.28443201639274
BARD1	6.186675113404
ZNF177	3.69553958426466
MIP	3.65800353563269
ZNF442	3.61800836196981
F2	3.44043275366223
FDX1	8.00900847243589
GRIA1	2.9122167087358
IL13RA1	7.95052243660483
EIF2B2	8.07098141635068
NHP2L1	8.5984350063267
WNT5A	4.39672653771935
ZNF593	7.66001178362443
TRA@	3.37551702477474
WIPI2	6.56682855263081
TAS2R7	3.24298783515209
RANBP1	5.81670800979514
CSNK2B	9.83626373324345
DKFZP434O047	3.24782728933552
SLC7A4	3.04846941253197
WBP11	7.44842500105984
TEX2	6.23754492526154
C17orf80	3.90091111118271
TMEM176A	7.69344186576844
GALNT2	5.66033490289274
CTNNB1	9.0908153967536
BHLHB2	5.51588880758679
TMEM185B	5.62104498033849
DND1	3.54898166851037
ARD1B	6.99233098232556
STK3	5.35517860563203
REPS2	4.98375202407633
LOC541469	3.77470231914008
H2AFY2	5.6326687796017
CCNK	3.4802826087006
FSHR	3.17729224026079
GAS8	4.60426533873379
UPK2	3.3607377979482
C1orf66	5.30205372313358
LCE2B	3.04534756789715
CD200	5.43981389412511
IMPACT	5.7091294700368
KRT83	3.11217635150176
COL19A1	3.54296843334271
BMP15	3.76278763341731
POL3S	3.32255521369207
ITGA6	4.56751898203296
GAD2	3.40899035924038
C1GALT1	6.53148569497063
BAG3	7.23584026160737
ZNF468	7.05992351125039
RIC8A	8.2896070672008
CA5A	3.35932356263594
CCND1	3.47453441861635
DKK4	3.59956523224077
SGK2	4.21533658421352
PIK3C2G	3.20643029673008
USP11	7.40291290938858
IMPA2	7.06115460284316
PRKDC	6.23999017204948
DSCR2	8.86233599031262
CCL4	6.32815115766148
MSR1	3.72304656277363
NOL11	8.25980761575068
ZCCHC10	6.78786669939575
PDCD6IP	8.75967742461206
TRPM2	4.47972538269509
PSMD2	8.94258922497226
USP18	6.61347283590054
ATXN2	5.92285403213591
SLC17A4	3.5167348363292
RS1	3.19138940226490
RRAS	7.71691269314743
LAMC3	6.3816208389159
NET1	8.30148754294826
NPY1R	4.08148847677179
TOX	3.29834398093156
MVD	3.36672440996396
C11orf61	4.95393718138351
IK	5.6261832595258
GCNT2	3.58595358287809
GABRG3	3.03332133126435
BCS1L	5.74879979026243
BCAS2	8.68643769036706
ACE2	3.0770305007561
KCTD17	3.33626191882091
TPPP3	4.53339592066646
CALB2	5.38327937714649
ICT1	7.61580854219973
CD79B	3.67184304634101
CEBPZ	7.34744281444963
FMOD	5.91093326022968
IRS2	6.27516357449013
C21orf66	5.76503423050324
LUZP2	3.82385894310285
CLN6	4.26305409771293
ANAPC1	7.15939295808828
PTPN14	3.85217734120203
APTX	7.01081063996243
SNRPG	11.2825992320685
BMS1	4.85905016488926
NFATC3	4.14524028485638
ADCK2	5.21020758661309
ZKSCAN1	5.18478743641038
FASTKD2	4.99065963441105
ARS2	5.22788089228083
LRIG1	4.9734738615153
KCNMB3	3.73023679039303
ERC2	2.91149951531896
POFUT2	5.08302558953087
PRKACB	6.19412800986468
PRDM13	3.70623377863145
KLK12	3.40308329833465
ZNF354A	6.28723948129517
PCDH11X	3.07412234862084
TMC6	5.09438749685167
CAND2	5.23945839171894
RIMS1	3.830724377116
SF3B2	7.34371801515102
RCN1	7.26402488646469
CPB1	3.23308861544818
BCAR3	4.47233510476716
BCL6	5.75534370636865
MDH2	10.0850905257837
DRP2	3.77862611592034
TPD52L1	9.14629675518013
TXNL4A	7.01959734520123
OR3A1	3.07591699199296
RAB25	8.9744566910912
C22orf9	4.85132471345525
PCTK3	4.15449025959497
POR	6.05691285078231
ARPP-19	7.20423186828855
SREBF2	4.34156524230593
ZWINT	9.24765260466662
PAK1IP1	7.68553148865845
OR10H1	3.93989266365212
ENPP2	5.55103135145554
UXT	10.1856189295231
ZXDC	5.3913162347093
TGFB1	4.89775315209129
SLC6A16	3.47116241924757
SLC31A2	5.95974950299787
LRRC8E	3.92952291099217
ZNF780B	3.09282003606117
APEX1	10.2593704536508
PPIAL4	2.93573437233860
ZIC3	3.54029751550841
CEP68	5.16465132942681
PAX2	3.45674794586942
MRPL11	8.80344582119958
LPAL2	3.11694657660734
VPS53	3.40561166317071
MPDU1	5.86343341719495
PSEN2	4.2760532493038
GAST	3.54413680740154
DHRS7B	6.77777662770473
C10orf28	3.53566279084939
UBE2L3	6.78588205329897
ADRA1D	3.54487165955569
FZD10	5.58987021055677
ATP6V1E1	8.80487378268747
SAR1A	7.51327195019914
ASB1	3.57863769622209
MCTP2	3.8585940245284
TMEM5	8.07702104436198
LCMT2	6.02940856097479
KRT31	3.69185169407467
ZNF223	4.71006912522144
BIRC2	9.28401892122385
IGL@	4.17219338817711
NLGN3	3.57639819206648
MEP1A	3.08530695631591
LOH3CR2A	3.38978939003052
TMEM53	5.32090959816573
SLC9A3R2	3.4053243152725
TIMP1	10.0952692003787
PTPN9	5.06959268089299
ABCA12	2.99728777949734
TPST2	6.91048307885228
AQP6	3.30974236817965
KCNIP1	3.58282960117973
YES1	5.85313524333879
ABT1	6.18348409742436
RIPK5	3.92375427649329
SMG1	4.28311520746472
IL13	3.20219588071773
MDFI	3.26056152761291
PIP5K1C	4.80945884795191
POU2F2	3.46313568104907
TSPAN14	6.37535090595973
OR10C1	3.25638118848482
GPT	3.9235593482845
PDK4	3.78279089968682
CLIC1	10.0235619895277
LILRA5	3.12599229506962
TREML2	3.59849043688211
ELL3	4.83214840336146
NNMT	10.1536276380717
NUFIP1	5.00674672973244
ZNF74	3.27545744665381
RHBDL1	3.35719705588114
HYAL2	7.12312600887975
IGFBP5	5.40650372597163
FAM29A	5.6114504843687
NRTN	4.27816910092225
KIAA0556	4.09233228500078
JMJD2A	4.94694561769572
ERGIC3	10.2481809393008
POLD4	5.81675448603532
EPHB1	3.97481428365858
LRRC36	3.76453714495349
TARBP1	6.47143595748187
ANAPC10	7.43486018077936
C1orf9	6.46081594618628
COLEC12	5.68220947977537
TNFRSF25	3.57065819281984
MEGF6	3.73820464409293
LPHN3	3.75497239539796
BMP10	3.25306898601638
C21orf55	4.00020034587668
SLC2A1	7.12972574045487
CER1	3.83590506643316
LSAMP	3.74937445432897
RPH3A	3.42647399841789
CREM	6.52074203636568
SGK	9.5722926755157
ATP2A3	3.41929389026575
PTGER4	4.46034665133259
CCR7	3.79288221813522
METAP1	8.17439755983394
KCNQ1	4.2254731226561
RECQL5	3.7464550697963
SSFA2	5.6844923497812
NR2F2	6.66561968267751
MTERFD1	8.47572465016253
BCL2A1	4.85137475862131
ZBTB24	4.86275851101636
NLRX1	5.33508458293065
FHOD3	3.57895653585483
PRDM1	3.61188212279514
PSG7	3.70739926190513
ARHGEF5	5.1432201743483
CCDC47	6.0052443545392
FGD2	3.24607528472498
SLC26A6	3.60050765895694
BIN1	5.98330843309018
SRRM1	7.22456170205295
P2RY14	3.66384428210682
PCSK1N	3.84814189975254
PPP1CA	9.68604831893908
ZNF33B	4.70733459019473
MOCS1	5.01506227832586
NAP1L1	9.09470400586743
ECT2	8.39580762298364
CACNA2D2	3.76279543804573
PTDSS1	9.2954329268445
DOCK6	3.93537361452407
SLC38A6	6.26175434452628
C10orf119	5.59971958457274
CCR4	3.43819234420941
COX6A1	11.6380889549981
B3GALT2	2.78885909454658
CD14	8.3692229802659
ABCC9	3.25764637352313
SNAP29	7.4200946323891
TRIP6	6.72144333466146
HMGCR	5.8835090689105
CDH3	7.50412177172768
KLHDC8A	3.48657727624625
IFT74	4.28615881465673
C9orf116	5.40995450829006
EI24	9.03704802834001
CENTD1	4.41847944951791
RWDD2B	8.04703901715919
INSL6	3.16073115732685
HERC1	5.50234259346459
NPAS2	3.61091297873956
NR3C2	4.53163905823214
DOCK1	4.61000493431614
FAM63A	5.17848903395959
FAM111A	7.78118829605064
INPP5F	5.39347896812549
MYBL1	4.38280368740225
HOXB1	3.67524466558535
CRADD	5.39661562472379
EMCN	3.54605887154759
DUSP12	6.27756494927183
CGREF1	4.24773574909541
BLNK	5.18668614430609
VASH2	4.39933138904671
PDZK1IP1	7.37451498372543
SKP1A	10.3648911427218
IL19	3.67128945872351
DOC2A	3.19979064533053
COPB2	9.34197602661432
CTR9	6.43728702572867
VIL1	3.01968471861973
CDC27	5.97460355456496
PTTG1IP	10.8781839718174
LECT1	3.5632863614868
COPS6	7.34097607090042
COL9A1	4.70276199516155
MCCC1	7.52139136854882
GPC4	5.20587183328023
VAC14	4.10371841371705
PSMD9	6.38838733222664
PPY	2.79795801357307
SRCAP	5.64427252033261
PPP1R13L	4.76086915130315
BPGM	5.59277580263606
TTC19	6.91573899428264
GFPT1	6.93668915382497
C1orf114	3.89130988889029
HMOX1	6.55706772060118
SLC27A6	3.25994291808546
MC4R	3.03141532651927
CALML5	3.70706660354927
MRPS10	8.26744565991354
PRR13	7.99708349594368
INS	3.09227808025807
CECR1	7.51266078307753
SERPINB8	3.83078461790655
FLT1	3.31171824709062
FEM1C	4.9754549455631
PPP2R4	6.42460290947284
PDIA2	3.03816630676123
TMED3	8.34562560457051
NUCKS1	5.6556802944604
EXT1	6.7838346399422
RCOR1	5.68484758541533
EBI3	3.87318245807317
SMAD2	7.19729634554023
ODZ3	3.64888285447591
POLS	6.30829319630617
NXN	8.42987190914216
PPIH	8.96418334718677
FOXJ3	5.00863686166793
EIF5B	5.64823830491405
EIF2B4	6.52343034593867
C20orf121	4.650603241326
CENPE	5.7838398342713
KIAA0415	3.90435164163639
CRABP2	9.5105793550055
TSPAN12	7.85789559431815
CXorf15	3.30020102215223
LOC57228	8.93109510733228
ACTR3B	4.59716872424256
ASL	8.37733300787142
GATA3	3.36081065635568
TFAM	6.79310118371835
PCDHA5	3.12266846012461
PARP12	7.0021263735488
PIGH	5.11505968896677
ENDOGL1	3.32244573858229
GTF2H1	6.84952231210383
MPZ	3.27347663088211
BIRC4	3.99337362052315
SSBP3	5.74453864819138
BPESC1	2.67353078702564
FOXC2	3.22093474643694
HS3ST3B1	3.07733486571623
GDNF	3.47124256325835
CTNS	4.56897397679672
KIAA0859	5.98627337729568
TRPC5	2.89539860665068
PMS2L3	5.01634481894513
TEP1	3.47670999274909
KIDINS220	5.58999235545506
CRH	3.12094720724022
CES3	4.82948893464437
ACP5	6.08240879681034
AMFR	4.71441323195014
CA4	3.1935348352308
PLCB4	3.71084709819830
MPHOSPH10	7.82201244081749
PGF	3.70331346237157
G3BP2	7.69062946342153
SR140	6.5778660407259
ISLR	5.84592671909248
HOXA2	3.97108004998087
PYGB	5.63647040522442
BAT1	9.76292770487256
TSC1	5.19633197049145
NARF	7.17848158747514
DKK3	3.67914212156126
UTP18	6.03335746284325
TSKS	3.35329411507133
DDX31	5.27399402965233
TULP1	3.74749264151284
TNRC4	3.51563740441147
ZNF430	5.85527741070849
POSTN	9.65521002058278
AASS	3.23020093373839
APOL5	3.67965684321884
PLA2G1B	4.17040402735365
FLJ11506	4.74411146103695
GTF2A2	9.6576722623602
RCHY1	8.03228691219083
CYP27B1	3.30750226390941
VPREB1	3.19429396487901
