Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_A02_451976
Composite Element REF	Signal
NRL	3.23728976989650
PIP4K2A	5.42784606415879
TCL1A	3.2356492208004
MED7	5.92053795011868
MYLK	7.56124936590141
RRP1	5.72465071717057
TFAP4	4.27181833926435
CYP4F2	3.59370728865704
UNC5C	3.07957283625694
ARL4D	5.85398727780552
SH3BP5	6.92104604339162
AKAP6	3.40821595792453
CTLA4	2.9521213517241
ACSBG1	3.52396987114144
MTMR4	6.05401136618656
NECAP1	5.34907290554295
SLC25A17	5.15986133048037
POLR2F	6.57524158290824
PLA2G2D	3.09594392330276
WNT2	4.53228231622999
GLMN	6.2797383721999
MCM7	7.3957874923047
TRIM52	4.96726769076875
DCLRE1A	5.16739839072235
PDX1	3.35597621952167
UBQLN3	3.05051894169222
PRPF31	5.99318424735928
TLR7	3.71558186874879
SMAD1	7.86124776331152
CLCN1	3.29159706763802
RIOK2	6.21161920390007
CEACAM21	3.24677697965488
PDLIM4	4.7369006520556
STX18	6.89259321238462
CCPG1	5.00857651289097
SLC2A6	3.8035411085999
SORCS3	2.87221607538515
NOLA3	8.09211835801392
PDGFA	4.5967135548629
TRDMT1	4.05462220210495
CFL1	11.4010435533490
IL4	2.86305458956994
NAT2	3.27675726911891
CPSF6	6.94740498881594
PRG2	3.38600599309606
PIGQ	3.71240546036715
CLSTN3	4.47676029268943
KIAA0146	4.48968555757778
GBP1	7.92903766692316
CEP55	6.2007756069214
ZNF408	5.28931803371079
KRT20	2.89214579603068
EYA3	3.86944737534380
KRT38	3.36685925049401
WDR7	5.57740496997294
BLCAP	8.5211203096962
HLA-DPB1	8.07250816986172
SFI1	4.00956963862969
GNE	5.14021910527174
MGAT4C	3.18844909765626
CTSE	4.33546600377874
SLC35A2	5.80245098789219
TUSC3	7.87465000105536
GABRD	3.28016586606570
IARS	9.5412569967622
ARFIP1	5.8099855275273
SFRS9	8.9699778845737
CEP110	4.18423142857179
MYF6	2.76175644308201
MGST2	8.18414348282886
EVI2B	5.5905532436633
TRPV4	3.17059137583895
SLC25A11	5.87753250153805
EHD4	7.17600905435404
NOX5	4.33331370431110
NCKAP1L	4.24718189368044
EMP3	6.33055736608304
SYNCRIP	8.052980905552
BPY2C	3.37337855716149
C1orf38	5.3023794062698
ZNF426	5.66234284449238
ELOVL2	3.17395598867629
ATP5J	9.5207079916956
CBX7	4.83102333235618
OSBPL1A	6.79582911301977
MED13	7.25607058730217
ZNF589	4.1024071486053
CHRNB3	3.08535656053834
GOLGA2	6.045837967498
NIF3L1	8.18641306690333
TRA2A	7.10875558294622
F2R	6.3306159005833
PHF2	5.46166366431576
PID1	5.16671720998996
MTAP	3.99974853945103
RFC1	6.2790769094358
C5orf3	5.11446867622466
ADORA3	4.68948138131121
ACTL7A	3.18821409120106
RAI2	6.96311594990064
MAP2K7	3.48800583281722
HYAL4	3.30601133159459
GZMB	3.72350357180317
FCGR3B	4.26370747489073
BMP1	4.97925169145827
CPNE6	3.32466936888593
SP2	4.12492652313559
DPF1	3.24733808997434
SMPD3	3.06624081471594
TMEM38B	3.74659991350382
CCDC56	8.50433166298041
NFE2L1	6.70368553080889
MRPS31	7.50278701724027
STIP1	7.25168797830677
MMP26	3.05705072957156
RASL11B	3.79415604069421
NT5DC2	6.15017229485157
HLA-G	7.17895003326693
LRP2	3.91906689584079
MTDH	8.8319028219349
HSP90AB1	9.3481071780094
PMAIP1	5.50802625010849
LMBR1L	4.6113042495256
SLC25A20	4.94909902639816
RSBN1	6.5561835006707
S100A2	7.87660565468455
C2	6.16518502517972
RHOT2	5.14036500824163
RALGPS2	3.32106296919415
EIF4EBP1	7.00858044504114
C2orf27	4.56563414700226
GCKR	3.44047229485913
FER	4.86806282052259
TRPC6	3.32364923329067
RGL2	6.19456570505467
ARPC1B	8.76944925944481
SNRK	6.59901703450909
UTP6	6.97506452823061
DNM2	4.39834419252802
GCS1	5.38608390346057
EHMT1	3.33011910245742
GLDC	7.74488443238486
FBP1	4.29844523150179
VARS	4.12061568163364
PLA2G7	4.67338629023013
RAX	3.00949856509435
TERT	3.64797568497826
CCL1	2.78443965349404
FUCA1	8.3343438095255
ALS2CR8	3.1669716755948
CXorf21	4.92928297354772
KCMF1	9.3034995574427
MFAP2	8.65327315266558
OXCT2	3.69580642902801
WWC3	5.61172737810516
SOCS1	3.45756048530059
IL17RA	4.83504286090634
C14orf115	3.69886201300202
ST5	6.56538115412074
STRA6	4.34394364444419
MPP5	4.54108905086324
SPA17	5.7176387743065
C21orf7	3.58825095660314
FLJ10986	4.89545935004084
LHFP	6.36556767812958
CAMK4	3.88873971925844
GALNT14	5.83328311897773
CXorf27	3.02742819314298
CLPX	6.34632692519319
NPLOC4	6.53959050063882
PJA1	7.30867482271955
CPLX2	3.39399512860774
ARSD	3.56495176654792
WHDC1L1	3.14209069298441
RB1	5.39064694674294
PHLDA2	5.88819781712211
C2orf56	4.0740859167113
GUCY2F	3.082911605053
MPV17	6.7572943715229
PSMD4	6.45564842265848
SLC35D1	3.44074563176177
C20orf103	6.58939455817202
COL16A1	7.12327759813984
ERLIN1	5.76063803104252
JMJD4	4.58926001678192
SLC29A1	3.79122162389921
GLRX	5.70500268223061
HIST1H2BK	10.7024141032058
TP53I11	4.20858832179277
ST3GAL4	4.19078184061377
ALG8	7.33027382307977
PF4V1	2.61255245389059
SHOC2	6.30056720053066
REG1A	3.00929779761314
FBXW7	4.50509870065385
CYB5R3	9.41123283115905
MINA	7.38248893644505
HHLA1	3.72179845227984
MYST4	6.46852100791602
NR0B2	4.04736608497351
TFAP2A	5.91207094057496
UCHL5IP	4.35183415339217
TIMELESS	6.91582368244326
DDX10	6.50696610364562
SLC25A36	8.94250985201253
TMED10	9.55201914892202
ZNF507	3.11154420086959
LOC90379	4.15681619386453
RAB11FIP1	4.85107646376885
ATAD4	5.6861090348777
PHF15	4.5797027527112
ZNF26	6.74282143224984
KRT7	5.62417051398027
RPA3	7.96923956501883
YIF1A	7.35210850561542
PPRC1	6.02103400830947
PCDH17	5.41754029739198
PHF8	4.05784071602508
RDH14	7.68897442074556
DNAJB2	5.21732172730848
HNRPK	9.70989838169096
PTPLB	7.72661222233284
RABEPK	6.12987632352363
SNF8	7.02405494435212
CBARA1	7.42829742088593
RAD51AP1	6.98466243690067
HAT1	8.7825102750814
HTR1D	3.33648435858126
H2AFV	8.13153955056591
OAZ3	3.57082168970875
CXorf48	3.11995256004461
RC3H2	4.89530180025461
SGCD	4.00148997594955
PHTF1	4.10967461695437
CA3	3.51205888419959
PKIA	4.77353675853184
STX10	6.37731566304367
PEO1	5.14289481860296
JMJD2D	3.35390546184209
KRT19	9.63147983137633
ZNF143	6.27946945927242
ENO1	8.40665111697334
TIPRL	8.53202840156057
MAN1B1	5.77355738275639
P4HA1	8.46826183427502
TPTE	3.03228203506409
AKAP8L	5.19414589904961
GPR17	3.24060225597538
LRRC20	4.30327726929196
UBE2Z	8.04174971022483
COL4A1	8.11737677150251
ISOC1	7.78844602802744
RNASE1	9.74331074760648
C20orf20	5.69570162958877
NDUFB11	9.6138718417007
STK19	5.81584978545846
OSBPL2	5.68145494032913
PTTG2	2.90730632096202
GRM7	3.32804786054685
SLC39A8	4.64148776548071
APPBP1	8.71224066170456
STS	3.83248299149192
FFAR2	2.92160198835077
TMEM123	8.96124822223435
GLI2	4.09924586514333
BTNL2	3.26676867225689
ALDH1A3	6.45128331522163
TGIF1	6.79994706984025
SCO2	4.55484304159654
TP53	3.75392683126322
CCDC69	3.54011703904265
ZFAND5	8.66818935424095
ICA1	5.23244112920617
RAPGEF2	4.73565538591243
NAV3	4.93637698472938
EPS8L2	7.21001490518679
ATP6V1G2	3.09373170761786
MNT	7.24868186744289
C6orf145	6.57185458018903
PPP6C	7.09348381577875
OR51E2	3.03184891410436
OTUB1	6.1235284749504
ENTPD1	5.01511656996483
TMEM115	5.93830992714178
STK11	4.2012848886006
PRPSAP2	7.08620702381674
SH3BGRL3	8.09665773658458
MX1	8.66964536803628
PSMC5	8.28592128376969
TTTY9A	3.55739007699346
EXOSC4	6.52821287800163
SETD1A	4.87531074308967
YARS	7.96151284187157
SLN	4.15325142243237
RELB	5.967986622408
NLRP1	3.6809890258547
LAMB2	6.36452436985817
FNTA	9.04383916533524
HNF1B	4.96883261201503
C14orf139	3.40587636731738
UMOD	3.2645469739802
ZNF512B	6.06165910457471
GPR25	3.68034997210436
C6orf49	9.83884739001822
ATP6V0A1	4.80693945043028
SNFT	4.29408011818529
ZNF768	4.5734778852412
GTF2I	7.96549975052164
KCNN2	3.22352583305192
DYNC2LI1	6.18908962413801
DGKE	2.90386355442155
DNAH3	3.55962670431354
RPS6KA1	4.4251482753843
C9orf53	3.35138114244123
PTPRM	6.04772935125124
MRPS15	7.62001595287748
TMEM59L	3.89667368106815
SSPN	7.66693314632486
IGSF9B	3.15844805218206
CNOT8	6.5000949496718
GORASP2	8.67493122451215
ADAM17	5.01663505689195
CHRNA3	3.37847942245036
MYOG	3.51997487739938
UBE2D4	5.14870837738029
CPNE1	6.99129935567733
AK5	3.59415349573674
RPL37A	8.43807492612119
CPS1	3.26357223863815
NDRG4	4.13266586771313
ALG5	9.0767684704869
NCOA2	4.20224850090107
LOC130074	6.74130845790697
PIAS4	3.42956292074446
S100PBP	7.00228899208171
TEGT	9.83329055141122
USP5	5.0266759057402
CFLAR	5.68316275701089
KIAA0692	5.44030487102521
WDR48	5.66521554125184
PCDHGB6	2.99176903661196
NRXN3	3.35504145871834
ACACB	3.85032716568266
CDKN2C	7.21192779259079
KIAA0226	5.0507701754735
TRAK1	4.81569414282033
CUTC	5.21430800268757
AGPAT5	7.63827283155752
WDR68	5.7125154556226
PREPL	6.67059001718482
ABCB6	3.85622641723161
RABGAP1L	4.78338296147181
FCGR1A	4.95169077868994
EIF4H	8.49485314359884
DLC1	4.33443097105893
MAPK8IP3	3.79200284484978
SPRY4	4.63325667718175
RPL11	10.8640113465472
RAP2C	5.98096409585345
ETFB	6.78234209410135
RORC	3.47111775501862
GRAP	3.17047386564467
SEPW1	8.71350021116806
NMU	9.27351732389799
MXD1	3.13707791335893
IFIH1	7.76830105367324
AZI2	5.89627114285827
WDR37	5.58892961127955
SEMA4A	5.76064422315274
RPL8	11.6954014172248
NUAK2	7.9345124486838
AHSG	3.49225919339746
RBM39	9.0151907709068
MANSC1	7.76459808788536
IMP3	7.56959234585663
ARHGDIG	3.47995685676123
ELTD1	5.11232527719317
PRAMEF10	3.33043030522184
RGS17	3.16476686008210
KPTN	4.91897057319727
C2orf3	5.70089368090923
PCTP	5.6336508037081
MRPL42	7.17157386929157
SIRT1	6.66536899169615
MANBA	6.1820049487113
CD164	7.7344889488015
ZNF671	3.37738702706758
GFRA1	2.96363008176021
PRM2	2.92180898269869
IL1B	5.5737270357902
HAX1	8.74448116341424
REN	2.96717426931354
ZKSCAN3	4.58130369239183
CTSA	8.42278122340305
TPRKB	8.67148966881803
UBFD1	6.15054745490965
CDKL5	3.34659434665819
HIST1H2BD	8.40625730544691
COQ4	5.92277347519161
TXNDC4	6.53279809517348
C5orf22	7.00537783672113
VGF	3.94106892573331
INPP4A	3.51964836936841
RNF8	4.43629509441929
BMX	3.08484438778987
SLCO5A1	3.85983778169935
PTPRU	4.41578405475448
ATP8B3	3.04101705856226
HOXC8	3.69571224791299
ADPGK	6.33258281019621
IL12B	2.71114253812523
LARP4	5.92436146770352
ZMPSTE24	8.21559846564771
PFDN4	6.86032261240337
KLHL11	3.37725594757624
PSMB3	8.9261466643978
KIAA0157	6.352356132419
DDX25	3.23521344210167
NCAN	3.50751206204036
RPS25	10.6913998822836
SOBP	4.44003360570978
TESK2	4.10097939881984
DNM1L	7.22212331709841
LOC55908	3.03979575848275
MTIF2	8.12664193502704
ZNF207	8.83377550732368
EXOC7	6.17988707606767
CLEC11A	4.79987624160973
TXN2	6.36981044655255
TOLLIP	5.57474272252319
TRAPPC3	7.66521554125184
TAF15	6.18017323118455
HAMP	3.38820350332813
GRIA4	3.60640001636336
IDE	4.39366199517951
DLK1	2.74745965565609
PLVAP	5.66783237416194
NOD2	4.17841426343246
SCMH1	5.27007727554236
ELMO3	5.09962744057479
GPR68	3.12816664375571
HTR2A	3.14887545162726
FUT7	3.66716125499318
PRELP	6.87985140954205
COL8A2	6.39578239423104
GYG1	8.87348870263726
C16orf68	5.71910645288167
R3HDM1	5.55473895910805
ZNF91	8.65195944655175
LPIN1	5.1539986548145
KRT12	3.53543225335401
BAALC	3.3975528258428
MKRN1	7.27821207272326
KIAA1598	7.10068126511755
ANXA7	8.48682986710796
TNP1	3.57391502583392
WDR13	8.07073711678403
GAPDH	11.3668339105054
BSPRY	4.88559276988851
COX7C	10.6512576860185
FAM108B1	3.47324149690009
PGAM2	3.87024552039266
PEX12	5.49385642627369
APC	4.36455469292774
PMP22	8.23457144041687
TLR2	5.9919094787059
NPBWR2	2.88779021125154
WFDC1	4.3049744320784
MTL5	4.10095935410692
COMMD9	6.69502667473952
INADL	3.64829986497769
GPX1	8.66668615040476
PSG11	3.24600364625062
SLC39A1	6.94556921570103
SNAPC3	6.4004185061422
C4orf16	5.4988108682726
GNA12	4.59787387924086
LIMK1	3.54897990525095
MECR	4.61569035948678
CDC42EP1	5.35573458934317
KIAA0101	7.02857704988826
B4GALT5	7.28701312292946
PIGC	7.58540993018988
LRAT	2.97984661205959
MMP19	4.8399643607208
IL18R1	3.30131030437609
VNN2	3.32390962462814
AKAP11	6.84936901937535
BCL10	7.59571857295486
GLB1	8.05236489616472
DTX3	3.47710616542453
ACCN3	3.29158807501263
MOCS2	5.80835983515212
HCRT	2.99071727546677
CYBRD1	7.1526639401872
REG3A	3.06942813250432
SULT2B1	3.58566539454202
SEPT6	4.49761700419388
MMP10	3.35426821714148
CDA	3.64599423400322
ME1	4.58992517132767
TCN2	6.06280243916489
MGRN1	5.51323158331124
ZFY	2.68755605432424
CHRNG	3.56396720321421
IVL	3.29919725605503
PLEKHA6	3.95883499517439
CALM1	7.22644188719718
PGDS	4.63595542346759
C8orf33	8.14453611174905
CYFIP2	5.78480994680813
TEX11	3.80804573379232
CKM	3.29832034545227
MAP3K11	6.52450943377632
CEBPE	3.13144346610174
ACOT8	5.39191784356109
ESR2	3.08143386306423
OLIG2	3.09922916791028
AGTR2	2.91350075126874
DNAI2	3.13377327978527
EPM2AIP1	7.48100080321167
C14orf106	5.87872384870266
PZP	3.52290091269526
RPS9	10.7587039806278
SIVA1	5.7251373900584
HEATR2	8.08486125233896
CD3E	3.18013998849070
APRT	6.08737753533351
AMIGO2	6.25813841800307
GPS2	5.27204025761505
NOL14	5.27891730809684
TRIM36	3.11571157104934
RALBP1	6.88980639198678
EVPL	4.11061600369137
ITIH4	3.59009335427639
ADARB2	3.25907227995248
PIM2	5.34458700231114
REGL	3.53526505206203
GJA5	3.68182775658105
SLC17A5	5.47513868900671
PIPOX	4.19879377250579
HGF	3.39703989596906
EPHB4	4.87005677603803
SOX18	3.95604756389854
SERPINA10	3.471887151212
INSIG1	5.61969990454693
WDR23	5.10296693190366
SYNGR1	4.49099173357466
TEX15	3.43456307555864
REEP2	4.67234052168137
CDK3	5.35588174935904
HSPA12A	4.87120081272556
REPIN1	7.88223135160756
ARL8B	8.92514077052075
PDE4A	3.81652511711035
CAPZB	8.20427978671412
SATB1	7.22328571743727
PPM1D	6.30296586892359
VPS45	7.85697436760594
TP53BP2	7.19363739895573
GINS2	5.68983752308917
CYP1B1	6.28091884235897
CACNA1G	3.34139815384555
VGLL4	8.36248444859252
XYLT1	3.51255819347041
BRWD1	4.21838393699662
ROS1	2.96345061066803
BMP8B	3.01686183372361
SLC5A4	3.53006395913716
SLC6A3	3.27305013886712
C16orf53	6.34830767029181
APC2	3.74437019078541
GOLPH3L	8.14186905508075
ZBTB17	4.44946505481664
C6orf54	3.38880181394341
SLC19A2	5.45451455129669
C6orf134	5.10526673010031
C9	2.74711961151617
ZBED5	8.79085973243095
PVR	4.003368300723
ARTN	3.68347527167854
LTA4H	8.95646788764626
MAGEA4	4.6229994416206
IFIT3	5.60481392106097
PDE3B	3.70941684758622
GNRH2	3.59579811938275
STEAP1	7.01044102985148
FLJ10292	6.12983577138348
RPL39L	7.16342871521825
PGK1	9.63016056606643
CCL13	3.51763971577689
RLF	6.57164190502602
MLXIP	4.40823876704953
PLOD1	7.19221469166185
MTFR1	5.94760617406388
NPDC1	5.95399639721803
C11orf16	4.23018553876762
RRN3	5.06432306475514
GPAA1	7.36541869934732
C3orf14	7.30511266345376
TEX264	5.43889614463906
C22orf28	7.98903140546423
RYR3	2.60971869343811
VAMP2	4.65347489443675
XPNPEP2	3.36031718300645
PDE6A	3.22962534333328
SUPV3L1	6.78944807474816
FIBP	8.19235016204834
SPIB	3.56329287935529
TBCB	7.94060233526074
DHCR24	7.90248267205654
ADRA2C	6.55399763716132
MEF2D	4.34466934874568
MYO1B	6.46348658141568
VAMP8	9.05427574015584
ANKRA2	6.50876340497375
TLX3	2.93565605995068
PANX1	5.05293879646244
RCBTB1	7.06262081147026
FGL2	5.64039356295593
CEP70	6.8270878695072
WASL	5.85758915358001
DCHS2	3.28893167408865
RNF25	5.0963471256179
CYBA	8.60296951709548
ARHGAP11A	3.1813697616371
PLAU	7.03447793280258
MPZL2	5.17123453254911
MATK	3.39513047669989
EHF	5.80793502573904
CTNND2	3.6224472310766
PTEN	5.77969481169946
ANXA1	8.7209731517071
AFF1	4.385250228485
ZNF189	6.08989767845241
SUSD5	3.58395593650166
SLC28A3	3.64045634128967
GUCY1A3	6.40378259267683
RASSF7	7.14154510947096
SETD2	5.88674111426718
ROGDI	4.55357070648776
C20orf195	3.13788780688596
TICAM1	5.08380635212869
PACSIN2	6.78531247119115
SERPINB5	3.95909890774335
PRKCDBP	5.91834436470793
TFDP3	3.08291063078787
PLCB2	3.89507145443274
RFX5	6.9153333520235
TXNDC15	6.91937837688892
PTPN18	6.12547953001677
HLTF	8.50864663631418
PKP1	3.29877131073216
NDUFA6	7.7517149494445
KCNF1	3.54426040949214
HMG20B	5.21488099276964
SYNE2	5.93154999450595
SLC22A4	3.59645412480496
VCPIP1	3.58928688033893
NETO2	5.59128595371436
SQRDL	7.48352575654194
BAI3	2.96444240525531
GALK1	3.78587397356981
SERPINA6	3.39657734535033
ASCL3	3.88507659655761
NOSIP	7.68327757492699
HD	5.12787816853217
TRIM23	4.44826795142065
FBXL6	4.55383210521976
FABP7	2.88873265995290
ARL1	7.26866934800667
MAGEC3	3.11017056276738
CDK5RAP2	4.82872611017213
KCTD15	6.51076501286051
CD1D	3.0515906562363
EIF3B	7.71221378829039
KIAA0141	5.79473324633615
BIK	7.57593134464604
PAX4	3.063736233955
NANOG	2.93588810760168
CEP135	6.04432690905761
ALOX5	4.32940041217402
TRIM22	8.07449805007368
LYRM2	6.38678661746318
GPR162	3.59057528634298
RNASE6	5.93347914510252
GJA1	10.2763957883432
TAS2R10	2.95382433608532
FASN	4.43755741103757
MRPS14	8.2257562609313
HMHB1	2.86524364662622
GPR116	5.00456955790378
TAF7	8.72314939461435
GK2	3.32087558999316
ZNF219	4.57093457511819
AMBP	3.20549393533525
CD33	3.82887154260325
RAB3GAP1	5.93380112478082
NXPH3	3.95567952495765
KIAA0953	3.55156065468614
CROCC	4.33778561806006
CCBP2	3.52527490288624
GPX7	6.10691751339597
TGM2	4.4892874340162
STAM	7.42779223961753
BASP1	8.32492298575785
ZNF202	4.21101713231362
ACTL6A	8.48588088818326
POU3F4	3.58404726276894
ARHGEF7	6.0065897488977
SLC23A2	4.06977294144937
TBK1	5.94603098914368
CRYM	4.51441380490347
PKD2	6.34968712301731
STX2	4.37698580682115
ACTL7B	3.07411646729862
RPL29	10.7194274685779
NR1H3	5.37826654038971
MPPE1	5.54577579693864
CLCN6	4.69422726001749
C16orf59	4.53829030734786
AADAC	5.76421284881722
SQSTM1	8.26306699617802
TCP10	3.70566012182038
BIN3	5.98546839253454
DEFA4	3.46360419439872
HPS6	5.37346923341098
ZNF197	3.56140006393552
MAN2A2	4.30015073868741
PTOV1	4.78106579963401
GABPB2	5.501135852818
KCND1	4.0350670482914
RNF208	3.67850332357446
PTPN11	5.67854329703152
ZNF274	8.09520866591375
C7orf26	5.15511406747323
ATF3	8.86403383527458
UCHL1	8.37633527514541
APOL6	4.59007027598344
PLK1	5.56830106172537
NPHP1	3.39502218749901
DAB1	3.50125177288993
MLL	4.95114177397344
ANKRD15	7.47410658621511
C1orf218	6.09219563997446
DDX47	8.83175054431899
ATP8B2	5.05907110920495
ANXA13	3.13261519684067
RFTN1	7.19123034315548
TAPBPL	5.78287436672636
BTG1	8.33360429328969
DPP4	3.72083176431957
KLHL23	6.32847593368978
APOC3	3.57669573278969
NPPB	3.15046548898395
ZNF148	8.40224546730151
CNOT4	4.14441801594033
HIST1H3I	3.09179660114129
IKZF1	3.78559704093133
ZNF141	3.30302776405344
PSMC2	8.80918778028453
APEH	6.82198111554743
GGA3	4.85271856073544
OR2J2	2.91840387666459
KCNA2	3.10787825551221
ZNF749	3.11603184745030
LPGAT1	7.16841519770375
TMEM159	5.44572909039649
PCYT1A	3.33632812309365
BRMS1	5.92859165477195
CHST1	6.43582169507466
LGALS1	10.4044645267417
THOC2	7.43508153846758
TAF1B	6.05780304448587
GPR173	3.17213477580337
CASP10	3.93476186453157
COL15A1	5.55954128734547
ALK	3.39126352134906
GAN	3.10639600544022
EXOC6B	3.21304487209118
PCMT1	7.66045612196927
HIST1H2AE	6.32703943474178
VAMP1	3.80983827676412
HDAC5	4.44454429961892
SRI	8.00203088886816
HLA-E	9.50359721322951
SLC25A32	7.15435690459489
FLT3LG	3.32223735533731
WDR1	7.9245590058029
ATP1B1	8.76217113711972
SGPL1	6.17725619334367
AFG3L2	5.11711055101441
C5orf15	8.68889078126569
SWAP70	6.12143344405024
UBXD1	5.37391177916775
TRIM31	3.01131633168724
LILRB4	3.89048008406459
GSTA4	6.72467049113101
ARNT	4.34407358548283
CDKN1B	8.77112672547773
SEMA3A	5.25836647641098
FOXC1	4.51942953644432
HIST1H3B	4.37693574577309
BTRC	3.64402436524614
LSM14A	7.69829442630789
IQCH	2.67592872154436
STEAP3	5.86076475873121
YEATS2	6.8906703497391
CABP5	3.47954950170295
TRIM3	3.59419485064054
FGG	2.95252646912291
ABCA1	6.32216843781937
HNRPM	8.23809957566137
PLSCR2	3.24136073990122
JTB	9.56470365386206
PQBP1	6.54958058181402
CLEC2B	8.20447801176328
EDC3	4.32020324770169
REST	5.07666328627128
THBS3	7.22214705493635
EVI1	8.89871051811518
MGAT5	3.71826288479198
TSPAN8	2.91280392754563
DYNLT1	9.25857221570533
MUC1	8.80907745431275
IGSF1	3.4259159477216
TEAD3	4.81965628400187
ATP13A3	5.96292918003006
C3AR1	6.44519764024836
STOML1	4.4479105556616
EFNA4	6.34200343521357
HAO1	3.36772507716151
USP24	5.77110022143631
TWF1	6.76114539141633
MRPS17	7.82678761275777
MYH9	7.17609688846839
C9orf9	4.43816924216234
LBP	3.21393853611768
FSCN3	3.65213040107153
BDKRB2	4.14596758504407
HSD17B4	8.15584968433975
SEC31B	3.72540089700022
IDH2	6.90297030685453
SFRS16	7.2723743526962
AICDA	2.89123172377617
RAP1GAP	5.32289115139358
C1orf56	4.47170435910125
DCLK1	4.63912085774688
MEF2A	5.60511176478033
ASF1B	6.01827371187803
HTN3	2.81183748440383
ADAMTS9	3.0072346821137
COPZ1	7.63595608750742
SLC4A3	3.79400141230277
TAF2	8.3067863971336
KATNA1	5.88255751023439
STIM1	3.78239059062859
TBX2	3.86123526650516
FOXD3	2.77004722410885
RPS4X	12.2333323719908
PODXL2	3.68256570651702
C1orf176	3.20731987334351
RPS3	11.0566314313541
COL21A1	2.85033002743127
RAI14	7.06876384802439
LRFN3	4.63154055650644
SRPK3	3.88372523627082
FKBP14	5.55682818583465
TNNI3	4.10971669609701
CXorf9	3.49421751673382
REC8	5.65664678438505
HOXB3	3.39037352877109
SGCB	5.67473299981931
FRAT1	4.89885847252355
CLP1	6.8121999312904
MORN1	4.15773796428746
DUOX2	2.99613691773122
TSC22D3	6.31951763726712
ARHGEF2	6.3609925184571
CASP8	5.74901234850174
PRKD3	5.769196805225
CFH	7.55824576026624
NRIP1	7.39779355793797
TRO	5.3296776949793
BNIP2	6.65187308602333
DHX30	5.57465473156346
TBC1D22B	2.80308737779174
GJA8	3.67129680241093
GPR52	3.48740840107443
FGF20	3.0618365694428
CASC3	6.86047209348302
METRN	3.89827200798532
KRT3	3.50508936968137
ARF1	9.19211774726572
MOG	3.36756619010103
ATP7A	4.88909505492862
CCNG2	6.51391959392418
PLCH2	3.68697566872164
ITSN2	4.4726149896321
GIP	3.31851343471303
LOC390688	3.01655940001918
LOC89944	5.15512719574629
PSPN	3.55454013951382
HOXB13	3.18402934214967
MTMR8	3.66993520547607
UBXD8	6.66070766801976
GYPE	2.97896395528367
SPAM1	3.19366176052841
PPP2R1B	3.95370029373711
CNN3	8.42053338632902
JAG1	4.99168730754898
HIST1H2AL	3.27451693025242
CHGA	3.13525492843120
CACNA1B	3.4943828286363
PAPPA	3.63984112824386
RAPGEFL1	4.07390014867909
RHOA	10.5757717720809
CYP4F8	3.2298859639226
TRH	3.78909807951054
DCTN3	8.9989416606272
NT5C	4.84339674542319
ZWILCH	6.43679120885314
SLC1A5	5.2209493550723
CALCA	3.34089188391192
VPS41	5.38727690671265
SYCP1	2.84042431544157
KIAA0174	8.26982267471025
CXCL11	4.16704367156314
ZNF639	4.67203519210322
CACNG4	5.06945304541819
TNNC1	3.10185484048740
GFI1B	3.00920329907779
C11orf58	9.34038367037247
PSCD1	4.32977622292548
NUDT18	3.88433720853103
CASD1	4.72893989301051
LPPR2	4.3868493595848
TTC35	7.42227359315139
SMC4	8.68030425324675
ZNF771	3.38803962751531
TTBK2	3.97926748126101
GJB3	4.15549551094861
RGS19	6.29952623964132
SFRS3	9.09265924482163
HLA-DQB1	6.09179886046679
SCRG1	3.49085760783154
NRAS	6.52488289574176
FBXW2	6.31691262802255
SIX3	3.10913369505643
DUSP26	3.36055523397659
HDAC9	6.34153755392316
ZDHHC24	4.88333883412677
OGG1	5.06080673836623
DNAJC3	5.1703230290402
LITAF	7.28006700697499
ZNF410	7.14257157066297
APLP1	4.72933881517321
AFP	3.06360294222597
OR7A5	3.29877788189730
ZW10	5.64148986022427
DLX4	3.40857904673912
TUBA1B	11.6692192088318
MGC70863	5.37611121027867
C12orf29	6.84649726038157
CRY1	6.77934154020753
OR1D2	3.36664891510373
C1orf25	5.63268486374523
PHOX2B	3.35291697525473
CUZD1	3.59504276353079
SCAND1	6.97526740446737
MYT1	3.48847259199443
VILL	4.71591309318425
PPP3CC	3.59167801824935
GOLGA1	4.25585988186092
ZBTB43	5.23923504671027
VAPA	7.56324888317151
MEA1	7.31969403120885
STAP1	3.044687773299
PIK3R3	4.67920377326768
TGM5	4.26300880885552
SLC34A1	3.48686017994861
USPL1	6.48659581089845
DLX6	3.25876168268763
FBXO40	3.38107764942111
NKG7	3.55070733615137
BRF1	3.57261592700479
CCL27	3.5095878901678
EMP1	7.90326854662021
ACTR6	7.07928489625741
PFN2	10.2086993454205
MYBPH	3.49445864112738
CHCHD7	6.92417994440233
TCEA2	6.4885412383414
PPP1CC	10.1684346328319
COG2	6.93910774650057
FLJ20294	4.87583548259319
TARS	8.21844661294958
ARHGAP28	3.47342632404570
TRAPPC2L	6.51334087254339
CCDC109B	7.00777823546993
LGTN	8.31334710829693
KCNB2	3.20091102397349
USP13	5.52513842955833
RPS2	10.9126315418908
C17orf75	5.45709501607677
FBXW4	6.48231350805658
SLC2A8	4.94627154918808
WT1	8.67531574584028
SNRPE	9.15874249664394
LEPROT	8.8192222147168
