Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_C09_472018
Composite Element REF	Signal
NANS	6.86980269429628
OLFML1	3.69174618105265
ATP10B	4.29218975475699
SCNM1	7.20069794212535
NPAS3	3.93462141596175
AMD1	7.2553886717443
GGA2	4.49250956906621
PRKCA	4.44120829832234
TRIB2	3.8545245850113
SDCCAG3	5.90193320702959
TTC1	6.30798204330817
GHSR	3.39923136962698
ATP8B1	4.53333733758606
HIPK1	5.66803111623923
C1orf78	3.83579368142545
CLN3	5.57760319890133
STX4	6.35103977393141
WAPAL	5.54475176459651
TUBB1	3.07014076698099
SCN5A	3.89576053290644
ZNF192	3.03798573851735
SEC22A	4.21973515318192
DPY19L1	4.81600375060518
C11orf9	4.46585694498406
GRIA2	3.40733714326533
VDAC2	10.4150853956520
C8orf44	3.82330853544038
ZPBP	3.53071661020355
NUSAP1	7.76055539935584
LANCL1	5.22688223351283
FGF23	4.03150518424346
PCNT	5.66081297358398
BCKDHB	4.40074265779694
IFNA8	3.4637648210318
BET1	6.6747676911067
SPRR1B	3.20422037360088
FLRT1	3.69015115360586
HDAC6	4.33480601929492
SNX17	7.14779385773499
N4BP3	3.45128583095402
PLSCR3	6.3539358743574
TTC30A	4.40093857267849
CRISP1	3.19462641876190
KRT32	3.72262359366698
GHRH	3.38424293631509
IL11RA	5.60610605410066
GDF3	3.29185881278153
RPS6KB1	4.95712560541531
POLR3B	6.33155021634186
TOP1	8.44329972084632
DNAJC10	6.96859429090266
CRCT1	2.98511412640262
ADIPOQ	3.10852764717744
MPST	5.30814804622712
DPM2	5.9800656443196
FAM38B	4.04666891667716
RIT2	3.03683060569643
SLC18A1	3.4226094241608
RPS17	11.8385766917015
ABCA3	5.66151977963654
CD44	4.34663208196345
FARP1	6.31977050781699
KCNMA1	4.38813096396543
PAX7	3.33242328323573
TUBD1	3.88816259991071
NARG2	5.28412372442661
GNL3	8.61437645408162
BTG2	4.98395976911067
ITGA5	5.04379512016517
NDUFS6	8.78325625430098
MEFV	3.51184130927781
TUT1	4.1151981551957
ERAL1	5.11109474711338
ECHS1	10.6882486013966
NMBR	3.21660466711544
VPS4A	6.46770740685595
ABCB7	5.71659948988905
CYP11A1	3.27108767620190
PFKP	8.14863499511025
C9orf91	4.59428723982076
ABCC6	3.27291791070161
LRRC41	6.22782934562089
ATP5F1	10.4627532484139
GFOD2	4.54031454488732
MOSC1	6.29264923928472
NCF4	3.30210310337823
HYMAI	3.25665170405899
SLC25A3	11.2835928503080
NAGPA	4.58806791450355
MTHFD2L	4.17741832133771
ZNF646	3.95153533897476
RAB1B	7.47535481848993
IFT122	6.08841122623059
GALNT3	7.85989246003142
LDB3	3.71092968458308
GARNL1	5.18294652456868
ALDOAP2	2.99594592359924
LRRC6	5.07094998065589
NTRK1	3.01493598704877
ARTS-1	3.67810309812872
UBAC1	6.07475265469591
SLC6A11	3.30977539105472
NAP1L2	3.20680705542851
EPB41L4B	4.54899930098609
RPL19	10.9646926046639
CNGB1	3.44444749260805
LOC643641	5.99571436858832
FAM134B	3.51162020314136
WISP2	3.24501731304826
NTSR1	3.52489030662067
HS3ST3A1	3.32361515221278
GPSM2	5.63379833786838
PRKCG	3.61740009118702
CHORDC1	6.78466938830789
MON1B	4.27001095528351
TRIB3	4.55758067518653
SLC2A5	3.72680396557852
C2orf49	5.36687992226033
DDX5	9.95801525787279
ZNF446	5.86079250675582
MLF1IP	9.19960345653535
SLC26A1	3.36208053371166
RGN	4.17740448185436
COL4A5	5.03061696247785
CCNB1	7.67635161230274
CCDC28B	3.63192116824975
RP11-35N6.1	3.71248617335367
KCNK3	3.06788154250599
ZFP161	4.55943042444949
FGR	3.60310312576049
COX15	5.76431866059525
EPN2	4.43724384066699
AQP9	5.42174062018207
XK	3.54239629062237
SLC15A2	4.76052281234033
MREG	5.99702438531057
HEPH	3.91546146670010
THRAP3	4.41806890311928
MET	3.72895338242775
PDLIM2	4.50844873658043
ING3	6.08454776652422
PHYHIP	3.75533983479339
CCT8L2	3.22207082707626
ADAM7	3.29177058622997
COPS7A	6.36203102327995
WSCD1	4.0809720019998
SLC12A8	4.99111273832158
RNF185	3.74298061667155
TNS3	8.38250489990266
IGSF3	4.75244986387154
SRPK1	6.84451949115491
MED13L	4.97074689128223
LOC93432	3.30238875026837
C7orf44	6.14166344067407
PTCD3	6.53558270608581
RPL7A	12.2969454649602
TEAD1	5.38049488631296
ARL6IP1	10.6030423240294
CTAGE5	4.4001120064047
SLC25A14	4.97782178001135
LEP	3.44765660589678
PCDH21	4.34190044673957
CACNG5	3.48066301161118
ECH1	8.64637478793073
MAPKAPK2	4.63800993833997
ATXN10	6.37022404543572
LHFPL2	5.00224108419681
CCL22	4.09902541399046
ACTR8	4.71637791481388
PTPN22	2.94554831990385
CYP2F1	3.03941392146212
ITGA3	5.17702224673443
RABGGTA	4.51718818818637
KIAA1033	6.65913772570859
ZNF510	3.60628196415835
SLC26A10	3.47051887266279
STX8	6.12852774665203
RUNX3	3.40996201592070
EFNB1	3.82849979899868
EIF4G3	6.65300018230662
ACSM3	4.51746839703809
C5AR1	3.97148408920986
SIGLEC8	3.47003111984690
ASCC3L1	9.58195149891556
ZNF623	5.42331214491333
A2M	8.8743163266925
NOL8	6.44213837661509
GRPEL1	6.4605727567783
LMNB2	5.4290390214388
ROCK2	4.38272071906632
SNX16	3.58680039735863
Magmas	5.40891160359301
ANXA3	8.23480354684116
C11orf2	7.02640878901943
VKORC1	8.11799448648732
TRPM6	3.27998287226981
KIAA1609	4.59334632512396
FOXK2	5.42086422701388
FEV	3.35239210078603
EED	5.04204607441815
RNF32	2.81763861633421
PDCD5	9.20595861354372
SLC8A1	3.23642126160785
HES1	3.5776361575823
DGUOK	7.32050557883694
CLDN16	5.20496674105032
CLC	3.59431742735799
ISL1	3.69771643685849
C1QTNF3	4.81075312669004
GAGE1	3.08139924080388
KIAA0528	7.02773122525345
VGLL3	2.88960858599330
MANEA	3.68901751878855
C1orf61	3.67712775544995
SUPT4H1	6.84621871441933
CD1A	3.65411579775348
ASAHL	4.38845276388024
TRAF5	6.63508416132445
RAPGEF6	7.15163379943264
WHSC1	5.26227037127755
NEIL1	3.29421084176690
KIAA0020	6.04206261155097
C16orf45	3.87444954303072
GFPT2	3.6884733648526
RBM10	6.30227243409333
MRS2L	5.03845754686746
DNAH17	3.55489982134087
STARD5	3.34608556756835
C19orf10	6.30075737551041
SIP1	5.77047053168828
DNAJC15	6.80942891720259
C1orf160	5.52391018637211
SLFN12	4.25513362684534
STAU2	4.47951410090272
FAM98A	9.31395597018551
EXOC3	5.58053576207363
RAD23B	8.2562443997274
HIST3H3	3.96048376770518
NCOR2	4.57482343392064
TNFRSF9	3.3483015910837
KLK8	7.69191621185826
NOL1	6.74046429100192
ALX1	4.29460238058941
CCNE1	8.29921193194274
PKDREJ	3.62278468096157
TIAL1	5.66412074377866
WHSC1L1	3.3917256811208
HIST1H1E	3.72023496732056
SMUG1	5.18156099920078
TM4SF4	3.72681944942234
NPY6R	3.04625341863469
UFM1	7.58148989329316
AP3M2	6.34577352864524
USP14	7.57856618080106
CORO2A	4.73745511131888
ETNK2	3.40641198822982
APOE	4.56713527036606
ANGPT4	3.79049208259263
DSTN	10.3632380582106
SFRS14	5.36307947849122
FRS2	3.39655931580552
NR2E3	3.52890820576774
ST8SIA4	3.31048298119107
GMPR	6.43460557744322
TUBB2C	9.01195318617518
LOC730092	4.18390308053428
ORM1	3.21702213241935
HSPD1	11.0700921112573
C5orf13	7.55268234675869
F2RL1	5.86216655000619
PLEKHA9	4.77038916705354
ZNF232	4.17361721183627
SLC6A7	3.95350235440325
ADH5	7.05322541239306
SHBG	3.75765257386936
DSCR6	3.40601966896434
CROCCL2	3.63589455185153
CDIPT	8.51611815973106
SLC16A5	4.89251428298805
TUBB	10.3901860159581
GAS2L1	3.77092233950923
TOR3A	5.68216864311256
PREP	4.77979057885553
RFX3	3.73263128404253
CHMP1B	7.78531057520171
COPS4	7.87486290443931
MYH6	3.43579944504300
BCHE	2.83988173009171
MAP3K13	3.67359235551672
LCMT1	7.43921024403196
EIF1AX	7.90988914782908
SLC24A5	2.91818529011896
BCL2	3.65299690109874
HBZ	3.42387338289568
HCRTR2	3.42268692239362
TJAP1	5.24954505357875
MAPBPIP	6.13064047106199
TMEM156	3.08615906895230
MYO15B	3.58762233873155
ZNF239	5.79677991385878
KIAA1324	3.68235470316144
PLCL2	3.54788556348934
C4orf29	4.24709422508588
SNX19	4.75736955967975
NAALADL1	3.04112604399813
DUSP5	3.81340681055788
GKN1	4.08719719464885
PXDN	6.16910919087605
FCN1	3.97601366300686
SLMO1	3.91477845222497
TNXB	4.02726517738326
C1QL1	3.82256859431928
BIRC7	3.92583464976801
A4GALT	4.17639840649695
TIMM22	4.57103853766132
ABHD9	3.47485434343892
TOMM34	7.99087123330219
ZNF35	4.22418616584922
LIMD1	4.3299757214095
CARD8	4.29830328291295
KIAA0286	4.86034932688883
CD6	3.81405795125434
RSRC1	5.01822853958476
TOX3	3.11057872957375
C16orf35	4.72280503019363
CRHBP	3.23251637195971
PTRF	6.74799000139086
FBXO24	3.42468901335635
CHST11	3.15735387489129
THRB	4.0436095818079
RNF39	3.59035016106019
MYBPC1	3.18536773208022
PSMD11	6.73721670137859
ALAD	4.77707698628678
AQP2	3.83714484832925
EN1	3.06843716756226
GSTM4	6.32913539716231
ZNF187	4.40755057630317
CDC42BPA	5.7087139757392
F7	3.17402428328211
CNOT1	6.8159059611944
SLC13A4	3.27955192367576
ZBTB11	6.69748621553965
B3GALT5	2.89000212917367
LUC7L2	7.22888825236146
SPTBN1	4.96556782894668
EXOC2	4.79297066199753
LSM4	7.37481874622337
IRS1	4.72399208945764
TMEM1	4.61472882525924
MRPL34	7.98738398760313
SAMM50	5.7412674084297
CDC42EP3	3.8367729196941
HSF2	4.25652904974345
SRP72	6.97950884308719
MFN2	5.49934799787186
TSPAN7	4.03752734878859
SGK269	4.60780629731013
NUCB1	5.86352964455584
RHOH	3.21357357275697
MTX1	6.50888258145817
CENTA1	4.88746411799271
ATR	5.78518882750464
IGLV3-25	3.88984194035318
DDX49	5.91329320057644
TACR1	3.60041941058534
SFRS5	6.84934076439236
THAP1	5.14384809501519
RHBDF1	4.0447841441317
RASIP1	4.26761239278624
DPYD	4.56357346895042
MYO5C	7.57083986775082
DOHH	3.57595834216298
POF1B	3.65844576880418
MAPK10	3.56922239944321
ZNF552	4.71183624788971
USP32	4.61014285059
MED27	5.46100961859932
NCAM1	4.1959865473453
LOC171220	4.55822532044727
PRDX4	10.1047196743253
AGT	3.30025479558504
SLC22A14	3.67315139813783
DAPP1	5.94669624726859
PILRA	3.59731321588989
ATF7	3.5761107417466
ABCF2	6.64932109340351
KIAA0748	3.15415398973719
C17orf85	4.03737854186293
TKTL1	3.33298332540739
FGF1	3.78838020920616
IL6R	4.4234759099676
CHRNB2	3.77504295965394
COL7A1	4.21485224493943
NFIL3	5.81323475466271
LRRC48	3.49921610690661
TM6SF1	3.01352066670125
SPG20	6.64647773892238
COX10	4.31979958164409
DNAJA3	6.78122532314904
ECEL1	3.56438757975067
GCA	6.87573679214696
GLG1	8.96760297295208
CIITA	3.78685149179438
CLDN6	3.60141104350492
EPHA4	4.37210477016708
FANCC	3.7937905196745
MUTYH	4.75130960095052
L2HGDH	4.59632558671375
GPATCH2	3.63422345336694
PSG3	3.34799476044207
ZNF227	3.31282992740745
MRPL15	8.77036799334782
NQO2	6.32965114602074
C21orf59	7.71119453853616
ZBTB20	6.24134095336826
NEU1	6.59150385658965
QRICH1	7.29513174262492
C2orf34	5.91360446976976
UBE2L6	8.78456406028574
HP1BP3	5.97582313397646
MED14	5.25711746512743
TSN	6.85291263401392
TPBG	4.39056770809525
SPRY2	3.84131748436414
LZTFL1	5.96271688410989
OSR2	5.23706638072678
KLHL7	3.24327685608074
XPC	6.1894089512429
GMFB	7.51040067599175
PBEF1	8.0672562699845
CCR3	3.00392446101249
AGTPBP1	5.10310240045183
TMEM8	4.93810501770554
PCSK6	3.59672379007693
STAT5A	3.89849270973491
FAM18B	5.74185464428687
PTPN2	6.42329816567247
SF3A3	7.09714772573309
EFCBP2	4.19235844038175
HCFC1	5.5315212709886
NFYA	3.9453467581499
PBLD	5.45759830747195
PIGF	7.81180789688137
AHNAK	6.48241777857227
ACTR5	4.3781191319187
KIF14	5.52878733436795
PTGER1	4.34552558143659
NOS2A	3.28561838926812
TENC1	4.64561379953654
YIPF2	4.36249902969122
ETV2	3.60457980937695
KIAA1012	9.24276271036572
C17orf53	3.91496736466156
AHR	6.25181942226102
PTPRH	3.73932635924177
ATP10A	4.33103022411568
ATP6V1C1	4.98864256530395
DPH4	5.63567085427072
TAS2R3	2.89531631700499
C5orf5	5.37180096728225
KCNA4	4.02536889298335
COQ10B	6.22553402046129
NMNAT2	3.30615767048653
PSMF1	7.42722664090746
SORBS2	3.68927970636720
NFE2L2	8.87590445880189
SH3PXD2A	3.78304688328897
NRF1	4.42217219968443
SPINK5	4.43934862396082
SH2D2A	4.72415700882392
PRDM12	3.54872197595951
RBBP6	6.84114018122617
OPA3	4.78874113027387
PAQR4	4.97862021942471
IFI27	11.4503976306255
SKAP2	4.06850145992531
TJP3	4.0819316490591
C9orf61	3.53387946699843
MT1G	4.80246637103614
HS1BP3	5.08208275479818
IDS	4.51365315071783
PARG	5.46749361126937
OR2B2	3.04979571541279
DYRK4	3.24176106792161
MICALL1	4.16374548171548
GALR2	3.06684140558578
CHRM4	3.53100444016061
RIC3	3.03262322598767
GPBP1L1	6.77188143279585
ART1	3.33175862538187
TBX21	3.3464268927867
DUS4L	4.52152999391005
KCNJ6	3.67950318694291
TNFAIP6	5.36022259473336
CCT4	9.69031039466922
RTEL1	3.76871053988889
CASP5	3.65904711044103
CHMP6	3.60597701715887
BRD4	7.08241984228463
NDUFA13	9.41682123208077
CYP19A1	3.16884041522946
CD151	6.34596365579681
DOK4	3.79993442572492
FAM26B	4.75773435483366
ARFRP1	3.93717740035416
MRPL41	3.24235175614729
CRYBA1	3.31953665577626
HRH2	3.63936599322295
KIF25	3.60258379419220
MTMR6	5.36494990319598
SCAMP3	6.3032569202015
MTG1	5.49031449139220
UBTD1	4.35118161615384
SOX9	4.85550383768085
CRABP1	9.71011706435275
FLJ33790	3.66473968688092
FAU	10.9073532693965
DTNB	4.05184004434811
CARD9	4.71680177694965
PACSIN3	4.12799227501154
OMD	3.12390604992842
HOXB8	3.28297965810258
NSBP1	4.47335125635821
SLC4A5	3.60253531672655
FBXO46	8.36718316303298
UGCGL2	4.96479191448431
SVIL	4.0184525191433
OAS1	7.64698546441114
PHB2	10.6245043259736
NDRG2	4.72734278873663
ERMAP	4.65129480795731
GRIP1	3.17300501629862
APBA2	3.75892799189113
TCF21	3.30700188955135
JPH2	3.17678339344017
DLST	6.3587481722717
SLA	4.02637400279799
AMELX	2.93611598324631
WNT6	3.29844621040908
ATP2B2	3.86116492261344
CPVL	4.11034598349574
RGS20	3.05239690528404
TRAM2	5.80887287742739
ZNRF4	4.24740922757928
ZNF419	4.78568443607823
LXN	5.76547165770059
TLK1	5.05255544775681
UPK3B	7.80115861266623
MTMR12	3.73955350238582
KLHL21	6.59940847962693
ZNF384	5.15658307478893
PI15	3.34920049530504
RER1	6.05932415931435
ELAVL2	3.06320710840049
KLF2	4.64248771476581
RPN1	8.48543417326763
PMVK	5.94019134547285
EIF3D	9.82249225505587
SIX2	3.34183558329499
HPS1	4.32752317786561
RNF7	6.3272277971959
TFE3	4.6956935596101
C11orf17	4.58964131813597
SNRPC	7.7712882585945
KCTD13	4.96349700189587
DLGAP1	3.26741579740729
PGLYRP1	4.04126961807065
IL8	4.66960190361599
IRF7	6.78553598090638
SERPINB13	3.03213066776207
SET	10.0106324194718
NAB2	5.62343947266919
MGC40069	3.70569903352752
BLR1	3.43059879231763
LRP5L	3.31393120559035
FAM120A	6.50008874795162
ASCL2	3.28562600826068
PCDHGA10	3.71830846177723
SHH	3.26522385991957
SH2B1	4.87002995841093
ATP5H	9.84071156864926
THPO	3.33883497373789
HIST1H3E	3.32444482513468
TYRP1	3.33500986825211
EIF2S1	7.14569368560264
RFNG	4.79746986957102
RAB20	4.96522634762208
TNFRSF17	3.81092047909595
RBM7	7.06179438849922
TMPRSS4	3.82033129751764
NKX2-8	3.00058015279958
C1orf115	5.22991925308859
TAF9	6.89906488231291
TERF2	7.08307202506974
TNFRSF1A	6.92208483820905
ACADVL	6.10463858175973
ISCU	9.88359995822814
KIAA0841	4.76314447462022
GTF2H5	7.29150123708967
EDG8	3.24496303717127
RAB15	4.29773380981001
HBP1	5.47367577836805
TNNT2	4.07563076933129
CECR5	6.0273537751899
JRK	4.42416936497612
PHGDH	7.35149450961167
XPO4	4.20618031192253
ARHGAP25	4.19605095454349
CA9	5.23681318397167
TLX1	3.57824126498385
GPS1	5.77472624399754
RPS29	11.9097560517837
MKLN1	6.24289206330988
ATP6V0A2	4.39958955575898
EMR2	3.17774708408968
KIAA0319L	4.26590271697475
DOPEY2	4.06441846183952
SLC29A3	5.4513438173697
LGALS4	3.72723142489878
SDHD	8.06878795253755
USH2A	3.28990715608677
NF1	4.27844832385460
IMPAD1	4.88135588186316
APOBEC3A	3.6741661854884
OLR1	3.56686593806997
HCFC1R1	4.86864247788537
TAOK2	3.77055763818138
NRAP	3.80460815373278
PPFIBP1	5.11972021343118
LYPD3	3.72660473915292
BCL7A	4.46914768007797
AGER	3.71072226400195
MCM10	4.44208432312556
MAP4K3	5.81684460271384
PFTK1	5.46617805269472
CBS	4.07128853324738
CLK3	5.51133246111129
KIAA0753	5.25190001603766
GABRE	3.13120825196022
FIS1	7.52425450601255
ELF4	7.6543921629782
C11orf49	7.13338495123326
CLIP2	4.31742337908387
CLPS	3.90138123077976
PPCDC	3.61726499718347
KDELR1	5.94074757861673
NT5E	4.04702037289224
FOXN2	3.45198893197352
NCSTN	6.38518425636813
PARP4	7.28719226750644
CD83	4.10162597203570
NPY	3.47930032081527
IL18	3.79618629386812
BEGAIN	3.26587081999160
VPS16	7.52740899440741
SLC16A2	3.81343205935518
SLC35B1	7.54840061666536
C4orf20	6.15192886382334
IGFBP2	9.99386153928196
NOTCH2	6.44682824752988
SIGLEC1	3.96426277074985
SLC9A2	4.24156222700878
CD93	5.11603692559166
CEP164	3.82454005390897
P53AIP1	3.24721768412069
ADD1	5.79723870039782
ZNF136	5.00201199726524
ANP32A	4.97385849247967
MGP	5.26668332954425
DNAJC1	4.17091436495277
CCDC144A	3.29605555792726
ACLY	6.96174209254182
TRPC1	3.77938693132014
CYP4F12	3.94195501420477
FKBP5	4.73581649893645
SMS	7.46197347055566
MAPK7	4.13395243693031
RRAGC	7.58731719899919
PARD6A	5.21511999249848
CCDC85B	4.96410524161648
SYNGR4	3.47996955777951
WIF1	3.14348224340186
GCH1	7.41872584994861
STRN3	4.90001225450992
TMOD2	3.18409383122933
FLI1	3.45782985272497
DGKQ	4.00834654894722
MAB21L2	3.00621100725867
SCNN1B	3.44805781091741
ECHDC3	4.22001868142010
TMEM106C	8.13173044450098
CSNK2A2	6.20622801660158
GPRIN2	4.10026643764095
CPA4	5.09877280909573
RPL39	12.4175503409034
HERC3	3.42080590177665
MELK	5.39597336361104
IL15RA	3.94989054708091
HMBOX1	5.70927758391672
CUL3	6.1091947641825
PODXL	10.1819685645467
CCT6B	4.78545775644484
GPX2	3.79746264609501
ITK	3.54418481061619
CLIC5	4.63486299621763
RABAC1	6.70684039840704
YPEL1	4.36871679266516
DNAJC4	3.92876566740874
NR1D2	6.37998735252346
KIAA0776	5.56535953668631
FBXL5	6.52936644764329
C13orf27	5.47383751666054
DEFA5	3.2374595867229
TRHDE	3.30527078501961
ZNF536	2.93174510832804
MEF2B	3.85298795179192
UQCRQ	10.3664891090643
ITGB2	4.51418755339307
PTPN4	6.73977638724099
STX5	4.68116043638166
CD72	3.26561991060946
ERH	10.2521744055315
XRCC1	4.19313894907155
VEGFA	7.62602257496858
MPHOSPH1	4.76948840506383
MORC1	2.76410621914637
PARVB	3.66096569650877
ELL	3.73939033378577
SETBP1	5.44411165083461
CDH11	5.25448500450692
NDC80	5.61456809536872
GIMAP6	3.36390601427281
AREG	3.47321498489852
BAT2D1	7.17869265761763
CDS2	5.28781959147645
LIPT1	5.64809037444908
SENP3	4.85190579769162
IL1F9	3.78802557232537
GRIN2A	3.69903427949891
MAN2C1	4.29891307348228
NSUN5	6.12316548678346
SF3B5	8.29951184643181
CEP72	4.06341516100728
MYC	10.2416867421558
NRXN1	3.19583670315681
DECR2	5.35650153815475
SLC37A1	4.61253445645336
SUPT16H	8.65286575604765
MUS81	5.7958865690412
PHYH	6.05427689958409
ULBP1	3.36251775749172
OIP5	4.39510209734504
IL10RB	6.73935736819145
OTUB2	3.39775570143079
NELL2	4.59160668983646
MAPK8IP2	3.93453197521750
ARHGAP10	4.68369606885118
POU3F2	3.23405067289039
RPLP2	8.25791593285123
FGF22	3.24397933219598
PSCD4	3.70530111445259
TRAPPC6A	5.23269509436452
C21orf2	3.65670045928998
CEMP1	3.28581646999888
IL1RAPL1	3.26927709285367
LIN7B	3.67510130975109
VCP	6.77430498787341
NKX2-1	3.41697710506634
BGN	6.31896778370789
LAMA3	5.14146512517638
APOBEC3F	3.20341775827345
COCH	3.48315988813113
SCGB1D2	8.6690325285394
SP4	3.59910536870187
SLC11A1	4.11746745600798
ICAM2	4.31691290415305
C21orf25	5.48157564347344
SH3GL1	5.22971686656284
RALB	5.56806245692469
GSK3B	6.25152127281465
GNGT1	3.2364459332319
GPD1L	7.84925809629794
VPS37B	4.93892492943492
TNFAIP3	5.94452476981462
C6orf32	3.55018688101693
ATG3	8.5303765683277
KLHDC2	8.86146416810765
NDUFV2	10.2527614237698
PANK3	4.13977381493065
BLK	3.69242629049781
MATN4	3.51591310356255
GPM6A	5.19440759697548
WDR82	8.08180376549387
APOM	4.35885398837248
PKP2	4.82707168031091
C1orf135	5.58604867812562
TRIP10	5.26705011018261
HRASLS	3.37181784689876
TESK1	4.70335212055629
FSD1	3.51867296343700
SFXN3	5.64080604053511
MMP1	3.67531456119806
CA12	5.89119769327515
ZNF611	6.06369147563662
C19orf58	6.48461616806699
NCOA6	7.9425621115887
PDE6G	3.78026271016046
PPP4R1	7.13368690649413
HLA-DQA1	3.18101588254700
GCLC	6.15007217369425
MAN1A2	3.94174247422764
SEC61A1	7.40142928519357
IKBKAP	5.15989627524990
TWSG1	5.37897875833317
UPF1	5.53778845367362
KIAA1219	5.6514049636044
CTDP1	4.51000327731124
ZMYND10	3.59015253355831
WNT16	4.14521011527895
ADAMTS6	3.40262190097071
SNW1	7.59947806127453
IL18RAP	3.48263798987794
RPP30	6.9404071610762
KRT86	5.34768137725417
CDC40	4.6198900566517
SLIT1	3.72914460729047
KIAA0574	3.5196831588257
GTPBP2	4.63962632124186
SETD3	6.80136961526606
C15orf44	5.55366479674037
PRRX2	4.79154467523503
GPR110	3.71300823216962
C11orf10	10.3127191579302
MKKS	7.58957251760943
ELK4	3.19538121941218
ACOX3	3.74895289265945
ADCY1	3.54908628471245
KIAA0372	6.02956425800039
TP53AP1	4.84008051600946
RHBG	3.72898596403837
SMURF2	7.09031194360937
TP53I3	5.96509447209608
EBP	5.63653136317803
SLC22A3	2.79811399883133
TOR1A	6.34545330059331
P2RY4	3.33477260986254
TRPV1	3.66005368764716
ADAMTS12	3.38102878667013
PES1	8.08696307428054
UCP2	8.39625748344586
ATG4A	4.72195204876648
FOXG1	4.343842827067
MAGEA10	4.29927035447275
WFS1	5.18605860879845
TRIM24	6.00763334214607
PABPN1	10.0440918985532
PROC	3.66326144414958
SLCO1C1	3.49007451005933
SLC25A30	3.60859526911332
SLC22A5	6.80693089794768
DEPDC1	5.36150302936493
KIF23	5.17967997669924
SYN2	3.83298878313564
ASPN	5.36029842661805
CENTG2	5.91945766876985
ZDHHC17	4.821725429216
VNN3	3.301551594682
KCNH1	3.62216758270703
PPARD	4.75376456633924
PSMAL	3.23392842171494
FLJ10815	4.74025108723911
YBX1	11.1334191321035
STK24	9.15069355653286
SPEG	5.61905651438992
STK10	4.13442161976217
ZNF695	2.62043060533260
SCTR	3.28918165846836
AAAS	4.56459865237378
SSX3	3.37268920478701
ABCD3	6.85325148545498
MTF2	5.92970439530937
FIG4	6.5046421393322
TMCO6	5.12693553994974
C9orf46	6.10410664868123
ATP6V1F	9.90348830150431
IGHMBP2	4.64963488543508
CCDC94	4.24468030519823
EGR4	3.23196733176470
DUS2L	4.61637070344857
FAM3C	8.31221546494318
DCTN4	5.13078404728469
EIF2AK2	6.51260376296258
CST4	3.79260672691644
CCL11	3.86033938006375
LMO7	4.16182093234826
PAM	9.71392198366316
NUTF2	9.51697763526406
ADRBK1	4.69330094502501
ZNF84	6.19542838134339
SLC39A4	8.6102772611999
CITED2	4.99354871674526
C12orf49	5.07477339343973
GRM3	3.54708268307992
CCDC49	4.06795307872468
STARD8	4.07201121142064
FNDC4	4.27002550321422
SIAH2	5.89584640195259
CCDC103	2.96897837975061
ATP5A1	10.8914697293903
HTR7P	3.29790575254633
LALBA	3.26943005920863
RMND5A	4.75450903973703
ATP5J2	9.73304698393062
PSCD2	5.54956742155606
MMP3	4.30817068782277
ZNF409	4.02057613400647
CRHR1	3.59917246728253
WDR70	6.83446208048657
ZFAND1	6.2775557268707
CCL18	3.33218341326934
KRTAP1-3	3.18619208874657
RINT1	4.62452920258501
NRN1	7.9405387138864
SPAG5	5.48813556459991
KIAA0408	2.95028970487578
F13A1	3.98327128702885
DNAH7	3.44253238688325
SLC10A1	3.76598692916393
BRCA2	4.09437525388673
ACADM	6.97988960150733
GIPC2	2.86503762818246
OGN	2.87487790965998
RAGE	5.83081140152727
XPO6	6.36617251277988
FMR1	8.61299770648529
DUSP3	4.32113717068842
ANKMY1	3.57192110705862
CHMP2A	11.4213387064065
FAM8A1	7.11447582509749
GPR21	3.96054854822647
BBS9	4.02683662471314
UNC119B	6.53478291969545
SLC12A3	3.44910329438767
ZDHHC7	6.67640272966453
FVT1	4.79916994235944
ENTPD6	5.78079765230362
PPP1R2P9	3.47524298449403
ERCC4	3.84614993053996
MMP8	2.93969299999421
HMHA1	4.30314471629492
RAD23A	8.81335347346753
ACY1	7.0214500545912
MT1E	4.51347099666407
PPP5C	6.48849085714496
GPR20	3.39834432301616
RFPL3	3.4108823107824
GHITM	8.86170079411527
SCAMP4	4.23447642386695
NARG1L	4.13710840986573
MYO9A	5.27962319066019
BLMH	3.68707886070281
NDUFB7	8.1219754641976
ADCYAP1	3.13759564097071
SP110	5.42640578958033
MIER2	3.74671983677913
KIAA0513	3.54516988010039
SH3BP2	4.50722059533343
PNMA2	3.31339402747507
MAP3K7IP2	6.99909396892919
AGRN	5.36253835779148
CEP290	3.89189492644739
ANXA10	3.9629398557663
RTN2	4.41392046959066
C14orf133	6.04287503619293
PRPS1L1	3.33330906314799
PRPH2	3.53811017179505
KLRA1	2.94545678560174
IRX4	3.16391389394132
GOLGB1	5.82650009495563
GPR97	3.46518324567196
NFKBIL1	4.65856529451876
CHD7	6.30793064104197
APBB3	4.17626995321414
RPS10	10.2957804228706
HIC1	3.34819067481178
TLE3	3.9755768691871
PSMB7	9.06107679399634
IAPP	3.7747474543587
SHQ1	7.16696141204714
API5	6.1668716411897
GP1BB	4.29038916541321
FTHP1	7.96328170224517
TRIM6-TRIM34	4.41670180394457
SLC6A1	3.44615267052748
OCLN	5.56857279345977
NAGLU	3.75585659822179
PTTG3	4.52566799820032
FAM117A	7.51111393186294
SPRY1	7.21979186328741
FLJ10781	10.4326480468634
CDON	3.44880595815692
SH3YL1	8.16647986236005
IGKC	3.97946374891422
TREM2	3.73155085634215
