Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_E08_516348
Composite Element REF	Signal
MYL3	3.41471813514623
NRL	3.51721859083538
PIP4K2A	4.24093366878431
TCL1A	3.60368485857542
MED7	5.27645996986198
MYLK	7.07695256517563
RRP1	4.94591591674356
TFAP4	4.78025740279704
CYP4F2	3.62660271564974
UNC5C	2.94133368992138
ARL4D	5.90513750925025
SH3BP5	5.75929584781151
AKAP6	3.6508907954322
CTLA4	3.2099020497165
ACSBG1	3.66235066852935
MTMR4	6.89082989010385
NECAP1	5.92519330078718
SLC25A17	5.00440290978616
POLR2F	7.25026761997502
PLA2G2D	3.14140213247413
WNT2	5.81919238836784
GLMN	4.92922725033595
MCM7	8.0997357786853
TRIM52	5.68107312467808
DCLRE1A	5.46596041944528
PDX1	3.69530689102743
UBQLN3	3.59095338578171
PRPF31	5.54059691945157
TLR7	2.92314646683974
SMAD1	6.44931088945821
CLCN1	3.69407376591075
RIOK2	6.04257232998204
CEACAM21	3.39843213886334
PDLIM4	4.50808526538388
STX18	5.96811234367361
CCPG1	4.16373580931339
SLC2A6	3.43964588664048
SORCS3	3.12458818088870
NOLA3	8.89100963014616
PDGFA	4.8023081929333
TRDMT1	4.24578116725885
CFL1	10.7438431339195
IL4	3.2317945238892
NAT2	3.25927260199205
CPSF6	6.28066062624578
PRG2	3.44636548680382
PIGQ	4.24598189297336
CLSTN3	4.15981391507844
KIAA0146	4.52669252955683
GBP1	6.13806848556708
CEP55	4.16561242233648
ZNF408	4.67391223216298
KRT20	2.99674456785899
EYA3	3.9675661238687
KRT38	3.65594893798742
WDR7	4.90480640389683
BLCAP	9.15432105271263
HLA-DPB1	6.71459119741188
SFI1	4.00428991415489
GNE	3.10288349872596
MGAT4C	3.39758977377921
CTSE	3.4883614024991
SLC35A2	4.41747861839796
TUSC3	7.4003777214552
GABRD	2.95987382209822
IARS	9.67986770471677
ARFIP1	5.25327490494112
SFRS9	8.18891839225831
CEP110	3.92388744718154
MYF6	3.34072838417726
MGST2	8.78821480251419
EVI2B	3.07330134554054
TRPV4	3.09103565272844
SLC25A11	6.44588654289873
EHD4	6.92085474588392
NOX5	4.31751239691245
NCKAP1L	3.92391772389385
EMP3	6.19831403946657
SYNCRIP	6.33557381390766
BPY2C	3.74427727929064
C1orf38	3.61326856966483
ZNF426	4.08176508945127
ELOVL2	3.28396962436232
ATP5J	8.8816931592906
CBX7	4.17716006382789
OSBPL1A	10.5032633370358
MED13	6.90937243946982
ZNF589	4.19311487954060
CHRNB3	3.13787467710337
GOLGA2	5.883986383642
NIF3L1	7.17225596646854
TRA2A	5.83794364599007
F2R	4.89433319380437
PHF2	5.34642215834787
PID1	3.35965346044127
MTAP	3.59344355595403
RFC1	5.32907146321555
C5orf3	5.36663304200682
ADORA3	3.32749535572357
ACTL7A	3.31453594887769
RAI2	7.89318773064253
MAP2K7	3.70139594222171
HYAL4	3.26453408874017
GZMB	3.28722172345442
FCGR3B	3.73730810854831
BMP1	4.4017336826873
CPNE6	3.66108990793429
SP2	3.81629346533256
DPF1	3.45296121459258
SMPD3	3.39886918132891
TMEM38B	3.94484188177299
CCDC56	7.97786177360326
NFE2L1	6.53110620252107
MRPS31	7.45344510071896
STIP1	5.84448932124351
MMP26	3.04887995036726
RASL11B	3.67831633624525
NT5DC2	7.65839706223204
HLA-G	5.74232372633581
LRP2	4.06399060596556
MTDH	8.75918377347045
HSP90AB1	9.06649474554765
PMAIP1	3.66221417646471
LMBR1L	4.56055254707176
SLC25A20	4.46309451046358
RSBN1	6.70500658577229
S100A2	6.6879129919197
C2	4.59010340807075
RHOT2	5.6471684302726
RALGPS2	3.66225058285624
EIF4EBP1	6.96724728283168
C2orf27	4.43540537191384
GCKR	3.84773523988717
FER	5.34344165588702
TRPC6	3.37614526614088
RGL2	5.8521585729966
ARPC1B	7.44247062817073
SNRK	5.96078166333237
UTP6	5.67129637043035
DNM2	3.94474520977325
GCS1	5.56451946014967
EHMT1	3.6255948127544
GLDC	5.33795611886881
FBP1	3.93827492496283
VARS	4.70255107189820
PLA2G7	6.88922505656725
RAX	3.1620283054486
TERT	3.53009742644434
CCL1	3.16971386773518
FUCA1	8.38630142482354
ALS2CR8	3.02431539467337
CXorf21	4.13079787006192
KCMF1	9.44267525705073
MFAP2	7.02783396501105
OXCT2	3.3305126430303
WWC3	6.19844968775745
SOCS1	3.5995835056948
IL17RA	4.26911797351188
C14orf115	3.97024608721203
ST5	7.48304705793635
STRA6	4.54802790074762
MPP5	5.7671789142239
SPA17	6.02098824436778
C21orf7	3.6766429032093
FLJ10986	4.97444662540701
LHFP	3.66716937785621
CAMK4	3.84121275623300
GALNT14	5.0987239852491
CXorf27	3.13881612343379
CLPX	5.97542529399936
NPLOC4	5.71436145224546
PJA1	6.52728692334665
CPLX2	3.44463389718649
ARSD	3.75664213553704
WHDC1L1	3.33366638902726
RB1	5.24218789421566
PHLDA2	4.29791134838546
C2orf56	4.03243489992038
GUCY2F	3.10483690660349
MPV17	7.70568469220744
PSMD4	6.28146853019058
SLC35D1	3.62568978290685
C20orf103	5.3921551930698
COL16A1	3.83394098233482
ERLIN1	6.01205824953127
JMJD4	4.80192243782715
SLC29A1	3.95547955116641
GLRX	3.82965296665235
HIST1H2BK	11.1645888807187
TP53I11	4.42572698072422
ST3GAL4	4.64482689094416
ALG8	7.96392406625458
PF4V1	2.85358359497790
SHOC2	6.07223010361271
REG1A	3.1918691845878
FBXW7	4.03282379984331
CYB5R3	8.27575481049257
MINA	6.23849833129794
HHLA1	4.01942767296337
MYST4	7.06214514484788
NR0B2	4.25388412006653
TFAP2A	4.88378731198438
UCHL5IP	4.44895778367709
TIMELESS	5.41222055583568
DDX10	6.58813838846129
SLC25A36	8.14320428984524
TMED10	9.0035604593021
ZNF507	3.25223519740447
LOC90379	5.23452978008459
RAB11FIP1	5.53967556894762
ATAD4	6.64029359744016
PHF15	4.64147971722713
ZNF26	5.7560355326703
KRT7	6.1273956738027
RPA3	6.8401904177795
YIF1A	7.03104590872627
PPRC1	6.57906441182364
PCDH17	3.84722837895478
PHF8	4.01421768667166
RDH14	7.39907800174255
DNAJB2	5.22967506580814
HNRPK	9.6927465941124
PTPLB	8.1543395969009
RABEPK	6.01569356893441
SNF8	6.14880549067146
CBARA1	6.63411541320349
RAD51AP1	5.17005188084084
HAT1	6.57934977797328
HTR1D	3.64325806148761
H2AFV	7.2096447835646
OAZ3	3.63434345157209
CXorf48	3.78994142679851
RC3H2	5.39233878122797
SGCD	3.82023584645797
PHTF1	3.79823911115183
CA3	3.28454328471505
PKIA	6.26080054311264
STX10	7.08663287732154
PEO1	6.17187633399885
JMJD2D	3.24551281252908
KRT19	7.32049249520193
ZNF143	5.69733359811133
ENO1	7.49164529574804
TIPRL	7.11564982475768
MAN1B1	5.33505254335077
P4HA1	8.86864530353316
TPTE	3.30974902831615
AKAP8L	5.89811024316343
GPR17	3.61395410185133
LRRC20	5.00602879231423
UBE2Z	7.35222370182588
COL4A1	6.51587124687431
ISOC1	6.44871498118578
RNASE1	5.02576983837803
C20orf20	6.6543936927293
NDUFB11	9.2875695118535
STK19	5.96009422785308
OSBPL2	5.65173833576044
PTTG2	2.95665283738649
GRM7	3.25377724111177
SLC39A8	3.73649111920772
APPBP1	7.43578050045985
STS	3.68860856892382
FFAR2	3.17008978962859
TMEM123	8.81614246147635
GLI2	4.37282973138261
BTNL2	3.36130543366849
ALDH1A3	5.11226497686898
TGIF1	7.11511240932705
SCO2	4.44408990753602
TP53	6.12590750358944
CCDC69	3.54488851714330
ZFAND5	7.7649344425024
ICA1	3.99372405081764
RAPGEF2	4.72174318274084
NAV3	4.07039090030335
EPS8L2	6.06800049412589
ATP6V1G2	3.78063167426318
MNT	7.09216788993473
C6orf145	6.47691674271816
PPP6C	7.40516626901069
OR51E2	3.11979555607847
OTUB1	6.18051396257917
ENTPD1	4.02549173975881
TMEM115	6.52317438970373
STK11	4.28146386070745
PRPSAP2	6.98514809732835
SH3BGRL3	7.146442666356
MX1	6.40738914292319
PSMC5	7.86137092680152
TTTY9A	3.72700202154477
EXOSC4	7.16020827758935
SETD1A	4.41356053042464
YARS	7.29040744681064
SLN	3.74932473283114
RELB	4.34613224581893
NLRP1	3.81300159499124
LAMB2	6.86106219354116
FNTA	8.3893038932888
HNF1B	4.97308413417773
C14orf139	4.35336560029398
UMOD	3.28835539080897
ZNF512B	6.50847980754705
GPR25	4.06903454972603
C6orf49	8.66630040552795
ATP6V0A1	4.59896934542169
SNFT	3.3297403704794
ZNF768	4.03930396980354
GTF2I	8.05394824719185
KCNN2	3.2165753615748
DYNC2LI1	5.14830449592414
DGKE	3.22188768681919
DNAH3	3.73728231704405
RPS6KA1	4.78283978097015
C9orf53	3.41850441314833
PTPRM	4.79386561526877
MRPS15	5.96660595709436
TMEM59L	3.91176308831524
SSPN	6.91259682474676
IGSF9B	3.21962837263628
CNOT8	6.1581888420173
GORASP2	7.90571880335067
ADAM17	4.26759053430405
CHRNA3	3.35077587253805
MYOG	3.56225337283167
UBE2D4	5.4532874661317
CPNE1	7.21762806347263
AK5	3.50754230635457
RPL37A	8.07015534699616
CPS1	3.18126253011916
NDRG4	3.74515318155275
ALG5	8.81560444282576
NCOA2	4.48721002012304
LOC130074	6.8744907250292
PIAS4	3.43797247896673
S100PBP	5.05583317140274
TEGT	10.1630650312727
USP5	5.0917460881545
CFLAR	5.27822058183897
KIAA0692	4.40753073847577
WDR48	5.64331113571942
PCDHGB6	3.05780618381837
NRXN3	3.67362233011829
ACACB	4.00843597422668
CDKN2C	4.01170260647669
KIAA0226	5.22727484557602
TRAK1	6.06957629245278
CUTC	6.15048981584105
AGPAT5	6.9766655034125
WDR68	5.68346702593076
PREPL	7.38404895808359
ABCB6	4.19764985325322
RABGAP1L	3.00430191714585
FCGR1A	3.61808310318737
EIF4H	9.10292529598817
DLC1	4.56656543390934
MAPK8IP3	3.83241210083231
SPRY4	4.23314641259104
RPL11	11.7458343220987
RAP2C	3.96751229964979
ETFB	6.45856519134899
RORC	4.3697520168176
GRAP	3.19357348546714
SEPW1	7.21612800816682
NMU	6.34711741336451
MXD1	2.80852903652825
IFIH1	5.34225212410081
AZI2	4.84851425225352
WDR37	5.59959360707005
SEMA4A	5.21662953195583
RPL8	12.8088469596672
NUAK2	7.19553456514387
AHSG	3.48450922910011
RBM39	8.89592357805814
MANSC1	6.92628839288046
IMP3	8.7832608511279
ARHGDIG	3.64734182007869
ELTD1	3.58020933401416
PRAMEF10	3.21810925412691
RGS17	2.97805980413633
KPTN	4.13742741160185
C2orf3	4.96929534518274
PCTP	5.91423638890128
MRPL42	6.62471024231194
SIRT1	6.70870724098947
MANBA	4.59242407325304
CD164	6.10482795058544
ZNF671	3.28880568018343
GFRA1	3.06790697436625
PRM2	3.02390964676174
IL1B	3.92260118798097
HAX1	8.97503941823458
REN	2.98871918039195
ZKSCAN3	4.75309869131199
CTSA	7.09834554440393
TPRKB	7.24766317904982
UBFD1	5.56394137642275
CDKL5	3.33425295950565
HIST1H2BD	9.44746277205006
COQ4	6.26254308240246
TXNDC4	6.25632474669555
C5orf22	6.04286501935321
VGF	4.22169921387675
INPP4A	3.60132874520144
RNF8	4.28014363044237
BMX	3.16202215693447
SLCO5A1	3.80011568037981
PTPRU	5.66873612665901
ATP8B3	3.25497755171289
HOXC8	3.89495686888747
ADPGK	7.03463006146492
IL12B	3.24997826082574
LARP4	4.54945308676317
ZMPSTE24	7.60689584309024
PFDN4	5.10933076524463
KLHL11	3.51866095876425
PSMB3	9.28577414734109
KIAA0157	6.00229929464481
DDX25	3.25961929169855
NCAN	3.66411195252692
RPS25	11.5018240676666
SOBP	4.28352743106386
TESK2	3.99943888348773
DNM1L	6.34745498007975
LOC55908	3.46540697513768
MTIF2	7.67307514165549
ZNF207	7.67358556262476
EXOC7	6.050734145292
CLEC11A	4.80565542078054
TXN2	6.87064306355546
TOLLIP	5.13032986397705
TRAPPC3	6.65298421369141
TAF15	4.94499223763888
HAMP	3.34395597511834
GRIA4	3.65257476615976
IDE	4.7392637211909
DLK1	3.03277151546494
PLVAP	4.86451527452085
NOD2	3.64466936970138
SCMH1	5.42924390379012
ELMO3	5.3509603523764
GPR68	3.34557606759287
HTR2A	3.11613197875155
FUT7	3.64588773125748
PRELP	9.46791980297512
COL8A2	4.87702663944258
GYG1	6.65906519038401
C16orf68	5.28551877429303
R3HDM1	5.11064977257331
ZNF91	8.740523480085
LPIN1	5.61419916884145
KRT12	3.98963521283727
BAALC	3.09228259739775
MKRN1	7.69621716518813
KIAA1598	6.71300602890124
ANXA7	7.5807059630543
TNP1	3.54013667257045
WDR13	6.85578316271782
GAPDH	12.0533162423441
BSPRY	4.48281952506746
COX7C	11.4652183769823
FAM108B1	3.715058749977
PGAM2	4.30861789068766
PEX12	4.73899170863444
APC	4.30701912755435
PMP22	8.4671877252645
TLR2	3.34714377804596
NPBWR2	3.23071341918568
WFDC1	4.06425842142119
MTL5	3.55649319131724
COMMD9	6.16242559761892
INADL	4.00567919715185
GPX1	9.58445380102083
PSG11	3.39163116346332
SLC39A1	6.23256804418489
SNAPC3	5.39045395891866
C4orf16	4.93213850161237
GNA12	3.91637900054607
LIMK1	3.51173383638673
MECR	4.8565937449376
CDC42EP1	4.85280960130442
KIAA0101	6.46833778878368
B4GALT5	6.73544209003531
PIGC	6.72782003916023
LRAT	3.45825602925007
MMP19	4.47085395973433
IL18R1	3.28305061462303
VNN2	3.03559921113276
AKAP11	6.61591134094095
BCL10	6.007322294106
GLB1	7.26177342273074
DTX3	3.56494502365568
ACCN3	3.21663086398876
MOCS2	6.62021792342619
HCRT	3.15874126413931
CYBRD1	5.97320923682606
REG3A	3.07592857677726
SULT2B1	3.9231526341791
SEPT6	3.96970717322003
MMP10	3.50881828056169
CDA	3.62599304361289
ME1	3.69822340926863
TCN2	3.98786214233968
MGRN1	6.26869575839939
ZFY	3.03761716175741
CHRNG	3.48067324141268
IVL	3.69195709292085
PLEKHA6	3.07303978147062
CALM1	7.21630166644832
PGDS	3.22203263791056
C8orf33	7.66064163054725
CYFIP2	6.22791466829568
TEX11	4.00124513287319
CKM	3.3575632799244
MAP3K11	5.71458323240702
CEBPE	3.35979593259161
ACOT8	5.68419343469407
ESR2	3.24055945931162
OLIG2	3.36160422643695
AGTR2	3.23498447040782
DNAI2	3.19534051472246
EPM2AIP1	8.07299858080658
C14orf106	5.73737196632877
PZP	3.41073263462479
RPS9	11.6303652323137
SIVA1	7.33477329169542
HEATR2	7.79494142396302
CD3E	3.19803610799542
APRT	7.47627551118287
AMIGO2	4.53569316257481
GPS2	6.53496145327094
NOL14	5.30300518100293
TRIM36	3.17298274419967
RALBP1	8.38860148503427
EVPL	4.48850519941651
ITIH4	3.69536063364758
ADARB2	3.51568167379441
PIM2	4.44551895860551
REGL	3.78186114029372
GJA5	3.53795133540031
SLC17A5	5.28959764005017
PIPOX	6.23000474553281
HGF	3.36997866838341
EPHB4	5.76371193483669
SOX18	3.66083918999328
SERPINA10	3.5449151588032
INSIG1	5.1507530464862
WDR23	5.51833331267932
SYNGR1	4.47299853458589
TEX15	4.24548553909203
REEP2	5.62125619868425
CDK3	5.37860298283688
HSPA12A	4.40228476776887
REPIN1	8.3980390789616
ARL8B	9.02095807327148
PDE4A	3.85923969099476
CAPZB	7.3222361173271
SATB1	7.39008326067214
PPM1D	5.16545294914927
VPS45	5.56561113891863
TP53BP2	7.09670663040634
GINS2	5.38105387855978
CYP1B1	3.56345570012106
CACNA1G	3.61384678064071
VGLL4	9.14246546723839
XYLT1	3.29556156617908
BRWD1	4.46464383529014
ROS1	3.17486154404322
BMP8B	2.94254502005207
SLC5A4	3.53448254408245
SLC6A3	3.54723722197629
C16orf53	5.7022936107346
APC2	3.66176103019769
GOLPH3L	8.45910900565503
ZBTB17	4.20681107882349
C6orf54	3.48820716958543
SLC19A2	4.49647969269251
C6orf134	5.44738760240558
C9	2.74537787037873
ZBED5	8.11086192501303
PVR	3.7574263297377
ARTN	3.64493490185612
LTA4H	9.79455637088314
MAGEA4	4.62961887152205
IFIT3	4.56243762315334
PDE3B	3.73583550082490
GNRH2	3.6858026498492
STEAP1	6.34128914907479
FLJ10292	5.66967088385211
RPL39L	5.44612843323079
PGK1	7.85577537010207
CCL13	3.34263504557719
RLF	6.45128079948486
MLXIP	4.44603059625346
PLOD1	6.42819031473618
MTFR1	5.45962997917045
NPDC1	6.69467096172901
C11orf16	4.16144684751801
RRN3	4.99404806047319
GPAA1	7.79971007303332
C3orf14	5.10053129292471
TEX264	6.68514775553532
C22orf28	7.88968498260655
RYR3	3.2243791721643
VAMP2	5.14026748115355
XPNPEP2	3.36649697972604
PDE6A	3.46203190296917
SUPV3L1	6.94234491768197
FIBP	8.14972975641933
SPIB	3.43360874405189
TBCB	7.94056254982855
DHCR24	8.06230130201405
ADRA2C	5.2056729048697
MEF2D	4.10598233874037
MYO1B	5.8895125043148
VAMP8	9.57544230216393
ANKRA2	5.88101338944835
TLX3	3.57904748837907
PANX1	4.96942525629031
RCBTB1	5.15090888613975
FGL2	3.56386749993953
CEP70	4.48230341299024
WASL	6.23127011567021
DCHS2	3.63559635450249
RNF25	4.38776150855637
CYBA	5.44638441911559
ARHGAP11A	3.34716581584589
PLAU	3.68938145388702
MPZL2	5.34417316740826
MATK	3.48051978677316
EHF	4.75670208964293
CTNND2	3.89823897363129
PTEN	5.77500014528934
ANXA1	6.13138772789975
AFF1	4.81994477913754
ZNF189	5.44751889448253
SUSD5	3.50860263407771
SLC28A3	3.21178523816482
GUCY1A3	3.69240064185092
RASSF7	6.90835175382419
SETD2	6.4896450152488
ROGDI	4.87884487464206
C20orf195	3.31181800918930
TICAM1	3.44541375493206
PACSIN2	5.5583122168762
SERPINB5	5.21049864138793
PRKCDBP	5.48215099352617
TFDP3	3.35343129357117
PLCB2	3.85940738993174
RFX5	7.06151408457553
TXNDC15	6.87808927842251
PTPN18	6.68656934531794
HLTF	8.14885575121347
PKP1	3.3866263956402
NDUFA6	6.83872171153912
KCNF1	4.01049430052055
HMG20B	4.77163061273259
SYNE2	6.25729589986113
SLC22A4	4.10062817513990
VCPIP1	3.92127745585445
NETO2	4.02370038575324
SQRDL	6.52263935555028
BAI3	2.82810587284950
GALK1	3.90363714573456
SERPINA6	3.36543645479462
ASCL3	3.61314073397788
NOSIP	6.80076376344508
HD	4.57615757744586
TRIM23	4.08181140307717
FBXL6	4.31383075935404
FABP7	3.33406305630259
ARL1	6.6896165975847
MAGEC3	3.41112574393119
CDK5RAP2	5.08984257416204
KCTD15	4.42313438043947
CD1D	3.42693461157859
EIF3B	7.69495018472012
KIAA0141	6.50741854260958
BIK	5.97547899874381
PAX4	3.27656149010683
NANOG	3.28873669561857
CEP135	4.26810205026449
ALOX5	3.75338754354878
TRIM22	4.12463061603971
LYRM2	4.10923924894200
GPR162	3.77646787253224
RNASE6	3.57740024441611
GJA1	5.12924716548749
TAS2R10	3.30853707111579
FASN	4.5326272593633
MRPS14	7.6784631340898
HMHB1	3.17905242379812
GPR116	4.39583062912991
TAF7	8.79163439336128
GK2	3.31268800248224
ZNF219	5.98471614652325
AMBP	3.20921372276415
CD33	3.49421849352152
RAB3GAP1	5.45345891647538
NXPH3	3.80281373003138
KIAA0953	3.81162222622563
CROCC	4.20503507534154
CCBP2	3.24648083063046
GPX7	5.55065567481171
TGM2	4.38409719152039
STAM	6.61876489598447
BASP1	4.07049474121552
ZNF202	5.20703786094744
ACTL6A	7.01641317549305
POU3F4	3.61187266977736
ARHGEF7	5.67475271577752
SLC23A2	4.0247810438318
TBK1	4.84838540126921
CRYM	3.98746873653804
PKD2	5.7053973085019
STX2	3.86273675899817
ACTL7B	3.28797595726938
RPL29	12.1505259180003
NR1H3	5.3576905237012
MPPE1	4.84571141601073
CLCN6	4.70031990740582
C16orf59	4.39205375747252
AADAC	4.36241849737877
SQSTM1	7.6229336654911
TCP10	4.11270563618369
BIN3	6.17457936190296
DEFA4	3.55731937046364
HPS6	5.95605421273892
ZNF197	3.72825882481696
MAN2A2	5.23736578144546
PTOV1	5.19478420233939
GABPB2	6.49813034679278
KCND1	3.1402574940076
RNF208	4.40805667278947
PTPN11	5.0800385621208
ZNF274	6.56362897523325
C7orf26	4.82127923171463
ATF3	5.40970298008383
UCHL1	4.69354768022134
APOL6	4.2262384241463
PLK1	4.06063442371211
NPHP1	3.42979632801184
DAB1	3.54321193248217
MLL	5.39347412374641
ANKRD15	4.40040716993915
C1orf218	4.06409046680381
DDX47	8.91013864694441
ATP8B2	4.83775543904531
ANXA13	5.84435148940108
RFTN1	7.36595847407801
TAPBPL	5.23715976773553
BTG1	8.81821430787914
DPP4	3.96010580861224
KLHL23	5.69027991213116
APOC3	3.69813585210695
NPPB	3.38559570982358
ZNF148	7.96672616688962
CNOT4	4.41556874185714
HIST1H3I	3.10243326063850
IKZF1	3.57592107622706
ZNF141	3.27182688617432
PSMC2	8.74825151767816
APEH	6.8925191003989
GGA3	5.02159441409983
OR2J2	3.26121761285673
KCNA2	3.22247816442436
ZNF749	3.59014739259729
LPGAT1	5.77295020289957
TMEM159	5.76475357180932
PCYT1A	3.46281514324619
BRMS1	5.58537176137563
CHST1	4.63188443232851
LGALS1	9.93552136348944
THOC2	6.61308204044878
TAF1B	5.47100497168645
GPR173	3.24274483258594
CASP10	3.94708433642999
COL15A1	4.10777276160307
ALK	3.63206921230017
GAN	3.03284229225665
EXOC6B	2.98958532384318
PCMT1	5.40541975799856
HIST1H2AE	9.23637498292657
VAMP1	5.05586907446641
HDAC5	4.61110688215942
SRI	8.01462361544818
HLA-E	8.64241246440361
SLC25A32	6.79979869206971
FLT3LG	3.24864524477567
WDR1	6.46849304177849
ATP1B1	9.42116480868651
SGPL1	6.3214477017675
AFG3L2	6.06301845249
C5orf15	8.20504029726124
SWAP70	5.17406269757721
UBXD1	5.31199687090213
TRIM31	3.25509630293427
LILRB4	3.25273616351545
GSTA4	6.0473153235835
ARNT	4.38945843499089
CDKN1B	7.36919861381908
SEMA3A	3.78319139750792
FOXC1	3.47450421701875
HIST1H3B	3.69210580930579
BTRC	3.672478648864
LSM14A	7.42226127230031
IQCH	2.94588949075376
STEAP3	4.43506474700587
YEATS2	6.66048365055579
CABP5	3.6580789580729
TRIM3	3.67640552761521
FGG	3.30566573483893
ABCA1	5.94876841480508
HNRPM	7.38334939197545
PLSCR2	3.47656847613847
JTB	9.1909953373781
PQBP1	5.65935084519434
CLEC2B	3.76749840222373
EDC3	4.29904475775808
REST	4.84434574213071
THBS3	7.4876326356248
EVI1	6.26425931939794
MGAT5	3.91242770376378
TSPAN8	3.52902990135443
DYNLT1	8.37858128777476
MUC1	7.92093740841306
IGSF1	3.71772118198037
TEAD3	5.31142474024951
ATP13A3	5.59478394384267
C3AR1	3.83169285627815
STOML1	4.80325394629455
EFNA4	6.75487782014471
HAO1	3.302623724962
USP24	5.21322068211379
TWF1	6.14922148353601
MRPS17	7.76962893715589
MYH9	6.49523631313482
C9orf9	4.06269310302006
LBP	3.28033056896092
FSCN3	3.84990547268003
BDKRB2	3.79799500843197
HSD17B4	8.71806446177944
SEC31B	3.81336511971609
IDH2	7.48727884925776
SFRS16	5.72275813609251
AICDA	3.31516960606055
RAP1GAP	4.94578208555016
C1orf56	4.5374052833463
DCLK1	3.53771891238228
MEF2A	5.36920380670291
ASF1B	6.06456960396017
HTN3	3.03657827388772
ADAMTS9	3.35243210948911
COPZ1	7.72943082655419
SLC4A3	3.70248068683325
TAF2	7.881454655463
KATNA1	4.54765450022137
STIM1	3.78340404494476
TBX2	4.39153637740245
FOXD3	3.17754560794224
RPS4X	12.6617729883919
PODXL2	3.82583756771607
C1orf176	2.96046715231423
RPS3	12.0207870352990
COL21A1	3.14852328554618
RAI14	4.59904893989934
LRFN3	3.72929368907051
SRPK3	3.58003274682897
FKBP14	4.07428374888441
TNNI3	5.39808645540238
CXorf9	3.26610223591144
REC8	7.00126059787581
HOXB3	3.89254661491794
SGCB	5.08810498270561
FRAT1	4.66086584104138
CLP1	5.88003233558854
MORN1	4.1870407504243
DUOX2	3.23156061449902
TSC22D3	5.22472640073624
ARHGEF2	6.60948357281944
CASP8	5.31869243358371
PRKD3	5.10957563049547
CFH	3.55585619487501
NRIP1	6.15341410559886
TRO	4.84835120463533
BNIP2	5.62875278250916
DHX30	5.22611933202509
TBC1D22B	2.81365037451769
GJA8	4.66613578242537
GPR52	3.03213739553496
FGF20	3.03712379167826
CASC3	7.78289405824604
METRN	5.07949813038174
KRT3	3.47128375008922
ARF1	9.17651908737186
MOG	3.47328337000359
ATP7A	3.92747787447412
CCNG2	5.20204518502909
PLCH2	3.86952258790151
ITSN2	4.29341074568670
GIP	3.09425990716923
LOC390688	3.25952749097169
LOC89944	5.70475842611664
PSPN	3.69626376239609
HOXB13	2.97462945980058
MTMR8	3.78978654495874
UBXD8	7.18878637142798
GYPE	3.02921172510263
SPAM1	3.3649046311332
PPP2R1B	3.72314751932725
CNN3	7.32675108562075
JAG1	4.65372613010866
HIST1H2AL	3.33936521063339
CHGA	3.37550204437340
CACNA1B	3.28040732003521
PAPPA	3.60984705808373
RAPGEFL1	4.28648725939113
RHOA	10.2439113655836
CYP4F8	3.57604706121398
TRH	3.96796947775018
DCTN3	8.31421853175658
NT5C	4.92528866550337
ZWILCH	5.00184161817942
SLC1A5	5.05218593054212
CALCA	3.37077559224299
VPS41	4.55143427331504
SYCP1	3.00159838090962
KIAA0174	8.06655764647266
CXCL11	3.27718621479544
ZNF639	4.51376264893168
CACNG4	5.56468574717201
TNNC1	5.48424147816092
GFI1B	3.22826016619457
C11orf58	8.44929086186681
PSCD1	4.24367868639835
NUDT18	4.2758627726393
CASD1	5.60491931546574
LPPR2	4.19113724929155
TTC35	7.30962109281722
SMC4	7.3297080751469
ZNF771	3.39944209346134
TTBK2	4.14821231504273
GJB3	3.45345301339564
RGS19	5.81055604360608
SFRS3	8.30585162164395
HLA-DQB1	6.19832033502859
SCRG1	3.89433948555479
NRAS	5.74943419970576
FBXW2	5.73730532308806
SIX3	5.05149141996812
DUSP26	3.55047355383416
HDAC9	4.95098858812783
ZDHHC24	4.26850031004355
OGG1	5.2423414335403
DNAJC3	5.32752646714743
LITAF	6.02740591878405
ZNF410	7.56550724936612
APLP1	4.42168348591347
AFP	3.00969383806099
OR7A5	3.61188831223751
ZW10	5.61866734072616
DLX4	3.32044181221151
TUBA1B	11.3835936920620
MGC70863	4.46765840705938
C12orf29	6.65680082164037
CRY1	5.78246028278312
OR1D2	3.67508838440782
C1orf25	5.07076364461041
PHOX2B	3.50545335404731
CUZD1	3.52066951066111
SCAND1	7.09677771649386
MYT1	3.9997147385733
VILL	4.59842296580156
PPP3CC	3.67487100586886
GOLGA1	4.37081655739911
ZBTB43	5.40383862037801
VAPA	8.1353809792746
MEA1	7.11842959722352
STAP1	3.18167275755518
PIK3R3	5.09926320437311
TGM5	4.10517335671676
SLC34A1	3.84939698744531
USPL1	6.23002586123971
DLX6	3.51908550333414
FBXO40	3.63229080607601
NKG7	3.23526779379716
BRF1	4.43678917594539
CCL27	3.44224913563577
EMP1	6.84016371165087
ACTR6	4.7986672791176
PFN2	10.1636591954566
MYBPH	3.48203820753078
CHCHD7	7.95446604273195
TCEA2	7.65211321897853
PPP1CC	9.76842150880003
COG2	5.7538944001356
FLJ20294	4.38271465124243
TARS	7.62777309402966
ARHGAP28	3.64777141636559
TRAPPC2L	7.29018102240204
CCDC109B	3.68921869707546
LGTN	9.18104849826767
KCNB2	3.17941771951944
USP13	6.16516907392936
RPS2	11.7874258474543
C17orf75	4.1501778741544
FBXW4	6.13908602160102
SLC2A8	4.86386421626622
WT1	7.88789579463976
SNRPE	8.60445719660285
