Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_E05_298058
Composite Element REF	Signal
PAFAH2	3.87529827375253
NPEPL1	4.4999158186651
RP11-114G1.1	3.24889275538397
TUBB6	7.43394169248764
FOXL2	3.0877886407674
LATS1	3.26506257547132
BAZ2A	4.83530063204728
KCNQ2	3.21724184142108
SPOCK2	6.4749879854117
MARCH6	8.0799951202589
MGC10334	5.76690059282394
HTATIP2	5.41919434501512
CENTA2	5.94308290367973
FGF2	3.65488618825069
FXYD7	3.34527989301907
CCDC33	3.4552410441332
PRODH	3.64296876158779
DDX6	3.66751970049128
SLC43A1	3.41122429551213
NTN1	3.14246406493824
ING4	5.03141044644518
DPH2	5.26959313886714
ZNF313	7.5142176580886
VPS28	9.23625906072277
FCGR2C	3.26179479575791
DIAPH1	5.38779502762393
CEP76	4.30683505952537
CORO1A	6.3189109806738
TRAF4	4.18797708381707
ZNF460	3.40834710546894
RRM2	8.5445679534692
EDG4	4.81173608093382
OS9	7.8291880156496
SLC4A1AP	5.97152048753546
COG5	6.88670483829736
COPS8	6.79260553548882
NGLY1	8.60194734114695
AKAP9	4.92500409229633
NCBP2	7.45964423606488
C17orf42	5.19875661051046
GPSM3	4.33250619028746
SLC20A1	6.99243826235438
SIL1	5.16346311300773
LDB2	5.72505165930335
ASB6	4.31415185837094
KLK5	8.46411482039004
SMAD5OS	3.33048214302794
UNC93A	3.597784446846
SPTB	3.64376747151630
EFEMP2	5.61586824716385
EFNB2	7.73084096793115
C21orf62	2.88846456654944
PCM1	5.66730453558514
FMO5	3.96175913476171
TSG101	7.40842070874898
CEBPG	5.94211596509624
GTF3C4	4.80181569830425
ABHD3	5.23545786252319
TNFRSF1B	5.13442976721428
CLEC1A	3.75272486270952
IQSEC1	4.06878319725732
PIGN	5.25696549040399
PATZ1	4.34999237955896
RBM22	7.00845238820744
AEBP1	8.21819618848505
BAG2	6.140028394865
PAQR5	3.11280456717379
C9orf127	4.61424748066712
THNSL1	4.48993478825495
ANKRD2	3.50866343901192
JAM2	5.23489357303511
SNRPN	3.10611768423835
ALX4	3.58650493354808
FAM130A1	5.55713610170687
CACNA1S	3.43077130149819
TRIM38	5.74010200089728
CORIN	2.97722777086582
TMCC1	4.67557462067871
PCLKC	3.94207631089845
PLEKHG6	3.82279885185833
LRRC40	6.35111393272643
SMG5	5.53361787311032
NCAPD2	6.8207190755474
WNT2B	3.39945682733063
DCP2	6.08672600083908
ASNS	7.50552071258817
MRPL49	8.5380145877826
TMEM24	4.9350899444589
RPL18	11.0331561227969
SMU1	4.4526010839166
ISG20	5.24701002923888
CASZ1	4.11596662348306
POLR1D	8.69132447780481
GIN1	4.54263079504242
TMEM177	4.91991242173458
CDKN2AIP	5.4628475870572
KRR1	6.48869997050957
CXCL1	3.97320249137172
C1D	7.45327050839704
EPM2A	3.81904217506151
LDHC	3.57709673904159
PC	3.83804630272202
PDZRN4	3.03535035587822
FAH	6.10741951630787
UBE4B	3.98403376398831
NIT1	6.05978821676957
CDC2L6	5.73035289835644
BTN3A3	4.22838510065263
PAX8	5.5016306960579
PRO2012	2.99051569481242
BEX1	7.9484077827135
COMMD3	8.5710350646461
MRPL40	7.80418489730164
SLC2A4	3.36101863079418
SHFM1	8.79917270973518
PKMYT1	4.34028926038097
FEZF2	3.89885911817662
DUT	8.6257800656354
LRRC59	8.98655766317108
LY6H	3.12718294706168
MAP2	3.64390241797062
LYL1	4.08435166135472
EDEM1	5.83451444999162
NOS3	2.80509841659732
ZNF34	4.52762005870441
ADH1A	3.70714213784229
CYP11B1	3.09320395950404
CDC73	5.29515599105269
GPR172A	6.21129539696857
GSTM3	5.81854794967046
C19orf54	5.73481410438064
KCNA5	3.35053080691618
FLRT2	4.66542830703455
WRN	4.06389567418021
ANAPC5	6.75982927548171
SDF2	6.8584630353321
KRT8P12	3.95381971909524
DZIP3	4.31773802215171
C15orf24	7.95410780872894
NFATC2IP	5.81194299523069
RIT1	4.63035012222619
RHBDF2	5.62420197950393
SCML1	4.42354271871895
MED9	4.24905469986975
RAB13	9.88985261397367
FBXW11	5.63251813457359
ETAA1	5.44353066349267
C14orf131	4.23265045243125
SLC12A5	3.61015051221865
PHF14	3.09263327785552
NRIP3	4.09926464929952
TMEM121	3.21603843199825
NOS1AP	3.89813774354001
FAM3A	5.60410739884177
RPL13	11.6546735006284
PRDX2	10.1898066160305
SAP30BP	6.0698706004894
WDR76	3.90630968179172
PRMT3	4.9619522364223
TRIM10	3.45996147804575
FAM82B	5.92395851486681
GCNT4	3.23667554888025
MAP9	4.47089565401398
GPRASP1	4.17686874619617
CXorf36	3.63597512318597
CDKN1C	4.14985764924694
DSCR3	4.81977223460714
ZFAND3	6.061747922126
C7orf43	4.1572909552793
HSPH1	8.76817351980809
SPSB3	6.10371201160546
AQP1	5.13804894960352
COL17A1	3.73126464301571
GFAP	3.68627214286251
CDC16	6.56257748395058
KIAA1614	3.36962663113004
PRSS16	4.37012305201723
KIF13B	4.66884128057313
PCDH9	3.28214403098982
MKRN3	3.17831957893211
ADAMTS13	4.16943924066673
ITFG1	9.2135267036451
TUBG2	3.91115596619387
TTYH1	3.17939478683356
SFRS7	9.17003873481894
C3orf18	4.83435415280364
FLJ13236	4.08742690654541
C18orf25	4.19611115540858
EXTL1	3.62116596784359
RANBP10	4.27065406190786
RARG	4.18994306655051
MYO7A	3.90496402135892
SFRS18	6.99505865502035
CD96	3.19412500325721
ACVR1B	4.36870653656879
DENND1C	3.89235631858629
RBMS3	3.60052512650362
SLC41A3	5.75594448968545
PSMD1	8.62294628491311
DGCR6L	3.06554202786724
ILVBL	5.31727182912225
CSNK1G3	6.46958282283067
RNF186	3.74500306170997
IFNGR1	7.49407514285358
MAGEL2	4.43511435757847
TSPAN6	9.0845047846283
SLC29A2	4.20148262815064
MSL2L1	5.98858267443237
MATN2	9.53161918974512
ST6GALNAC2	8.16997575454076
RBMX	8.61522112461565
MPP3	3.67743082635413
FGL1	3.99115582597401
PSORS1C2	3.50827354183661
RAD51L3	3.4685140475058
ARHGEF6	5.88984583855416
TGFBR2	5.41903703922787
ORAI2	3.83059779557400
CDC123	8.30791966572624
IL33	3.10878285626265
DEAF1	5.13938522466983
AMN	3.59382694403561
MSLN	9.49437916609624
DEFA6	2.96934040695287
WWTR1	5.14959503037915
COBL	6.12350511004137
PPP1R16B	4.4522330696973
CIB1	8.83778940663378
TSSK1B	3.0566969133953
GAS7	4.33647863796382
MDN1	5.49303010866613
HAAO	3.78810076939855
HLA-DRB1	10.9720166410739
CTNNAL1	6.9467112374779
TLE6	3.15040335292013
CIT	5.54442527442365
TNFAIP2	4.5905047028963
FOXN1	3.13900418281489
HERC4	4.1598516320022
DRAP1	6.78566458307922
PEMT	5.45131526469707
SLC38A1	8.86675455627455
ARHGAP6	3.31695432313014
PHF20L1	4.37655056194093
MCM3AP	4.62918138864928
MYO1F	4.96359789325651
RAB11A	7.51451060418462
PTBP2	6.08536239621709
SNX1	5.01349528009764
CTB-1048E9.5	4.40228867173035
C19orf60	6.20294180184179
C7orf25	4.7492117788631
ELF5	3.33780956831267
HOXB9	3.54202745353466
RBM8A	7.0419318126846
PARP3	4.02169555881123
ITGA9	3.85894709547006
ZFR	6.43916001302004
VANGL1	7.17377761474767
FLJ20699	4.95262857488707
ACSL6	3.17917622460153
CHAF1B	4.87582742265797
NDUFA3	9.82236562994408
FABP4	6.55184506028692
KCNB1	3.52020549963365
CANX	8.66081917418853
SLC25A28	4.91593671379248
SHARPIN	5.64659716165839
ADIPOR2	7.28953333679758
TTC23	4.3668463138186
UGP2	9.5222632765736
ECHDC2	7.4305004069138
CIRBP	7.1430253435076
SEC14L4	3.41185049686815
SMA4	4.13361542123892
FRZB	7.38444545233087
PABPC1	11.8174442283207
APOBEC3G	6.34811731137413
CUEDC1	5.51043810383361
CLDN8	3.27915117615288
VPS52	7.96321572115589
LOC23117	7.55739907575777
FAT	8.20081122059346
M6PRBP1	6.29352918171178
PPM1F	4.27262537153609
TSR1	4.95877995938340
E2F6	5.21884714258887
TMEM126B	8.95719461162809
ZFHX3	4.75307267034451
PCSK5	5.03007487349466
HEMK1	4.91986215321402
GIMAP5	5.24412643699637
DPY19L4	6.66167579801507
FAM77C	3.85837472236257
CTPS2	5.28543834358627
NDUFA9	9.36451114505995
SCRIB	7.45451831645129
AURKC	3.47656761092872
LOC51035	5.6384038735042
RSRC2	7.144574852537
ORM2	3.49728149731584
FAM115A	5.74674556261051
EGLN3	3.55288200869094
FZD6	6.82775428017453
PITX3	3.49496285763118
GPX3	6.81345437187802
UNC119	4.44303218081997
NOV	6.22877055289537
GRM4	3.74565483584223
CABC1	6.03008177929499
KLK1	3.93347050036224
GPM6B	5.24937781090633
RRAGD	8.43375950345558
EIF2S2	7.38276319311896
RNF130	8.32802799486916
CKAP5	6.70378996308877
UCHL5	5.10391286432035
C10orf18	8.15654280354866
TMEM93	6.41816556578023
KCNMB2	5.0944181038095
AIM2	4.36134800738633
PNO1	6.90081200276117
ANK3	5.23637031117909
OR2F2	3.52399343338659
GNAT2	3.41037578128311
KRT5	4.04948697973998
ST13	7.95265629948675
SIX1	5.7659442497476
TIMP2	6.90344113518101
CDH12	3.30152731396728
ZMAT4	3.25495867167399
QRSL1	5.29170328878391
CCL15	3.80134908877231
GTF2IRD1	7.17055332742205
CCDC22	4.43369545809987
SNX24	5.16464028218630
RARS	9.79784771578323
MORC2	4.94782872931147
FAM48A	6.5078892237763
FOXD1	3.08541005337665
COX4I1	8.66212614527386
DSN1	5.39461184415686
AMT	6.16508409987356
GPRC5B	7.1922267339891
CTAGE1	3.55298563910586
DTWD1	3.99604388131035
STRN4	5.04875292724466
KITLG	3.25859406749163
HSD11B1	3.84776352633134
HDGF	9.38897190747442
KRT6B	3.48802827308097
SUMO4	6.5450378691237
ARID4B	4.89440823039294
SATL1	4.85632436143248
SETX	5.64303561296892
DDR2	4.83456864994526
KCTD12	8.85011137348606
WWP2	4.9000765824573
CTSH	9.34225253108513
FASTKD1	7.21698099799212
PAF1	5.45280993547496
IFT57	8.53212117181988
TMEM2	5.60347897529684
ZNF592	4.89284071882697
TNFSF9	3.72159936773481
PPFIA4	3.56534710070361
CFP	3.21701562201259
DCTD	6.36566071531781
CNIH3	3.76942776925906
MAP4K4	5.1342711969953
ROD1	4.26364644823613
MFNG	3.616229678785
JMJD2B	4.79613330673294
DOCK3	3.10735230530831
STX16	5.79984196226343
ALDH3B1	4.67211010042775
THSD4	4.34469426845077
DLAT	6.30451969244173
KIF21B	4.28801680680153
FEZ2	5.968613537321
CDC5L	6.31785668548776
KCNJ5	3.74133448616841
LMNA	5.6438105104595
TBCD	6.06760274710888
ZNF250	5.54437032153979
CASQ2	4.07077756333655
PEG10	8.33734777547762
TPSD1	3.53306482963844
PRAME	4.60385042672449
NP	5.65226938245449
ZNF12	6.46005624946358
XTP3TPA	9.03078616569198
SIGLEC7	4.38659113918887
FAM70A	3.10310976598936
PANK4	5.46680512098243
SNED1	3.91769375894682
HIP1	4.57952391683238
WNK1	6.93856371241174
AHNAK2	3.84066681814936
FLJ10490	3.8439458674797
TOE1	5.66005934731797
RECQL4	5.26139769345404
PPA1	12.0433415769134
DPAGT1	6.86441627894364
HAS1	3.68819587403375
ST7	5.17050565088082
MAGED2	8.92234231022037
ANKRD55	3.73700704138969
TRPS1	6.18528651078669
POPDC3	3.04717068543509
ACOX2	4.76774135569584
TFPI2	7.66589645477453
CYP4F11	3.18805468160432
PDHB	8.05260519598747
ERN1	3.21666386841187
LHX2	3.25737244735308
B3GALT1	3.25011058368031
ADAMTS5	4.4253035074762
NOTCH3	5.14890632023857
C1orf116	3.48384590754142
UGCGL1	5.29096041990321
NF2	3.70323212892857
POM121	3.47332375533669
CLPP	7.3513726496548
MTMR3	3.92968534504306
ATP1B3	10.0776295510997
TMEM16A	3.27160165818384
HIST1H3F	2.99152816042687
TRIM25	4.06426055979663
CRKL	4.99586908767661
HOXB2	7.90966066178233
ANP32B	10.3596728953827
NUP62	6.30877104663162
GATM	4.81729519929091
AP4E1	3.2953786930996
RASA3	3.22479056778754
EDG5	3.59817304542134
CDKN3	8.60640351824296
CDH4	3.51102873148154
PGD	5.8036697907979
TMEM168	5.84749401808339
RND1	3.85121374998105
GAD1	3.53922331240657
MPG	6.12689585007317
ZNF133	4.79273628879897
LOC440350	3.59322024584959
FJX1	6.6706535480387
CLCF1	4.19735724443179
AMELY	3.12817671495274
PHTF2	4.87032624199450
IGSF2	3.76353952186218
TFF3	3.47877850517852
NDFIP1	8.48048243751162
IQCC	3.70503085079449
CUTA	10.5659499481562
HEYL	3.63890870464481
FTSJ2	5.68052993578408
APPL1	5.54697062319918
TNR	3.11929404187288
WAC	7.8141271085149
ADCY9	4.24392821230733
PYCRL	5.33758842160581
PCGF1	5.32138094873125
PTPN13	5.11189373228318
AGPAT7	4.53637351143918
SSTR5	3.53156338995599
CDKAL1	3.11901803971173
PDYN	5.06463077994691
SFRP1	3.73704006073215
VAV3	5.41368422122669
MTMR11	4.58626725885857
SUOX	5.97706754478325
IDH3B	8.08999430787416
STXBP3	6.86801561242244
EIF3G	8.58840320705669
GOLT1B	5.30851999011125
ARHGAP22	3.7312228923527
NPFFR1	3.99515805347996
NPC1	6.15307279003185
ALDH9A1	9.49319079145268
ICAM5	3.47699360215710
ADD2	4.15220080835016
RASSF1	5.20103176635986
PITPNB	8.88807562179493
PAPOLB	3.20058525339768
URM1	5.57569388318261
TMEM106B	7.59932141270815
LRIG2	4.64602940346175
SLC27A5	4.71095563632573
CDKL1	4.33222999706099
PRODH2	3.49631510858394
SFRS11	8.07541598345208
IL7	2.78312274006782
SCN9A	3.13263417901684
BTG3	9.4505813803262
PAK2	6.68555490719152
ATP2B1	6.72703942675448
GATA4	3.28507987854746
PRKAG1	7.30448306755096
FAM64A	4.56959419998569
ATF7IP2	4.27282467473138
EEF1G	11.9138239339865
INCENP	3.93199680585122
SMAD5	4.92181878695743
GARS	9.05836850980458
CDK10	4.09205446416469
HLX	4.1722428405153
ELAVL3	3.82285009083019
MDM4	3.02686734836061
GNL2	7.28221050297898
CDX1	4.12782244981325
PFDN2	8.12596550276128
ZNF200	4.65708637978459
NDN	4.88222332732529
PRR3	4.08757209667970
HBA2	7.68500056658753
FBLN5	6.74129724400532
PUM1	8.65799492501664
CCDC88A	3.78135851277256
TNNT1	7.89916613958901
KLHL24	6.47867989549413
HNRPH2	7.39758402928585
RAB7A	6.87893661938079
SGPP1	3.87119695783992
PMS2	6.30932382793176
ARNT2	4.86645555724163
CBR1	6.86414400607506
ITPR3	5.54229225102723
BIRC3	4.6024845722138
NRSN2	5.60609351248746
SPOCK1	6.73948170635497
H2AFY	8.80830729325238
RXRB	4.48259700284042
ZNF638	7.68880735032114
APBA1	3.43443454427719
RAB2A	6.75268158500205
ACTN4	6.81991350636365
FXC1	4.73658928144819
C6orf162	3.93292595743683
HPSE2	4.04556387749741
PLCE1	4.77962007684569
INSL3	3.32915593209009
PTPLA	4.00872199530998
EIF2B5	6.6290337151827
DLG1	6.57360003910108
PINK1	5.05252526632748
TFIP11	4.88020651154343
VPS33A	4.15575427914030
SKIP	4.63051932394865
GRAP2	2.96057497218776
GAPDHS	3.29045835225053
POLR2G	9.63945409931256
CNTNAP1	4.14918379784856
PSTPIP1	3.81341121444969
CYP26A1	3.65084358571909
APOL2	4.64613237910217
TACC2	4.82627847805374
CNBP	10.6551363046039
WASF1	6.24080530447654
HSPB1	11.3524465231271
INPP5E	4.66620568722253
COX7A2L	10.0041508436498
HSD17B1	4.00906743590651
ARRB2	4.89587172726149
CUBN	3.85495966861467
SLC7A6	4.00197352632719
IGF1	5.74216786241693
ITPK1	5.46365744760116
NAALAD2	3.34945010655523
G3BP1	7.21430563081233
HSD17B10	8.91993614641346
NUP155	6.55616385038083
CYP39A1	4.03615717550463
GLULD1	3.04531723529883
RBM15	7.28442523834962
AMZ2	8.1382342961743
GDF15	3.56661083866803
CYCS	10.5296254776105
TECTA	3.44208052538036
CCDC46	3.56485933967686
GNAL	3.50064096134510
LPO	3.38278377016065
GZMM	3.92604619707887
PAIP1	7.43375084540272
DDX11	4.74487488825222
TAF9B	3.72907768665938
CACNA2D1	4.21969970823396
IMP4	6.64646807041183
SH3BP4	8.92972786922522
PADI1	4.43354940368207
DEC1	3.41588087061974
PON3	4.0695715397703
PROP1	3.56665647423619
UBB	12.8346068394371
RPA4	3.20333590375261
TCF25	7.38493219139751
NDUFS1	7.58351700789258
UPK1A	3.87313832796142
AES	5.17143307408471
PPP1R13B	4.72452186757053
TCL6	3.45250619852166
ARL2	6.18779726434235
CD2BP2	7.09663184148805
TOP3A	3.85248960069199
CHRM5	3.41170014541495
FGFR1	5.11581680349753
UGT2B17	3.05383807225094
CEACAM6	6.37227843800159
CERK	5.50398206980923
FXYD6	6.53848178774021
AP3S2	6.52479360361145
ZNF208	3.10374674271986
CARKL	4.30459878789288
HIST1H4E	3.55091443258544
GOT1	6.67194721842757
BBC3	5.00257451755234
CASP6	5.58478374234521
HOXA1	3.6987501241111
RCL1	5.68261778284074
RAB40B	6.48375612975767
PI4KB	5.39157216872154
LRRN2	4.70057571031993
B3GAT1	3.17415842398919
OAZ2	6.59308480665055
BET1L	3.97843527152996
NOC4L	3.8093596324956
FRY	4.93110944874876
C10orf12	2.92695033209305
AK3L1	8.08232903947872
FADS1	5.96194031731516
CSF3R	4.15688268220959
DKK2	3.48815040085627
POLR3K	8.22568198847454
LBX1	3.165866316343
ATG2B	4.3884270120173
RHOT1	6.10736092637167
DARS	7.96442900836042
EPS8	7.37797342885381
OXT	3.5600447310905
C10orf56	5.69859488509479
ARL4A	6.03310502702961
CCDC64	4.04678963014658
DAD1	10.0501784692012
HERC2	5.99487744228925
HSD11B2	5.58386380125591
USE1	5.89709236053683
FAM96B	8.96088963641309
HNMT	4.277835635955
PCGF3	4.55689611066478
BSN	3.93484301435923
CAND1	7.41804727862821
ACTR10	9.38669611668265
NASP	6.76564464920726
C20orf4	5.57451499735808
ACSBG2	3.21838098051650
COL9A2	4.22592199973587
RWDD2A	4.58141736974997
PALLD	7.91891153942804
GPC5	3.65278393474752
CENTD2	4.92475216828234
TBL3	5.75687175949205
TLR1	4.32801963750231
LMO6	3.72939690646869
CCDC106	4.57240047261242
KPNA2	9.41430148379362
PARP16	4.38403156202218
PDIA3	10.0995264781825
MACROD1	5.34749782931549
SFRS1	7.565386500318
DCP1A	5.87506958762327
TMCO3	3.83898603712273
NTN2L	2.98397307281738
CLN5	5.45911013161097
BIRC5	7.12640625179543
PRR16	3.15546879774653
FAM63B	3.61482698411366
GLE1L	4.31574398461588
CES2	6.16515066842133
GNAS	10.6161668471291
KATNB1	4.98622658411394
CPLX3	3.29009128662413
WNT8B	4.29388387031411
TSPAN13	8.24740951733832
MRPL52	4.2994974530787
GHR	4.08981283959444
DUX4	3.57502721299277
BCLAF1	6.79642981158158
GOLGA3	5.38792042146448
CLEC4E	3.20259302598392
SCUBE3	3.65801574300028
UCRC	9.28073325419898
CDKL3	4.43557183929677
MGAT4B	7.10457460018743
BBS7	3.17528471379361
ZNF345	4.30895028647491
RTF1	5.50615246983312
SERPINB9	4.16789754542779
DHRS7	6.0214808931643
RIPK4	6.78763508212053
PLEC1	5.20461352947962
PIP3-E	3.95819363596362
KNTC1	5.27328097535693
EXOSC2	6.11610833506153
MS4A2	3.23600017310684
FGF17	3.75408846610625
WDR59	4.4043111943994
LAIR1	4.53360682382307
EVI2A	5.70127049906011
IL17RC	4.10588293880054
GTF3C3	6.06204053644865
HS3ST1	3.63250271420237
ITGB1BP2	3.16347324791428
RBPJ	8.15643756841107
LRRC8D	8.24648184543968
ALDH18A1	7.33218040781178
INE1	4.02475078289372
TPI1	9.68855873590633
FLJ20035	6.15868102419233
GATA6	7.79616034527125
CABP1	3.31204674318132
RASGRF1	3.67297892546274
C4orf15	5.1655472551351
ALDH2	7.97005821890865
DAPK3	3.49919140642780
C3	10.8215343159278
EMP2	9.47183482096568
GJB1	4.7955414022491
PIN1	5.69149551675841
SLC6A15	3.2480885526303
POLE3	8.16814246616569
RIN2	8.44670534710385
CTSL2	5.98522759138137
APOC4	4.08518942316398
CYorf15B	2.95644759224455
TRIM2	5.12534047039243
CP110	5.53134504807589
KIAA1622	3.41295057195765
DNM1	5.14475905152882
HYOU1	8.2608575277491
OTUD4	5.07039810716953
USP7	6.2214955233356
ZSCAN16	5.4217123743096
ASCC1	6.26017255828849
OTUD3	3.65912999313744
YME1L1	8.83664089711387
HNRNPR	8.81395416023361
SERPING1	7.33938451301822
TPCN1	5.51690203542209
STARD13	4.50788329736594
PCBP4	5.17903601749568
ADI1	8.86443696655796
ASIP	3.35034964469725
CDH10	3.4986010243234
WBSCR22	8.21606034535997
SCP2	8.84604038615953
KL	3.23136812710847
SLC35D2	5.4456684785977
MAFK	3.28589490470865
SON	7.69282490337998
SBNO2	3.97798288280607
RACGAP1	7.89535736995427
SC4MOL	7.09872655496644
SLC6A6	3.59790603718397
OBP2A	4.4538593903075
PSMD3	5.70441903666902
ERLIN2	5.0866390317569
PPP1R9A	5.3048767016036
RAB35	4.20064287091193
PDZRN3	6.42840106855066
AVEN	5.02488128922093
FLJ21075	3.99573066920735
BCAM	7.43412322205609
C14orf132	5.36101086409715
PCK2	7.95565318853103
FKRP	3.28095366402185
HLA-DRA	10.4676271905851
GUCY2C	3.15172746491915
RP11-125A7.3	5.11544313799369
BARX2	3.54685313931442
DAO	2.98423955587168
EDNRA	4.70043093376972
NIPBL	6.01695396225341
ZNF331	6.13697922537245
PPP2R5A	6.25871812760975
HMGN4	7.50258952595188
DDX39	9.23939982709647
EFHC1	5.13114198310863
EIF3M	9.46842890405579
SLC17A3	3.31175981547011
ZNF24	5.31457121313616
ASCIZ	7.32613594020268
FNDC8	3.13057967463535
ESRRA	4.63310409747245
PTMS	4.20557447437321
PHF7	3.77362237228684
PIP4K2B	4.57789565208174
IRF3	6.1092032147979
GPR19	5.23768699908338
HHLA2	3.61061576722449
GMFG	6.06675979771582
BDH2	7.41847661856348
APOBEC2	3.56267389965217
PRSS21	8.18835839000276
PENK	3.75277099694918
PHF16	5.78406766711421
ZMAT5	4.15229180622699
SMAD9	3.02034943159799
SLAMF1	3.49185713218357
RGL1	6.8294448024956
DLGAP4	4.41666302310302
MBD5	4.18192126376087
PHLDA1	4.30818124451891
BACE2	8.75348507295997
APPBP2	5.84180992142825
LIF	3.58994802342279
OXTR	3.75889353870166
ACTC1	3.90424054761441
USP19	3.56611618655241
SUV39H2	3.10723479827131
ERO1L	5.61187154441398
ZNF395	5.96836199538483
CNTFR	3.41851766685904
HIST1H2BL	3.06774387452602
WNT3	3.61351487720548
ZNF549	3.37870457488437
ZNF467	3.7190190047276
SLC25A21	3.06881353239676
IL5	3.24768099598593
CLSTN2	4.45180775055168
LSM12	5.99248087823408
KRT37	3.04590594042439
NACAD	4.22295656153211
NAG18	2.95758130424120
PTGES	4.31042473359508
GDAP1L1	2.98659229447732
MFAP5	5.2948230651735
OPRK1	3.60541248610069
C12orf4	4.77149773094103
NTAN1	5.7285006916977
CST3	9.46963858813428
WDR6	5.14962619367727
NUP88	6.50031247941985
CD300A	4.16732350261881
FCGBP	6.23406895118308
CNIH	9.12866067898666
VASH1	4.34447999909983
DHX16	5.9367536639437
SLC35A5	6.53142965203909
CLEC3B	4.56533977853281
ARL2BP	5.44113482887747
C10orf79	3.02387209366599
ZNF79	3.89151246796188
CRP	3.32406322660663
OCRL	4.54505743579883
GLA	7.120270472399
NEBL	3.98604972864160
HSPA8	10.5767846371213
DIDO1	5.44473144984643
PLA2R1	3.14838813644196
NGDN	7.23295501470928
CBFA2T2	4.25733590074892
SAC3D1	6.76912919407749
PNOC	5.56905083820978
PIGP	8.88836506390993
AGGF1	5.00833047574717
PRRG1	4.22975646616066
DPF2	6.82755126880803
MYH13	2.7880185006109
TMED9	8.4143577497215
TRPV5	3.67270922704574
UGT2B4	3.18549568037312
PJA2	6.83364842120841
COLEC11	3.79524768786161
SCYE1	6.2968932479697
MED12	5.39380455166917
CARS	7.04149188734487
MYH1	3.15841029854564
CYP7A1	2.95325047307956
PHF1	5.70704016034477
LOC644096	5.60754512966371
FRYL	6.75032599405137
RHOBTB2	3.66821240661904
MMP27	2.98158818504351
ZNF432	5.22004393045171
SRD5A2	4.21359255728039
UTP14C	6.90909304325543
RABEP2	4.50590808429182
VWA1	5.26635963893576
FUBP1	5.24150476604489
IGLL1	4.14044130883854
KIAA0586	4.73622271305516
IL27RA	4.51364809119355
STON1	4.95422134196716
IL5RA	3.42890552569873
PERP	7.5244678257541
SMPD2	4.28002522351753
TNFSF12	3.7882235662584
FN1	8.77501602494369
MTR	5.87094712048092
CSRP3	3.08385260027304
MMP20	3.01953558681643
PHLPPL	5.45466025561191
CBX6	6.0208387387075
DHFR	5.73410447612628
PRG3	3.16881287704788
ALPP	3.40707893266689
ASH1L	4.50362838885694
CHRNA2	3.78018610198409
PPP1R12A	5.39192112032482
RBM38	6.75223750522087
ZNF7	5.56824179119769
RDH8	3.51617540187985
GPR132	3.74544721931429
DGKD	5.48307855776628
TPMT	5.72412577554257
ATP1A1	8.90891013809514
SERTAD2	6.84848101381266
C5orf4	4.81996397112728
ZNF672	5.9415546179708
PLXNB3	3.36516035289446
FAIM3	4.2225605614327
UBQLN2	7.88444043636998
NR1I3	3.05065643658398
ACVR2A	5.55629087074217
YWHAZ	10.0372841889804
LILRP2	3.40547753998188
GNAO1	3.79910411678598
OPA1	6.16350994796501
RPS6KA6	3.65558585890827
RPL10	12.2912134261523
MMP23B	3.59235369427122
PFKL	5.59140055943423
TMEM140	5.24418176078419
AURKB	5.63587230540192
IFI16	8.28859350692151
CSTA	6.69775238242649
PRPF39	4.69455842851053
DISC1	3.68304118144009
USP4	7.5910919936127
OSBPL10	6.63477239401117
CAPN6	3.10152050082257
CLTCL1	3.66744379544858
NUAK1	6.796860001675
ALG6	6.66530837258753
NPPA	3.75536662995662
LAMB3	4.36028462711945
PPL	7.02335758548882
LRTM1	3.16007206385033
RRAD	3.46918793287526
TIPIN	5.10109068200081
CARD14	3.31092946798216
RBM9	5.49370888681633
LCN1	3.34514071870283
RALGPS1	4.50958354119638
NCOA3	5.89764579521053
CCDC6	7.05185149226843
RASSF4	4.21801876586368
MTHFD1	9.1920361523681
FCMD	4.98564236633715
IGHD	4.05805631709329
PLA2G6	4.09580407942286
TPT1	11.8891879144373
S100A3	3.46121825591330
SEC63	6.70343629886661
C10orf59	3.01342235502005
TOR1AIP1	5.73198736992599
PAFAH1B3	7.60240154218619
CEBPD	7.46690827859889
ZNF107	4.17690586774429
ALDH6A1	7.41074841797709
G6PC2	3.43673758995262
SNTG2	2.8593659647037
GRWD1	4.59269460683774
FLJ22222	4.96791883387881
BCKDK	5.7359045871036
CTSB	9.7147754282783
PFKFB1	3.30060141153553
ZFP36	7.78850109048333
SVEP1	4.14889856436821
PXN	4.13261598123306
TNF	3.03110885949183
SIRT2	4.62334089326293
C5orf21	5.59410951924925
VIL2	5.94802932060833
DIXDC1	3.90719508742072
GANAB	7.8818204696543
PDSS1	5.4133158289655
GRM6	3.2788980300082
NGFR	3.17498098249195
ATP8B4	3.18203420697805
MEIS1	10.1168782220036
BMP8A	3.60004605344366
NGFRAP1	10.2148541713583
EDAR	3.88296370598389
NEDD4L	5.48700204048663
CRYBB3	3.45843552656739
C6orf60	3.57967789654101
IL1A	3.22599728915887
GNRH1	2.96113144205909
PDGFD	6.38045881912024
CACNA1H	3.6042539124307
TXNDC3	3.10270172260111
ERCC1	5.94782141834633
CAV3	3.34028966791939
HARS	7.24708813880387
AQP8	3.57281481500435
CREBBP	4.76792952812594
ITGB1	5.19071780049171
