Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C06_458628
Composite Element REF	Signal
CRYZ	7.45010396008557
GBAS	8.01866373108365
TGOLN2	7.03102301685775
CTBS	4.80460638139612
ETS1	3.62416649705551
FGD1	5.02075906383019
EDC4	6.12127138332157
PCDH8	2.77395220434923
KCNK15	4.28904273668569
HSP90B1	8.32071145831095
GSTA3	3.98310903365174
TNIP2	5.90343341189343
BCAS1	3.47424846831162
HOXB6	3.75712922870405
NOL6	5.26439248668789
PDHA2	3.15194898668849
SORD	5.97521544147384
SPC25	4.30571777442737
VAMP3	6.19456871074386
WDHD1	3.62679329671487
TCIRG1	5.0006294911319
STAP2	5.7671504175501
CHCHD8	7.51808545763494
TRIM44	7.53527988617502
KIAA1305	5.74379106466741
PARL	8.4048770137994
CRNN	3.18969533522388
SIDT2	6.24331986279324
RYR2	3.95931916655566
TRRAP	5.89883818042272
TRAF1	3.65553781995483
GRN	7.13622281041457
SCAMP1	5.76989362087862
TRIM32	5.9369291204678
PTS	7.91019099418043
BANP	7.23063456456926
ATP6V1G1	9.48934366797599
PRKACG	3.58269789119832
ADCY6	4.37488705081533
PRKY	3.40846023008752
CYP51A1	5.45908423440201
DDC	3.65528045677693
ANPEP	4.25517253491386
NPR2	4.09571475891902
PROM1	4.2666380115124
COPG	8.6844668807339
OR5I1	3.03906395488244
TRIP4	6.62532435879851
ZFYVE26	4.93990593174407
GDF5	3.67938173214301
SNX3	10.4404679859352
C1orf175	3.16011423761410
CSH2	3.42857141283917
PPY2	3.23393280889805
STOML2	8.30026862271524
ALPI	3.29996677007706
FTSJ1	6.20955465520635
ZNF273	4.24708422618045
DST	3.79098477962654
GLRX5	8.36869388284293
C20orf12	3.93698571479492
CAB39	7.64417040225487
RAB5C	5.2711677708277
FLAD1	5.62543372818985
TTLL3	3.51542072949476
MSH2	6.37572342030929
NPPC	2.99118204132564
PIP4K2C	5.97578247170101
CYLD	6.07591405499060
ZEB2	3.27752990383390
MRP63	7.06285282321365
WTAP	4.66024490691886
NEUROD4	3.59356403102242
MGAT4A	4.26996089216561
MTMR2	5.98505070028273
CHRM2	3.00139668275107
TSC22D4	4.60030268304614
PPYR1	3.39052690636563
CCNH	7.09444097805925
USP48	4.8569892751828
NR1H4	3.39196437290852
RASL10A	3.47258313656415
RRM1	7.6386864681493
GABRA4	3.16317055206111
C1orf35	5.17496620556683
SSTR1	3.17657965227886
APOBEC3C	6.48486271207691
CTDSPL	5.49061428952918
RUSC2	4.10902414683057
PDE11A	3.81044405704307
ZCCHC8	6.96286071227341
RAD17	5.1936761968218
TEX12	3.23170547581811
LILRB5	3.41446369405616
CD5	3.30423293507464
ARHGEF1	3.60605170632270
ABCA4	3.55330832279682
TSPAN9	4.68701711731945
WDR67	4.7548668131392
THUMPD1	8.07065261749309
ARID4A	4.64803418323513
OPRM1	3.07526140270175
SYCP2	2.76355654121572
CYP26B1	3.39533944664781
FLJ13231	5.2240995916995
VN1R1	3.92909809426027
LECT2	3.11111226298834
PCCA	5.36397710925409
AQP5	3.93623345773247
RAB30	3.19045663804358
OSBPL11	6.44483266007709
YLPM1	6.6387699765334
GNB5	4.53962078979112
CCL21	3.34796124966473
PRKAR1B	4.20738973477264
C1orf121	6.07561428613755
FMO2	3.38066213117988
IL16	3.47151087682079
MSTN	2.87209731095564
VCL	6.37507298207828
TCF3	4.79429538049989
CCDC88C	3.61218604931964
HFE	4.04408255738722
SERPINE1	4.61925917909884
FAM125B	4.287658277471
BAI2	4.010530325403
SMC5	6.50258017873654
AKAP5	3.02707344997951
POU2F3	3.34605431259118
BACH1	4.4525259301707
PPP2R2D	6.62924476795597
C11orf63	3.89846696908785
SSSCA1	5.84366807425795
LRRC51	6.47774690444854
LRRC3	3.10069650206149
PORCN	4.15703107437835
DTL	6.05706064840084
ACTG2	4.14573052981439
FAM124B	3.2263801456623
RSAD2	5.39043362219234
CTBP2	9.39900144211463
ZMYND11	6.77249369379497
CRTC3	7.07892362851594
MYH8	3.10128885384626
LRRFIP2	6.09540635950238
TTN	3.01380329676581
RGS6	3.6479054400347
PLLP	5.62115534550222
SRGAP3	4.93811731488768
PDK1	4.76679163467484
NBR2	3.58374010359133
ZFYVE21	5.03623684312821
C13orf1	4.11125715888867
ZNF137	3.70512347612679
CEP27	6.32863411738071
WDR41	7.05903462539137
BEST2	2.89233120945485
RNF121	4.33718414585249
ZNF93	6.32298299466725
MEG3	3.52413850614299
BCCIP	7.35714657196298
OXSR1	7.41476677318669
RAD51	3.89144469753493
RPL13A	11.7448887426176
MEST	9.65127805392618
DYRK1A	5.04722977411761
HTRA2	5.34010409018315
SARDH	3.36583422632516
ILKAP	5.61728786875909
ANGPTL2	4.47318302118344
RBBP5	4.78319159737925
ORC2L	5.48272020661071
HBS1L	5.51981942944828
TMEM30A	6.97762817090234
PDS5A	5.56684887092445
WISP3	6.60392862079567
CRK	5.75895268791891
NCAPH2	4.88164415487324
RNASET2	8.84664100808544
NEDD9	5.40517587954894
WDR79	4.41239398426807
PSG6	2.9695630599527
SMPDL3B	4.83606827425948
MORC4	5.11392223865153
PSMD13	6.68689351579091
DDX23	5.9986257202209
ETV5	4.57555263391999
MYRIP	6.43499516212314
LY6E	6.26996688271566
ATP12A	3.66321865578268
BTBD7	3.46252473864644
AUP1	7.60706612420987
PIP	5.18254453942725
GSTO1	10.5565241801134
CORO7	3.44184124727642
COX6A2	3.93117222459217
MAD2L1BP	6.61083854082958
PITPNM3	3.13523707686246
ENPP1	4.03184824119394
SCNN1A	8.1644455606867
LSM1	8.09011096554235
KCNE2	3.35713690462819
IDUA	3.63833890647199
P2RX4	4.93579434003035
PPP2R3C	4.94901092416534
CCND2	4.20550019964389
COX11	6.5658395766559
CUL4A	6.79274184828223
CFB	6.61973437777137
PDZK1	3.68035694785899
PCP4	8.93527324810608
UBIAD1	4.18063536189404
CDC42BPB	4.45647236027318
ZNF323	6.33629079842457
RIMS2	4.73024425475744
CXCL6	3.25164652042159
SLC34A2	8.67476327393944
RNMTL1	5.23114337949983
NPTN	8.87802424329137
SART3	7.04227841210879
UPP1	4.59471527424885
CAPN10	3.34225795753175
SLC6A9	3.44574563192426
CCR5	4.3031433224027
NDUFS5	11.2437261838871
CISD1	7.44794346246378
PDLIM3	4.14077891785157
ZNHIT3	7.45461156364498
SNRPD3	8.75834532756765
VPS24	8.55978690583584
SCN8A	3.38500792087303
KIAA0701	4.14762634766829
UNC93B1	4.6583131566744
GMNN	7.34343609834069
FDXR	3.41431322755152
SPCS2	9.55735770435122
CDCP1	6.92525606289076
PAX3	3.35456349396420
PNLIPRP1	3.4121746752297
LASS4	3.77589014129931
HSD17B8	5.70376177028595
EYA4	3.41642284211391
PRKAB1	5.52732117110893
KIF20A	5.80673653648565
YAP1	6.14838580884936
SC5DL	4.9868199377345
NNT	5.49905889269842
DKFZp566H0824	2.827763097682
ITPKC	4.50605765122049
ST8SIA2	3.16881823173546
LMX1B	3.22129475455288
RAD21	9.14913385891901
SNRPB	8.71075210750275
MIF	11.2649572371188
DLGAP2	3.11751549112018
PFN1	8.70718553930111
IRF8	4.13065382393916
PRO0132	3.19795319789514
MICALL2	5.53789175243632
ZNF654	5.69698715284378
SS18L1	5.45457278458853
ACD	6.7038874193579
BCL3	4.68925613490123
SLC16A8	3.2927761615358
ITGB3	3.3933329749658
MRLC2	9.6547398118438
CEP152	3.39268728547705
F2RL3	3.24684133292929
CLIP1	4.70354159405414
ZNF75	3.87637895572371
SF3B4	7.2992918779664
ATP5C1	11.2642313956653
MAP7D3	5.16742212744894
SEMA5A	5.28704540160478
PSCDBP	3.97726769357068
UBP1	8.3891601034321
XYLB	3.25723949384698
C13orf15	5.9449037055708
ZNF282	5.2534672329325
ZNF222	3.68109039436545
COL10A1	4.14351182634153
MFSD5	5.73884012180954
C20orf67	4.27619229133193
NLGN4Y	2.85658158766858
INHBC	3.33408283905259
GNG13	2.94942742482701
NUMA1	4.00447046288637
F12	4.23161979115311
C1orf41	7.98507693991982
SUPT6H	4.1016367110732
GSK3A	4.68747660420807
GIPC1	6.72009674407087
ELL2	3.45867845075848
C9orf167	4.19559283525206
PVRL3	5.8380539030706
ADAM20	3.56751468818392
GPR87	3.05077814516171
ZNF770	3.84996243705742
SMR3B	3.21156410243912
FZD1	4.4074961188687
TRPC4AP	5.51184914929885
MKL1	4.0712629972342
C2orf28	9.7469369033038
LAMA4	4.36423459878088
EIF4G2	8.95438625549404
ZZZ3	6.38459629972338
C16orf5	4.69086962427468
GALNAC4S-6ST	5.75713920089544
IGFBP4	4.44308303621847
NDUFA10	8.42398914232118
CTNNA2	4.52153430701791
NUDT15	6.1859538418197
CEPT1	6.67034213366634
CLIC2	3.93654502887700
RNF13	7.44648513483772
TDRD1	3.24740719926438
KCNK5	4.82852381658795
CCDC92	7.57891474182283
ETNK1	5.42986092969675
CD69	3.56497071623152
LTA	3.18035825300446
TTPA	2.92681554405865
MYOZ1	3.81308538802694
IFNB1	3.12030148448805
CLNS1A	8.88239220106108
SC65	5.12304641814156
CXorf45	5.05935634450264
ZXDB	3.14662553950396
PEX5L	2.94931280115834
EPS15L1	4.93280073573851
GPA33	3.68171196547144
MGEA5	6.47746739588799
HIST1H3A	3.07827575750388
BCAT1	3.61918382698214
ING1	5.41187790232344
SLC2A9	3.78453001422838
ORC6L	6.13324853327262
PRAMEF12	3.12908739552968
KLK11	6.72053830213791
C19orf28	5.83659226430752
MAGEB1	3.32826403623663
MED22	4.29179699856601
ETV6	4.14567518541152
CEBPB	9.40196187358634
KRT85	3.5208453642124
CRYGA	3.37714021699505
HMGA1	6.05212737626458
CAPN7	6.028879335085
MGC5566	3.89671026148452
GEM	4.81390945246952
NANOS1	8.29612559411499
RANBP2	6.78565839766693
APITD1	5.69102154212909
LIG3	4.18801935550276
IRAK4	4.52361220402603
PARD3	6.11261815136045
SERPINI2	4.87472728767837
TTC9	3.69594243397051
MLPH	7.66646945249547
RETSAT	5.34619908103238
NRG1	3.33566090116333
CAST	6.82472659419454
TBC1D9	6.48235770391787
TTK	5.87895392023221
ZNF557	2.88840036908667
DDX41	7.09986432935538
TGFBI	7.07800189648429
PGM3	5.0185545634994
PSMB10	8.11014937062684
UBE2D2	6.79988216879163
GABARAPL2	10.0557607007459
DGCR2	5.62815247540298
UNC45A	4.81997585639393
CISH	7.54436772714589
OGDHL	5.64273888814345
SPINT2	8.60562306675926
CASK	5.2652222858018
GIT2	4.61024413854091
CLDN18	3.37459643549166
RNF128	3.18609942504242
NCAPG	4.95823479700653
ABHD6	4.19182988638576
ATP6V0E1	7.30265607456355
C14orf161	3.02073261757911
UTP11L	7.71735418064825
GCNT1	4.41665683868640
DUSP9	3.60664648274724
TM4SF5	3.96112631835535
SUCLA2	6.19455232966186
NANS	7.61544127988406
OLFML1	3.66767929378881
ATP10B	4.2622762504522
SCNM1	8.18104986356083
NPAS3	4.38174637452699
AMD1	7.32056713919016
GGA2	4.99671052415188
PRKCA	4.13255307160872
TRIB2	4.29099977934512
SDCCAG3	5.69034823049019
TTC1	7.572513465858
GHSR	2.95534225821084
ATP8B1	4.31601381935244
HIPK1	5.60886447906229
C1orf78	4.60935044103988
CLN3	5.3677525340581
STX4	7.34097566355585
WAPAL	5.39255667175537
TUBB1	3.46235149139201
SCN5A	4.23226515709661
ZNF192	3.6354655001289
SEC22A	4.91913083451639
DPY19L1	4.86643386089416
C11orf9	3.73530944851298
GRIA2	4.28626148811193
VDAC2	10.7021642286668
C8orf44	3.39677487169287
ZPBP	3.26336276933432
NUSAP1	6.8248420409345
LANCL1	5.84964495364768
FGF23	3.69597120464551
PCNT	5.16401275212514
BCKDHB	5.54752212806211
IFNA8	3.41514382363467
BET1	7.79407471159863
SPRR1B	3.43616646313624
FLRT1	3.37763842803707
HDAC6	4.1472442153149
SNX17	7.1943677666377
N4BP3	3.06792797582255
PLSCR3	7.08699464874577
TTC30A	5.3078558961007
CRISP1	2.98763804601133
KRT32	3.47982934713905
GHRH	3.06793864050754
IL11RA	5.19663649274674
GDF3	3.34929256894896
RPS6KB1	4.41875351107712
POLR3B	5.81622382580247
TOP1	8.24692379948328
DNAJC10	6.35286405199826
CRCT1	3.0238842731555
ADIPOQ	3.12745865127591
MPST	6.77348484454448
DPM2	5.90361030158533
FAM38B	4.073687066004
RIT2	3.08669782148716
SLC18A1	3.17214729218730
RPS17	11.9775103509296
ABCA3	5.51682138321053
CD44	4.93597764410039
FARP1	6.85963771904784
KCNMA1	6.02251191141794
PAX7	3.1177740288896
TUBD1	4.3477327340573
NARG2	5.73834495773694
GNL3	8.43882826684298
BTG2	6.14952029773752
ITGA5	5.33031937426572
NDUFS6	9.18880583582967
MEFV	3.46647120806065
TUT1	3.84241278637762
ERAL1	4.88339412068126
ECHS1	10.3728916224977
NMBR	3.08677426074948
VPS4A	7.23708856068872
ABCB7	6.57195141915402
CYP11A1	3.36927623882612
PFKP	9.15707981525335
C9orf91	4.43172534361638
ABCC6	3.29914106699068
LRRC41	6.68897676770184
ATP5F1	10.3945417196240
GFOD2	4.47137455545388
MOSC1	5.86886954813102
NCF4	3.32754579152666
HYMAI	3.47701275459541
SLC25A3	10.2006017157794
NAGPA	4.60614390425422
MTHFD2L	4.46205912067863
ZNF646	3.85869702433407
RAB1B	7.28601706250847
IFT122	6.90775336944814
GALNT3	8.38208134669775
LDB3	3.69781737907055
GARNL1	4.51266367621568
ALDOAP2	2.93889990017307
LRRC6	4.98196952709432
NTRK1	3.30996685333289
ARTS-1	3.58484612110013
UBAC1	6.82690240993012
SLC6A11	3.02975430691968
NAP1L2	3.44716724196969
EPB41L4B	6.6302661250314
RPL19	11.2121355107502
CNGB1	3.44262843667666
LOC643641	4.84930324931995
FAM134B	4.15612320602062
WISP2	2.96546945326849
NTSR1	3.74715106819484
HS3ST3A1	4.16423592566178
GPSM2	4.93758745365898
PRKCG	3.26897439427272
CHORDC1	6.16332997057875
MON1B	4.70333448156771
TRIB3	5.70416803130128
SLC2A5	3.52807847131829
C2orf49	4.90663631404966
DDX5	9.63323017648615
ZNF446	4.55435487775345
MLF1IP	8.84036005739778
SLC26A1	3.10067549107569
RGN	5.86322023844401
COL4A5	6.39433027875859
CCNB1	6.65906823999062
CCDC28B	4.17385979145963
RP11-35N6.1	3.16247984218037
KCNK3	3.2238153917318
ZFP161	4.31277578988799
FGR	3.36685911712682
COX15	5.37926677338764
EPN2	4.57091107252511
AQP9	5.06879631523373
XK	4.16354173344698
SLC15A2	3.640496169361
MREG	5.6713717490833
HEPH	3.59592954914895
THRAP3	4.33193571523906
MET	4.68311305687020
PDLIM2	4.78791680353125
ING3	6.91851961766026
PHYHIP	3.46495736330466
CCT8L2	3.57504718525668
ADAM7	3.26232012841366
COPS7A	7.68802508392048
WSCD1	3.69535882809798
SLC12A8	6.89082172800178
RNF185	3.53410562075658
TNS3	8.76439895086148
IGSF3	4.64030319707841
SRPK1	6.96172284253837
MED13L	5.71189462822441
LOC93432	3.1450847648146
C7orf44	5.69665739036236
PTCD3	6.09251843697274
RPL7A	12.4981928123223
TEAD1	5.27112045567881
ARL6IP1	9.9520969948371
CTAGE5	4.30094626900977
SLC25A14	5.0120304494201
LEP	3.13846743022071
PCDH21	6.40239810848497
CACNG5	3.17564274214722
ECH1	5.70667306596064
MAPKAPK2	4.77755542398197
ATXN10	7.60089348368281
LHFPL2	5.33316285886697
CCL22	4.17074890699924
ACTR8	5.03384506661477
PTPN22	3.23990395858822
CYP2F1	2.92518179863377
ITGA3	5.25389032197604
RABGGTA	4.84487104383196
KIAA1033	5.17656245697327
ZNF510	4.32753318274119
SLC26A10	3.46760268953257
STX8	6.07805191543477
RUNX3	4.41650466791796
EFNB1	3.80854219471252
EIF4G3	5.72288724750523
ACSM3	6.58771171665693
C5AR1	4.15771175509462
SIGLEC8	3.38672992359777
ASCC3L1	9.16814675190844
ZNF623	5.5878877097519
A2M	8.67539285318698
NOL8	6.74066675908051
GRPEL1	5.81474174838013
LMNB2	4.65384418920380
ROCK2	4.05190607603065
SNX16	3.93154927314896
Magmas	5.68962598120912
ANXA3	7.15735695911545
C11orf2	8.29378328117894
VKORC1	7.05635723436882
TRPM6	3.21761563970786
KIAA1609	4.61993672346747
FOXK2	5.79982536563022
FEV	3.28433274312055
EED	5.08506393582347
RNF32	3.62200164504628
PDCD5	7.0161074163247
SLC8A1	3.23957886420058
HES1	7.63272024822982
DGUOK	7.62366418174279
CLDN16	6.46492459309602
CLC	3.37714697040759
ISL1	3.55316158275046
C1QTNF3	4.2119344744839
GAGE1	2.88412262378404
KIAA0528	8.56603533505002
VGLL3	3.08812472143785
MANEA	4.92724184729789
C1orf61	3.50439713407258
SUPT4H1	6.90169931492694
CD1A	3.74930744244371
ASAHL	4.62967845231713
TRAF5	6.09341272840088
RAPGEF6	4.47817143647862
WHSC1	4.85088195260232
NEIL1	4.1058268435286
KIAA0020	7.08731521188302
C16orf45	3.72548109425771
GFPT2	4.15058324575299
RBM10	7.01932178737521
MRS2L	6.37682846624888
DNAH17	3.67173919061808
STARD5	3.56139924813394
C19orf10	6.15021367416748
SIP1	4.46128533826788
DNAJC15	4.73332674036711
C1orf160	5.075040684265
SLFN12	4.01608598694531
STAU2	4.95268313497002
FAM98A	7.9285635541899
EXOC3	6.21265074241769
RAD23B	8.2738332959852
HIST3H3	3.69117003542608
NCOR2	4.53163132502121
TNFRSF9	3.22383262202868
KLK8	6.83954693153071
NOL1	7.11072240484849
ALX1	3.56112919246019
CCNE1	6.73128422293528
PKDREJ	3.85048579338323
TIAL1	5.56897293340095
WHSC1L1	4.09800396289539
HIST1H1E	3.71748314900834
SMUG1	4.96714365531731
TM4SF4	3.32173890156666
NPY6R	3.47096352873103
UFM1	6.7746066157425
AP3M2	6.47828180916147
USP14	7.43515709762689
CORO2A	5.69846464097955
ETNK2	3.52735231558064
APOE	4.67649290703627
ANGPT4	3.84843010402631
DSTN	10.1581620245144
SFRS14	5.67068574458012
FRS2	3.00739484375995
NR2E3	3.39990007692956
ST8SIA4	3.2324225374932
GMPR	8.69711222642312
TUBB2C	8.41079227409051
LOC730092	3.71807878511308
ORM1	3.87444963684071
HSPD1	11.2869613909698
C5orf13	7.60534183352936
F2RL1	5.7078782057626
PLEKHA9	4.99506642077162
ZNF232	5.32647474838846
SLC6A7	3.45317956129304
ADH5	7.27249808780393
SHBG	3.66581450194319
DSCR6	3.65271031348872
CROCCL2	3.61381756091796
CDIPT	8.60380165229943
SLC16A5	4.26795379929335
TUBB	10.0599614574240
GAS2L1	5.12855606462575
TOR3A	5.73048848404314
PREP	5.68007692530288
RFX3	3.67336332037652
CHMP1B	7.49794938849238
COPS4	7.2237449957315
MYH6	3.09920540613006
BCHE	2.75462453583493
MAP3K13	3.69624953926213
LCMT1	7.93026233915382
EIF1AX	7.92023371710206
SLC24A5	2.98405471836986
BCL2	3.77764039831278
HBZ	3.45738413573038
HCRTR2	3.24626190509845
TJAP1	6.04593925931666
MAPBPIP	6.69389590917115
TMEM156	3.15063716274975
MYO15B	3.70895503802973
ZNF239	5.49032918283012
KIAA1324	4.33515261355146
PLCL2	4.75264616572354
C4orf29	3.61309384681027
SNX19	4.87256817700403
NAALADL1	3.21177439751237
DUSP5	4.86980062381681
GKN1	3.90855644346963
PXDN	6.34572941015162
FCN1	3.85454979015552
SLMO1	4.10490103646547
TNXB	4.12567233087981
C1QL1	3.61624673261943
BIRC7	3.46265865400367
A4GALT	4.18716416977075
TIMM22	4.19046507796172
ABHD9	3.27298053911523
TOMM34	6.61347980539944
ZNF35	4.70126013311704
LIMD1	3.82260661657276
CARD8	4.1403993362079
KIAA0286	4.15956249504305
CD6	3.63878201636469
RSRC1	6.66101268492555
TOX3	3.03293945758824
C16orf35	5.30857984217487
CRHBP	3.41773793569521
PTRF	5.48452164426045
FBXO24	3.31596145905668
CHST11	3.8423225261696
THRB	3.92134801655573
RNF39	5.62897121628687
MYBPC1	3.45038907184988
PSMD11	7.57328648621056
ALAD	5.29855332682285
AQP2	3.47281476793425
EN1	3.27975494738414
GSTM4	4.78442557468219
ZNF187	5.16378785528413
CDC42BPA	5.48737773171433
F7	3.29256625642248
CNOT1	6.98446496297533
SLC13A4	3.50166446507855
ZBTB11	6.5747756311489
B3GALT5	2.87979654783315
LUC7L2	7.48628032110609
SPTBN1	4.65936293227489
EXOC2	4.71340497545101
LSM4	7.46284371879496
IRS1	4.38470339838455
TMEM1	4.06703481586399
MRPL34	8.30987112536996
SAMM50	7.68552860141572
CDC42EP3	5.2770651520478
HSF2	5.19698596125273
SRP72	7.85146321516398
MFN2	5.51857656309522
TSPAN7	6.05544992912132
SGK269	4.19741649088636
NUCB1	5.1735877823698
RHOH	3.06399751583429
MTX1	6.91089475193423
CENTA1	6.16773618117187
ATR	6.72573850669475
IGLV3-25	4.07740267476447
DDX49	6.43843895454871
TACR1	3.40330919524566
SFRS5	6.9600666458233
THAP1	4.88563875472838
RHBDF1	6.09530751609433
RASIP1	5.60110189044873
DPYD	6.1831696666129
MYO5C	6.62115132017347
DOHH	3.62952960688296
POF1B	4.32175376273991
MAPK10	3.3218324693644
ZNF552	4.73402196500635
USP32	5.45388513035448
MED27	6.36179789998107
NCAM1	3.83195634717748
LOC171220	4.7237376976863
PRDX4	9.23345935488109
AGT	3.31675867703796
SLC22A14	3.47446287446252
DAPP1	5.3662033349398
PILRA	3.68388193202948
ATF7	3.54146592678926
ABCF2	5.37918849399409
KIAA0748	3.07771233903789
C17orf85	3.89030204094489
TKTL1	5.127379771556
FGF1	3.51832070480239
IL6R	4.46128021663384
CHRNB2	3.73626700351042
COL7A1	4.29170399127869
NFIL3	8.8170585950657
LRRC48	3.84259750964430
TM6SF1	3.95540540749785
SPG20	5.75289898112073
COX10	4.69436745262191
DNAJA3	7.50645359567237
ECEL1	5.54653572017939
GCA	6.29447309477793
GLG1	9.08687854846491
CIITA	3.69754899717489
CLDN6	3.25770938069392
EPHA4	4.89810664408207
FANCC	4.47300745590441
MUTYH	6.43239483702421
L2HGDH	4.05132761540935
GPATCH2	3.90251892147549
PSG3	3.11595091215974
ZNF227	3.99313543135995
MRPL15	9.31602984481512
NQO2	8.46723524820771
C21orf59	8.60491513149987
ZBTB20	7.32422340588317
NEU1	3.81497971042388
QRICH1	6.67770114887271
C2orf34	4.71854332767733
UBE2L6	8.98320038498281
HP1BP3	4.85138076392458
MED14	4.77581380281811
TSN	5.78142525306072
TPBG	5.31194741252267
SPRY2	6.34859457977932
LZTFL1	7.05067187903228
OSR2	3.80153342201059
KLHL7	4.11739389418833
XPC	6.79757168704937
GMFB	6.05579511648888
PBEF1	8.74456307852808
CCR3	3.2444265539726
AGTPBP1	6.4911166697873
TMEM8	6.15378734155732
PCSK6	3.12638876306932
STAT5A	4.27631896555878
FAM18B	5.950015184477
PTPN2	6.46612364746013
SF3A3	8.2378843330369
EFCBP2	3.55221796435538
HCFC1	4.89940348534889
NFYA	3.94193236505753
PBLD	5.28887240905243
PIGF	4.99813786047726
AHNAK	6.71805494766171
ACTR5	3.93637950104278
KIF14	4.37207247919826
PTGER1	4.14125929724766
NOS2A	3.16433506871608
TENC1	4.64920891428295
YIPF2	4.92468014308332
ETV2	3.37223352820149
KIAA1012	8.66586631922166
C17orf53	3.93820402051072
AHR	6.9946644450861
PTPRH	3.50847618062047
ATP10A	4.04586795594854
ATP6V1C1	4.1218904363004
DPH4	6.2443555595128
TAS2R3	3.05106253459201
C5orf5	5.50378304397385
KCNA4	3.84380328833367
COQ10B	7.36527157437707
NMNAT2	3.29691018720053
PSMF1	7.5730051205237
SORBS2	4.02935480452812
NFE2L2	9.9625767481574
SH3PXD2A	3.63211426616987
NRF1	4.20389251252223
SPINK5	5.04067751280917
SH2D2A	4.69375971115379
PRDM12	3.2205269730181
RBBP6	7.03218078891633
OPA3	3.15086783657186
PAQR4	6.33558907840755
IFI27	10.2512727678663
SKAP2	4.41890904680332
TJP3	4.14389370320159
C9orf61	4.86836007356842
MT1G	10.2551847835331
HS1BP3	6.24539051324911
IDS	4.50200211181857
PARG	4.86956240472704
OR2B2	3.00128551336469
DYRK4	6.12698814310354
MICALL1	4.45184899301431
GALR2	3.22689016909598
CHRM4	3.3542905499841
RIC3	3.22096839034489
GPBP1L1	7.167476184472
ART1	3.25932662957283
TBX21	3.22327054314485
DUS4L	5.21450544762723
KCNJ6	3.65539227399728
TNFAIP6	5.10079690147888
CCT4	10.1641343199831
RTEL1	3.74196231426230
CASP5	3.74585370527847
CHMP6	4.1894278039638
BRD4	6.5396272971432
NDUFA13	9.77958130536287
CYP19A1	3.12914086382397
CD151	7.01707990705273
DOK4	4.10063763845121
FAM26B	5.11641456226161
ARFRP1	4.2130536260084
MRPL41	3.30290187995039
CRYBA1	3.45478624472344
HRH2	3.51086193656522
KIF25	3.69275914941696
MTMR6	5.08010901000002
SCAMP3	5.80610116442563
MTG1	4.57694513534844
UBTD1	4.30728045269172
SOX9	5.55610595064918
CRABP1	4.72709002614765
FLJ33790	3.4673215816962
FAU	11.5993886147561
DTNB	4.24316395736041
CARD9	4.26224499017543
PACSIN3	5.04961958797814
OMD	3.13029293860666
HOXB8	3.08895964896392
NSBP1	4.00776386653409
SLC4A5	3.50671301960481
FBXO46	4.65249467894412
UGCGL2	4.88895176097946
SVIL	4.78387729282168
OAS1	6.67860551157983
PHB2	10.8491709364680
NDRG2	4.18361039571198
ERMAP	4.57327319366825
GRIP1	3.17413616968939
APBA2	3.94036351658797
TCF21	3.19742084053019
JPH2	3.33311644171089
DLST	5.44763113279822
SLA	4.5743625446059
AMELX	2.85197897655262
WNT6	3.37850283888236
ATP2B2	3.84224808842301
CPVL	5.26902392073399
RGS20	3.05855661871894
TRAM2	4.89078648203079
ZNRF4	4.23813763351605
ZNF419	4.36773747281545
LXN	7.18387855361502
TLK1	5.03340317219539
UPK3B	4.46581261430387
MTMR12	3.78414197219381
KLHL21	5.78614546758231
ZNF384	5.23702070644159
PI15	3.29995377824053
RER1	5.4826552213178
ELAVL2	3.20324597792181
KLF2	5.46891098582123
RPN1	9.50396205931227
PMVK	6.65626947636362
EIF3D	9.71700811610859
SIX2	3.55863184324611
HPS1	3.98170549829981
RNF7	7.56423812398603
TFE3	5.09874406104396
C11orf17	4.65383588165755
SNRPC	7.84060487578936
KCTD13	4.24702959325601
DLGAP1	3.77388612327023
PGLYRP1	3.67339491731072
IL8	4.62176024710008
IRF7	6.72563024305994
SERPINB13	3.02980451069849
SET	9.93071505295025
NAB2	4.83755180919835
MGC40069	3.53868792344035
BLR1	3.46536723953149
LRP5L	4.04536756706367
FAM120A	6.74119014170899
ASCL2	3.34313839945117
PCDHGA10	3.57418396960874
SHH	3.16122201169509
SH2B1	5.02363186605399
ATP5H	9.91845674379024
THPO	3.32533496663539
HIST1H3E	3.37100381187268
TYRP1	3.24090820058386
EIF2S1	6.70615218799355
RFNG	5.55697361822514
RAB20	7.12438056193513
TNFRSF17	3.42345808522896
RBM7	7.45099988988245
TMPRSS4	4.36799282624701
NKX2-8	2.96035428632272
C1orf115	6.70221348824023
TAF9	7.12234285985844
TERF2	7.7030286696126
TNFRSF1A	7.63061630325113
ACADVL	6.48136438611445
ISCU	8.93767428091909
KIAA0841	4.68244375912866
GTF2H5	8.34211102928424
EDG8	2.92047952563672
RAB15	4.99459090714467
HBP1	6.03322301517796
TNNT2	3.89877038428886
CECR5	5.93713913713651
JRK	4.13296781665936
PHGDH	7.95855324641655
XPO4	4.02668907456475
ARHGAP25	4.45380690430098
CA9	5.38498000020729
TLX1	3.10036718783995
GPS1	6.6198930782898
RPS29	11.2012874315656
MKLN1	5.89348059293053
ATP6V0A2	3.73348614830304
EMR2	3.42080307538366
KIAA0319L	5.61947233821494
DOPEY2	4.61171038331314
